PERIODO,TIPO,ANO,CDISC,CTURMA,ANO_TURMA_RESERVA,CURSO_RESERVA,NIVEL_CURSO_RESERVA
1,S,2014,MD136,A  ,0,15,G
1,S,2014,MD136,B  ,0,15,G
1,S,2014,MD136,C  ,0,15,G
1,S,2014,MD136,D  ,0,15,G
1,S,2014,MD138,A  ,0,15,G
1,S,2014,MD138,B  ,0,15,G
1,S,2014,MD138,C  ,0,15,G
1,S,2014,MD138,D  ,0,15,G
1,S,2014,MD139,A  ,0,15,G
1,S,2014,MD139,B  ,0,15,G
1,S,2014,MD139,C  ,0,15,G
1,S,2014,MD139,D  ,0,15,G
1,S,2014,MD141,A  ,0,15,G
1,S,2014,MD141,B  ,0,15,G
1,S,2014,MD141,C  ,0,15,G
1,S,2014,MD141,D  ,0,15,G
1,S,2014,MD141,E  ,0,15,G
1,S,2014,MD142,A  ,0,15,G
1,S,2014,MD142,B  ,0,15,G
1,S,2014,MD148,A  ,0,15,G
1,S,2014,MD163,A  ,0,200,G
1,S,2014,MD191,A  ,0,63,G
1,S,2014,MD215,A  ,0,58,G
1,S,2014,MD223,A  ,0,58,G
1,S,2014,MD231,A  ,0,21,G
1,S,2014,MD342,A  ,0,15,G
1,S,2014,MD342,B  ,0,15,G
1,S,2014,MD342,C  ,0,15,G
1,S,2014,MD343,A  ,0,15,G
1,S,2014,MD343,B  ,0,15,G
1,S,2014,MD343,C  ,0,15,G
1,S,2014,MD344,A  ,0,15,G
1,S,2014,MD348,A  ,0,15,G
1,S,2014,MD362,A  ,0,21,G
1,S,2014,MD542,A  ,2012,15,G
1,S,2014,MD542,B  ,2012,15,G
1,S,2014,MD542,C  ,2013,15,G
1,S,2014,MD542,D  ,2013,15,G
1,S,2014,MD543,A  ,0,15,G
1,S,2014,MD544,A  ,0,15,G
1,S,2014,MD546,A  ,0,15,G
1,S,2014,MD548,A  ,0,15,G
1,S,2014,MD600,A  ,0,58,G
1,S,2014,MD748,A  ,0,15,G
1,S,2014,MD752,A  ,0,15,G
1,S,2014,MD752,B  ,0,15,G
1,S,2014,MD752,C  ,0,15,G
1,S,2014,MD753,A  ,0,15,G
1,S,2014,MD753,B  ,0,15,G
1,S,2014,MD753,C  ,0,15,G
1,S,2014,MD754,A  ,0,15,G
1,S,2014,MD754,B  ,0,15,G
1,S,2014,MD754,C  ,0,15,G
1,S,2014,MD757,A  ,0,15,G
1,S,2014,MD757,B  ,0,15,G
1,S,2014,MD757,C  ,0,15,G
1,S,2014,MD758,A  ,0,15,G
1,S,2014,MD758,B  ,0,15,G
1,S,2014,MD760,A  ,0,4,G
1,S,2014,MD885,A  ,0,15,G
1,S,2014,MD890,A  ,0,15,G
1,S,2014,MD941,A  ,0,15,G
1,S,2014,MD941,B  ,0,15,G
1,S,2014,MD941,C  ,0,15,G
1,S,2014,MD941,D  ,0,15,G
1,S,2014,MD942,A  ,0,15,G
1,S,2014,MD942,B  ,0,15,G
1,S,2014,MD942,C  ,0,15,G
1,S,2014,MD942,D  ,0,15,G
1,S,2014,MD943,A  ,0,15,G
1,S,2014,MD943,B  ,0,15,G
1,S,2014,MD943,C  ,0,15,G
1,S,2014,MD943,D  ,0,15,G
1,S,2014,MD944,A  ,0,15,G
1,S,2014,MD944,B  ,0,15,G
1,S,2014,MD944,C  ,0,15,G
1,S,2014,MD944,D  ,0,15,G
1,S,2014,MD945,A  ,0,15,G
1,S,2014,MD945,B  ,0,15,G
1,S,2014,MD945,C  ,0,15,G
1,S,2014,MD945,D  ,0,15,G
1,S,2014,MD949,A  ,0,15,G
1,S,2014,ME093,A  ,0,200,G
1,S,2014,ME093,B  ,0,200,G
1,S,2014,ME093,C  ,0,200,G
1,S,2014,ME093,D  ,0,200,G
1,S,2014,ME100,A  ,0,2,G
1,S,2014,ME110,A  ,0,2,G
1,S,2014,ME111,A  ,0,2,G
1,S,2014,ME111,B  ,0,2,G
1,S,2014,ME173,A  ,0,16,G
1,S,2014,ME173,A  ,0,54,G
1,S,2014,ME173,B  ,0,44,G
1,S,2014,ME173,B  ,0,55,G
1,S,2014,ME180,A  ,0,48,G
1,S,2014,ME203,A  ,0,8,G
1,S,2014,ME203,A  ,0,12,G
1,S,2014,ME203,A  ,0,42,G
1,S,2014,ME210,A  ,0,1,G
1,S,2014,ME210,A  ,0,2,G
1,S,2014,ME210,A  ,0,4,G
1,S,2014,ME210,A  ,0,28,G
1,S,2014,ME210,A  ,0,51,G
1,S,2014,ME210,B  ,0,1,G
1,S,2014,ME210,B  ,0,2,G
1,S,2014,ME210,B  ,0,4,G
1,S,2014,ME210,B  ,0,28,G
1,S,2014,ME210,B  ,0,51,G
1,S,2014,ME310,A  ,0,2,G
1,S,2014,ME310,A  ,0,28,G
1,S,2014,ME319,A  ,0,2,G
1,S,2014,ME323,A  ,0,11,G
1,S,2014,ME323,B  ,0,41,G
1,S,2014,ME323,C  ,0,42,G
1,S,2014,ME323,D  ,2012,34,G
1,S,2014,ME414,A  ,0,5,G
1,S,2014,ME414,A  ,0,10,G
1,S,2014,ME414,A  ,0,13,G
1,S,2014,ME414,B  ,0,5,G
1,S,2014,ME414,B  ,0,10,G
1,S,2014,ME414,B  ,0,13,G
1,S,2014,ME414,C  ,0,43,G
1,S,2014,ME414,C  ,0,49,G
1,S,2014,ME419,A  ,0,2,G
1,S,2014,ME480,A  ,0,6,G
1,S,2014,ME480,A  ,0,53,G
1,S,2014,ME524,A  ,0,2,G
1,S,2014,ME601,A  ,0,2,G
1,S,2014,ME610,A  ,0,2,G
1,S,2014,ME613,A  ,0,2,G
1,S,2014,ME623,A  ,0,2,G
1,S,2014,ME630,A  ,0,2,G
1,S,2014,ME701,A  ,0,2,G
1,S,2014,ME710,A  ,0,2,G
1,S,2014,ME714,A  ,0,2,G
1,S,2014,ME715,A  ,0,2,G
1,S,2014,ME730,A  ,0,2,G
1,S,2014,ME810,A  ,0,2,G
1,S,2014,ME951,A  ,0,29,G
1,S,2014,MG100,A  ,2014,109,G
1,S,2014,MG100,B  ,2014,109,G
1,S,2014,MH703,A  ,2005,27,G
1,S,2014,MH705,A  ,2005,27,G
1,S,2014,MS123,A  ,0,48,G
1,S,2014,MS149,A  ,0,1,G
1,S,2014,MS149,A  ,0,4,G
1,S,2014,MS149,A  ,0,28,G
1,S,2014,MS149,A  ,0,51,G
1,S,2014,MS149,B  ,0,1,G
1,S,2014,MS149,B  ,0,4,G
1,S,2014,MS149,B  ,0,28,G
1,S,2014,MS149,B  ,0,51,G
1,S,2014,MS149,Z  ,0,40,G
1,S,2014,MS211,A  ,0,10,G
1,S,2014,MS211,A  ,0,11,G
1,S,2014,MS211,A  ,0,12,G
1,S,2014,MS211,A  ,0,13,G
1,S,2014,MS211,A  ,0,34,G
1,S,2014,MS211,C  ,0,1,G
1,S,2014,MS211,C  ,0,4,G
1,S,2014,MS211,C  ,0,28,G
1,S,2014,MS211,C  ,0,51,G
1,S,2014,MS211,D  ,0,2,G
1,S,2014,MS211,D  ,0,8,G
1,S,2014,MS211,D  ,0,12,G
1,S,2014,MS211,E  ,0,2,G
1,S,2014,MS211,E  ,0,8,G
1,S,2014,MS211,E  ,0,12,G
1,S,2014,MS211,G  ,0,39,G
1,S,2014,MS211,G  ,0,40,G
1,S,2014,MS211,G  ,0,42,G
1,S,2014,MS211,G  ,0,43,G
1,S,2014,MS211,H  ,0,39,G
1,S,2014,MS211,H  ,0,41,G
1,S,2014,MS211,H  ,0,42,G
1,S,2014,MS211,H  ,0,43,G
1,S,2014,MS380,A  ,0,63,G
1,S,2014,MS380,B  ,0,46,G
1,S,2014,MS512,A  ,0,2,G
1,S,2014,MS512,A  ,0,28,G
1,S,2014,MS529,A  ,0,2,G
1,S,2014,MS529,A  ,0,28,G
1,S,2014,MS580,A  ,0,2,G
1,S,2014,MS580,A  ,0,28,G
1,S,2014,MS620,A  ,0,1,G
1,S,2014,MS620,A  ,0,4,G
1,S,2014,MS620,A  ,0,28,G
1,S,2014,MS728,A  ,0,2,G
1,S,2014,MS728,A  ,0,28,G
1,S,2014,MS750,A  ,0,1,G
1,S,2014,MS750,A  ,0,4,G
1,S,2014,MS750,A  ,0,28,G
1,S,2014,MU014,A  ,0,22,G
1,S,2014,MU035,A  ,0,22,G
1,S,2014,MU081,A  ,0,22,G
1,S,2014,MU082,A  ,0,22,G
1,S,2014,MU083,A  ,0,22,G
1,S,2014,MU084,A  ,0,22,G
1,S,2014,MU085,A  ,0,22,G
1,S,2014,MU105,A  ,0,22,G
1,S,2014,MU105,B  ,0,22,G
1,S,2014,MU111,A  ,0,22,G
1,S,2014,MU112,A  ,0,22,G
1,S,2014,MU114,A  ,0,22,G
1,S,2014,MU120,A  ,0,22,G
1,S,2014,MU129,A  ,0,22,G
1,S,2014,MU132,A  ,0,22,G
1,S,2014,MU140,A  ,0,22,G
1,S,2014,MU143,A  ,0,22,G
1,S,2014,MU146,A  ,0,22,G
1,S,2014,MU147,A  ,0,22,G
1,S,2014,MU147,B  ,0,22,G
1,S,2014,MU148,A  ,0,22,G
1,S,2014,MU154,A  ,0,22,G
1,S,2014,MU155,A  ,0,22,G
1,S,2014,MU165,A  ,0,22,G
1,S,2014,MU171,A  ,0,22,G
1,S,2014,MU175,A  ,0,22,G
1,S,2014,MU179,A  ,0,22,G
1,S,2014,MU181,A  ,0,22,G
1,S,2014,MU190,A  ,0,22,G
1,S,2014,MU220,A  ,0,22,G
1,S,2014,MU279,A  ,0,22,G
1,S,2014,MU314,A  ,0,22,G
1,S,2014,MU320,A  ,0,22,G
1,S,2014,MU329,A  ,0,22,G
1,S,2014,MU346,A  ,0,22,G
1,S,2014,MU355,A  ,0,22,G
1,S,2014,MU360,A  ,0,22,G
1,S,2014,MU362,A  ,0,22,G
1,S,2014,MU371,A  ,0,22,G
1,S,2014,MU375,A  ,0,22,G
1,S,2014,MU379,A  ,0,22,G
1,S,2014,MU381,A  ,0,22,G
1,S,2014,MU393,A  ,0,22,G
1,S,2014,MU393,B  ,0,22,G
1,S,2014,MU420,A  ,0,22,G
1,S,2014,MU479,A  ,0,22,G
1,S,2014,MU512,A  ,0,22,G
1,S,2014,MU520,A  ,0,22,G
1,S,2014,MU529,A  ,0,22,G
1,S,2014,MU548,A  ,0,22,G
1,S,2014,MU560,A  ,0,22,G
1,S,2014,MU562,A  ,0,22,G
1,S,2014,MU573,A  ,0,22,G
1,S,2014,MU575,A  ,0,22,G
1,S,2014,MU579,A  ,0,22,G
1,S,2014,MU581,A  ,0,22,G
1,S,2014,MU620,A  ,0,22,G
1,S,2014,MU673,A  ,0,22,G
1,S,2014,MU679,A  ,0,22,G
1,S,2014,MU771,A  ,0,22,G
1,S,2014,MU779,A  ,0,22,G
1,S,2014,MU879,A  ,0,22,G
1,S,2014,NC103,A  ,2014,109,G
1,S,2014,NC103,A  ,2014,110,G
1,S,2014,NC103,B  ,2014,109,G
1,S,2014,NC103,B  ,2014,110,G
1,S,2014,NC103,C  ,2014,101,G
1,S,2014,NC103,C  ,2014,102,G
1,S,2014,NC103,D  ,2014,100,G
1,S,2014,NC103,D  ,2014,107,G
1,S,2014,NC400,A  ,2014,109,G
1,S,2014,NC400,A  ,2014,110,G
1,S,2014,NC400,B  ,2014,109,G
1,S,2014,NC400,B  ,2014,110,G
1,S,2014,NT100,A  ,2014,107,G
1,S,2014,NT102,A  ,2014,107,G
1,S,2014,NT103,A  ,2014,107,G
1,S,2014,NT202,A  ,2014,107,G
1,S,2014,PF093,A  ,0,200,G
1,S,2014,PG100,A  ,2014,110,G
1,S,2014,QA112,A  ,2014,5,G
1,S,2014,QA112,B  ,2014,5,G
1,S,2014,QA213,A  ,2013,43,G
1,S,2014,QA282,A  ,2013,50,G
1,S,2014,QA282,A  ,2013,56,G
1,S,2014,QA282,B  ,2013,50,G
1,S,2014,QA282,B  ,2013,56,G
1,S,2014,QA313,A  ,2013,9,G
1,S,2014,QA316,A  ,2013,5,G
1,S,2014,QA316,B  ,2013,5,G
1,S,2014,QA316,C  ,2013,5,G
1,S,2014,QA316,D  ,2013,5,G
1,S,2014,QA682,A  ,2012,50,G
1,S,2014,QA682,B  ,2012,50,G
1,S,2014,QA682,C  ,2012,50,G
1,S,2014,QA682,D  ,2012,50,G
1,S,2014,QA815,A  ,2010,50,G
1,S,2014,QA815,A  ,2010,56,G
1,S,2014,QF331,A  ,2013,63,G
1,S,2014,QF331,B  ,2013,43,G
1,S,2014,QF431,A  ,2012,50,G
1,S,2014,QF431,A  ,2012,56,G
1,S,2014,QF531,A  ,2012,5,G
1,S,2014,QF661,A  ,2010,50,G
1,S,2014,QF732,A  ,2011,5,G
1,S,2014,QF945,A  ,0,5,G
1,S,2014,QG005,A  ,2014,5,G
1,S,2014,QG080,A  ,2009,50,G
1,S,2014,QG080,A  ,2010,5,G
1,S,2014,QG080,A  ,2010,50,G
1,S,2014,QG100,A  ,0,34,G
1,S,2014,QG100,A  ,2014,10,G
1,S,2014,QG100,B  ,2014,34,G
1,S,2014,QG100,C  ,2014,10,G
1,S,2014,QG100,D  ,2014,10,G
1,S,2014,QG100,E  ,2014,49,G
1,S,2014,QG100,F  ,2014,34,G
1,S,2014,QG100,G  ,2014,34,G
1,S,2014,QG100,H  ,2014,10,G
1,S,2014,QG100,I  ,2014,10,G
1,S,2014,QG100,J  ,2014,49,G
1,S,2014,QG101,A  ,0,4,G
1,S,2014,QG101,A  ,2014,9,G
1,S,2014,QG101,B  ,2014,8,G
1,S,2014,QG101,C  ,2014,13,G
1,S,2014,QG101,E  ,2014,39,G
1,S,2014,QG101,E  ,2014,43,G
1,S,2014,QG101,J  ,2014,40,G
1,S,2014,QG101,J  ,2014,43,G
1,S,2014,QG102,A  ,2014,12,G
1,S,2014,QG102,B  ,2014,12,G
1,S,2014,QG102,C  ,2014,8,G
1,S,2014,QG102,D  ,2014,8,G
1,S,2014,QG102,D  ,2014,12,G
1,S,2014,QG102,E  ,2014,9,G
1,S,2014,QG102,G  ,2014,8,G
1,S,2014,QG102,H  ,2014,9,G
1,S,2014,QG102,I  ,2014,8,G
1,S,2014,QG104,A  ,2013,54,G
1,S,2014,QG104,A  ,2014,53,G
1,S,2014,QG104,B  ,2013,55,G
1,S,2014,QG107,A  ,2014,6,G
1,S,2014,QG107,B  ,2014,6,G
1,S,2014,QG107,C  ,2014,46,G
1,S,2014,QG107,D  ,2014,46,G
1,S,2014,QG108,A  ,2014,5,G
1,S,2014,QG108,B  ,2014,50,G
1,S,2014,QG108,B  ,2014,56,G
1,S,2014,QG108,C  ,2014,63,G
1,S,2014,QG109,A  ,2014,5,G
1,S,2014,QG109,B  ,2014,63,G
1,S,2014,QG109,C  ,2014,5,G
1,S,2014,QG109,D  ,2014,63,G
1,S,2014,QG191,A  ,0,200,G
1,S,2014,QG191,B  ,0,200,G
1,S,2014,QG191,C  ,0,200,G
1,S,2014,QG191,D  ,0,200,G
1,S,2014,QG362,A  ,2014,5,G
1,S,2014,QG362,A  ,2014,63,G
1,S,2014,QG362,B  ,2014,50,G
1,S,2014,QG564,A  ,2012,5,G
1,S,2014,QG565,A  ,2012,5,G
1,S,2014,QG680,A  ,2010,56,G
1,S,2014,QG680,A  ,2011,5,G
1,S,2014,QG760,A  ,2010,56,G
1,S,2014,QG760,A  ,2011,5,G
1,S,2014,QG860,A  ,0,5,G
1,S,2014,QG972,A  ,0,5,G
1,S,2014,QG972,A  ,0,50,G
1,S,2014,QG972,B  ,0,5,G
1,S,2014,QG972,B  ,0,50,G
1,S,2014,QI145,A  ,2012,56,G
1,S,2014,QI145,A  ,2013,50,G
1,S,2014,QI245,A  ,2013,5,G
1,S,2014,QI345,A  ,2012,50,G
1,S,2014,QI542,A  ,2011,5,G
1,S,2014,QI543,A  ,2010,50,G
1,S,2014,QI545,A  ,2011,50,G
1,S,2014,QI945,A  ,0,50,G
1,S,2014,QO321,A  ,0,5,G
1,S,2014,QO321,A  ,2011,56,G
1,S,2014,QO321,A  ,2013,50,G
1,S,2014,QO321,B  ,0,5,G
1,S,2014,QO321,B  ,0,50,G
1,S,2014,QO323,A  ,2013,9,G
1,S,2014,QO327,A  ,2013,39,G
1,S,2014,QO421,B  ,2013,63,G
1,S,2014,QO423,A  ,2012,50,G
1,S,2014,QO424,A  ,2012,50,G
1,S,2014,QO521,A  ,2013,5,G
1,S,2014,QO551,A  ,2011,5,G
1,S,2014,QO551,A  ,2012,5,G
1,S,2014,QO620,C  ,2011,50,G
1,S,2014,QO623,A  ,2012,63,G
1,S,2014,QO651,A  ,2011,5,G
1,S,2014,QO928,A  ,0,5,G
1,S,2014,SI010,A  ,0,36,T
1,S,2014,SI100,A  ,0,36,T
1,S,2014,SI100,B  ,0,60,T
1,S,2014,SI100,B  ,0,94,G
1,S,2014,SI101,A  ,0,94,G
1,S,2014,SI102,A  ,0,94,G
1,S,2014,SI120,A  ,0,94,G
1,S,2014,SI221,A  ,0,36,T
1,S,2014,SI300,A  ,0,36,T
1,S,2014,SI300,B  ,0,94,G
1,S,2014,SI304,A  ,0,36,T
1,S,2014,SI350,A  ,0,94,G
1,S,2014,SI404,A  ,0,36,T
1,S,2014,SI903,A  ,0,36,T
1,S,2014,SI903,A  ,0,94,G
1,S,2014,SI905,A  ,0,36,T
1,S,2014,SI905,A  ,0,94,G
1,S,2014,SI907,A  ,0,36,T
1,S,2014,SI907,A  ,0,94,G
1,S,2014,SI909,A  ,0,36,T
1,S,2014,SI909,A  ,0,94,G
1,S,2014,SL101,A  ,2014,100,G
1,S,2014,SL101,B  ,2014,107,G
1,S,2014,SL101,C  ,0,100,G
1,S,2014,SL101,C  ,0,107,G
1,S,2014,SL104,A  ,2014,100,G
1,S,2014,SL104,A  ,2014,107,G
1,S,2014,SL105,A  ,2014,107,G
1,S,2014,SL105,B  ,2014,100,G
1,S,2014,ST001,A  ,0,36,T
1,S,2014,ST001,A  ,0,37,T
1,S,2014,ST001,A  ,0,62,T
1,S,2014,ST001,A  ,0,82,T
1,S,2014,ST001,A  ,0,83,T
1,S,2014,ST001,A  ,0,84,T
1,S,2014,ST001,A  ,0,85,T
1,S,2014,ST001,A  ,0,86,T
1,S,2014,ST001,A  ,0,87,T
1,S,2014,ST001,C  ,0,60,T
1,S,2014,ST001,C  ,0,73,T
1,S,2014,ST001,C  ,0,74,T
1,S,2014,ST008,B  ,0,37,T
1,S,2014,ST008,B  ,0,60,T
1,S,2014,ST008,B  ,0,62,T
1,S,2014,ST008,B  ,0,73,T
1,S,2014,ST008,B  ,0,74,T
1,S,2014,ST008,B  ,0,82,T
1,S,2014,ST008,B  ,0,85,T
1,S,2014,ST008,B  ,0,94,G
1,S,2014,ST026,A  ,0,37,T
1,S,2014,ST026,A  ,0,82,T
1,S,2014,ST026,A  ,0,83,T
1,S,2014,ST026,A  ,0,84,T
1,S,2014,ST027,A  ,0,37,T
1,S,2014,ST027,A  ,0,82,T
1,S,2014,ST027,A  ,0,83,T
1,S,2014,ST033,A  ,0,37,T
1,S,2014,ST033,A  ,0,82,T
1,S,2014,ST033,A  ,0,84,T
1,S,2014,ST037,A  ,0,62,T
1,S,2014,ST037,A  ,0,73,T
1,S,2014,ST045,A  ,0,37,T
1,S,2014,ST045,A  ,0,73,T
1,S,2014,ST045,A  ,0,83,T
1,S,2014,ST045,A  ,0,84,T
1,S,2014,ST045,A  ,0,85,T
1,S,2014,ST045,A  ,0,86,T
1,S,2014,ST045,A  ,0,87,T
1,S,2014,ST047,A  ,0,36,T
1,S,2014,ST056,A  ,0,83,T
1,S,2014,ST057,A  ,0,83,T
1,S,2014,ST058,A  ,0,82,T
1,S,2014,ST058,A  ,0,83,T
1,S,2014,ST058,B  ,0,82,T
1,S,2014,ST058,B  ,0,83,T
1,S,2014,ST058,C  ,0,82,T
1,S,2014,ST058,C  ,0,83,T
1,S,2014,ST058,D  ,0,82,T
1,S,2014,ST058,D  ,0,83,T
1,S,2014,ST058,E  ,0,82,T
1,S,2014,ST058,E  ,0,83,T
1,S,2014,ST059,A  ,0,82,T
1,S,2014,ST059,A  ,0,83,T
1,S,2014,ST059,B  ,0,82,T
1,S,2014,ST059,B  ,0,83,T
1,S,2014,ST059,C  ,0,82,T
1,S,2014,ST059,C  ,0,83,T
1,S,2014,ST059,D  ,0,82,T
1,S,2014,ST059,D  ,0,83,T
1,S,2014,ST059,E  ,0,82,T
1,S,2014,ST059,E  ,0,83,T
1,S,2014,ST061,A  ,2003,36,T
1,S,2014,ST067,A  ,0,36,T
1,S,2014,ST067,A  ,0,60,T
1,S,2014,ST067,A  ,0,94,G
1,S,2014,ST075,A  ,0,62,T
1,S,2014,ST075,A  ,0,73,T
1,S,2014,ST075,A  ,0,86,T
1,S,2014,ST075,A  ,0,87,T
1,S,2014,ST077,A  ,0,62,T
1,S,2014,ST077,A  ,0,73,T
1,S,2014,ST077,A  ,0,85,T
1,S,2014,ST077,A  ,0,86,T
1,S,2014,ST077,A  ,0,87,T
1,S,2014,ST083,A  ,0,62,T
1,S,2014,ST083,A  ,0,73,T
1,S,2014,ST083,A  ,0,86,T
1,S,2014,ST083,A  ,0,87,T
1,S,2014,ST090,A  ,0,73,T
1,S,2014,ST090,A  ,0,86,T
1,S,2014,ST090,A  ,0,87,T
1,S,2014,ST100,A  ,0,62,T
1,S,2014,ST100,A  ,0,73,T
1,S,2014,ST100,A  ,0,85,T
1,S,2014,ST100,A  ,0,86,T
1,S,2014,ST100,A  ,0,87,T
1,S,2014,ST103,A  ,0,62,T
1,S,2014,ST103,A  ,0,85,T
1,S,2014,ST103,A  ,0,86,T
1,S,2014,ST103,A  ,0,87,T
1,S,2014,ST103,B  ,0,37,T
1,S,2014,ST103,B  ,0,82,T
1,S,2014,ST103,B  ,0,83,T
1,S,2014,ST103,B  ,0,84,T
1,S,2014,ST103,C  ,0,73,T
1,S,2014,ST107,A  ,0,62,T
1,S,2014,ST107,A  ,0,85,T
1,S,2014,ST107,A  ,0,86,T
1,S,2014,ST107,A  ,0,87,T
1,S,2014,ST107,C  ,0,73,T
1,S,2014,ST108,A  ,0,62,T
1,S,2014,ST108,A  ,0,85,T
1,S,2014,ST108,A  ,0,86,T
1,S,2014,ST108,A  ,0,87,T
1,S,2014,ST108,B  ,0,62,T
1,S,2014,ST108,B  ,0,85,T
1,S,2014,ST108,B  ,0,86,T
1,S,2014,ST108,B  ,0,87,T
1,S,2014,ST108,C  ,0,73,T
1,S,2014,ST109,A  ,0,62,T
1,S,2014,ST109,A  ,0,82,T
1,S,2014,ST109,A  ,0,83,T
1,S,2014,ST109,A  ,0,84,T
1,S,2014,ST109,A  ,0,85,T
1,S,2014,ST109,A  ,0,86,T
1,S,2014,ST109,A  ,0,87,T
1,S,2014,ST109,C  ,0,73,T
1,S,2014,ST109,C  ,0,74,T
1,S,2014,ST111,A  ,0,73,T
1,S,2014,ST111,B  ,0,62,T
1,S,2014,ST111,B  ,0,85,T
1,S,2014,ST111,B  ,0,86,T
1,S,2014,ST111,B  ,0,87,T
1,S,2014,ST113,B  ,0,36,T
1,S,2014,ST113,B  ,0,60,T
1,S,2014,ST114,A  ,0,37,T
1,S,2014,ST114,A  ,0,82,T
1,S,2014,ST114,A  ,0,83,T
1,S,2014,ST114,A  ,0,84,T
1,S,2014,ST118,A  ,0,36,T
1,S,2014,ST120,B  ,0,60,T
1,S,2014,ST161,A  ,0,36,T
1,S,2014,ST210,A  ,0,82,T
1,S,2014,ST210,A  ,0,83,T
1,S,2014,ST210,A  ,0,84,T
1,S,2014,ST211,A  ,0,60,T
1,S,2014,ST211,A  ,0,94,G
1,S,2014,ST301,A  ,0,37,T
1,S,2014,ST301,A  ,0,62,T
1,S,2014,ST301,A  ,0,73,T
1,S,2014,ST301,A  ,0,82,T
1,S,2014,ST301,A  ,0,83,T
1,S,2014,ST301,A  ,0,84,T
1,S,2014,ST301,A  ,0,85,T
1,S,2014,ST301,A  ,0,86,T
1,S,2014,ST301,A  ,0,87,T
1,S,2014,ST301,C  ,0,37,T
1,S,2014,ST301,C  ,0,62,T
1,S,2014,ST301,C  ,0,73,T
1,S,2014,ST301,C  ,0,82,T
1,S,2014,ST301,C  ,0,83,T
1,S,2014,ST301,C  ,0,84,T
1,S,2014,ST303,A  ,0,37,T
1,S,2014,ST303,A  ,0,62,T
1,S,2014,ST303,A  ,0,82,T
1,S,2014,ST303,A  ,0,83,T
1,S,2014,ST303,A  ,0,84,T
1,S,2014,ST303,A  ,0,85,T
1,S,2014,ST303,A  ,0,86,T
1,S,2014,ST303,A  ,0,87,T
1,S,2014,ST303,D  ,0,73,T
1,S,2014,ST304,A  ,0,37,T
1,S,2014,ST304,A  ,0,82,T
1,S,2014,ST304,A  ,0,83,T
1,S,2014,ST304,A  ,0,84,T
1,S,2014,ST304,C  ,0,73,T
1,S,2014,ST305,A  ,0,62,T
1,S,2014,ST305,A  ,0,85,T
1,S,2014,ST305,A  ,0,86,T
1,S,2014,ST305,A  ,0,87,T
1,S,2014,ST306,B  ,0,37,T
1,S,2014,ST306,B  ,0,62,T
1,S,2014,ST306,B  ,0,82,T
1,S,2014,ST306,B  ,0,83,T
1,S,2014,ST306,B  ,0,84,T
1,S,2014,ST307,A  ,0,62,T
1,S,2014,ST307,A  ,0,73,T
1,S,2014,ST307,A  ,0,85,T
1,S,2014,ST307,B  ,0,62,T
1,S,2014,ST307,B  ,0,85,T
1,S,2014,ST307,B  ,0,86,T
1,S,2014,ST307,B  ,0,87,T
1,S,2014,ST309,A  ,0,37,T
1,S,2014,ST309,A  ,0,82,T
1,S,2014,ST309,A  ,0,83,T
1,S,2014,ST309,A  ,0,84,T
1,S,2014,ST362,B  ,0,37,T
1,S,2014,ST362,B  ,0,82,T
1,S,2014,ST362,B  ,0,83,T
1,S,2014,ST362,B  ,0,84,T
1,S,2014,ST363,A  ,0,36,T
1,S,2014,ST363,B  ,0,60,T
1,S,2014,ST364,A  ,0,36,T
1,S,2014,ST364,A  ,0,60,T
1,S,2014,ST366,A  ,0,36,T
1,S,2014,ST366,B  ,0,60,T
1,S,2014,ST405,A  ,0,73,T
1,S,2014,ST420,A  ,0,37,T
1,S,2014,ST420,A  ,0,62,T
1,S,2014,ST420,A  ,0,82,T
1,S,2014,ST420,A  ,0,85,T
1,S,2014,ST420,A  ,0,86,T
1,S,2014,ST423,A  ,0,37,T
1,S,2014,ST423,A  ,0,82,T
1,S,2014,ST423,A  ,0,84,T
1,S,2014,ST511,A  ,0,62,T
1,S,2014,ST511,A  ,0,85,T
1,S,2014,ST511,A  ,0,86,T
1,S,2014,ST512,A  ,0,62,T
1,S,2014,ST512,A  ,0,85,T
1,S,2014,ST512,A  ,0,86,T
1,S,2014,ST514,A  ,0,62,T
1,S,2014,ST514,A  ,0,85,T
1,S,2014,ST514,A  ,0,86,T
1,S,2014,ST514,A  ,0,87,T
1,S,2014,ST515,A  ,0,37,T
1,S,2014,ST515,A  ,0,82,T
1,S,2014,ST515,A  ,0,83,T
1,S,2014,ST525,A  ,0,37,T
1,S,2014,ST525,A  ,0,82,T
1,S,2014,ST525,A  ,0,83,T
1,S,2014,ST526,A  ,0,37,T
1,S,2014,ST526,A  ,0,82,T
1,S,2014,ST526,A  ,0,83,T
1,S,2014,ST527,A  ,0,37,T
1,S,2014,ST527,A  ,0,82,T
1,S,2014,ST527,A  ,0,83,T
1,S,2014,ST528,A  ,0,37,T
1,S,2014,ST528,A  ,0,82,T
1,S,2014,ST528,A  ,0,83,T
1,S,2014,ST529,A  ,0,82,T
1,S,2014,ST529,A  ,0,83,T
1,S,2014,ST529,A  ,0,84,T
1,S,2014,ST538,A  ,0,37,T
1,S,2014,ST538,A  ,0,82,T
1,S,2014,ST538,A  ,0,84,T
1,S,2014,ST540,A  ,0,84,T
1,S,2014,ST562,A  ,0,36,T
1,S,2014,ST562,B  ,0,60,T
