Catalogo;Curso;NivelCurso;Habilitacao;Disciplina;NivelDisciplina
1990;22;G;AC;MU231;G
1990;22;G;AC;MU233;G
1990;22;G;AC;MU238;G
1990;22;G;AC;MU239;G
1990;22;G;AC;MU285;G
1990;22;G;AC;MU290;G
1990;22;G;AC;MU300;G
1990;22;G;AC;MU305;G
1990;22;G;AC;MU314;G
1990;22;G;AC;MU333;G
1990;22;G;AC;MU338;G
1990;22;G;AC;MU339;G
1990;22;G;AC;MU385;G
1990;22;G;AC;MU400;G
1990;22;G;AC;MU414;G
1990;22;G;AC;MU433;G
1990;22;G;AC;MU438;G
1990;22;G;AC;MU439;G
1990;22;G;AC;MU485;G
1990;22;G;AC;MU500;G
1990;22;G;AC;MU533;G
1990;22;G;AC;MU538;G
1990;22;G;AC;MU585;G
1990;22;G;AC;MU600;G
1990;22;G;AC;MU633;G
1990;22;G;AC;MU638;G
1990;22;G;AC;MU685;G
1990;22;G;AC;MU733;G
1990;22;G;AC;MU738;G
1990;22;G;AC;MU833;G
1990;22;G;AC;MU838;G
1990;22;G;AG;MU100;G
1990;22;G;AG;MU103;G
1990;22;G;AG;MU105;G
1990;22;G;AG;MU111;G
1990;22;G;AG;MU112;G
1990;22;G;AG;MU114;G
1990;22;G;AG;MU119;G
1990;22;G;AG;MU133;G
1990;22;G;AG;MU135;G
1990;22;G;AG;MU138;G
1990;22;G;AG;MU139;G
1990;22;G;AG;MU155;G
1990;22;G;AG;MU185;G
1990;22;G;AG;MU190;G
1990;22;G;AG;MU200;G
1990;22;G;AG;MU203;G
1990;22;G;AG;MU205;G
1990;22;G;AG;MU212;G
1990;22;G;AG;MU214;G
1990;22;G;AG;MU219;G
1990;22;G;AG;MU231;G
1990;22;G;AG;MU233;G
1990;22;G;AG;MU238;G
1990;22;G;AG;MU239;G
1990;22;G;AG;MU285;G
1990;22;G;AG;MU290;G
1990;22;G;AG;MU300;G
1990;22;G;AG;MU303;G
1990;22;G;AG;MU305;G
1990;22;G;AG;MU314;G
1990;22;G;AG;MU333;G
1990;22;G;AG;MU338;G
1990;22;G;AG;MU339;G
1990;22;G;AG;MU385;G
1990;22;G;AG;MU400;G
1990;22;G;AG;MU403;G
1990;22;G;AG;MU414;G
1990;22;G;AG;MU433;G
1990;22;G;AG;MU438;G
1990;22;G;AG;MU439;G
1990;22;G;AG;MU485;G
1990;22;G;AG;MU500;G
1990;22;G;AG;MU503;G
1990;22;G;AG;MU533;G
1990;22;G;AG;MU538;G
1990;22;G;AG;MU585;G
1990;22;G;AG;MU600;G
1990;22;G;AG;MU603;G
1990;22;G;AG;MU633;G
1990;22;G;AG;MU638;G
1990;22;G;AG;MU685;G
1990;22;G;AG;MU703;G
1990;22;G;AG;MU733;G
1990;22;G;AG;MU738;G
1990;22;G;AG;MU803;G
1990;22;G;AG;MU833;G
1990;22;G;AG;MU838;G
1990;22;G;AH;MU100;G
1990;22;G;AH;MU104;G
1990;22;G;AH;MU105;G
1990;22;G;AH;MU111;G
1990;22;G;AH;MU112;G
1990;22;G;AH;MU114;G
1990;22;G;AH;MU119;G
1990;22;G;AH;MU133;G
1990;22;G;AH;MU135;G
1990;22;G;AH;MU138;G
1990;22;G;AH;MU139;G
1990;22;G;AH;MU155;G
1990;22;G;AH;MU185;G
1990;22;G;AH;MU190;G
1990;22;G;AH;MU200;G
1990;22;G;AH;MU204;G
1990;22;G;AH;MU205;G
1990;22;G;AH;MU212;G
1990;22;G;AH;MU214;G
1990;22;G;AH;MU219;G
1990;22;G;AH;MU231;G
1990;22;G;AH;MU233;G
1990;22;G;AH;MU238;G
1990;22;G;AH;MU239;G
1990;22;G;AH;MU285;G
1990;22;G;AH;MU290;G
1990;22;G;AH;MU300;G
1990;22;G;AH;MU304;G
1990;22;G;AH;MU305;G
1990;22;G;AH;MU314;G
1990;22;G;AH;MU333;G
1990;22;G;AH;MU338;G
1990;22;G;AH;MU339;G
1990;22;G;AH;MU385;G
1990;22;G;AH;MU400;G
1990;22;G;AH;MU404;G
1990;22;G;AH;MU414;G
1990;22;G;AH;MU433;G
1990;22;G;AH;MU438;G
1990;22;G;AH;MU439;G
1990;22;G;AH;MU485;G
1990;22;G;AH;MU500;G
1990;22;G;AH;MU504;G
1990;22;G;AH;MU533;G
1990;22;G;AH;MU538;G
1990;22;G;AH;MU585;G
1990;22;G;AH;MU600;G
1990;22;G;AH;MU604;G
1990;22;G;AH;MU633;G
1990;22;G;AH;MU638;G
1990;22;G;AH;MU685;G
1990;22;G;AH;MU704;G
1990;22;G;AH;MU733;G
1990;22;G;AH;MU738;G
1990;22;G;AH;MU804;G
1990;22;G;AH;MU833;G
1990;22;G;AH;MU838;G
1990;22;G;AI;MU100;G
1990;22;G;AI;MU105;G
1990;22;G;AI;MU106;G
1990;22;G;AI;MU111;G
1990;22;G;AI;MU112;G
1990;22;G;AI;MU114;G
1990;22;G;AI;MU119;G
1990;22;G;AI;MU133;G
1990;22;G;AI;MU135;G
1990;22;G;AI;MU138;G
1990;22;G;AI;MU139;G
1990;22;G;AI;MU155;G
1990;22;G;AI;MU185;G
1990;22;G;AI;MU190;G
1990;22;G;AI;MU200;G
1990;22;G;AI;MU205;G
1990;22;G;AI;MU206;G
1990;22;G;AI;MU212;G
1990;22;G;AI;MU214;G
1990;22;G;AI;MU219;G
1990;22;G;AI;MU231;G
1990;22;G;AI;MU233;G
1990;22;G;AI;MU238;G
1990;22;G;AI;MU239;G
1990;22;G;AI;MU285;G
1990;22;G;AI;MU290;G
1990;22;G;AI;MU300;G
1990;22;G;AI;MU305;G
1990;22;G;AI;MU306;G
1990;22;G;AI;MU314;G
1990;22;G;AI;MU333;G
1990;22;G;AI;MU338;G
1990;22;G;AI;MU339;G
1990;22;G;AI;MU385;G
1990;22;G;AI;MU400;G
1990;22;G;AI;MU406;G
1990;22;G;AI;MU414;G
1990;22;G;AI;MU433;G
1990;22;G;AI;MU438;G
1990;22;G;AI;MU439;G
1990;22;G;AI;MU485;G
1990;22;G;AI;MU500;G
1990;22;G;AI;MU506;G
1990;22;G;AI;MU533;G
1990;22;G;AI;MU538;G
1990;22;G;AI;MU585;G
1990;22;G;AI;MU600;G
1990;22;G;AI;MU606;G
1990;22;G;AI;MU633;G
1990;22;G;AI;MU638;G
1990;22;G;AI;MU685;G
1990;22;G;AI;MU706;G
1990;22;G;AI;MU733;G
1990;22;G;AI;MU738;G
1990;22;G;AI;MU806;G
1990;22;G;AI;MU833;G
1990;22;G;AI;MU838;G
1990;22;G;AJ;MU100;G
1990;22;G;AJ;MU105;G
1990;22;G;AJ;MU107;G
1990;22;G;AJ;MU111;G
1990;22;G;AJ;MU112;G
1990;22;G;AJ;MU114;G
1990;22;G;AJ;MU119;G
1990;22;G;AJ;MU133;G
1990;22;G;AJ;MU135;G
1990;22;G;AJ;MU138;G
1990;22;G;AJ;MU139;G
1990;22;G;AJ;MU155;G
1990;22;G;AJ;MU185;G
1990;22;G;AJ;MU190;G
1990;22;G;AJ;MU200;G
1990;22;G;AJ;MU205;G
1990;22;G;AJ;MU207;G
1990;22;G;AJ;MU212;G
1990;22;G;AJ;MU214;G
1990;22;G;AJ;MU219;G
1990;22;G;AJ;MU231;G
1990;22;G;AJ;MU233;G
1990;22;G;AJ;MU238;G
1990;22;G;AJ;MU239;G
1990;22;G;AJ;MU285;G
1990;22;G;AJ;MU290;G
1990;22;G;AJ;MU300;G
1990;22;G;AJ;MU305;G
1990;22;G;AJ;MU307;G
1990;22;G;AJ;MU314;G
1990;22;G;AJ;MU333;G
1990;22;G;AJ;MU338;G
1990;22;G;AJ;MU339;G
1990;22;G;AJ;MU385;G
1990;22;G;AJ;MU400;G
1990;22;G;AJ;MU407;G
1990;22;G;AJ;MU414;G
1990;22;G;AJ;MU433;G
1990;22;G;AJ;MU438;G
1990;22;G;AJ;MU439;G
1990;22;G;AJ;MU485;G
1990;22;G;AJ;MU500;G
1990;22;G;AJ;MU507;G
1990;22;G;AJ;MU533;G
1990;22;G;AJ;MU538;G
1990;22;G;AJ;MU585;G
1990;22;G;AJ;MU600;G
1990;22;G;AJ;MU607;G
1990;22;G;AJ;MU633;G
1990;22;G;AJ;MU638;G
1990;22;G;AJ;MU685;G
1990;22;G;AJ;MU707;G
1990;22;G;AJ;MU733;G
1990;22;G;AJ;MU738;G
1990;22;G;AJ;MU807;G
1990;22;G;AJ;MU833;G
1990;22;G;AJ;MU838;G
1990;22;G;AL;MU100;G
1990;22;G;AL;MU105;G
1990;22;G;AL;MU109;G
1990;22;G;AL;MU111;G
1990;22;G;AL;MU112;G
1990;22;G;AL;MU114;G
1990;22;G;AL;MU119;G
1990;22;G;AL;MU133;G
1990;22;G;AL;MU135;G
1990;22;G;AL;MU138;G
1990;22;G;AL;MU139;G
1990;22;G;AL;MU155;G
1990;22;G;AL;MU185;G
1990;22;G;AL;MU190;G
1990;22;G;AL;MU200;G
1990;22;G;AL;MU205;G
1990;22;G;AL;MU209;G
1990;22;G;AL;MU212;G
1990;22;G;AL;MU214;G
1990;22;G;AL;MU219;G
1990;22;G;AL;MU231;G
1990;22;G;AL;MU233;G
1990;22;G;AL;MU238;G
1990;22;G;AL;MU239;G
1990;22;G;AL;MU285;G
1990;22;G;AL;MU290;G
1990;22;G;AL;MU300;G
1990;22;G;AL;MU305;G
1990;22;G;AL;MU309;G
1990;22;G;AL;MU314;G
1990;22;G;AL;MU333;G
1990;22;G;AL;MU338;G
1990;22;G;AL;MU339;G
1990;22;G;AL;MU385;G
1990;22;G;AL;MU400;G
1990;22;G;AL;MU409;G
1990;22;G;AL;MU414;G
1990;22;G;AL;MU433;G
1990;22;G;AL;MU438;G
1990;22;G;AL;MU439;G
1990;22;G;AL;MU485;G
1990;22;G;AL;MU500;G
1990;22;G;AL;MU509;G
1990;22;G;AL;MU533;G
1990;22;G;AL;MU538;G
1990;22;G;AL;MU585;G
1990;22;G;AL;MU600;G
1990;22;G;AL;MU609;G
1990;22;G;AL;MU633;G
1990;22;G;AL;MU638;G
1990;22;G;AL;MU685;G
1990;22;G;AL;MU709;G
1990;22;G;AL;MU733;G
1990;22;G;AL;MU738;G
1990;22;G;AL;MU809;G
1990;22;G;AL;MU833;G
1990;22;G;AL;MU838;G
1990;22;G;AM;MU100;G
1990;22;G;AM;MU105;G
1990;22;G;AM;MU111;G
1990;22;G;AM;MU112;G
1990;22;G;AM;MU114;G
1990;22;G;AM;MU119;G
1990;22;G;AM;MU121;G
1990;22;G;AM;MU133;G
1990;22;G;AM;MU135;G
1990;22;G;AM;MU138;G
1990;22;G;AM;MU139;G
1990;22;G;AM;MU155;G
1990;22;G;AM;MU185;G
1990;22;G;AM;MU190;G
1990;22;G;AM;MU200;G
1990;22;G;AM;MU205;G
1990;22;G;AM;MU212;G
1990;22;G;AM;MU214;G
1990;22;G;AM;MU219;G
1990;22;G;AM;MU221;G
1990;22;G;AM;MU231;G
1990;22;G;AM;MU233;G
1990;22;G;AM;MU238;G
1990;22;G;AM;MU239;G
1990;22;G;AM;MU285;G
1990;22;G;AM;MU290;G
1990;22;G;AM;MU300;G
1990;22;G;AM;MU305;G
1990;22;G;AM;MU314;G
1990;22;G;AM;MU321;G
1990;22;G;AM;MU333;G
1990;22;G;AM;MU338;G
1990;22;G;AM;MU339;G
1990;22;G;AM;MU385;G
1990;22;G;AM;MU400;G
1990;22;G;AM;MU414;G
1990;22;G;AM;MU421;G
1990;22;G;AM;MU433;G
1990;22;G;AM;MU438;G
1990;22;G;AM;MU439;G
1990;22;G;AM;MU485;G
1990;22;G;AM;MU500;G
1990;22;G;AM;MU521;G
1990;22;G;AM;MU533;G
1990;22;G;AM;MU538;G
1990;22;G;AM;MU585;G
1990;22;G;AM;MU600;G
1990;22;G;AM;MU621;G
1990;22;G;AM;MU633;G
1990;22;G;AM;MU638;G
1990;22;G;AM;MU685;G
1990;22;G;AM;MU721;G
1990;22;G;AM;MU733;G
1990;22;G;AM;MU738;G
1990;22;G;AM;MU821;G
1990;22;G;AM;MU833;G
1990;22;G;AM;MU838;G
1990;22;G;AN;MU100;G
1990;22;G;AN;MU105;G
1990;22;G;AN;MU111;G
1990;22;G;AN;MU112;G
1990;22;G;AN;MU114;G
1990;22;G;AN;MU119;G
1990;22;G;AN;MU123;G
1990;22;G;AN;MU133;G
1990;22;G;AN;MU135;G
1990;22;G;AN;MU138;G
1990;22;G;AN;MU139;G
1990;22;G;AN;MU155;G
1990;22;G;AN;MU185;G
1990;22;G;AN;MU190;G
1990;22;G;AN;MU200;G
1990;22;G;AN;MU205;G
1990;22;G;AN;MU212;G
1990;22;G;AN;MU214;G
1990;22;G;AN;MU219;G
1990;22;G;AN;MU223;G
1990;22;G;AN;MU231;G
1990;22;G;AN;MU233;G
1990;22;G;AN;MU238;G
1990;22;G;AN;MU239;G
1990;22;G;AN;MU285;G
1990;22;G;AN;MU290;G
1990;22;G;AN;MU300;G
1990;22;G;AN;MU305;G
1990;22;G;AN;MU314;G
1990;22;G;AN;MU323;G
1990;22;G;AN;MU333;G
1990;22;G;AN;MU338;G
1990;22;G;AN;MU339;G
1990;22;G;AN;MU385;G
1990;22;G;AN;MU400;G
1990;22;G;AN;MU414;G
1990;22;G;AN;MU423;G
1990;22;G;AN;MU433;G
1990;22;G;AN;MU438;G
1990;22;G;AN;MU439;G
1990;22;G;AN;MU485;G
1990;22;G;AN;MU500;G
1990;22;G;AN;MU523;G
1990;22;G;AN;MU533;G
1990;22;G;AN;MU538;G
1990;22;G;AN;MU585;G
1990;22;G;AN;MU600;G
1990;22;G;AN;MU623;G
1990;22;G;AN;MU633;G
1990;22;G;AN;MU638;G
1990;22;G;AN;MU685;G
1990;22;G;AN;MU723;G
1990;22;G;AN;MU733;G
1990;22;G;AN;MU738;G
1990;22;G;AN;MU823;G
1990;22;G;AN;MU833;G
1990;22;G;AN;MU838;G
1990;22;G;AO;MU100;G
1990;22;G;AO;MU105;G
1990;22;G;AO;MU111;G
1990;22;G;AO;MU112;G
1990;22;G;AO;MU114;G
1990;22;G;AO;MU119;G
1990;22;G;AO;MU124;G
1990;22;G;AO;MU129;G
1990;22;G;AO;MU133;G
1990;22;G;AO;MU135;G
1990;22;G;AO;MU138;G
1990;22;G;AO;MU139;G
1990;22;G;AO;MU155;G
1990;22;G;AO;MU185;G
1990;22;G;AO;MU190;G
1990;22;G;AO;MU200;G
1990;22;G;AO;MU205;G
1990;22;G;AO;MU212;G
1990;22;G;AO;MU214;G
1990;22;G;AO;MU219;G
1990;22;G;AO;MU224;G
1990;22;G;AO;MU229;G
1990;22;G;AO;MU231;G
1990;22;G;AO;MU233;G
1990;22;G;AO;MU238;G
1990;22;G;AO;MU239;G
1990;22;G;AO;MU285;G
1990;22;G;AO;MU290;G
1990;22;G;AO;MU300;G
1990;22;G;AO;MU305;G
1990;22;G;AO;MU314;G
1990;22;G;AO;MU324;G
1990;22;G;AO;MU329;G
1990;22;G;AO;MU333;G
1990;22;G;AO;MU338;G
1990;22;G;AO;MU339;G
1990;22;G;AO;MU385;G
1990;22;G;AO;MU400;G
1990;22;G;AO;MU414;G
1990;22;G;AO;MU424;G
1990;22;G;AO;MU429;G
1990;22;G;AO;MU433;G
1990;22;G;AO;MU438;G
1990;22;G;AO;MU439;G
1990;22;G;AO;MU485;G
1990;22;G;AO;MU500;G
1990;22;G;AO;MU524;G
1990;22;G;AO;MU533;G
1990;22;G;AO;MU538;G
1990;22;G;AO;MU585;G
1990;22;G;AO;MU600;G
1990;22;G;AO;MU624;G
1990;22;G;AO;MU633;G
1990;22;G;AO;MU638;G
1990;22;G;AO;MU685;G
1990;22;G;AO;MU724;G
1990;22;G;AO;MU733;G
1990;22;G;AO;MU738;G
1990;22;G;AO;MU824;G
1990;22;G;AO;MU833;G
1990;22;G;AO;MU838;G
1990;22;G;AP;MU100;G
1990;22;G;AP;MU105;G
1990;22;G;AP;MU111;G
1990;22;G;AP;MU112;G
1990;22;G;AP;MU114;G
1990;22;G;AP;MU119;G
1990;22;G;AP;MU126;G
1990;22;G;AP;MU133;G
1990;22;G;AP;MU135;G
1990;22;G;AP;MU138;G
1990;22;G;AP;MU139;G
1990;22;G;AP;MU155;G
1990;22;G;AP;MU185;G
1990;22;G;AP;MU190;G
1990;22;G;AP;MU200;G
1990;22;G;AP;MU205;G
1990;22;G;AP;MU212;G
1990;22;G;AP;MU214;G
1990;22;G;AP;MU219;G
1990;22;G;AP;MU226;G
1990;22;G;AP;MU231;G
1990;22;G;AP;MU233;G
1990;22;G;AP;MU238;G
1990;22;G;AP;MU239;G
1990;22;G;AP;MU285;G
1990;22;G;AP;MU290;G
1990;22;G;AP;MU300;G
1990;22;G;AP;MU305;G
1990;22;G;AP;MU314;G
1990;22;G;AP;MU326;G
1990;22;G;AP;MU333;G
1990;22;G;AP;MU338;G
1990;22;G;AP;MU339;G
1990;22;G;AP;MU385;G
1990;22;G;AP;MU400;G
1990;22;G;AP;MU414;G
1990;22;G;AP;MU426;G
1990;22;G;AP;MU433;G
1990;22;G;AP;MU438;G
1990;22;G;AP;MU439;G
1990;22;G;AP;MU485;G
1990;22;G;AP;MU500;G
1990;22;G;AP;MU526;G
1990;22;G;AP;MU533;G
1990;22;G;AP;MU538;G
1990;22;G;AP;MU585;G
1990;22;G;AP;MU600;G
1990;22;G;AP;MU626;G
1990;22;G;AP;MU633;G
1990;22;G;AP;MU638;G
1990;22;G;AP;MU685;G
1990;22;G;AP;MU726;G
1990;22;G;AP;MU733;G
1990;22;G;AP;MU738;G
1990;22;G;AP;MU826;G
1990;22;G;AP;MU833;G
1990;22;G;AP;MU838;G
1990;22;G;AQ;MU100;G
1990;22;G;AQ;MU105;G
1990;22;G;AQ;MU111;G
1990;22;G;AQ;MU112;G
1990;22;G;AQ;MU114;G
1990;22;G;AQ;MU119;G
1990;22;G;AQ;MU127;G
1990;22;G;AQ;MU133;G
1990;22;G;AQ;MU135;G
1990;22;G;AQ;MU138;G
1990;22;G;AQ;MU139;G
1990;22;G;AQ;MU155;G
1990;22;G;AQ;MU185;G
1990;22;G;AQ;MU190;G
1990;22;G;AQ;MU200;G
1990;22;G;AQ;MU205;G
1990;22;G;AQ;MU212;G
1990;22;G;AQ;MU214;G
1990;22;G;AQ;MU219;G
1990;22;G;AQ;MU227;G
1990;22;G;AQ;MU231;G
1990;22;G;AQ;MU233;G
1990;22;G;AQ;MU238;G
1990;22;G;AQ;MU239;G
1990;22;G;AQ;MU285;G
1990;22;G;AQ;MU290;G
1990;22;G;AQ;MU300;G
1990;22;G;AQ;MU305;G
1990;22;G;AQ;MU314;G
1990;22;G;AQ;MU327;G
1990;22;G;AQ;MU333;G
1990;22;G;AQ;MU338;G
1990;22;G;AQ;MU339;G
1990;22;G;AQ;MU385;G
1990;22;G;AQ;MU400;G
1990;22;G;AQ;MU414;G
1990;22;G;AQ;MU427;G
1990;22;G;AQ;MU433;G
1990;22;G;AQ;MU438;G
1990;22;G;AQ;MU439;G
1990;22;G;AQ;MU485;G
1990;22;G;AQ;MU500;G
1990;22;G;AQ;MU527;G
1990;22;G;AQ;MU533;G
1990;22;G;AQ;MU538;G
1990;22;G;AQ;MU585;G
1990;22;G;AQ;MU600;G
1990;22;G;AQ;MU627;G
1990;22;G;AQ;MU633;G
1990;22;G;AQ;MU638;G
1990;22;G;AQ;MU685;G
1990;22;G;AQ;MU727;G
1990;22;G;AQ;MU733;G
1990;22;G;AQ;MU738;G
1990;22;G;AQ;MU827;G
1990;22;G;AQ;MU833;G
1990;22;G;AQ;MU838;G
1990;22;G;AS;MU102;G
1990;22;G;AS;MU132;G
1990;22;G;AS;MU149;G
1990;22;G;AS;MU151;G
1990;22;G;AS;MU152;G
1990;22;G;AS;MU154;G
1990;22;G;AS;MU156;G
1990;22;G;AS;MU157;G
1990;22;G;AS;MU158;G
1990;22;G;AS;MU159;G
1990;22;G;AS;MU166;G
1990;22;G;AS;MU167;G
1990;22;G;AS;MU168;G
1990;22;G;AS;MU169;G
1990;22;G;AS;MU202;G
1990;22;G;AS;MU232;G
1990;22;G;AS;MU249;G
1990;22;G;AS;MU251;G
1990;22;G;AS;MU252;G
1990;22;G;AS;MU254;G
1990;22;G;AS;MU256;G
1990;22;G;AS;MU257;G
1990;22;G;AS;MU258;G
1990;22;G;AS;MU259;G
1990;22;G;AS;MU266;G
1990;22;G;AS;MU267;G
1990;22;G;AS;MU268;G
1990;22;G;AS;MU269;G
1990;22;G;AS;MU302;G
1990;22;G;AS;MU352;G
1990;22;G;AS;MU357;G
1990;22;G;AS;MU359;G
1990;22;G;AS;MU366;G
1990;22;G;AS;MU402;G
1990;22;G;AS;MU452;G
1990;22;G;AS;MU456;G
1990;22;G;AS;MU457;G
1990;22;G;AS;MU502;G
1990;22;G;AS;MU602;G
1990;23;G;AB;EL200;G
1990;23;G;AB;EL300;G
1990;23;G;AB;EL425;G
1990;23;G;AB;EL652;G
1990;23;G;AB;EL786;G
1990;23;G;AB;EL896;G
1990;25;G;AA;AP703;G
1990;25;G;AA;AP704;G
1990;25;G;AA;AP715;G
1990;25;G;AA;AP716;G
1990;25;G;AA;AP719;G
1990;25;G;AA;AP824;G
1990;25;G;AA;AP825;G
1990;25;G;AA;AP826;G
1990;25;G;AA;AP827;G
1990;25;G;AA;AP828;G
1990;25;G;AA;AP829;G
1990;25;G;AA;AP831;G
1990;25;G;AB;AP108;G
1990;25;G;AB;AP109;G
1990;25;G;AB;AP208;G
1990;25;G;AB;AP209;G
1990;25;G;AB;AP703;G
1990;25;G;AB;AP704;G
1990;25;G;AB;AP715;G
1990;25;G;AB;AP716;G
1990;25;G;AB;AP719;G
1990;25;G;AB;EL200;G
1990;25;G;AB;EL300;G
1990;25;G;AB;EL425;G
1990;25;G;AB;EL649;G
1990;25;G;AB;EL769;G
1990;25;G;AB;EL879;G
1990;25;G;AE;AP108;G
1990;25;G;AE;AP109;G
1990;25;G;AE;AP208;G
1990;25;G;AE;AP209;G
1990;25;G;AE;EL200;G
1990;25;G;AE;EL300;G
1990;25;G;AE;EL425;G
1990;25;G;AE;EL649;G
1990;25;G;AE;EL769;G
1990;25;G;AE;EL879;G
1990;27;G;AB;EL200;G
1990;27;G;AB;EL327;G
1990;27;G;AB;EL427;G
1990;27;G;AB;EL501;G
1990;27;G;AB;EL502;G
1990;27;G;AB;EL503;G
1990;27;G;AB;EL650;G
1990;27;G;AB;EL785;G
1990;27;G;AB;EL895;G
1990;27;G;AB;MH504;G
1990;27;G;AB;MH505;G
1990;27;G;AB;MH506;G
1990;27;G;AD;MH601;G
1990;27;G;AD;MH602;G
1990;27;G;AD;MH603;G
1990;27;G;AD;MH604;G
1990;27;G;AD;MH605;G
1990;27;G;AD;MH606;G
1990;27;G;AD;MH610;G
1990;27;G;AD;MH620;G
1990;27;G;AD;MH630;G
1990;27;G;AD;MH640;G
1990;27;G;AE;MH604;G
1990;27;G;AE;MH701;G
1990;27;G;AE;MH702;G
1990;27;G;AE;MH703;G
1990;27;G;AE;MH704;G
1990;27;G;AE;MH705;G
1990;27;G;AE;MH706;G
1990;27;G;AE;MH707;G
1990;27;G;AE;MH708;G
1990;27;G;AE;MH709;G
1990;27;G;AE;MH710;G
1990;27;G;AE;MH711;G
1990;27;G;AE;MH712;G
1990;27;G;AE;MH713;G
1990;30;G;AB;EL200;G
1990;30;G;AB;EL331;G
1990;30;G;AB;EL401;G
1990;30;G;AB;EL653;G
1990;30;G;AB;EL770;G
1990;30;G;AB;EL870;G
1990;34;G;AA;CE739;G
1990;34;G;AA;CE839;G
1990;34;G;AA;MA405;G
1990;34;G;AA;MC002;G
1990;34;G;AA;MC011;G
1990;34;G;AA;MC019;G
1990;34;G;AA;MC039;G
1990;34;G;AA;MC404;G
1990;34;G;AA;MC405;G
1990;34;G;AA;MC426;G
1990;34;G;AA;MC427;G
1990;34;G;AA;MC504;G
1990;34;G;AA;MC505;G
1990;34;G;AA;MC602;G
1990;34;G;AA;MC603;G
1990;34;G;AA;MC626;G
1990;34;G;AA;MC627;G
1990;34;G;AA;MC702;G
1990;34;G;AA;MC703;G
1990;34;G;AA;MC704;G
1990;34;G;AA;MC705;G
1990;34;G;AA;MC708;G
1990;34;G;AA;MC802;G
1990;34;G;AA;MC803;G
1990;34;G;AA;MC808;G
1990;34;G;AA;MC902;G
1990;34;G;AA;MC903;G
1990;34;G;AA;MC906;G
1990;34;G;AA;MC909;G
1990;34;G;AA;MC910;G
1990;34;G;AA;MS415;G
1990;34;G;AA;MS615;G
1990;34;G;AA;MS715;G
1990;34;G;AB;CE838;G
1990;34;G;AB;EA007;G
1990;34;G;AB;EA008;G
1990;34;G;AB;EA030;G
1990;34;G;AB;EA042;G
1990;34;G;AB;EA060;G
1990;34;G;AB;EA071;G
1990;34;G;AB;EA072;G
1990;34;G;AB;EA078;G
1990;34;G;AB;EA079;G
1990;34;G;AB;EA082;G
1990;34;G;AB;EA612;G
1990;34;G;AB;EA616;G
1990;34;G;AB;EA617;G
1990;34;G;AB;EA721;G
1990;34;G;AB;EA722;G
1990;34;G;AB;EA772;G
1990;34;G;AB;EA773;G
1990;34;G;AB;EA869;G
1990;34;G;AB;EA870;G
1990;34;G;AB;EA877;G
1990;34;G;AB;EA878;G
1990;34;G;AB;EA960;G
1990;34;G;AB;EA962;G
1990;34;G;AB;EA976;G
1990;34;G;AB;EA977;G
1990;34;G;AB;EA978;G
1990;34;G;AB;EE400;G
1990;34;G;AB;EE620;G
1990;34;G;AB;EE623;G
1990;34;G;AB;EE881;G
1990;34;G;AB;EE882;G
1990;34;G;AB;EM330;G
1990;34;G;AB;ET515;G
1990;34;G;AB;HG404;G
1990;34;G;AB;HZ291;G
1990;34;G;AB;MA325;G
1990;34;G;AB;MC409;G
1991;1;G;AA;MA362;G
1991;1;G;AA;MA425;G
1991;1;G;AA;MA502;G
1991;1;G;AA;MA503;G
1991;1;G;AA;MA602;G
1991;1;G;AA;MA702;G
1991;1;G;AA;MA753;G
1991;1;G;AA;MA761;G
1991;1;G;AA;MA802;G
1991;1;G;AA;MA806;G
1991;1;G;AA;MA807;G
1991;1;G;AA;MS415;G
1991;1;G;AB;EL200;G
1991;1;G;AB;EL301;G
1991;1;G;AB;EL402;G
1991;1;G;AB;EL522;G
1991;1;G;AB;EL622;G
1991;1;G;AB;EL644;G
1991;1;G;AB;EL720;G
1991;1;G;AB;EL820;G
1991;1;G;AB;MA055;G
1991;1;G;AB;MA542;G
1991;1;G;AB;MA641;G
1991;4;G;AA;F 415;G
1991;4;G;AA;F 510;G
1991;4;G;AA;F 540;G
1991;4;G;AA;F 604;G
1991;4;G;AA;F 641;G
1991;4;G;AA;F 789;G
1991;4;G;AA;F 809;G
1991;4;G;AB;EL200;G
1991;4;G;AB;EL304;G
1991;4;G;AB;EL404;G
1991;4;G;AB;EL643;G
1991;4;G;AB;EL763;G
1991;4;G;AB;EL873;G
1991;4;G;AB;F 510;G
1991;4;G;AB;F 540;G
1991;4;G;AB;F 641;G
1991;4;G;AB;F 809;G
1991;4;G;AB;F 887;G
1991;4;G;AB;F 888;G
1991;4;G;AD;EA513;G
1991;4;G;AD;EE616;G
1991;4;G;AD;EE617;G
1991;4;G;AD;EE722;G
1991;4;G;AD;EE724;G
1991;4;G;AD;EE831;G
1991;4;G;AD;EE832;G
1991;4;G;AD;EE841;G
1991;4;G;AD;EM312;G
1991;4;G;AD;EM330;G
1991;4;G;AD;EM430;G
1991;4;G;AD;F 530;G
1991;4;G;AD;F 590;G
1991;4;G;AD;F 690;G
1991;4;G;AD;F 789;G
1991;4;G;AD;F 895;G
1991;5;G;AA;QA712;G
1991;5;G;AA;QA811;G
1991;5;G;AA;QA812;G
1991;5;G;AA;QA813;G
1991;5;G;AA;QF533;G
1991;5;G;AA;QF632;G
1991;5;G;AA;QF633;G
