Catalogo;Curso;NivelCurso;Habilitacao;Disciplina;NivelDisciplina
1967;1;G;AA;MA561;G
1967;1;G;AB;DE505;G
1967;1;G;AB;EL530;G
1967;1;G;AB;EL640;G
1967;1;G;AB;EL750;G
1967;1;G;AB;EL765;G
1967;1;G;AB;EL875;G
1967;1;G;AB;FE401;G
1967;1;G;AB;MA361;G
1967;1;G;AB;MA461;G
1967;1;G;AB;MA561;G
1967;1;G;AB;MA661;G
1967;4;G;AB;DE506;G
1967;4;G;AB;EL300;G
1967;4;G;AB;EL530;G
1967;4;G;AB;EL640;G
1967;4;G;AB;EL750;G
1967;4;G;AB;EL763;G
1967;4;G;AB;EL873;G
1967;4;G;AB;FE401;G
1967;5;G;AB;DE507;G
1967;5;G;AB;EL300;G
1967;5;G;AB;EL410;G
1967;5;G;AB;EL520;G
1967;5;G;AB;EL530;G
1967;5;G;AB;EL640;G
1967;5;G;AB;EL750;G
1967;5;G;AB;FE401;G
1967;5;G;AF;EL300;G
1968;1;G;AA;MA561;G
1968;1;G;AA;MA661;G
1968;1;G;AB;DE505;G
1968;1;G;AB;EL530;G
1968;1;G;AB;EL640;G
1968;1;G;AB;EL750;G
1968;1;G;AB;EL765;G
1968;1;G;AB;EL875;G
1968;1;G;AB;FE401;G
1968;1;G;AB;MA361;G
1968;1;G;AB;MA461;G
1968;1;G;AB;MA561;G
1968;1;G;AB;MA661;G
1968;4;G;AB;DE506;G
1968;4;G;AB;EL300;G
1968;4;G;AB;EL530;G
1968;4;G;AB;EL640;G
1968;4;G;AB;EL750;G
1968;4;G;AB;EL763;G
1968;4;G;AB;EL873;G
1968;4;G;AB;FE401;G
1968;5;G;AB;DE507;G
1968;5;G;AB;EL300;G
1968;5;G;AB;EL410;G
1968;5;G;AB;EL520;G
1968;5;G;AB;EL530;G
1968;5;G;AB;EL640;G
1968;5;G;AB;EL750;G
1968;5;G;AB;EL877;G
1968;5;G;AB;FE401;G
1968;5;G;AF;EL300;G
1969;1;G;AA;MA561;G
1969;1;G;AA;MA661;G
1969;1;G;AB;DE505;G
1969;1;G;AB;EL530;G
1969;1;G;AB;EL640;G
1969;1;G;AB;EL750;G
1969;1;G;AB;EL765;G
1969;1;G;AB;EL875;G
1969;1;G;AB;FE401;G
1969;1;G;AB;MA361;G
1969;1;G;AB;MA461;G
1969;1;G;AB;MA561;G
1969;1;G;AB;MA661;G
1969;4;G;AB;DE506;G
1969;4;G;AB;EL300;G
1969;4;G;AB;EL520;G
1969;4;G;AB;EL530;G
1969;4;G;AB;EL640;G
1969;4;G;AB;EL750;G
1969;4;G;AB;EL763;G
1969;4;G;AB;EL873;G
1969;4;G;AB;FE401;G
1969;4;G;AE;EL304;G
1969;5;G;AB;DE507;G
1969;5;G;AB;EL300;G
1969;5;G;AB;EL410;G
1969;5;G;AB;EL520;G
1969;5;G;AB;EL530;G
1969;5;G;AB;EL640;G
1969;5;G;AB;EL750;G
1969;5;G;AB;FE401;G
1969;5;G;AF;EL300;G
1969;11;G;AA;EA042;G
1969;11;G;AA;EA820;G
1969;11;G;AA;EE720;G
1969;11;G;AA;EE825;G
1969;11;G;AA;EE855;G
1969;11;G;AA;EE880;G
1969;11;G;AB;EA042;G
1969;11;G;AB;EA820;G
1969;11;G;AB;EA855;G
1969;11;G;AB;EE720;G
1969;11;G;AB;EE880;G
1969;11;G;AB;ET815;G
1969;11;G;AG;EA042;G
1969;11;G;AG;EA820;G
1969;11;G;AG;EA855;G
1969;11;G;AG;EE720;G
1969;11;G;AG;ET815;G
1970;1;G;AA;MA561;G
1970;1;G;AA;MA661;G
1970;1;G;AB;DE505;G
1970;1;G;AB;EL300;G
1970;1;G;AB;EL530;G
1970;1;G;AB;EL750;G
1970;1;G;AB;FE401;G
1970;1;G;AB;MA361;G
1970;1;G;AB;MA461;G
1970;1;G;AB;MA561;G
1970;4;G;AB;DE506;G
1970;4;G;AB;EL300;G
1970;4;G;AB;EL400;G
1970;4;G;AB;EL530;G
1970;4;G;AB;EL640;G
1970;4;G;AB;EL750;G
1970;4;G;AB;EL763;G
1970;4;G;AB;EL873;G
1970;4;G;AB;FE401;G
1970;4;G;AE;EL304;G
1970;5;G;AB;EL300;G
1970;5;G;AB;EL410;G
1970;5;G;AB;EL520;G
1970;5;G;AB;EL530;G
1970;5;G;AB;EL640;G
1970;5;G;AB;EL750;G
1970;5;G;AB;EL767;G
1970;5;G;AB;EL877;G
1970;5;G;AB;FE401;G
1970;5;G;AF;EL300;G
1970;16;G;AA;HC461;G
1970;16;G;AA;HC462;G
1970;16;G;AA;HC561;G
1970;16;G;AA;HC761;G
1970;16;G;AA;HS861;G
1970;16;G;AB;HC741;G
1970;16;G;AB;HC742;G
1970;16;G;AB;HC841;G
1970;16;G;AB;HC842;G
1970;16;G;AC;HC651;G
1970;16;G;AC;HC751;G
1970;16;G;AE;EL300;G
1970;16;G;AE;EL410;G
1970;16;G;AE;EL520;G
1970;16;G;AE;EL530;G
1970;16;G;AE;EL640;G
1970;16;G;AE;EL750;G
1970;16;G;AE;EL762;G
1970;16;G;AE;EL872;G
1970;16;G;AE;FE401;G
1970;16;G;AE;HC461;G
1970;16;G;AE;HC462;G
1970;16;G;AE;HC561;G
1970;16;G;AE;HC761;G
1970;16;G;AE;HS861;G
1970;16;G;AF;EL300;G
1970;16;G;AF;EL410;G
1970;16;G;AF;EL520;G
1970;16;G;AF;EL530;G
1970;16;G;AF;EL640;G
1970;16;G;AF;EL750;G
1970;16;G;AF;EL762;G
1970;16;G;AF;EL872;G
1970;16;G;AF;FE401;G
1970;16;G;AF;HC741;G
1970;16;G;AF;HC742;G
1970;16;G;AF;HC841;G
1970;16;G;AF;HC842;G
1970;16;G;AG;EL300;G
1970;16;G;AG;EL410;G
1970;16;G;AG;EL520;G
1970;16;G;AG;EL530;G
1970;16;G;AG;EL640;G
1970;16;G;AG;EL750;G
1970;16;G;AG;EL762;G
1970;16;G;AG;EL872;G
1970;16;G;AG;FE401;G
1970;16;G;AG;HC651;G
1970;16;G;AG;HC751;G
1970;18;G;AB;EL530;G
1970;18;G;AB;EL640;G
1970;18;G;AB;EL750;G
1970;18;G;AB;EL784;G
1970;18;G;AB;EL894;G
1970;18;G;AB;FE401;G
1970;18;G;AB;HL105;G
1970;18;G;AB;HL106;G
1970;18;G;AB;HL107;G
1970;18;G;AB;HL108;G
1970;18;G;AB;HL205;G
1970;18;G;AB;HL206;G
1970;18;G;AB;HL207;G
1970;18;G;AB;HL208;G
1971;1;G;AA;MA561;G
1971;1;G;AA;MA661;G
1971;1;G;AB;DE505;G
1971;1;G;AB;EL300;G
1971;1;G;AB;EL530;G
1971;1;G;AB;EL640;G
1971;1;G;AB;EL750;G
1971;1;G;AB;FE401;G
1971;1;G;AB;MA361;G
1971;1;G;AB;MA461;G
1971;1;G;AB;MA561;G
1971;4;G;AB;DE506;G
1971;4;G;AB;EL304;G
1971;4;G;AB;EL530;G
1971;4;G;AB;EL640;G
1971;4;G;AB;EL750;G
1971;4;G;AB;FE401;G
1971;4;G;AE;EL304;G
1971;5;G;AB;DE507;G
1971;5;G;AB;EL300;G
1971;5;G;AB;EL410;G
1971;5;G;AB;EL520;G
1971;5;G;AB;EL530;G
1971;5;G;AB;EL640;G
1971;5;G;AB;EL750;G
1971;5;G;AB;EL877;G
1971;5;G;AB;FE401;G
1971;5;G;AF;EL300;G
1971;16;G;AA;HC461;G
1971;16;G;AA;HC561;G
1971;16;G;AA;HC761;G
1971;16;G;AA;HS861;G
1971;16;G;AB;HC741;G
1971;16;G;AB;HC742;G
1971;16;G;AB;HC841;G
1971;16;G;AB;HC842;G
1971;16;G;AC;HC651;G
1971;16;G;AC;HC652;G
1971;16;G;AC;HC751;G
1971;16;G;AE;EL300;G
1971;16;G;AE;EL530;G
1971;16;G;AE;EL640;G
1971;16;G;AE;EL750;G
1971;16;G;AE;EL762;G
1971;16;G;AE;EL872;G
1971;16;G;AE;FE401;G
1971;16;G;AE;HC561;G
1971;16;G;AE;HC761;G
1971;16;G;AE;HS861;G
1971;16;G;AF;EL300;G
1971;16;G;AF;EL530;G
1971;16;G;AF;EL640;G
1971;16;G;AF;EL750;G
1971;16;G;AF;EL762;G
1971;16;G;AF;EL872;G
1971;16;G;AF;FE401;G
1971;16;G;AF;HC741;G
1971;16;G;AF;HC742;G
1971;16;G;AF;HC841;G
1971;16;G;AF;HC842;G
1971;16;G;AG;EL300;G
1971;16;G;AG;EL530;G
1971;16;G;AG;EL640;G
1971;16;G;AG;EL750;G
1971;16;G;AG;EL762;G
1971;16;G;AG;EL872;G
1971;16;G;AG;FE401;G
1971;16;G;AG;HC651;G
1971;16;G;AG;HC652;G
1971;16;G;AG;HC751;G
1971;18;G;AB;EL530;G
1971;18;G;AB;EL640;G
1971;18;G;AB;EL750;G
1971;18;G;AB;EL784;G
1971;18;G;AB;EL894;G
1971;18;G;AB;FE401;G
1971;18;G;AB;HL105;G
1971;18;G;AB;HL106;G
1971;18;G;AB;HL107;G
1971;18;G;AB;HL108;G
1971;18;G;AB;HL205;G
1971;18;G;AB;HL206;G
1971;18;G;AB;HL207;G
1971;18;G;AB;HL208;G
1972;1;G;AB;EL300;G
1972;1;G;AB;EL410;G
1972;1;G;AB;EL520;G
1972;1;G;AB;EL530;G
1972;1;G;AB;EL640;G
1972;1;G;AB;EL750;G
1972;1;G;AB;EL765;G
1972;1;G;AB;EL875;G
1972;1;G;AB;MA361;G
1972;1;G;AB;MA461;G
1972;1;G;AC;EL200;G
1972;1;G;AC;EL300;G
1972;1;G;AC;EL400;G
1972;1;G;AC;EL402;G
1972;1;G;AC;EL410;G
1972;1;G;AC;EL520;G
1972;1;G;AC;EL530;G
1972;1;G;AC;EL640;G
1972;1;G;AC;EL644;G
1972;1;G;AC;EL720;G
1972;1;G;AC;EL750;G
1972;1;G;AC;EL765;G
1972;1;G;AC;EL820;G
1972;1;G;AC;EL875;G
1972;1;G;AC;MA161;G
1972;1;G;AC;MA561;G
1972;1;G;AC;MA661;G
1972;4;G;AB;EL300;G
1972;4;G;AB;EL410;G
1972;4;G;AB;EL520;G
1972;4;G;AB;EL530;G
1972;4;G;AB;EL640;G
1972;4;G;AB;EL750;G
1972;4;G;AB;EL763;G
1972;4;G;AB;EL873;G
1972;4;G;AC;EL200;G
1972;4;G;AC;EL300;G
1972;4;G;AC;EL304;G
1972;4;G;AC;EL400;G
1972;4;G;AC;EL404;G
1972;4;G;AC;EL410;G
1972;4;G;AC;EL520;G
1972;4;G;AC;EL530;G
1972;4;G;AC;EL640;G
1972;4;G;AC;EL643;G
1972;4;G;AC;EL750;G
1972;4;G;AC;EL763;G
1972;4;G;AC;EL873;G
1972;4;G;AE;EL304;G
1972;5;G;AB;EL300;G
1972;5;G;AB;EL410;G
1972;5;G;AB;EL520;G
1972;5;G;AB;EL530;G
1972;5;G;AB;EL640;G
1972;5;G;AB;EL750;G
1972;5;G;AB;EL767;G
1972;5;G;AB;EL877;G
1972;5;G;AF;EL300;G
1972;10;G;AA;EM851;G
1972;16;G;AA;HC561;G
1972;16;G;AA;HC761;G
1972;16;G;AA;HS861;G
1972;16;G;AB;HC741;G
1972;16;G;AB;HC742;G
1972;16;G;AB;HC841;G
1972;16;G;AB;HC842;G
1972;16;G;AC;HC651;G
1972;16;G;AC;HC652;G
1972;16;G;AC;HC751;G
1972;16;G;AE;EL300;G
1972;16;G;AE;EL410;G
1972;16;G;AE;EL520;G
1972;16;G;AE;EL530;G
1972;16;G;AE;EL640;G
1972;16;G;AE;EL750;G
1972;16;G;AE;EL762;G
1972;16;G;AE;EL872;G
1972;16;G;AE;HC461;G
1972;16;G;AE;HC462;G
1972;16;G;AE;HC561;G
1972;16;G;AE;HC761;G
1972;16;G;AF;EL300;G
1972;16;G;AF;EL410;G
1972;16;G;AF;EL520;G
1972;16;G;AF;EL530;G
1972;16;G;AF;EL640;G
1972;16;G;AF;EL750;G
1972;16;G;AF;EL762;G
1972;16;G;AF;EL872;G
1972;16;G;AF;HC741;G
1972;16;G;AF;HC742;G
1972;16;G;AF;HC841;G
1972;16;G;AF;HC842;G
1972;16;G;AG;EL300;G
1972;16;G;AG;EL410;G
1972;16;G;AG;EL520;G
1972;16;G;AG;EL530;G
1972;16;G;AG;EL640;G
1972;16;G;AG;EL750;G
1972;16;G;AG;EL762;G
1972;16;G;AG;EL872;G
1972;16;G;AG;HC651;G
1972;16;G;AG;HC652;G
1972;16;G;AG;HC751;G
1972;16;G;AK;EL200;G
1972;16;G;AK;EL300;G
1972;16;G;AK;EL400;G
1972;16;G;AK;EL410;G
1972;16;G;AK;EL520;G
1972;16;G;AK;EL530;G
1972;16;G;AK;EL640;G
1972;16;G;AK;EL642;G
1972;16;G;AK;EL750;G
1972;16;G;AK;EL762;G
1972;16;G;AK;EL872;G
1972;16;G;AK;EP130;G
1972;16;G;AK;EP220;G
1972;16;G;AK;EP250;G
1972;16;G;AK;EP260;G
1972;16;G;AK;HC651;G
1972;16;G;AK;HC652;G
1972;16;G;AK;HC751;G
1972;16;G;AK;HZ452;G
1972;16;G;AK;HZ552;G
1972;16;G;AK;HZ652;G
1972;18;G;AB;EL530;G
1972;18;G;AB;EL640;G
1972;18;G;AB;EL750;G
1972;18;G;AB;EL784;G
1972;18;G;AB;EL894;G
1972;18;G;AB;FE401;G
1972;18;G;AB;HL105;G
1972;18;G;AB;HL106;G
1972;18;G;AB;HL107;G
1972;18;G;AB;HL108;G
1972;18;G;AB;HL205;G
1972;18;G;AB;HL206;G
1972;18;G;AB;HL207;G
1972;18;G;AB;HL208;G
1973;1;G;AA;MA561;G
1973;1;G;AA;MA661;G
1973;1;G;AB;EL300;G
1973;1;G;AB;EL530;G
1973;1;G;AB;EL640;G
1973;1;G;AB;EL750;G
1973;1;G;AB;EL765;G
1973;1;G;AB;EL875;G
1973;1;G;AB;MA361;G
1973;1;G;AB;MA461;G
1973;1;G;AB;MA561;G
1973;1;G;AB;MA661;G
1973;1;G;AC;EL300;G
1973;1;G;AC;EL530;G
1973;1;G;AC;EL640;G
1973;1;G;AC;EL720;G
1973;1;G;AC;EL750;G
1973;1;G;AC;EL765;G
1973;1;G;AC;EL875;G
1973;1;G;AC;MA561;G
1973;1;G;AC;MA661;G
1973;4;G;AB;EL300;G
1973;4;G;AB;EL410;G
1973;4;G;AB;EL530;G
1973;4;G;AB;EL640;G
1973;4;G;AB;EL750;G
1973;4;G;AB;EL763;G
1973;4;G;AB;EL873;G
1973;4;G;AC;EL300;G
1973;4;G;AC;EL530;G
1973;4;G;AC;EL640;G
1973;4;G;AC;EL750;G
1973;4;G;AC;EL763;G
1973;4;G;AC;EL873;G
1973;5;G;AB;EL300;G
1973;5;G;AB;EL410;G
1973;5;G;AB;EL520;G
1973;5;G;AB;EL530;G
1973;5;G;AB;EL640;G
1973;5;G;AB;EL750;G
1973;5;G;AB;EL767;G
1973;5;G;AB;EL877;G
1973;6;G;AA;EL300;G
1973;6;G;AA;EL410;G
1973;6;G;AA;EL520;G
1973;6;G;AA;EL530;G
1973;6;G;AA;EL640;G
1973;6;G;AA;EL750;G
1973;6;G;AA;EL761;G
1973;6;G;AA;EL871;G
1973;6;G;AB;EL300;G
1973;6;G;AB;EL410;G
1973;6;G;AB;EL520;G
1973;6;G;AB;EL530;G
1973;6;G;AB;EL640;G
1973;6;G;AB;EL750;G
1973;6;G;AB;EL761;G
1973;6;G;AB;EL871;G
1973;11;G;AA;EE826;G
1973;11;G;AA;EE827;G
1973;11;G;AA;EE855;G
1973;11;G;AA;EE881;G
1973;11;G;AA;EE882;G
1973;11;G;AB;EA721;G
1973;11;G;AB;EA722;G
1973;11;G;AB;EA931;G
1973;11;G;AB;EE821;G
1973;11;G;AB;EE822;G
1973;11;G;AB;EE826;G
1973;11;G;AB;EE827;G
1973;11;G;AB;EE881;G
1973;11;G;AB;EE882;G
1973;11;G;AC;EA721;G
1973;11;G;AC;EA722;G
1973;11;G;AC;EE830;G
1973;11;G;AC;EH822;G
1973;11;G;AD;EA721;G
1973;11;G;AD;EA722;G
1973;11;G;AD;EE830;G
1973;11;G;AD;EM822;G
1973;11;G;AD;ET920;G
1973;16;G;AA;HC461;G
1973;16;G;AA;HC561;G
1973;16;G;AA;HC761;G
1973;16;G;AA;HS861;G
1973;16;G;AB;HC741;G
1973;16;G;AB;HC742;G
1973;16;G;AB;HC841;G
1973;16;G;AB;HC842;G
1973;16;G;AC;HC651;G
1973;16;G;AC;HC652;G
1973;16;G;AC;HC751;G
1973;16;G;AE;EL300;G
1973;16;G;AE;EL410;G
1973;16;G;AE;EL520;G
1973;16;G;AE;EL530;G
1973;16;G;AE;EL640;G
1973;16;G;AE;EL750;G
1973;16;G;AE;EL762;G
1973;16;G;AE;EL872;G
1973;16;G;AE;HC461;G
1973;16;G;AE;HC561;G
1973;16;G;AE;HC761;G
1973;16;G;AE;HS861;G
1973;16;G;AF;EL300;G
1973;16;G;AF;EL410;G
1973;16;G;AF;EL520;G
1973;16;G;AF;EL530;G
1973;16;G;AF;EL640;G
1973;16;G;AF;EL750;G
1973;16;G;AF;EL762;G
1973;16;G;AF;EL872;G
1973;16;G;AF;HC741;G
1973;16;G;AF;HC742;G
1973;16;G;AF;HC841;G
1973;16;G;AF;HC842;G
1973;16;G;AG;EL300;G
1973;16;G;AG;EL410;G
1973;16;G;AG;EL520;G
1973;16;G;AG;EL530;G
1973;16;G;AG;EL640;G
1973;16;G;AG;EL750;G
1973;16;G;AG;EL762;G
1973;16;G;AG;EL872;G
1973;16;G;AG;HC651;G
1973;16;G;AG;HC652;G
1973;16;G;AG;HC751;G
1973;16;G;AK;EL300;G
1973;16;G;AK;EL530;G
1973;16;G;AK;EL640;G
1973;16;G;AK;EL750;G
1973;16;G;AK;HC651;G
1973;16;G;AK;HC652;G
1973;16;G;AK;HC751;G
1974;1;G;AB;EL300;G
1974;1;G;AB;EL410;G
1974;1;G;AB;EL520;G
1974;1;G;AB;EL530;G
1974;1;G;AB;EL640;G
1974;1;G;AB;EL750;G
1974;1;G;AB;EL765;G
1974;1;G;AB;EL875;G
1974;1;G;AB;MA361;G
1974;1;G;AB;MA461;G
1974;1;G;AC;EL300;G
1974;1;G;AC;EL410;G
1974;1;G;AC;EL520;G
1974;1;G;AC;EL530;G
1974;1;G;AC;EL640;G
1974;1;G;AC;EL750;G
1974;1;G;AC;EL765;G
1974;1;G;AC;EL875;G
1974;1;G;AC;MA561;G
1974;1;G;AC;MA661;G
1974;4;G;AB;EL300;G
1974;4;G;AB;EL410;G
1974;4;G;AB;EL520;G
1974;4;G;AB;EL530;G
1974;4;G;AB;EL640;G
1974;4;G;AB;EL750;G
1974;4;G;AB;EL763;G
1974;4;G;AB;EL873;G
1974;4;G;AC;EL300;G
1974;4;G;AC;EL410;G
1974;4;G;AC;EL520;G
1974;4;G;AC;EL530;G
1974;4;G;AC;EL640;G
1974;4;G;AC;EL750;G
1974;4;G;AC;EL763;G
1974;4;G;AC;EL873;G
1974;5;G;AB;EL300;G
1974;5;G;AB;EL410;G
1974;5;G;AB;EL530;G
1974;5;G;AB;EL640;G
1974;5;G;AB;EL750;G
1974;5;G;AB;EL767;G
1974;5;G;AB;EL877;G
1974;10;G;AA;EM070;G
1974;10;G;AA;EM751;G
1974;10;G;AA;EM780;G
1974;10;G;AA;EM880;G
1974;10;G;AA;EM881;G
1974;10;G;AA;EM970;G
1974;10;G;AA;EM980;G
1974;10;G;AE;EM780;G
1974;10;G;AE;EM880;G
1974;10;G;AE;EM881;G
1974;10;G;AE;EM970;G
1974;10;G;AE;EM981;G
1974;10;G;AF;EM060;G
1974;10;G;AF;EM070;G
1974;10;G;AF;EM720;G
1974;10;G;AF;EM751;G
1974;10;G;AF;EM970;G
1974;10;G;AF;EM980;G
1974;10;G;AG;EM060;G
1974;11;G;AA;EA721;G
1974;11;G;AA;EA722;G
1974;11;G;AA;EE826;G
1974;11;G;AA;EE827;G
1974;11;G;AA;EE855;G
1974;11;G;AA;EE881;G
1974;11;G;AA;EE882;G
1974;11;G;AB;EA721;G
1974;11;G;AB;EA722;G
1974;11;G;AB;EA931;G
1974;11;G;AB;EE821;G
1974;11;G;AB;EE822;G
1974;11;G;AB;EE826;G
1974;11;G;AB;EE827;G
1974;11;G;AB;EE881;G
1974;11;G;AB;EE882;G
1974;11;G;AC;EA721;G
1974;11;G;AC;EA722;G
1974;11;G;AC;EE826;G
1974;11;G;AC;EE827;G
1974;11;G;AC;EE830;G
1974;11;G;AC;EE881;G
1974;11;G;AC;EE882;G
1974;11;G;AC;EH822;G
1974;11;G;AD;EA721;G
1974;11;G;AD;EA722;G
1974;11;G;AD;EE830;G
1974;11;G;AD;EM822;G
1974;11;G;AD;ET920;G
1974;16;G;AA;HC461;G
1974;16;G;AA;HC561;G
1974;16;G;AA;HC761;G
1974;16;G;AA;HS861;G
1974;16;G;AB;HC741;G
1974;16;G;AB;HC742;G
1974;16;G;AB;HC841;G
1974;16;G;AB;HC842;G
1974;16;G;AC;HC651;G
1974;16;G;AC;HC652;G
1974;16;G;AC;HC751;G
1974;16;G;AE;EL300;G
1974;16;G;AE;EL410;G
1974;16;G;AE;EL520;G
1974;16;G;AE;EL530;G
1974;16;G;AE;EL640;G
1974;16;G;AE;EL750;G
1974;16;G;AE;EL762;G
1974;16;G;AE;EL872;G
1974;16;G;AE;HC461;G
1974;16;G;AE;HC561;G
1974;16;G;AE;HC761;G
1974;16;G;AE;HS861;G
1974;16;G;AF;EL300;G
1974;16;G;AF;EL410;G
1974;16;G;AF;EL520;G
1974;16;G;AF;EL530;G
1974;16;G;AF;EL640;G
1974;16;G;AF;EL750;G
1974;16;G;AF;EL762;G
1974;16;G;AF;EL872;G
1974;16;G;AF;HC741;G
1974;16;G;AF;HC742;G
1974;16;G;AF;HC841;G
1974;16;G;AF;HC842;G
1974;16;G;AG;EL300;G
1974;16;G;AG;EL410;G
1974;16;G;AG;EL520;G
1974;16;G;AG;EL530;G
1974;16;G;AG;EL640;G
1974;16;G;AG;EL750;G
1974;16;G;AG;EL762;G
1974;16;G;AG;EL872;G
1974;16;G;AG;HC651;G
1974;16;G;AG;HC652;G
1974;16;G;AG;HC751;G
1974;16;G;AK;EL300;G
1974;16;G;AK;EL410;G
1974;16;G;AK;EL520;G
1974;16;G;AK;EL530;G
1974;16;G;AK;EL640;G
1974;16;G;AK;EL750;G
1974;16;G;AK;EL762;G
1974;16;G;AK;EL872;G
1974;16;G;AK;HC651;G
1974;16;G;AK;HC652;G
1974;16;G;AK;HC751;G
1974;20;G;AA;EP571;G
1974;20;G;AA;EP671;G
1974;20;G;AA;EP772;G
1974;20;G;AA;EP773;G
1974;20;G;AA;EP774;G
1974;20;G;AA;EP851;G
1974;20;G;AA;EP872;G
1974;20;G;AB;EP591;G
1974;20;G;AB;EP691;G
1974;20;G;AB;EP783;G
1974;20;G;AB;EP792;G
1974;20;G;AB;EP851;G
1974;20;G;AB;EP892;G
1974;20;G;AC;EP581;G
1974;20;G;AC;EP681;G
1974;20;G;AC;EP782;G
1974;20;G;AC;EP783;G
1974;20;G;AC;EP882;G
1974;20;G;AC;EP883;G
1974;20;G;AP;EP553;G
1974;20;G;AP;EP653;G
1974;20;G;AP;EP753;G
1974;20;G;AP;EP852;G
1974;20;G;AP;EP853;G
1975;1;G;AA;MA553;G
1975;1;G;AA;MA561;G
1975;1;G;AA;MA604;G
1975;1;G;AA;MA661;G
1975;1;G;AA;MA702;G
1975;1;G;AA;MA751;G
1975;1;G;AA;MA802;G
1975;1;G;AB;EL300;G
1975;1;G;AB;EL410;G
1975;1;G;AB;EL520;G
1975;1;G;AB;EL530;G
1975;1;G;AB;EL640;G
1975;1;G;AB;EL750;G
1975;1;G;AB;EL765;G
1975;1;G;AB;EL875;G
1975;1;G;AB;MA361;G
1975;1;G;AB;MA461;G
1975;1;G;AB;MA553;G
1975;1;G;AB;MA561;G
1975;1;G;AB;MA661;G
1975;1;G;AC;EL300;G
1975;1;G;AC;EL410;G
1975;1;G;AC;EL520;G
1975;1;G;AC;EL530;G
1975;1;G;AC;EL640;G
1975;1;G;AC;EL750;G
1975;1;G;AC;EL765;G
1975;1;G;AC;EL875;G
1975;1;G;AC;MA553;G
1975;1;G;AC;MA561;G
1975;1;G;AC;MA604;G
1975;1;G;AC;MA661;G
1975;1;G;AC;MA702;G
1975;1;G;AC;MA751;G
1975;1;G;AC;MA802;G
1975;3;G;AA;MC618;G
1975;3;G;AA;MC628;G
1975;3;G;AA;MC771;G
1975;3;G;AA;MC812;G
1975;3;G;AA;MC827;G
1975;3;G;AB;HE534;G
1975;3;G;AB;HE638;G
1975;3;G;AB;HE739;G
1975;3;G;AB;HE839;G
1975;3;G;AB;MC717;G
1975;3;G;AB;MC727;G
1975;3;G;AB;MC740;G
1975;3;G;AC;MA401;G
1975;3;G;AC;MC628;G
1975;3;G;AC;MS611;G
1975;3;G;AC;MS615;G
1975;3;G;AC;MS666;G
1975;4;G;AB;EL300;G
1975;4;G;AB;EL410;G
1975;4;G;AB;EL520;G
1975;4;G;AB;EL530;G
1975;4;G;AB;EL640;G
1975;4;G;AB;EL750;G
1975;4;G;AB;EL763;G
1975;4;G;AB;EL873;G
1975;4;G;AB;F 809;G
1975;4;G;AC;EL300;G
1975;4;G;AC;EL410;G
1975;4;G;AC;EL520;G
1975;4;G;AC;EL530;G
1975;4;G;AC;EL640;G
1975;4;G;AC;EL750;G
1975;4;G;AC;EL763;G
1975;4;G;AC;EL873;G
1975;4;G;AC;F 809;G
1975;5;G;AB;EL300;G
1975;5;G;AB;EL410;G
1975;5;G;AB;EL520;G
1975;5;G;AB;EL530;G
1975;5;G;AB;EL640;G
1975;5;G;AB;EL750;G
1975;5;G;AB;EL767;G
1975;5;G;AB;EL877;G
1975;6;G;AD;EL300;G
1975;6;G;AD;EL410;G
1975;6;G;AD;EL520;G
1975;6;G;AD;EL530;G
1975;6;G;AD;EL640;G
1975;6;G;AD;EL750;G
1975;6;G;AD;EL761;G
1975;6;G;AD;EL871;G
1975;10;G;AB;EA721;G
1975;10;G;AB;EA722;G
1975;10;G;AB;EH721;G
1975;10;G;AB;EH911;G
1975;10;G;AB;EM034;G
1975;10;G;AB;EM043;G
1975;10;G;AB;EM044;G
1975;10;G;AB;EM060;G
1975;10;G;AB;EM061;G
1975;10;G;AB;EM081;G
1975;10;G;AB;EM091;G
1975;10;G;AB;EM771;G
1975;10;G;AB;EM913;G
1975;10;G;AB;EM944;G
1975;10;G;AB;EM954;G
1975;10;G;AB;EM955;G
1975;10;G;AB;EM956;G
1975;10;G;AB;EM957;G
1975;10;G;AB;EM958;G
1975;10;G;AC;EE618;G
1975;10;G;AC;EM060;G
1975;10;G;AC;EM830;G
1975;10;G;AC;EM835;G
1975;10;G;AC;EM935;G
1975;10;G;AD;EE618;G
1975;10;G;AD;EM060;G
1975;10;G;AD;EM720;G
1975;10;G;AD;EM760;G
1975;10;G;AD;EM850;G
1975;10;G;AD;EM950;G
1975;10;G;AD;EM960;G
1975;10;G;AD;EM971;G
1975;11;G;AA;EE821;G
1975;11;G;AA;EE822;G
1975;11;G;AA;EE826;G
1975;11;G;AA;EE827;G
1975;11;G;AA;EE855;G
1975;11;G;AA;EE881;G
1975;11;G;AA;EE882;G
1975;11;G;AA;EE986;G
1975;11;G;AA;EE987;G
1975;11;G;AB;EA869;G
1975;11;G;AB;EA870;G
1975;11;G;AB;EE821;G
1975;11;G;AB;EE822;G
1975;11;G;AB;EE826;G
1975;11;G;AB;EE827;G
1975;11;G;AB;EE881;G
1975;11;G;AB;EE882;G
1975;11;G;AC;EA869;G
1975;11;G;AC;EA870;G
1975;11;G;AC;EH822;G
1975;11;G;AC;ET815;G
1975;11;G;AC;ET856;G
1975;11;G;AC;ET857;G
