AnoOferecimento;Periodo Oferecimento;Tipo Periodo Oferecimento;Disciplina;NivelDisciplina;Turma;Dia da Semana;Hora Inicio Aula;Identificacao Sala de Aula
2014;1;S;DM036;G;A  ;6;16,00;LO04 
2014;1;S;DM036;G;A  ;6;17,00;LO04 
2014;1;S;DM036;G;B  ;3;14,00;FO02 
2014;1;S;DM036;G;B  ;3;15,00;FO02 
2014;1;S;DM036;G;B  ;3;16,00;FO02 
2014;1;S;DM036;G;B  ;3;17,00;FO02 
2014;1;S;DM036;G;B  ;6;16,00;LO04 
2014;1;S;DM036;G;B  ;6;17,00;LO04 
2014;1;S;DM051;G;A  ;5;8,00;LO03 
2014;1;S;DM051;G;A  ;5;9,00;LO03 
2014;1;S;DM051;G;A  ;5;10,00;FO03 
2014;1;S;DM051;G;A  ;5;11,00;FO03 
2014;1;S;DM051;G;A  ;5;14,00;LO03 
2014;1;S;DM051;G;A  ;5;15,00;LO03 
2014;1;S;DM051;G;B  ;5;8,00;LO03 
2014;1;S;DM051;G;B  ;5;9,00;LO03 
2014;1;S;DM051;G;B  ;5;10,00;FO03 
2014;1;S;DM051;G;B  ;5;11,00;FO03 
2014;1;S;DM051;G;B  ;5;14,00;LO03 
2014;1;S;DM051;G;B  ;5;15,00;LO03 
2014;1;S;DM052;G;A  ;2;8,00;FO03 
2014;1;S;DM052;G;A  ;2;9,00;FO03 
2014;1;S;DM052;G;A  ;2;10,00;FO03 
2014;1;S;DM052;G;A  ;2;11,00;FO03 
2014;1;S;DM052;G;A  ;2;14,00;FO03 
2014;1;S;DM052;G;A  ;2;15,00;FO03 
2014;1;S;DM052;G;A  ;2;16,00;LO04 
2014;1;S;DM052;G;A  ;2;17,00;LO04 
2014;1;S;DM052;G;A  ;6;14,00;LO04 
2014;1;S;DM052;G;A  ;6;15,00;LO04 
2014;1;S;DM057;G;A  ;3;8,00;LO03 
2014;1;S;DM057;G;A  ;3;9,00;LO03 
2014;1;S;DM057;G;A  ;3;10,00;FO03 
2014;1;S;DM057;G;A  ;3;11,00;FO03 
2014;1;S;DM057;G;A  ;6;8,00;FO03 
2014;1;S;DM057;G;A  ;6;9,00;LO03 
2014;1;S;DM057;G;A  ;6;10,00;LO03 
2014;1;S;DM057;G;A  ;6;11,00;LO03 
2014;1;S;DM057;G;B  ;3;8,00;LO03 
2014;1;S;DM057;G;B  ;3;9,00;LO03 
2014;1;S;DM057;G;B  ;3;10,00;FO03 
2014;1;S;DM057;G;B  ;3;11,00;FO03 
2014;1;S;DM057;G;B  ;6;8,00;LO03 
2014;1;S;DM057;G;B  ;6;9,00;LO03 
2014;1;S;DM057;G;B  ;6;10,00;LO03 
2014;1;S;DM057;G;B  ;6;11,00;LO03 
2014;1;S;DO113;G;A  ;4;10,00;FO04 
2014;1;S;DO113;G;A  ;4;11,00;FO04 
2014;1;S;DP512;G;A  ;3;8,00;FO03 
2014;1;S;DP512;G;A  ;3;9,00;FO03 
2014;1;S;DP512;G;A  ;3;10,00;LO03 
2014;1;S;DP512;G;A  ;3;11,00;LO03 
2014;1;S;DP512;G;A  ;3;14,00;LO03 
2014;1;S;DP512;G;A  ;3;15,00;LO03 
2014;1;S;DP512;G;A  ;3;16,00;LO03 
2014;1;S;DP512;G;A  ;3;17,00;LO03 
2014;1;S;DP512;G;A  ;4;8,00;FO03 
2014;1;S;DP512;G;A  ;4;9,00;LO03 
2014;1;S;DP512;G;A  ;4;10,00;LO03 
2014;1;S;DP512;G;A  ;4;11,00;LO03 
2014;1;S;DP521;G;A  ;4;14,00;FO03 
2014;1;S;DP521;G;A  ;4;15,00;FO03 
2014;1;S;DP521;G;A  ;4;16,00;LO08 
2014;1;S;DP521;G;A  ;4;17,00;LO08 
2014;1;S;DP521;G;A  ;5;8,00;FO03 
2014;1;S;DP521;G;A  ;5;9,00;FO03 
2014;1;S;DP521;G;A  ;5;10,00;LO08 
2014;1;S;DP521;G;A  ;5;11,00;LO08 
2014;1;S;DP521;G;A  ;5;14,00;FO03 
2014;1;S;DP521;G;A  ;5;15,00;FO03 
2014;1;S;DP521;G;A  ;5;16,00;LO08 
2014;1;S;DP521;G;A  ;5;17,00;LO08 
2014;1;S;DP721;G;A  ;2;8,00;FO04 
2014;1;S;DP721;G;A  ;2;9,00;FO04 
2014;1;S;DP721;G;A  ;2;10,00;LO08 
2014;1;S;DP721;G;A  ;2;11,00;LO08 
2014;1;S;DS011;G;A  ;3;10,00;FO01 
2014;1;S;DS011;G;A  ;3;11,00;FO01 
2014;1;S;DS732;G;A  ;2;14,00;LO08 
2014;1;S;DS732;G;A  ;2;15,00;LO08 
2014;1;S;DS732;G;A  ;2;16,00;LO08 
2014;1;S;DS732;G;A  ;2;17,00;LO08 
2014;1;S;DS732;G;A  ;4;14,00;FO04 
2014;1;S;DS732;G;A  ;4;15,00;FO04 
2014;1;S;DS732;G;A  ;4;16,00;FO04 
2014;1;S;DS732;G;A  ;4;17,00;FO04 
2014;1;S;DS833;G;A  ;4;8,00;FO04 
2014;1;S;DS833;G;A  ;4;9,00;FO04 
2014;1;S;EA044;G;A  ;2;10,00;FE12 
2014;1;S;EA044;G;A  ;2;11,00;FE12 
2014;1;S;EA044;G;A  ;4;10,00;FE12 
2014;1;S;EA044;G;A  ;4;11,00;FE12 
2014;1;S;EA074;G;A  ;3;8,00;FE03 
2014;1;S;EA074;G;A  ;3;9,00;FE03 
2014;1;S;EA074;G;A  ;5;8,00;FE03 
2014;1;S;EA074;G;A  ;5;9,00;FE03 
2014;1;S;EA075;G;A  ;3;8,00;FE02 
2014;1;S;EA075;G;A  ;3;9,00;FE02 
2014;1;S;EA075;G;A  ;5;8,00;FE02 
2014;1;S;EA075;G;A  ;5;9,00;FE02 
2014;1;S;EA076;G;C  ;2;14,00;LE33 
2014;1;S;EA076;G;C  ;2;15,00;LE33 
2014;1;S;EA076;G;D  ;2;16,00;LE33 
2014;1;S;EA076;G;D  ;2;17,00;LE33 
2014;1;S;EA076;G;E  ;3;8,00;LE33 
2014;1;S;EA076;G;E  ;3;9,00;LE33 
2014;1;S;EA076;G;M  ;5;8,00;LE33 
2014;1;S;EA076;G;M  ;5;9,00;LE33 
2014;1;S;EA079;G;U  ;4;19,00;LE33 
2014;1;S;EA079;G;U  ;4;20,00;LE33 
2014;1;S;EA079;G;W  ;4;21,00;LE33 
2014;1;S;EA079;G;W  ;4;22,00;LE33 
2014;1;S;EA513;G;A  ;3;16,00;FE02 
2014;1;S;EA513;G;A  ;3;17,00;FE02 
2014;1;S;EA513;G;A  ;5;16,00;FE02 
2014;1;S;EA513;G;A  ;5;17,00;FE02 
2014;1;S;EA513;G;B  ;2;14,00;FE02 
2014;1;S;EA513;G;B  ;2;15,00;FE02 
2014;1;S;EA513;G;B  ;4;14,00;FE02 
2014;1;S;EA513;G;B  ;4;15,00;FE02 
2014;1;S;EA513;G;U  ;3;19,00;FE03 
2014;1;S;EA513;G;U  ;3;20,00;FE03 
2014;1;S;EA513;G;U  ;5;21,00;FE03 
2014;1;S;EA513;G;U  ;5;22,00;FE03 
2014;1;S;EA611;G;A  ;2;10,00;PE11 
2014;1;S;EA611;G;A  ;2;11,00;PE11 
2014;1;S;EA611;G;A  ;4;10,00;PE11 
2014;1;S;EA611;G;A  ;4;11,00;PE11 
2014;1;S;EA611;G;U  ;2;21,00;FE11 
2014;1;S;EA611;G;U  ;2;22,00;FE11 
2014;1;S;EA611;G;U  ;4;19,00;FE11 
2014;1;S;EA611;G;U  ;4;20,00;FE11 
2014;1;S;EA614;G;A  ;2;8,00;FE01 
2014;1;S;EA614;G;A  ;2;9,00;FE01 
2014;1;S;EA614;G;A  ;4;8,00;FE01 
2014;1;S;EA614;G;A  ;4;9,00;FE01 
2014;1;S;EA616;G;A  ;2;8,00;FE21 
2014;1;S;EA616;G;A  ;2;9,00;FE21 
2014;1;S;EA616;G;A  ;4;8,00;FE21 
2014;1;S;EA616;G;A  ;4;9,00;FE21 
2014;1;S;EA616;G;U  ;2;21,00;FE21 
2014;1;S;EA616;G;U  ;2;22,00;FE21 
2014;1;S;EA616;G;U  ;4;19,00;FE21 
2014;1;S;EA616;G;U  ;4;20,00;FE21 
2014;1;S;EA619;G;Q  ;6;8,00;LE31 
2014;1;S;EA619;G;Q  ;6;9,00;LE31 
2014;1;S;EA619;G;Q  ;6;10,00;LE31 
2014;1;S;EA619;G;Q  ;6;11,00;LE31 
2014;1;S;EA619;G;R  ;6;8,00;LE31 
2014;1;S;EA619;G;R  ;6;9,00;LE31 
2014;1;S;EA619;G;R  ;6;10,00;LE31 
2014;1;S;EA619;G;R  ;6;11,00;LE31 
2014;1;S;EA619;G;U  ;6;19,00;LE31 
2014;1;S;EA619;G;U  ;6;20,00;LE31 
2014;1;S;EA619;G;U  ;6;21,00;LE31 
2014;1;S;EA619;G;U  ;6;22,00;LE31 
2014;1;S;EA619;G;W  ;6;19,00;LE31 
2014;1;S;EA619;G;W  ;6;20,00;LE31 
2014;1;S;EA619;G;W  ;6;21,00;LE31 
2014;1;S;EA619;G;W  ;6;22,00;LE31 
2014;1;S;EA721;G;A  ;2;10,00;FE03 
2014;1;S;EA721;G;A  ;2;11,00;FE03 
2014;1;S;EA721;G;A  ;4;10,00;FE03 
2014;1;S;EA721;G;A  ;4;11,00;FE03 
2014;1;S;EA721;G;U  ;2;19,00;FE01 
2014;1;S;EA721;G;U  ;2;20,00;FE01 
2014;1;S;EA721;G;U  ;4;21,00;FE01 
2014;1;S;EA721;G;U  ;4;22,00;FE01 
2014;1;S;EA722;G;G  ;3;14,00;LE31 
2014;1;S;EA722;G;G  ;3;15,00;LE31 
2014;1;S;EA722;G;G  ;3;16,00;LE31 
2014;1;S;EA722;G;G  ;3;17,00;LE31 
2014;1;S;EA722;G;H  ;3;14,00;LE31 
2014;1;S;EA722;G;H  ;3;15,00;LE31 
2014;1;S;EA722;G;H  ;3;16,00;LE31 
2014;1;S;EA722;G;H  ;3;17,00;LE31 
2014;1;S;EA722;G;K  ;4;14,00;LE31 
2014;1;S;EA722;G;K  ;4;15,00;LE31 
2014;1;S;EA722;G;K  ;4;16,00;LE31 
2014;1;S;EA722;G;K  ;4;17,00;LE31 
2014;1;S;EA722;G;L  ;4;14,00;LE31 
2014;1;S;EA722;G;L  ;4;15,00;LE31 
2014;1;S;EA722;G;L  ;4;16,00;LE31 
2014;1;S;EA722;G;L  ;4;17,00;LE31 
2014;1;S;EA722;G;U  ;5;19,00;LE31 
2014;1;S;EA722;G;U  ;5;20,00;LE31 
2014;1;S;EA722;G;U  ;5;21,00;LE31 
2014;1;S;EA722;G;U  ;5;22,00;LE31 
2014;1;S;EA722;G;W  ;5;19,00;LE31 
2014;1;S;EA722;G;W  ;5;20,00;LE31 
2014;1;S;EA722;G;W  ;5;21,00;LE31 
2014;1;S;EA722;G;W  ;5;22,00;LE31 
2014;1;S;EA772;G;A  ;3;10,00;FE02 
2014;1;S;EA772;G;A  ;3;11,00;FE02 
2014;1;S;EA772;G;A  ;5;10,00;FE02 
2014;1;S;EA772;G;A  ;5;11,00;FE02 
2014;1;S;EA772;G;U  ;3;21,00;FE12 
2014;1;S;EA772;G;U  ;3;22,00;FE12 
2014;1;S;EA772;G;U  ;6;19,00;FE12 
2014;1;S;EA772;G;U  ;6;20,00;FE12 
2014;1;S;EA773;G;O  ;5;14,00;LE11 
2014;1;S;EA773;G;O  ;5;15,00;LE11 
2014;1;S;EA773;G;O  ;5;16,00;LE11 
2014;1;S;EA773;G;O  ;5;17,00;LE11 
2014;1;S;EA773;G;P  ;5;14,00;LE11 
2014;1;S;EA773;G;P  ;5;15,00;LE11 
2014;1;S;EA773;G;P  ;5;16,00;LE11 
2014;1;S;EA773;G;P  ;5;17,00;LE11 
2014;1;S;EA869;G;A  ;3;10,00;PE11 
2014;1;S;EA869;G;A  ;3;11,00;PE11 
2014;1;S;EA869;G;A  ;5;10,00;PE11 
2014;1;S;EA869;G;A  ;5;11,00;PE11 
2014;1;S;EA869;G;B  ;3;10,00;FE12 
2014;1;S;EA869;G;B  ;3;11,00;FE12 
2014;1;S;EA869;G;B  ;5;10,00;FE12 
2014;1;S;EA869;G;B  ;5;11,00;FE12 
2014;1;S;EA871;G;A  ;2;8,00;LE30 
2014;1;S;EA871;G;A  ;2;9,00;LE30 
2014;1;S;EA871;G;R  ;6;10,00;LE30 
2014;1;S;EA871;G;R  ;6;11,00;LE30 
2014;1;S;EA876;G;A  ;4;14,00;FE03 
2014;1;S;EA876;G;A  ;4;15,00;FE03 
2014;1;S;EA876;G;A  ;6;14,00;FE03 
2014;1;S;EA876;G;A  ;6;15,00;FE03 
2014;1;S;EA960;G;A  ;3;16,00;FE21 
2014;1;S;EA960;G;A  ;3;17,00;FE21 
2014;1;S;EA960;G;A  ;5;16,00;FE21 
2014;1;S;EA960;G;A  ;5;17,00;FE21 
2014;1;S;EA975;G;K  ;4;14,00;LE27 
2014;1;S;EA975;G;K  ;4;15,00;LE27 
2014;1;S;EA975;G;L  ;4;16,00;LE27 
2014;1;S;EA975;G;L  ;4;17,00;LE27 
2014;1;S;EA979;G;A  ;3;14,00;FE21 
2014;1;S;EA979;G;A  ;3;15,00;FE21 
2014;1;S;EA979;G;A  ;5;14,00;FE21 
2014;1;S;EA979;G;A  ;5;15,00;FE21 
2014;1;S;EA997;G;A  ;2;10,00;FE21 
2014;1;S;EA997;G;A  ;2;11,00;FE21 
2014;1;S;EA997;G;A  ;4;10,00;FE21 
2014;1;S;EA997;G;A  ;4;11,00;FE21 
2014;1;S;EB101;G;A  ;3;19,00;PA07 
2014;1;S;EB101;G;A  ;3;20,00;PA07 
2014;1;S;EB101;G;A  ;6;19,00;PA07 
2014;1;S;EB101;G;A  ;6;20,00;PA07 
2014;1;S;EB101;G;A  ;6;21,00;PA07 
2014;1;S;EB101;G;A  ;6;22,00;PA07 
2014;1;S;EB102;G;A  ;2;19,00;PA07 
2014;1;S;EB102;G;A  ;2;20,00;PA07 
2014;1;S;EB102;G;A  ;2;21,00;PA07 
2014;1;S;EB102;G;A  ;2;22,00;PA07 
2014;1;S;EB102;G;A  ;5;21,00;PA07 
2014;1;S;EB102;G;A  ;5;22,00;PA07 
2014;1;S;EB103;G;A  ;3;21,00;PA02 
2014;1;S;EB103;G;A  ;3;22,00;PA02 
2014;1;S;EB103;G;A  ;4;19,00;UL04 
2014;1;S;EB103;G;A  ;4;20,00;UL04 
2014;1;S;EB104;G;A  ;4;21,00;UL13 
2014;1;S;EB104;G;A  ;4;22,00;UL13 
2014;1;S;EB105;G;A  ;4;19,00;PA01 
2014;1;S;EB105;G;A  ;4;20,00;PA01 
2014;1;S;EB105;G;A  ;4;21,00;LZ09 
2014;1;S;EB105;G;A  ;4;22,00;LZ09 
2014;1;S;EB106;G;A  ;5;19,00;PA07 
2014;1;S;EB106;G;A  ;5;20,00;PA07 
2014;1;S;EB205;G;A  ;6;19,00;PA01 
2014;1;S;EB205;G;A  ;6;20,00;PA01 
2014;1;S;EB301;G;A  ;2;19,00;PA01 
2014;1;S;EB301;G;A  ;2;20,00;PA01 
2014;1;S;EB301;G;A  ;2;21,00;PA01 
2014;1;S;EB301;G;A  ;2;22,00;PA01 
2014;1;S;EB301;G;A  ;3;19,00;PA01 
2014;1;S;EB301;G;A  ;3;20,00;PA01 
2014;1;S;EB304;G;A  ;5;19,00;SA14 
2014;1;S;EF511;G;B  ;4;20,00;FF07 
2014;1;S;EB304;G;A  ;5;21,00;SA14 
2014;1;S;EB304;G;A  ;5;22,00;SA14 
2014;1;S;EB401;G;A  ;6;21,00;PA01 
2014;1;S;EB401;G;A  ;6;22,00;PA01 
2014;1;S;EB502;G;A  ;7;8,00;PA02 
2014;1;S;EB502;G;A  ;7;9,00;PA02 
2014;1;S;EB502;G;A  ;7;10,00;PA02 
2014;1;S;EB502;G;A  ;7;11,00;PA02 
2014;1;S;EE103;G;G  ;3;14,00;LE15 
2014;1;S;EE103;G;G  ;3;15,00;LE15 
2014;1;S;EE103;G;G  ;3;16,00;LE15 
2014;1;S;EE103;G;G  ;3;17,00;LE15 
2014;1;S;EE103;G;H  ;3;14,00;LE15 
2014;1;S;EE103;G;H  ;3;15,00;LE15 
2014;1;S;EE103;G;H  ;3;16,00;LE15 
2014;1;S;EE103;G;H  ;3;17,00;LE15 
2014;1;S;EE103;G;O  ;5;14,00;LE15 
2014;1;S;EE103;G;O  ;5;15,00;LE15 
2014;1;S;EE103;G;O  ;5;16,00;LE15 
2014;1;S;EE103;G;O  ;5;17,00;LE15 
2014;1;S;EE103;G;P  ;5;14,00;LE15 
2014;1;S;EE103;G;P  ;5;15,00;LE15 
2014;1;S;EE103;G;P  ;5;16,00;LE15 
2014;1;S;EE103;G;P  ;5;17,00;LE15 
2014;1;S;EE300;G;U  ;2;19,00;FE03 
2014;1;S;EE300;G;U  ;2;20,00;FE03 
2014;1;S;EE300;G;U  ;4;21,00;FE03 
2014;1;S;EE300;G;U  ;4;22,00;FE03 
2014;1;S;EE301;G;U  ;6;19,00;LE35 
2014;1;S;EE301;G;U  ;6;20,00;LE35 
2014;1;S;EE301;G;U  ;6;21,00;LE35 
2014;1;S;EE301;G;U  ;6;22,00;LE35 
2014;1;S;EE301;G;W  ;6;19,00;LE35 
2014;1;S;EE301;G;W  ;6;20,00;LE35 
2014;1;S;EE301;G;W  ;6;21,00;LE35 
2014;1;S;EE301;G;W  ;6;22,00;LE35 
2014;1;S;EE301;G;X  ;4;19,00;LE35 
2014;1;S;EE301;G;X  ;4;20,00;LE35 
2014;1;S;EE301;G;X  ;4;21,00;LE35 
2014;1;S;EE301;G;X  ;4;22,00;LE35 
2014;1;S;EE400;G;A  ;4;8,00;PE11 
2014;1;S;EE400;G;A  ;4;9,00;PE11 
2014;1;S;EE400;G;A  ;6;16,00;PE11 
2014;1;S;EE400;G;A  ;6;17,00;PE11 
2014;1;S;EE400;G;U  ;3;19,00;FE01 
2014;1;S;EE400;G;U  ;3;20,00;FE01 
2014;1;S;EE400;G;U  ;5;21,00;FE01 
2014;1;S;EE400;G;U  ;5;22,00;FE01 
2014;1;S;EE410;G;A  ;3;10,00;FE03 
2014;1;S;EE410;G;A  ;3;11,00;FE03 
2014;1;S;EE410;G;A  ;5;10,00;FE03 
2014;1;S;EE410;G;A  ;5;11,00;FE03 
2014;1;S;EE521;G;U  ;3;21,00;FE11 
2014;1;S;EE521;G;U  ;3;22,00;FE11 
2014;1;S;EE521;G;U  ;5;19,00;FE11 
2014;1;S;EE521;G;U  ;5;20,00;FE11 
2014;1;S;EE522;G;G  ;3;14,00;LE36 
2014;1;S;EE522;G;G  ;3;15,00;LE36 
2014;1;S;EE522;G;G  ;3;16,00;LE36 
2014;1;S;EE522;G;G  ;3;17,00;LE36 
2014;1;S;EE522;G;H  ;3;14,00;LE36 
2014;1;S;EE522;G;H  ;3;15,00;LE36 
2014;1;S;EE522;G;H  ;3;16,00;LE36 
2014;1;S;EE522;G;H  ;3;17,00;LE36 
2014;1;S;EE522;G;K  ;4;14,00;LE36 
2014;1;S;EE522;G;K  ;4;15,00;LE36 
2014;1;S;EE522;G;K  ;4;16,00;LE36 
2014;1;S;EE522;G;K  ;4;17,00;LE36 
2014;1;S;EE522;G;L  ;4;14,00;LE36 
2014;1;S;EE522;G;L  ;4;15,00;LE36 
2014;1;S;EE522;G;L  ;4;16,00;LE36 
2014;1;S;EE522;G;L  ;4;17,00;LE36 
2014;1;S;EE522;G;O  ;5;14,00;LE36 
2014;1;S;EE522;G;O  ;5;15,00;LE36 
2014;1;S;EE522;G;O  ;5;16,00;LE36 
2014;1;S;EE522;G;O  ;5;17,00;LE36 
2014;1;S;EE522;G;P  ;5;14,00;LE36 
2014;1;S;EE522;G;P  ;5;15,00;LE36 
2014;1;S;EE522;G;P  ;5;16,00;LE36 
2014;1;S;EE522;G;P  ;5;17,00;LE36 
2014;1;S;EE530;G;W  ;2;19,00;FE11 
2014;1;S;EE530;G;W  ;2;20,00;FE11 
2014;1;S;EE530;G;W  ;4;21,00;FE11 
2014;1;S;EE530;G;W  ;4;22,00;FE11 
2014;1;S;EE531;G;Q  ;6;8,00;LE14 
2014;1;S;EE531;G;Q  ;6;9,00;LE14 
2014;1;S;EE531;G;Q  ;6;10,00;LE14 
2014;1;S;EE531;G;Q  ;6;11,00;LE14 
2014;1;S;EE531;G;R  ;6;8,00;LE14 
2014;1;S;EE531;G;R  ;6;9,00;LE14 
2014;1;S;EE531;G;R  ;6;10,00;LE14 
2014;1;S;EE531;G;R  ;6;11,00;LE14 
2014;1;S;EE531;G;U  ;6;19,00;LE14 
2014;1;S;EE531;G;U  ;6;20,00;LE14 
2014;1;S;EE531;G;U  ;6;21,00;LE14 
2014;1;S;EE531;G;U  ;6;22,00;LE14 
2014;1;S;EE531;G;W  ;6;19,00;LE14 
2014;1;S;EE531;G;W  ;6;20,00;LE14 
2014;1;S;EE531;G;W  ;6;21,00;LE14 
2014;1;S;EE531;G;W  ;6;22,00;LE14 
2014;1;S;EE532;G;A  ;2;10,00;FE02 
2014;1;S;EE532;G;A  ;2;11,00;FE02 
2014;1;S;EE532;G;A  ;4;10,00;FE02 
2014;1;S;EE532;G;A  ;4;11,00;FE02 
2014;1;S;EE532;G;U  ;4;21,00;FE02 
2014;1;S;EE532;G;U  ;4;22,00;FE02 
2014;1;S;EE532;G;U  ;6;19,00;FE02 
2014;1;S;EE532;G;U  ;6;20,00;FE02 
2014;1;S;EE540;G;A  ;2;10,00;FE01 
2014;1;S;EE540;G;A  ;2;11,00;FE01 
2014;1;S;EE540;G;A  ;6;8,00;FE01 
2014;1;S;EE540;G;A  ;6;9,00;FE01 
2014;1;S;EE610;G;A  ;3;16,00;FE01 
2014;1;S;EE610;G;A  ;3;17,00;FE01 
2014;1;S;EE610;G;A  ;5;16,00;FE01 
2014;1;S;EE610;G;A  ;5;17,00;FE01 
2014;1;S;EE610;G;U  ;2;21,00;FE01 
2014;1;S;EE610;G;U  ;2;22,00;FE01 
2014;1;S;EE610;G;U  ;6;19,00;FE01 
2014;1;S;EE610;G;U  ;6;20,00;FE01 
2014;1;S;EE640;G;A  ;3;10,00;FE01 
2014;1;S;EE640;G;A  ;3;11,00;FE01 
2014;1;S;EE640;G;A  ;5;10,00;FE01 
2014;1;S;EE640;G;A  ;5;11,00;FE01 
2014;1;S;EE641;G;U  ;2;19,00;LE14 
2014;1;S;EE641;G;U  ;2;20,00;LE14 
2014;1;S;EE641;G;U  ;2;21,00;LE14 
2014;1;S;EE641;G;U  ;2;22,00;LE14 
2014;1;S;EE641;G;W  ;2;19,00;LE14 
2014;1;S;EE641;G;W  ;2;20,00;LE14 
2014;1;S;EE641;G;W  ;2;21,00;LE14 
2014;1;S;EE641;G;W  ;2;22,00;LE14 
2014;1;S;EE641;G;X  ;3;19,00;LE14 
2014;1;S;EE641;G;X  ;3;20,00;LE14 
2014;1;S;EE641;G;X  ;3;21,00;LE14 
2014;1;S;EE641;G;X  ;3;22,00;LE14 
2014;1;S;EE641;G;Y  ;3;19,00;LE14 
2014;1;S;EE641;G;Y  ;3;20,00;LE14 
2014;1;S;EE641;G;Y  ;3;21,00;LE14 
2014;1;S;EE641;G;Y  ;3;22,00;LE14 
2014;1;S;EE754;G;U  ;3;19,00;FE02 
2014;1;S;EE754;G;U  ;3;20,00;FE02 
2014;1;S;EE754;G;U  ;5;21,00;FE02 
2014;1;S;EE754;G;U  ;5;22,00;FE02 
2014;1;S;EE755;G;G  ;3;14,00;LE32 
2014;1;S;EE755;G;G  ;3;15,00;LE32 
2014;1;S;EE755;G;G  ;3;16,00;LE32 
2014;1;S;EE755;G;G  ;3;17,00;LE32 
2014;1;S;EE755;G;H  ;3;14,00;LE32 
2014;1;S;EE755;G;H  ;3;15,00;LE32 
2014;1;S;EE755;G;H  ;3;16,00;LE32 
2014;1;S;EE755;G;H  ;3;17,00;LE32 
2014;1;S;EE755;G;K  ;4;14,00;LE32 
2014;1;S;EE755;G;K  ;4;15,00;LE32 
2014;1;S;EE755;G;K  ;4;16,00;LE32 
2014;1;S;EE755;G;K  ;4;17,00;LE32 
2014;1;S;EE755;G;L  ;4;14,00;     
2014;1;S;EE755;G;L  ;4;15,00;     
2014;1;S;EE755;G;L  ;4;16,00;     
2014;1;S;EE755;G;L  ;4;17,00;     
2014;1;S;EE755;G;O  ;5;14,00;     
2014;1;S;EE755;G;O  ;5;15,00;     
2014;1;S;EE755;G;O  ;5;16,00;     
2014;1;S;EE755;G;O  ;5;17,00;     
2014;1;S;EE755;G;P  ;5;14,00;LE32 
2014;1;S;EE755;G;P  ;5;15,00;LE32 
2014;1;S;EE755;G;P  ;5;16,00;LE32 
2014;1;S;EE755;G;P  ;5;17,00;LE32 
2014;1;S;EE833;G;U  ;3;21,00;LE18 
2014;1;S;EE833;G;U  ;3;22,00;LE18 
2014;1;S;EE833;G;U  ;5;19,00;LE18 
2014;1;S;EE833;G;U  ;5;20,00;LE18 
2014;1;S;EE840;G;A  ;4;16,00;FE03 
2014;1;S;EE840;G;A  ;4;17,00;FE03 
2014;1;S;EE881;G;A  ;3;10,00;FE11 
2014;1;S;EE881;G;A  ;3;11,00;FE11 
2014;1;S;EE881;G;A  ;5;10,00;FE11 
2014;1;S;EE881;G;A  ;5;11,00;FE11 
2014;1;S;EE881;G;U  ;3;21,00;FE21 
2014;1;S;EE881;G;U  ;3;22,00;FE21 
2014;1;S;EE881;G;U  ;5;19,00;FE21 
2014;1;S;EE881;G;U  ;5;20,00;FE21 
2014;1;S;EE882;G;Q  ;6;8,00;LE34 
2014;1;S;EE882;G;Q  ;6;9,00;LE34 
2014;1;S;EE882;G;Q  ;6;10,00;LE34 
2014;1;S;EE882;G;Q  ;6;11,00;LE34 
2014;1;S;EE882;G;R  ;6;8,00;LE34 
2014;1;S;EE882;G;R  ;6;9,00;LE34 
2014;1;S;EE882;G;R  ;6;10,00;LE34 
2014;1;S;EE882;G;R  ;6;11,00;LE34 
2014;1;S;EE882;G;S  ;6;14,00;LE34 
2014;1;S;EE882;G;S  ;6;15,00;LE34 
2014;1;S;EE882;G;S  ;6;16,00;LE34 
2014;1;S;EE882;G;S  ;6;17,00;LE34 
2014;1;S;EE882;G;T  ;6;14,00;LE34 
2014;1;S;EE882;G;T  ;6;15,00;LE34 
2014;1;S;EE882;G;T  ;6;16,00;LE34 
2014;1;S;EE882;G;T  ;6;17,00;LE34 
2014;1;S;EE882;G;U  ;5;19,00;LE34 
2014;1;S;EE882;G;U  ;5;20,00;LE34 
2014;1;S;EE882;G;U  ;5;21,00;LE34 
2014;1;S;EE882;G;U  ;5;22,00;LE34 
2014;1;S;EE882;G;W  ;5;19,00;LE34 
2014;1;S;EE882;G;W  ;5;20,00;LE34 
2014;1;S;EE882;G;W  ;5;21,00;LE34 
2014;1;S;EE882;G;W  ;5;22,00;LE34 
2014;1;S;EE891;G;B  ;2;8,00;PE22 
2014;1;S;EE891;G;B  ;2;9,00;PE22 
2014;1;S;EE897;G;A  ;2;14,00;PE35 
2014;1;S;EE897;G;A  ;2;15,00;PE35 
2014;1;S;EE897;G;A  ;4;14,00;PE35 
2014;1;S;EE897;G;A  ;4;15,00;PE35 
2014;1;S;EE906;G;A  ;6;8,00;PE37 
2014;1;S;EE906;G;A  ;6;9,00;PE37 
2014;1;S;EE906;G;A  ;6;10,00;PE37 
2014;1;S;EE906;G;A  ;6;11,00;PE37 
2014;1;S;EE918;G;A  ;3;10,00;PE22 
2014;1;S;EE918;G;A  ;3;11,00;PE22 
2014;1;S;EE918;G;A  ;5;10,00;PE22 
2014;1;S;EE918;G;A  ;5;11,00;PE22 
2014;1;S;EE921;G;A  ;2;8,00;PE26 
2014;1;S;EE921;G;A  ;2;9,00;PE26 
2014;1;S;EE921;G;A  ;4;8,00;PE26 
