AnoOferecimento;Periodo Oferecimento;Tipo Periodo Oferecimento;Disciplina;NivelDisciplina;Turma;Dia da Semana;Hora Inicio Aula;Identificacao Sala de Aula
2014;1;S;FN506;G;B  ;5;11,00;FM11 
2014;1;S;FN506;G;C  ;5;14,00;FM11 
2014;1;S;FN506;G;C  ;5;15,00;FM11 
2014;1;S;FN506;G;C  ;5;16,00;FM11 
2014;1;S;FN506;G;C  ;5;17,00;FM11 
2014;1;S;FN507;G;A  ;3;14,00;FM06 
2014;1;S;FN507;G;A  ;3;15,00;FM06 
2014;1;S;FN507;G;A  ;3;16,00;FM06 
2014;1;S;FN507;G;A  ;3;17,00;FM06 
2014;1;S;FN507;G;B  ;6;14,00;FM07 
2014;1;S;FN507;G;B  ;6;15,00;FM07 
2014;1;S;FN507;G;B  ;6;16,00;FM07 
2014;1;S;FN507;G;B  ;6;17,00;FM07 
2014;1;S;FN509;G;A  ;5;14,00;FM11 
2014;1;S;FN509;G;A  ;5;15,00;FM11 
2014;1;S;FN509;G;A  ;5;16,00;FM11 
2014;1;S;FN509;G;A  ;5;17,00;FM11 
2014;1;S;FN509;G;B  ;4;14,00;FM03 
2014;1;S;FN509;G;B  ;4;15,00;FM03 
2014;1;S;FN509;G;B  ;4;16,00;FM03 
2014;1;S;FN509;G;B  ;4;17,00;FM03 
2014;1;S;FN510;G;A  ;3;10,00;FM06 
2014;1;S;FN510;G;A  ;3;11,00;FM06 
2014;1;S;FN510;G;A  ;4;8,00;FM05 
2014;1;S;FN510;G;A  ;4;9,00;FM05 
2014;1;S;FN511;G;A  ;4;10,00;FM05 
2014;1;S;FN511;G;A  ;4;11,00;FM05 
2014;1;S;FN604;G;A  ;4;14,00;FM02 
2014;1;S;FN604;G;A  ;4;15,00;FM02 
2014;1;S;FN604;G;A  ;5;10,00;FM02 
2014;1;S;FN604;G;A  ;5;11,00;FM02 
2014;1;S;FN700;G;A  ;3;14,00;FM03 
2014;1;S;FN700;G;A  ;3;15,00;FM03 
2014;1;S;FN700;G;A  ;3;16,00;FM03 
2014;1;S;FN700;G;A  ;3;17,00;FM03 
2014;1;S;FN700;G;B  ;3;14,00;FM03 
2014;1;S;FN700;G;B  ;3;15,00;FM03 
2014;1;S;FN700;G;B  ;3;16,00;FM03 
2014;1;S;FN700;G;B  ;3;17,00;FM03 
2014;1;S;FN700;G;C  ;5;8,00;FM03 
2014;1;S;FN700;G;C  ;5;9,00;FM03 
2014;1;S;FN700;G;C  ;5;10,00;FM03 
2014;1;S;FN700;G;C  ;5;11,00;FM03 
2014;1;S;FN700;G;D  ;6;14,00;FM02 
2014;1;S;FN700;G;D  ;6;15,00;FM02 
2014;1;S;FN700;G;D  ;6;16,00;FM02 
2014;1;S;FN700;G;D  ;6;17,00;FM02 
2014;1;S;FN701;G;A  ;2;14,00;FM20 
2014;1;S;FN701;G;A  ;2;15,00;FM20 
2014;1;S;FN701;G;A  ;5;14,00;FM05 
2014;1;S;FN701;G;A  ;5;15,00;FM05 
2014;1;S;FN701;G;B  ;2;16,00;FM20 
2014;1;S;FN701;G;B  ;2;17,00;FM20 
2014;1;S;FN701;G;B  ;5;14,00;FM05 
2014;1;S;FN701;G;B  ;5;15,00;FM05 
2014;1;S;FN701;G;C  ;2;10,00;FM11 
2014;1;S;FN701;G;C  ;2;11,00;FM11 
2014;1;S;FN701;G;C  ;5;14,00;FM05 
2014;1;S;FN701;G;C  ;5;15,00;FM05 
2014;1;S;FN706;G;A  ;2;8,00;FM11 
2014;1;S;FN706;G;A  ;2;9,00;FM11 
2014;1;S;FN706;G;A  ;2;10,00;FM11 
2014;1;S;FN706;G;A  ;2;11,00;FM11 
2014;1;S;FN706;G;B  ;2;8,00;FM11 
2014;1;S;FN706;G;B  ;2;9,00;FM11 
2014;1;S;FN706;G;B  ;2;10,00;FM11 
2014;1;S;FN706;G;B  ;2;11,00;FM11 
2014;1;S;FN706;G;C  ;2;14,00;FM11 
2014;1;S;FN706;G;C  ;2;15,00;FM11 
2014;1;S;FN706;G;C  ;2;16,00;FM11 
2014;1;S;FN706;G;C  ;2;17,00;FM11 
2014;1;S;FN711;G;A  ;3;9,00;FM11 
2014;1;S;FN711;G;A  ;3;10,00;FM11 
2014;1;S;FN711;G;A  ;3;11,00;FM11 
2014;1;S;FN711;G;A  ;4;14,00;FM40 
2014;1;S;FN711;G;A  ;4;15,00;FM40 
2014;1;S;FN711;G;A  ;4;16,00;FM40 
2014;1;S;FN711;G;A  ;5;8,00;FM03 
2014;1;S;FN711;G;A  ;5;9,00;FM03 
2014;1;S;FN711;G;A  ;5;10,00;FM03 
2014;1;S;FN711;G;A  ;5;11,00;FM03 
2014;1;S;FN711;G;B  ;4;14,00;FM40 
2014;1;S;FN711;G;B  ;4;15,00;FM40 
2014;1;S;FN711;G;B  ;4;16,00;FM40 
2014;1;S;FN711;G;B  ;5;8,00;FM03 
2014;1;S;FN711;G;B  ;5;9,00;FM03 
2014;1;S;FN711;G;B  ;5;10,00;FM03 
2014;1;S;FN711;G;B  ;6;14,00;FM02 
2014;1;S;FN711;G;B  ;6;15,00;FM02 
2014;1;S;FN711;G;B  ;6;16,00;FM02 
2014;1;S;FN711;G;B  ;6;17,00;FM02 
2014;1;S;FN711;G;C  ;3;14,00;FM03 
2014;1;S;FN711;G;C  ;3;15,00;FM03 
2014;1;S;FN711;G;C  ;3;16,00;FM03 
2014;1;S;FN711;G;C  ;4;14,00;FM40 
2014;1;S;FN711;G;C  ;4;15,00;FM40 
2014;1;S;FN711;G;C  ;4;16,00;FM40 
2014;1;S;FN711;G;C  ;4;17,00;FM40 
2014;1;S;FN711;G;C  ;6;9,00;FM07 
2014;1;S;FN711;G;C  ;6;10,00;FM07 
2014;1;S;FN711;G;C  ;6;11,00;FM07 
2014;1;S;FR001;G;A  ;2;8,00;FM01 
2014;1;S;FR001;G;A  ;2;9,00;FM01 
2014;1;S;FR001;G;A  ;2;10,00;FM01 
2014;1;S;FR001;G;A  ;2;11,00;FM01 
2014;1;S;FR003;G;A  ;6;8,00;SM01 
2014;1;S;FR003;G;A  ;6;9,00;SM01 
2014;1;S;FR003;G;A  ;6;10,00;SM01 
2014;1;S;FR003;G;A  ;6;11,00;SM01 
2014;1;S;FR004;G;A  ;6;8,00;PB10 
2014;1;S;FR004;G;A  ;6;9,00;PB10 
2014;1;S;FR004;G;A  ;6;10,00;PB10 
2014;1;S;FR004;G;A  ;6;11,00;PB10 
2014;1;S;FR014;G;A  ;5;8,00;FM07 
2014;1;S;FR014;G;A  ;5;9,00;FM07 
2014;1;S;FR025;G;A  ;4;14,00;CB17 
2014;1;S;FR025;G;A  ;4;15,00;CB17 
2014;1;S;FR025;G;A  ;4;16,00;CB17 
2014;1;S;FR025;G;A  ;4;17,00;CB17 
2014;1;S;FR028;G;A  ;3;14,00;CB17 
2014;1;S;FR028;G;A  ;3;15,00;CB17 
2014;1;S;FR029;G;A  ;6;10,00;CB03 
2014;1;S;FR029;G;A  ;6;11,00;CB03 
2014;1;S;FR030;G;A  ;4;14,00;CB15 
2014;1;S;FR030;G;A  ;4;15,00;CB15 
2014;1;S;FR030;G;A  ;4;16,00;CB15 
2014;1;S;FR030;G;A  ;4;17,00;CB15 
2014;1;S;FR031;G;A  ;5;12,00;CB01 
2014;1;S;FR037;G;A  ;3;14,00;CB12 
2014;1;S;FR037;G;A  ;3;15,00;CB12 
2014;1;S;FR039;G;A  ;6;12,00;CB01 
2014;1;S;FR039;G;A  ;6;13,00;CB01 
2014;1;S;FR103;G;A  ;3;8,00;PB04 
2014;1;S;FR103;G;A  ;3;9,00;PB04 
2014;1;S;FR152;G;A  ;2;14,00;FM21 
2014;1;S;FR152;G;A  ;2;15,00;FM21 
2014;1;S;FR152;G;A  ;2;16,00;FM21 
2014;1;S;FR152;G;A  ;2;17,00;FM21 
2014;1;S;FR152;G;A  ;3;8,00;FM21 
2014;1;S;FR152;G;A  ;3;9,00;FM21 
2014;1;S;FR152;G;A  ;3;10,00;FM21 
2014;1;S;FR152;G;A  ;3;11,00;FM21 
2014;1;S;FR154;G;A  ;2;14,00;FM02 
2014;1;S;FR154;G;A  ;2;15,00;FM02 
2014;1;S;FR154;G;A  ;2;16,00;FM02 
2014;1;S;FR154;G;A  ;2;17,00;FM02 
2014;1;S;FR154;G;A  ;3;8,00;FM05 
2014;1;S;FR154;G;A  ;3;9,00;FM05 
2014;1;S;FR154;G;A  ;3;10,00;FM05 
2014;1;S;FR154;G;A  ;3;11,00;FM05 
2014;1;S;FR304;G;A  ;2;10,00;PB17 
2014;1;S;FR304;G;A  ;2;11,00;PB17 
2014;1;S;FR504;G;A  ;2;8,00;FM05 
2014;1;S;FR504;G;A  ;2;9,00;FM05 
2014;1;S;FR505;G;A  ;6;8,00;FM05 
2014;1;S;FR505;G;A  ;6;9,00;FM05 
2014;1;S;GN101;G;A  ;3;10,00;EB02 
2014;1;S;FR506;G;A  ;5;10,00;FM04 
2014;1;S;FR506;G;A  ;5;11,00;FM04 
2014;1;S;FR506;G;A  ;5;14,00;FM04 
2014;1;S;FR506;G;A  ;5;15,00;FM04 
2014;1;S;FR506;G;A  ;5;16,00;FM04 
2014;1;S;FR507;G;A  ;3;14,00;PB02 
2014;1;S;FR507;G;A  ;3;15,00;PB02 
2014;1;S;FR507;G;A  ;3;16,00;PB02 
2014;1;S;FR507;G;A  ;3;17,00;PB02 
2014;1;S;FR508;G;A  ;2;10,00;PB05 
2014;1;S;FR508;G;A  ;2;11,00;PB05 
2014;1;S;FR508;G;A  ;3;8,00;CB11 
2014;1;S;FR508;G;A  ;3;9,00;CB11 
2014;1;S;FR508;G;A  ;3;10,00;FM03 
2014;1;S;FR508;G;A  ;3;11,00;FM03 
2014;1;S;FR605;G;A  ;2;14,00;CB06 
2014;1;S;FR605;G;A  ;2;15,00;CB06 
2014;1;S;FR605;G;A  ;2;16,00;CB06 
2014;1;S;FR605;G;A  ;2;17,00;CB06 
2014;1;S;FR701;G;A  ;4;8,00;PB03 
2014;1;S;FR701;G;A  ;4;9,00;PB03 
2014;1;S;FR701;G;A  ;4;10,00;PB03 
2014;1;S;FR701;G;A  ;4;11,00;PB03 
2014;1;S;FR705;G;A  ;5;14,00;FM06 
2014;1;S;FR705;G;A  ;5;15,00;FM06 
2014;1;S;FR705;G;A  ;5;16,00;FM06 
2014;1;S;FR705;G;A  ;5;17,00;FM06 
2014;1;S;FR725;G;A  ;6;14,00;FM05 
2014;1;S;FR725;G;A  ;6;15,00;FM05 
2014;1;S;FR725;G;A  ;6;16,00;FM05 
2014;1;S;FR725;G;A  ;6;17,00;FM05 
2014;1;S;GE126;G;A  ;4;10,00;EB14 
2014;1;S;GE126;G;A  ;4;11,00;EB14 
2014;1;S;GE127;G;A  ;4;8,00;EB14 
2014;1;S;GE127;G;A  ;4;9,00;EB14 
2014;1;S;GE300;G;A  ;2;14,00;EB04 
2014;1;S;GE300;G;A  ;2;15,00;EB04 
2014;1;S;GE300;G;A  ;2;16,00;EB04 
2014;1;S;GE300;G;A  ;2;17,00;EB04 
2014;1;S;GE501;G;A  ;4;14,00;EB03 
2014;1;S;GE501;G;A  ;4;15,00;EB03 
2014;1;S;GE502;G;A  ;2;16,00;EB13 
2014;1;S;GE502;G;A  ;2;17,00;EB13 
2014;1;S;GE502;G;A  ;3;16,00;EB03 
2014;1;S;GE502;G;A  ;3;17,00;EB03 
2014;1;S;GE502;G;B  ;2;16,00;EB13 
2014;1;S;GE502;G;B  ;2;17,00;EB13 
2014;1;S;GE502;G;B  ;3;14,00;EB03 
2014;1;S;GE502;G;B  ;3;15,00;EB03 
2014;1;S;GE503;G;A  ;3;8,00;EB14 
2014;1;S;GE503;G;A  ;3;9,00;EB14 
2014;1;S;GE503;G;A  ;3;10,00;EB14 
2014;1;S;GE503;G;A  ;3;11,00;EB14 
2014;1;S;GE506;G;A  ;2;8,00;EB14 
2014;1;S;GE506;G;A  ;2;9,00;EB14 
2014;1;S;GE506;G;A  ;2;10,00;EB14 
2014;1;S;GE506;G;A  ;2;11,00;EB14 
2014;1;S;GE506;G;A  ;2;14,00;EB14 
2014;1;S;GE506;G;A  ;2;15,00;EB14 
2014;1;S;GE506;G;B  ;2;8,00;EB14 
2014;1;S;GE506;G;B  ;2;9,00;EB14 
2014;1;S;GE506;G;B  ;2;10,00;EB14 
2014;1;S;GE506;G;B  ;2;11,00;EB14 
2014;1;S;GE506;G;B  ;2;16,00;EB14 
2014;1;S;GE506;G;B  ;2;17,00;EB14 
2014;1;S;GE601;G;A  ;6;14,00;EB14 
2014;1;S;GE601;G;A  ;6;15,00;EB14 
2014;1;S;GE601;G;A  ;6;16,00;EB14 
2014;1;S;GE602;G;A  ;5;14,00;EB13 
2014;1;S;GE602;G;A  ;5;15,00;EB13 
2014;1;S;GE605;G;A  ;2;10,00;MD02 
2014;1;S;GE605;G;A  ;2;11,00;MD02 
2014;1;S;GE605;G;A  ;2;14,00;MD02 
2014;1;S;GE605;G;A  ;2;15,00;MD02 
2014;1;S;GE605;G;A  ;2;16,00;MD02 
2014;1;S;GE605;G;A  ;2;17,00;MD02 
2014;1;S;GE702;G;A  ;5;16,00;EB02 
2014;1;S;GE702;G;A  ;5;17,00;EB02 
2014;1;S;GE703;G;A  ;3;8,00;EB04 
2014;1;S;GE703;G;A  ;3;9,00;EB04 
2014;1;S;GE703;G;A  ;3;10,00;EB04 
2014;1;S;GE703;G;A  ;3;11,00;EB04 
2014;1;S;GE704;G;A  ;3;14,00;EB04 
2014;1;S;GE704;G;A  ;3;15,00;EB04 
2014;1;S;GE704;G;A  ;3;16,00;EB04 
2014;1;S;GE707;G;A  ;2;10,00;MD02 
2014;1;S;GE707;G;A  ;2;11,00;MD02 
2014;1;S;GE707;G;A  ;2;14,00;MD02 
2014;1;S;GE707;G;A  ;2;15,00;MD02 
2014;1;S;GE707;G;A  ;2;16,00;MD02 
2014;1;S;GE708;G;A  ;6;10,00;EB03 
2014;1;S;GE708;G;A  ;6;11,00;EB03 
2014;1;S;GE802;G;A  ;5;10,00;EB14 
2014;1;S;GE802;G;A  ;5;11,00;EB14 
2014;1;S;GE802;G;A  ;5;14,00;EB14 
2014;1;S;GE802;G;A  ;5;15,00;EB14 
2014;1;S;GE901;G;A  ;2;14,00;EB11 
2014;1;S;GE901;G;A  ;2;15,00;EB11 
2014;1;S;GE901;G;A  ;2;16,00;EB11 
2014;1;S;GE901;G;A  ;2;17,00;EB11 
2014;1;S;GE902;G;A  ;5;8,00;EB11 
2014;1;S;GE902;G;A  ;5;9,00;EB11 
2014;1;S;GE902;G;A  ;5;10,00;EB11 
2014;1;S;GE902;G;A  ;5;11,00;EB11 
2014;1;S;GE903;G;A  ;6;14,00;EB13 
2014;1;S;GE903;G;A  ;6;15,00;EB13 
2014;1;S;GE903;G;A  ;6;16,00;EB13 
2014;1;S;GE903;G;A  ;6;17,00;EB13 
2014;1;S;GE904;G;A  ;6;9,00;EB14 
2014;1;S;GE904;G;A  ;6;10,00;EB14 
2014;1;S;GE904;G;A  ;6;11,00;EB14 
2014;1;S;GE910;G;A  ;4;16,00;EB14 
2014;1;S;GE910;G;A  ;4;17,00;EB14 
2014;1;S;GE911;G;A  ;2;19,00;     
2014;1;S;GE911;G;A  ;2;20,00;     
2014;1;S;GF125;G;A  ;2;16,00;EB06 
2014;1;S;GF125;G;A  ;2;17,00;EB06 
2014;1;S;GF301;G;A  ;2;14,00;EB07 
2014;1;S;GF301;G;A  ;2;15,00;EB07 
2014;1;S;GF301;G;A  ;2;16,00;EB07 
2014;1;S;GF301;G;A  ;2;17,00;EB07 
2014;1;S;GF301;G;B  ;2;19,00;EB03 
2014;1;S;GF301;G;B  ;2;20,00;EB03 
2014;1;S;GF301;G;B  ;2;21,00;EB03 
2014;1;S;GF301;G;B  ;2;22,00;EB03 
2014;1;S;GF302;G;A  ;4;14,00;MD02 
2014;1;S;GF302;G;A  ;4;15,00;MD02 
2014;1;S;GF302;G;A  ;4;16,00;MD02 
2014;1;S;GF302;G;A  ;4;17,00;MD02 
2014;1;S;GF302;G;B  ;4;19,00;MD02 
2014;1;S;GF302;G;B  ;4;20,00;MD02 
2014;1;S;GF302;G;B  ;4;21,00;MD02 
2014;1;S;GF302;G;B  ;4;22,00;MD02 
2014;1;S;GF303;G;A  ;7;8,00;EB02 
2014;1;S;GF303;G;A  ;7;9,00;EB02 
2014;1;S;GF303;G;A  ;7;10,00;EB02 
2014;1;S;GF303;G;B  ;7;8,00;EB02 
2014;1;S;GF303;G;B  ;7;9,00;EB02 
2014;1;S;GF303;G;B  ;7;10,00;EB02 
2014;1;S;GF403;G;A  ;6;8,00;EB13 
2014;1;S;GF403;G;A  ;6;9,00;EB13 
2014;1;S;GF403;G;A  ;6;10,00;EB13 
2014;1;S;GF403;G;A  ;6;11,00;EB13 
2014;1;S;GF501;G;A  ;4;8,00;EB13 
2014;1;S;GF501;G;A  ;4;9,00;EB13 
2014;1;S;GF501;G;A  ;4;10,00;EB13 
2014;1;S;GF501;G;A  ;4;11,00;EB13 
2014;1;S;GF501;G;B  ;4;19,00;EB13 
2014;1;S;GF501;G;B  ;4;20,00;EB13 
2014;1;S;GF501;G;B  ;4;21,00;EB13 
2014;1;S;GF501;G;B  ;4;22,00;EB13 
2014;1;S;GF502;G;A  ;2;14,00;EB03 
2014;1;S;GF502;G;A  ;2;15,00;EB03 
2014;1;S;GF502;G;A  ;2;16,00;EB03 
2014;1;S;GF502;G;B  ;2;19,00;EB11 
2014;1;S;GF502;G;B  ;2;20,00;EB11 
2014;1;S;GF502;G;B  ;2;21,00;EB11 
2014;1;S;GF505;G;A  ;5;8,00;EB13 
2014;1;S;GF505;G;A  ;5;9,00;EB13 
2014;1;S;GF505;G;A  ;5;10,00;EB13 
2014;1;S;GF505;G;A  ;5;11,00;EB13 
2014;1;S;GF506;G;A  ;3;8,00;EB11 
2014;1;S;GF506;G;A  ;3;9,00;EB11 
2014;1;S;GF506;G;A  ;3;10,00;EB11 
2014;1;S;GF506;G;A  ;3;11,00;EB11 
2014;1;S;GF506;G;B  ;3;19,00;EB11 
2014;1;S;GF506;G;B  ;3;20,00;EB11 
2014;1;S;GF506;G;B  ;3;21,00;EB11 
2014;1;S;GF506;G;B  ;3;22,00;EB11 
2014;1;S;GF507;G;A  ;3;14,00;EB11 
2014;1;S;GF507;G;A  ;3;15,00;EB11 
2014;1;S;GF507;G;A  ;5;14,00;EB11 
2014;1;S;GF507;G;A  ;5;15,00;EB11 
2014;1;S;GF508;G;A  ;6;8,00;EB04 
2014;1;S;GF508;G;A  ;6;9,00;EB04 
2014;1;S;GF508;G;A  ;6;10,00;EB04 
2014;1;S;GF508;G;A  ;6;11,00;EB04 
2014;1;S;GF508;G;B  ;6;19,00;EB04 
2014;1;S;GF508;G;B  ;6;20,00;EB04 
2014;1;S;GF508;G;B  ;6;21,00;EB04 
2014;1;S;GF508;G;B  ;6;22,00;EB04 
2014;1;S;GF509;G;A  ;3;14,00;MD02 
2014;1;S;GF509;G;A  ;3;15,00;MD02 
2014;1;S;GF509;G;A  ;3;16,00;MD02 
2014;1;S;GF509;G;B  ;2;19,00;MD02 
2014;1;S;GF509;G;B  ;2;20,00;MD02 
2014;1;S;GF509;G;B  ;2;21,00;MD02 
2014;1;S;GF602;G;A  ;3;14,00;EB13 
2014;1;S;GF602;G;A  ;3;15,00;EB13 
2014;1;S;GF602;G;A  ;3;16,00;EB13 
2014;1;S;GF602;G;B  ;2;19,00;EB13 
2014;1;S;GF602;G;B  ;2;20,00;EB13 
2014;1;S;GF602;G;B  ;2;21,00;EB13 
2014;1;S;GF603;G;A  ;4;8,00;IH08 
2014;1;S;GF603;G;A  ;4;9,00;IH08 
2014;1;S;GF603;G;A  ;4;10,00;IH08 
2014;1;S;GF603;G;A  ;4;11,00;IH08 
2014;1;S;GF603;G;B  ;2;19,00;EB02 
2014;1;S;GF603;G;B  ;2;20,00;EB02 
2014;1;S;GF603;G;B  ;2;21,00;EB02 
2014;1;S;GF603;G;B  ;2;22,00;EB02 
2014;1;S;GF604;G;A  ;2;8,00;EB13 
2014;1;S;GF604;G;A  ;2;9,00;EB13 
2014;1;S;GF604;G;A  ;2;10,00;EB13 
2014;1;S;GF604;G;A  ;2;11,00;EB13 
2014;1;S;GF604;G;B  ;5;19,00;EB14 
2014;1;S;GF604;G;B  ;5;20,00;EB14 
2014;1;S;GF604;G;B  ;5;21,00;EB14 
2014;1;S;GF604;G;B  ;5;22,00;EB14 
2014;1;S;GF702;G;A  ;5;14,00;EB03 
2014;1;S;GF702;G;A  ;5;15,00;EB03 
2014;1;S;GF702;G;A  ;5;16,00;EB03 
2014;1;S;GF702;G;A  ;5;17,00;EB03 
2014;1;S;GF702;G;B  ;5;19,00;EB03 
2014;1;S;GF702;G;B  ;5;20,00;EB03 
2014;1;S;GF702;G;B  ;5;21,00;EB03 
2014;1;S;GF702;G;B  ;5;22,00;EB03 
2014;1;S;GF703;G;A  ;3;8,00;EB03 
2014;1;S;GF703;G;A  ;3;9,00;EB03 
2014;1;S;GF703;G;A  ;3;10,00;EB03 
2014;1;S;GF703;G;A  ;3;11,00;EB03 
2014;1;S;GF703;G;B  ;3;19,00;EB03 
2014;1;S;GF703;G;B  ;3;20,00;EB03 
2014;1;S;GF703;G;B  ;3;21,00;EB03 
2014;1;S;GF703;G;B  ;3;22,00;EB03 
2014;1;S;GF803;G;A  ;7;14,00;EB02 
2014;1;S;GF803;G;A  ;7;15,00;EB02 
2014;1;S;GF803;G;A  ;7;16,00;EB02 
2014;1;S;GF803;G;A  ;7;17,00;EB02 
2014;1;S;GF803;G;B  ;7;14,00;EB02 
2014;1;S;GF803;G;B  ;7;15,00;EB02 
2014;1;S;GF803;G;B  ;7;16,00;EB02 
2014;1;S;GF803;G;B  ;7;17,00;EB02 
2014;1;S;GF901;G;A  ;4;21,00;EB14 
2014;1;S;GF901;G;A  ;4;22,00;EB14 
2014;1;S;GF901;G;B  ;4;21,00;EB03 
2014;1;S;GF901;G;B  ;4;22,00;EB03 
2014;1;S;GL100;G;A  ;4;19,00;UL46 
2014;1;S;GL100;G;A  ;4;20,00;UL46 
2014;1;S;GL100;G;A  ;4;21,00;UL46 
2014;1;S;GL100;G;A  ;4;22,00;UL46 
2014;1;S;GL100;G;B  ;6;19,00;UL44 
2014;1;S;GL100;G;B  ;6;20,00;UL44 
2014;1;S;GL100;G;B  ;6;21,00;UL44 
2014;1;S;GL100;G;B  ;6;22,00;UL44 
2014;1;S;GL101;G;A  ;2;19,00;UL14 
2014;1;S;GL101;G;A  ;2;20,00;UL14 
2014;1;S;GL101;G;A  ;2;21,00;UL14 
2014;1;S;GL101;G;A  ;2;22,00;UL14 
2014;1;S;GL101;G;B  ;4;19,00;UL14 
2014;1;S;GL101;G;B  ;4;20,00;UL14 
2014;1;S;GL101;G;B  ;4;21,00;UL14 
2014;1;S;GL101;G;B  ;4;22,00;UL14 
2014;1;S;GL200;G;A  ;6;14,00;UL14 
2014;1;S;GL200;G;A  ;6;15,00;UL14 
2014;1;S;GL200;G;A  ;6;16,00;UL14 
2014;1;S;GL200;G;A  ;6;17,00;UL14 
2014;1;S;GL300;G;A  ;2;19,00;UL46 
2014;1;S;GL300;G;A  ;2;20,00;UL46 
2014;1;S;GL300;G;A  ;2;21,00;UL46 
2014;1;S;GL300;G;A  ;2;22,00;UL46 
2014;1;S;GL300;G;B  ;5;19,00;UL46 
2014;1;S;GL300;G;B  ;5;20,00;UL46 
2014;1;S;GL300;G;B  ;5;21,00;UL46 
2014;1;S;GL300;G;B  ;5;22,00;UL46 
2014;1;S;GL301;G;A  ;5;19,00;UL14 
2014;1;S;GL301;G;A  ;5;20,00;UL14 
2014;1;S;GL301;G;A  ;5;21,00;UL14 
2014;1;S;GL301;G;A  ;5;22,00;UL14 
2014;1;S;GL301;G;B  ;3;19,00;UL03 
2014;1;S;GL301;G;B  ;3;20,00;UL03 
2014;1;S;GL301;G;B  ;3;21,00;UL03 
2014;1;S;GL301;G;B  ;3;22,00;UL03 
2014;1;S;GL301;G;C  ;3;8,00;UL46 
2014;1;S;GL301;G;C  ;3;9,00;UL46 
2014;1;S;GL301;G;C  ;5;8,00;UL46 
2014;1;S;GL301;G;C  ;5;9,00;UL46 
2014;1;S;GL302;G;A  ;4;19,00;UL44 
2014;1;S;GL302;G;A  ;4;20,00;UL44 
2014;1;S;GL302;G;A  ;4;21,00;UL44 
2014;1;S;GL302;G;A  ;4;22,00;UL44 
2014;1;S;GL302;G;B  ;6;19,00;UL42 
2014;1;S;GL302;G;B  ;6;20,00;UL42 
2014;1;S;GL302;G;B  ;6;21,00;UL42 
2014;1;S;GL302;G;B  ;6;22,00;UL42 
2014;1;S;GL403;G;A  ;5;21,00;UL02 
2014;1;S;GL403;G;A  ;5;22,00;UL02 
2014;1;S;GL403;G;B  ;5;19,00;UL02 
2014;1;S;GL403;G;B  ;5;20,00;UL02 
2014;1;S;GL501;G;A  ;3;19,00;UL46 
2014;1;S;GL501;G;A  ;3;20,00;UL46 
2014;1;S;GL501;G;B  ;3;21,00;UL46 
2014;1;S;GL501;G;B  ;3;22,00;UL46 
2014;1;S;GL502;G;A  ;2;19,00;UL01 
2014;1;S;GL502;G;A  ;2;20,00;UL01 
2014;1;S;GL502;G;A  ;2;21,00;UL01 
2014;1;S;GL502;G;A  ;2;22,00;UL01 
2014;1;S;GL502;G;B  ;4;19,00;UL16 
2014;1;S;GL502;G;B  ;4;20,00;UL16 
2014;1;S;GL502;G;B  ;4;21,00;UL16 
2014;1;S;GL502;G;B  ;4;22,00;UL16 
2014;1;S;GL600;G;A  ;6;19,00;UL03 
2014;1;S;GL600;G;A  ;6;20,00;UL03 
2014;1;S;GL600;G;A  ;6;21,00;UL03 
2014;1;S;GL600;G;A  ;6;22,00;UL03 
2014;1;S;GL600;G;B  ;4;19,00;UL42 
2014;1;S;GL600;G;B  ;4;20,00;UL42 
2014;1;S;GL600;G;B  ;4;21,00;UL42 
2014;1;S;GL600;G;B  ;4;22,00;UL42 
2014;1;S;GL604;G;A  ;6;14,00;UL16 
2014;1;S;GL604;G;A  ;6;15,00;UL16 
2014;1;S;GL702;G;A  ;3;21,00;UL06 
2014;1;S;GL702;G;A  ;3;22,00;UL06 
2014;1;S;GL702;G;B  ;3;19,00;UL06 
2014;1;S;GL702;G;B  ;3;20,00;UL06 
2014;1;S;GM082;G;A  ;4;14,00;EB14 
2014;1;S;GM082;G;A  ;4;15,00;EB14 
2014;1;S;GM091;G;A  ;6;8,00;MD02 
2014;1;S;GM091;G;A  ;6;9,00;MD02 
2014;1;S;GM091;G;B  ;6;8,00;EB03 
2014;1;S;GM091;G;B  ;6;9,00;EB03 
2014;1;S;GM091;G;C  ;6;8,00;EB11 
2014;1;S;GM091;G;C  ;6;9,00;EB11 
2014;1;S;GM280;G;A  ;3;19,00;EB14 
2014;1;S;GM280;G;A  ;3;20,00;EB14 
2014;1;S;GM280;G;A  ;3;21,00;EB14 
2014;1;S;GM280;G;A  ;3;22,00;EB14 
2014;1;S;GM861;G;A  ;3;8,00;MD02 
2014;1;S;GM861;G;A  ;3;9,00;MD02 
2014;1;S;GM861;G;A  ;3;10,00;MD02 
2014;1;S;GM861;G;A  ;3;11,00;MD02 
2014;1;S;GM861;G;B  ;3;8,00;MD02 
2014;1;S;GM861;G;B  ;3;9,00;MD02 
2014;1;S;GM861;G;B  ;3;10,00;MD02 
2014;1;S;GM861;G;B  ;3;11,00;MD02 
2014;1;S;GM861;G;C  ;3;19,00;MD02 
2014;1;S;GM861;G;C  ;3;20,00;MD02 
2014;1;S;GM861;G;C  ;3;21,00;MD02 
2014;1;S;GM861;G;C  ;3;22,00;MD02 
2014;1;S;GN101;G;A  ;3;9,00;EB02 
