Catalogo;Curso;NivelCurso;NomeCurso;LimiteMaximoCreditos;LimiteMinimoCreditos;LimiteMinimoCreditosEquacao;NumCreditosParaUsarEquacao;CoeficienteAplicadoCR;CRMedioTurma;TotalAlunosTrrma;DesvioPadrao
1999;37;T;Curso Superior de Tecnologia da Construção Civil                                                                                                                ;30;0;0;0;0,00;0,5039;73;0,2769
1999;38;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,7999;48;0,1514
1999;39;G;Engenharia Química                                                                                                                                              ;30;0;0;0;0,00;0,6190;33;0,1051
1999;40;G;Física                                                                                                                                                          ;26;0;13;26;26,00;0,4989;36;0,2101
1999;41;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;32,00;0,6373;32;0,1344
1999;42;G;Ciência da Computação                                                                                                                                           ;30;0;12;30;24,00;0,6802;49;0,1920
1999;43;G;Engenharia de Alimentos                                                                                                                                         ;29;0;0;0;0,00;0,6316;32;0,1499
1999;44;G;Ciências Sociais                                                                                                                                                ;24;0;0;0;0,00;0,6437;52;0,2234
1999;45;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7568;51;0,1165
1999;46;G;Licenciatura em Ciências Biológicas                                                                                                                             ;20;0;0;0;0,00;0,6949;42;0,1240
1999;47;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,6441;42;0,1299
1999;48;G;Arquitetura e Urbanismo                                                                                                                                         ;30;0;0;0;0,00;0,6879;31;0,1261
1999;49;G;Engenharia de Controle e Automação                                                                                                                              ;24;0;0;0;0,00;0,6701;42;0,1476
1999;50;G;Química - Modalidade Tecnológica                                                                                                                                ;26;0;0;0;0,00;0,5787;33;0,1444
1999;51;G;Matemática/Física/Matemática Aplicada e Computacional                                                                                                           ;26;0;0;0;0,00;0,3771;39;0,2730
1999;52;G;Ciências da Terra                                                                                                                                               ;32;0;0;0;0,00;0,0000;2;
1999;53;G;Geologia                                                                                                                                                        ;32;0;0;0;0,00;0,6433;16;0,1141
1999;54;G;Geografia                                                                                                                                                       ;32;0;0;0;0,00;0,7536;14;0,0782
1999;55;G;Geografia                                                                                                                                                       ;24;0;0;0;0,00;0,6486;43;0,2266
1999;56;G;Licenciatura Integrada Química/Física                                                                                                                           ;22;0;0;0;0,00;0,4918;42;0,1832
1999;57;G;Licenciatura em Letras - Português                                                                                                                              ;20;0;0;0;0,00;0,6287;32;0,2334
2000;1;G;Matemática                                                                                                                                                      ;27;0;0;0;0,00;0,6052;45;0,1922
2000;2;G;Estatística                                                                                                                                                     ;30;0;20;30;20,00;0,4684;77;0,2321
2000;4;G;Física                                                                                                                                                          ;26;0;13;26;26,00;0,5769;73;0,1871
2000;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,6343;76;0,1358
2000;6;G;Ciências Biológicas                                                                                                                                             ;34;0;0;0;0,00;0,7845;43;0,1773
2000;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,7901;36;0,1446
2000;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,5773;73;0,1765
2000;9;G;Engenharia Química                                                                                                                                              ;34;0;0;0;0,00;0,6755;62;0,1315
2000;10;G;Engenharia Mecânica                                                                                                                                             ;32;0;0;0;0,00;0,6216;62;0,0923
2000;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;32,00;0,6653;72;0,1592
2000;12;G;Engenharia Civil                                                                                                                                                ;36;0;0;0;0,00;0,5772;72;0,1404
2000;13;G;Engenharia de Alimentos                                                                                                                                         ;33;0;0;0;0,00;0,6806;73;0,1257
2000;14;G;Odontologia                                                                                                                                                     ;40;0;0;0;0,00;0,7459;84;0,0993
2000;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,8038;113;0,0856
2000;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,6581;57;0,2647
2000;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,6745;70;0,2017
2000;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,7950;38;0,1205
2000;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,7387;41;0,1327
2000;20;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,7995;46;0,2000
2000;21;G;Enfermagem                                                                                                                                                      ;37;0;0;0;0,00;0,7686;45;0,1605
2000;22;G;Música                                                                                                                                                          ;30;0;0;0;0,00;0,7833;63;0,1526
2000;23;G;Dança                                                                                                                                                           ;36;0;0;0;0,00;0,8256;25;0,0940
2000;25;G;Educação Artística                                                                                                                                              ;34;0;0;0;0,00;0,8025;26;0,1063
2000;26;G;Artes Cênicas                                                                                                                                                   ;40;0;0;0;0,00;0,8094;23;0,0708
2000;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7526;53;0,1485
2000;28;G;Matemática Aplicada e Computacional                                                                                                                             ;27;0;0;0;0,00;0,5641;32;0,1831
2000;29;G;Licenciatura em Matemática                                                                                                                                      ;22;0;0;0;0,00;0,5697;61;0,2076
2000;30;G;Filosofia                                                                                                                                                       ;30;0;0;0;0,00;0,5214;37;0,2015
2000;31;T;Curso Superior de Tecnologia Sanitária                                                                                                                          ;30;0;0;0;0,00;0,6311;81;0,2517
2000;34;G;Engenharia de Computação                                                                                                                                        ;30;0;20;29;24,00;0,6867;94;0,1187
2000;36;T;Curso Superior de Tecnologia em Informática                                                                                                                     ;30;0;0;0;0,00;0,6824;53;0,2247
2000;37;T;Curso Superior de Tecnologia da Construção Civil                                                                                                                ;30;0;0;0;0,00;0,5598;79;0,2768
2000;38;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,8250;46;0,1580
2000;39;G;Engenharia Química                                                                                                                                              ;30;0;0;0;0,00;0,6168;32;0,1734
2000;40;G;Física                                                                                                                                                          ;26;0;13;26;26,00;0,4427;40;0,2282
2000;41;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;32,00;0,6246;33;0,1492
2000;42;G;Ciência da Computação                                                                                                                                           ;30;0;12;30;24,00;0,6430;50;0,2003
2000;43;G;Engenharia de Alimentos                                                                                                                                         ;29;0;0;0;0,00;0,6529;32;0,1035
2000;44;G;Ciências Sociais                                                                                                                                                ;24;0;0;0;0,00;0,6980;56;0,1783
2000;45;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7221;52;0,1454
2000;46;G;Licenciatura em Ciências Biológicas                                                                                                                             ;20;0;0;0;0,00;0,7088;46;0,1381
2000;47;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,5997;38;0,1828
2000;48;G;Arquitetura e Urbanismo                                                                                                                                         ;30;0;0;0;0,00;0,7270;30;0,0924
2000;49;G;Engenharia de Controle e Automação                                                                                                                              ;24;0;16;32;32,00;0,6808;42;0,1158
2000;50;G;Química - Modalidade Tecnológica                                                                                                                                ;26;0;0;0;0,00;0,6138;34;0,2128
2000;51;G;Matemática/Física/Matemática Aplicada e Computacional                                                                                                           ;26;0;0;0;0,00;0,3524;22;0,2683
2000;52;G;Ciências da Terra                                                                                                                                               ;32;0;0;0;0,00;0,4218;3;0,1378
2000;53;G;Geologia                                                                                                                                                        ;32;0;0;0;0,00;0,7261;12;0,0484
2000;54;G;Geografia                                                                                                                                                       ;32;0;0;0;0,00;0,7010;18;0,1156
2000;55;G;Geografia                                                                                                                                                       ;24;0;0;0;0,00;0,6061;47;0,2374
2000;56;G;Licenciatura Integrada Química/Física                                                                                                                           ;22;0;0;0;0,00;0,5325;52;0,1904
2000;57;G;Licenciatura em Letras - Português                                                                                                                              ;20;0;0;0;0,00;0,7231;32;0,2023
2001;1;G;Matemática                                                                                                                                                      ;27;0;0;0;0,00;0,6257;44;0,1689
2001;2;G;Estatística                                                                                                                                                     ;30;0;20;30;20,00;0,5465;82;0,1892
2001;4;G;Física                                                                                                                                                          ;27;0;13;27;27,00;0,6319;68;0,1629
2001;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,5972;74;0,1825
2001;6;G;Ciências Biológicas                                                                                                                                             ;34;0;0;0;0,00;0,7513;43;0,1805
2001;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,7840;44;0,1760
2001;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,5712;61;0,1467
2001;9;G;Engenharia Química                                                                                                                                              ;30;0;20;26;20,00;0,6891;71;0,1175
2001;10;G;Engenharia Mecânica                                                                                                                                             ;32;0;0;0;0,00;0,5994;66;0,1326
2001;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;32,00;0,7052;71;0,1383
2001;12;G;Engenharia Civil                                                                                                                                                ;36;0;0;0;0,00;0,6007;75;0,1310
2001;13;G;Engenharia de Alimentos                                                                                                                                         ;33;0;0;0;0,00;0,7039;72;0,1156
2001;14;G;Odontologia                                                                                                                                                     ;40;0;0;0;0,00;0,7398;82;0,1097
2001;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,8137;112;0,0497
2001;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,7568;55;0,1131
2001;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,7020;70;0,1245
2001;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,7735;33;0,1418
2001;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,7837;43;0,1436
2001;20;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,8346;46;0,1136
2001;21;G;Enfermagem                                                                                                                                                      ;39;0;0;0;0,00;0,7624;42;0,1326
2001;22;G;Música                                                                                                                                                          ;30;0;0;0;0,00;0,7553;60;0,1370
2001;23;G;Dança                                                                                                                                                           ;36;0;0;0;0,00;0,8645;25;0,0474
2001;25;G;Educação Artística                                                                                                                                              ;34;0;0;0;0,00;0,8274;26;0,0835
2001;26;G;Artes Cênicas                                                                                                                                                   ;40;0;0;0;0,00;0,8352;26;0,0828
2001;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7860;52;0,0882
2001;28;G;Matemática Aplicada e Computacional                                                                                                                             ;27;0;0;0;0,00;0,6502;35;0,1568
2001;29;G;Licenciatura em Matemática                                                                                                                                      ;22;0;0;0;0,00;0,5357;60;0,1792
2001;30;G;Filosofia                                                                                                                                                       ;30;0;0;0;0,00;0,5119;43;0,2669
2001;31;T;Curso Superior de Tecnologia Sanitária                                                                                                                          ;30;0;0;0;0,00;0,7228;83;0,1510
2001;34;G;Engenharia de Computação                                                                                                                                        ;30;0;0;0;0,00;0,7025;91;0,1442
2001;36;T;Curso Superior de Tecnologia em Informática                                                                                                                     ;30;0;0;0;0,00;0,6967;47;0,1655
2001;37;T;Curso Superior de Tecnologia da Construção Civil                                                                                                                ;30;0;0;0;0,00;0,6688;84;0,2113
2001;38;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,8552;46;0,0402
2001;39;G;Engenharia Química                                                                                                                                              ;26;0;20;22;20,00;0,6311;33;0,1586
2001;40;G;Física                                                                                                                                                          ;26;0;13;26;26,00;0,5581;40;0,1931
2001;41;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;32,00;0,6074;35;0,1807
2001;42;G;Ciência da Computação                                                                                                                                           ;30;0;12;30;24,00;0,6932;47;0,1297
2001;43;G;Engenharia de Alimentos                                                                                                                                         ;29;0;0;0;0,00;0,6737;32;0,1090
2001;44;G;Ciências Sociais                                                                                                                                                ;24;0;0;0;0,00;0,6901;58;0,1622
2001;45;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7391;53;0,1049
2001;46;G;Licenciatura em Ciências Biológicas                                                                                                                             ;20;0;0;0;0,00;0,7056;44;0,1288
2001;47;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,6139;45;0,1245
2001;48;G;Arquitetura e Urbanismo                                                                                                                                         ;30;0;0;0;0,00;0,6868;26;0,1060
2001;49;G;Engenharia de Controle e Automação                                                                                                                              ;24;0;16;32;32,00;0,6728;41;0,1324
2001;50;G;Química - Modalidade Tecnológica                                                                                                                                ;26;0;0;0;0,00;0,5347;34;0,1655
2001;51;G;Matemática/Física/Matemática Aplicada e Computacional                                                                                                           ;26;0;0;0;0,00;0,4550;25;0,2426
2001;52;G;Ciências da Terra                                                                                                                                               ;32;0;0;0;0,00;0,6248;2;0,0316
2001;53;G;Geologia                                                                                                                                                        ;32;0;0;0;0,00;0,7084;20;0,0688
2001;54;G;Geografia                                                                                                                                                       ;32;0;0;0;0,00;0,7064;8;0,1122
2001;55;G;Geografia                                                                                                                                                       ;24;0;0;0;0,00;0,7256;47;0,1279
2001;56;G;Licenciatura Integrada Química/Física                                                                                                                           ;22;0;0;0;0,00;0,4998;42;0,2069
2001;57;G;Licenciatura em Letras - Português                                                                                                                              ;20;0;0;0;0,00;0,7294;38;0,1941
2001;59;G;Pedagogia                                                                                                                                                       ;38;0;0;0;0,00;0,8270;44;0,0849
2002;1;G;Matemática                                                                                                                                                      ;27;0;0;0;0,00;0,6439;47;0,1830
2002;2;G;Estatística                                                                                                                                                     ;30;0;20;30;20,00;0,5439;76;0,1890
2002;4;G;Física                                                                                                                                                          ;27;0;13;27;27,00;0,6017;74;0,1551
2002;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,5728;76;0,1635
2002;6;G;Ciências Biológicas                                                                                                                                             ;34;0;0;0;0,00;0,7726;52;0,1791
2002;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,7642;35;0,2045
2002;8;G;Engenharia Agrícola                                                                                                                                             ;30;0;16;30;32,00;0,5996;64;0,1204
2002;9;G;Engenharia Química                                                                                                                                              ;30;0;20;26;20,00;0,6495;62;0,1215
2002;10;G;Engenharia Mecânica                                                                                                                                             ;32;0;0;0;0,00;0,5965;59;0,1356
2002;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;32,00;0,7178;70;0,0782
2002;12;G;Engenharia Civil                                                                                                                                                ;36;0;0;0;0,00;0,5898;69;0,1194
2002;13;G;Engenharia de Alimentos                                                                                                                                         ;33;0;0;0;0,00;0,6738;70;0,1421
2002;14;G;Odontologia                                                                                                                                                     ;40;0;0;0;0,00;0,7307;83;0,1175
2002;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,8029;112;0,0390
2002;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,7792;59;0,1342
2002;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,6748;76;0,1612
2002;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,7862;29;0,1792
2002;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,7688;51;0,1694
2002;20;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,8693;46;0,1033
2002;21;G;Enfermagem                                                                                                                                                      ;39;0;0;0;0,00;0,7816;42;0,0567
2002;22;G;Música                                                                                                                                                          ;30;0;0;0;0,00;0,7922;62;0,0786
2002;23;G;Dança                                                                                                                                                           ;36;0;0;0;0,00;0,8306;30;0,0784
2002;25;G;Educação Artística                                                                                                                                              ;34;0;0;0;0,00;0,7785;26;0,1689
2002;26;G;Artes Cênicas                                                                                                                                                   ;40;0;0;0;0,00;0,8510;25;0,0603
2002;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7864;56;0,0630
2002;28;G;Matemática Aplicada e Computacional                                                                                                                             ;27;0;0;0;0,00;0,6282;43;0,1573
2002;29;G;Licenciatura em Matemática                                                                                                                                      ;22;0;0;0;0,00;0,5214;55;0,2004
2002;30;G;Filosofia                                                                                                                                                       ;30;0;0;0;0,00;0,6090;39;0,2274
2002;31;T;Curso Superior de Tecnologia Sanitária                                                                                                                          ;30;0;0;0;0,00;0,5231;1;0,0000
2002;34;G;Engenharia de Computação                                                                                                                                        ;30;0;0;0;0,00;0,6728;94;0,1418
2002;36;T;Curso Superior de Tecnologia em Informática                                                                                                                     ;30;0;0;0;0,00;0,7289;49;0,1229
2002;37;T;Curso Superior de Tecnologia da Construção Civil                                                                                                                ;30;0;0;0;0,00;0,6065;82;0,2306
2002;38;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,8042;47;0,1690
2002;39;G;Engenharia Química                                                                                                                                              ;26;0;20;22;20,00;0,6081;37;0,1410
2002;40;G;Física                                                                                                                                                          ;26;0;13;26;26,00;0,5116;37;0,2082
2002;41;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;32,00;0,6726;33;0,1048
2002;42;G;Ciência da Computação                                                                                                                                           ;30;0;12;30;24,00;0,6650;53;0,1938
2002;43;G;Engenharia de Alimentos                                                                                                                                         ;29;0;0;0;0,00;0,6079;30;0,1928
2002;44;G;Ciências Sociais                                                                                                                                                ;24;0;0;0;0,00;0,6795;57;0,2032
2002;45;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7642;50;0,1171
2002;46;G;Licenciatura em Ciências Biológicas                                                                                                                             ;20;0;0;0;0,00;0,7668;51;0,0754
2002;47;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,6037;39;0,1384
2002;48;G;Arquitetura e Urbanismo                                                                                                                                         ;30;0;0;0;0,00;0,7306;33;0,0630
2002;49;G;Engenharia de Controle e Automação                                                                                                                              ;24;0;17;24;34,00;0,6252;49;0,1398
2002;50;G;Química - Modalidade Tecnológica                                                                                                                                ;26;0;0;0;0,00;0,5579;34;0,1537
2002;51;G;Matemática/Física/Matemática Aplicada e Computacional                                                                                                           ;26;0;0;0;0,00;0,4779;21;0,2701
2002;52;G;Ciências da Terra                                                                                                                                               ;32;0;0;0;0,00;0,4347;4;0,2017
2002;53;G;Geologia                                                                                                                                                        ;32;0;0;0;0,00;0,6634;18;0,0793
2002;54;G;Geografia                                                                                                                                                       ;32;0;0;0;0,00;0,7246;11;0,0336
2002;55;G;Geografia                                                                                                                                                       ;24;0;0;0;0,00;0,6830;47;0,1139
2002;56;G;Licenciatura Integrada Química/Física                                                                                                                           ;22;0;0;0;0,00;0,5306;35;0,1796
2002;57;G;Licenciatura em Letras - Português                                                                                                                              ;20;0;0;0;0,00;0,7255;34;0,1605
2002;58;G;Fonoaudiologia                                                                                                                                                  ;34;0;0;0;0,00;0,8326;30;0,0458
2002;59;G;Pedagogia                                                                                                                                                       ;38;0;0;0;0,00;0,8305;45;0,1370
2002;60;T;Curso Superior de Tecnologia em Informática                                                                                                                     ;30;0;0;0;0,00;0,6900;48;0,1598
2002;62;T;Curso Superior de Tecnologia em Saneamento Ambiental                                                                                                            ;30;0;0;0;0,00;0,7615;87;0,1384
2002;65;G;Pedagogia                                                                                                                                                       ;42;0;0;0;0,00;0,8629;207;0,0849
2002;66;G;Pedagogia                                                                                                                                                       ;42;0;0;0;0,00;0,8825;117;0,0901
2002;67;G;Pedagogia                                                                                                                                                       ;42;0;0;0;0,00;0,8938;89;0,0575
2003;1;G;Matemática                                                                                                                                                      ;27;0;0;0;0,00;0,6085;29;0,1324
2003;2;G;Estatística                                                                                                                                                     ;30;0;20;30;20,00;0,5077;73;0,1606
2003;4;G;Física                                                                                                                                                          ;28;0;13;28;28,00;0,6625;105;0,1565
2003;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,6425;79;0,1382
2003;6;G;Ciências Biológicas                                                                                                                                             ;34;0;0;0;0,00;0,7887;46;0,0720
2003;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,7641;39;0,1802
2003;8;G;Engenharia Agrícola                                                                                                                                             ;30;0;16;30;32,00;0,5413;69;0,1518
2003;9;G;Engenharia Química                                                                                                                                              ;30;0;20;26;20,00;0,6349;65;0,2041
2003;10;G;Engenharia Mecânica                                                                                                                                             ;32;0;0;0;0,00;0,6185;139;0,1357
2003;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;28,00;0,6787;61;0,1057
2003;12;G;Engenharia Civil                                                                                                                                                ;36;0;0;0;0,00;0,6204;77;0,1158
2003;13;G;Engenharia de Alimentos                                                                                                                                         ;34;0;0;0;0,00;0,6843;82;0,1297
2003;14;G;Odontologia                                                                                                                                                     ;40;0;0;0;0,00;0,7357;80;0,0599
2003;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,8050;118;0,0834
2003;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,7506;67;0,1576
2003;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,6657;65;0,1473
2003;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,7592;31;0,1427
2003;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,7235;46;0,2126
2003;20;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,7731;46;0,2012
2003;21;G;Enfermagem                                                                                                                                                      ;39;0;0;0;0,00;0,7931;41;0,0508
2003;22;G;Música                                                                                                                                                          ;25;0;0;0;0,00;0,7602;59;0,1134
2003;23;G;Dança                                                                                                                                                           ;36;0;0;0;0,00;0,7931;26;0,1679
2003;25;G;Educação Artística                                                                                                                                              ;34;0;0;0;0,00;0,8357;32;0,0783
2003;26;G;Artes Cênicas                                                                                                                                                   ;40;0;0;0;0,00;0,8894;25;0,0349
2003;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7492;53;0,1413
2003;28;G;Matemática Aplicada e Computacional                                                                                                                             ;27;0;0;0;0,00;0,6253;29;0,1379
2003;29;G;Licenciatura em Matemática                                                                                                                                      ;22;0;0;0;0,00;0,5021;73;0,2199
2003;30;G;Filosofia                                                                                                                                                       ;30;0;0;0;0,00;0,5794;37;0,2454
2003;31;T;Curso Superior de Tecnologia Sanitária                                                                                                                          ;30;0;0;0;0,00;0,6546;1;0,0000
2003;34;G;Engenharia de Computação                                                                                                                                        ;30;0;0;0;0,00;0,6925;93;0,1438
2003;36;T;Curso Superior de Tecnologia em Informática                                                                                                                     ;30;0;0;0;0,00;0,7148;48;0,1146
2003;37;T;Curso Superior de Tecnologia da Construção Civil                                                                                                                ;30;0;0;0;0,00;0,6805;83;0,1611
2003;38;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,7968;44;0,1604
2003;39;G;Engenharia Química                                                                                                                                              ;33;0;0;0;0,00;0,6459;41;0,0993
2003;40;G;Física                                                                                                                                                          ;26;0;13;26;26,00;0,5607;45;0,1835
2003;41;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;28,00;0,6504;34;0,1630
2003;42;G;Ciência da Computação                                                                                                                                           ;30;0;12;30;24,00;0,6478;53;0,1421
