Catalogo;Curso;NivelCurso;NomeCurso;LimiteMaximoCreditos;LimiteMinimoCreditos;LimiteMinimoCreditosEquacao;NumCreditosParaUsarEquacao;CoeficienteAplicadoCR;CRMedioTurma;TotalAlunosTrrma;DesvioPadrao
1984;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,6357;48;0,2253
1984;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,5536;20;0,1662
1984;9;G;Engenharia Química                                                                                                                                              ;30;0;0;0;0,00;0,5389;72;0,1966
1984;10;G;Engenharia Mecânica                                                                                                                                             ;29;0;0;0;0,00;0,5491;78;0,1823
1984;11;G;Engenharia Elétrica                                                                                                                                             ;31;0;16;30;30,00;0,6144;78;0,1757
1984;12;G;Engenharia Civil                                                                                                                                                ;30;0;0;0;0,00;0,4511;75;0,2198
1984;13;G;Engenharia de Alimentos                                                                                                                                         ;27;0;0;0;0,00;0,5791;76;0,1302
1984;14;G;Odontologia                                                                                                                                                     ;30;0;0;0;0,00;0,7539;85;0,0791
1984;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7390;97;0,0791
1984;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,5485;65;0,2466
1984;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,6005;79;0,1764
1984;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,7509;15;0,0465
1984;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,6503;32;0,2186
1984;20;G;Pedagogia                                                                                                                                                       ;30;0;0;0;0,00;0,6700;70;0,2117
1984;21;G;Enfermagem                                                                                                                                                      ;33;0;0;0;0,00;0,5988;38;0,2496
1984;22;G;Música                                                                                                                                                          ;27;0;0;0;0,00;0,6033;26;0,2635
1984;25;G;Educação Artística                                                                                                                                              ;25;0;0;0;0,00;0,6964;21;0,1615
1984;31;T;Curso Superior de Tecnologia Sanitária                                                                                                                          ;99;0;0;0;0,00;0,2446;38;0,2655
1984;32;T;Curso Superior de Tecnologia da Construção Civil - Edifícios                                                                                                    ;99;0;0;0;0,00;0,4025;28;0,2746
1984;33;T;Curso Superior de Tecnologia da Construção Civil - Obras de Solos                                                                                               ;99;0;0;0;0,00;0,2699;23;0,2794
1985;1;G;Matemática                                                                                                                                                      ;27;0;0;0;0,00;0,5459;66;0,2286
1985;2;G;Estatística                                                                                                                                                     ;25;0;15;30;20,00;0,5080;62;0,2407
1985;3;G;Ciência da Computação                                                                                                                                           ;28;0;16;30;20,00;0,6479;74;0,2086
1985;4;G;Física                                                                                                                                                          ;26;0;13;30;20,00;0,5283;70;0,1881
1985;5;G;Química                                                                                                                                                         ;28;0;0;0;0,00;0,5052;73;0,2037
1985;6;G;Ciências Biológicas                                                                                                                                             ;30;0;0;0;0,00;0,6577;42;0,1830
1985;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,6149;50;0,2296
1985;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,5395;21;0,1545
1985;9;G;Engenharia Química                                                                                                                                              ;30;0;0;0;0,00;0,5782;72;0,1986
1985;10;G;Engenharia Mecânica                                                                                                                                             ;29;0;0;0;0,00;0,5436;80;0,1876
1985;11;G;Engenharia Elétrica                                                                                                                                             ;31;0;16;30;30,00;0,6433;79;0,1623
1985;12;G;Engenharia Civil                                                                                                                                                ;30;0;0;0;0,00;0,4724;69;0,2098
1985;13;G;Engenharia de Alimentos                                                                                                                                         ;27;0;0;0;0,00;0,5376;71;0,1964
1985;14;G;Odontologia                                                                                                                                                     ;30;0;0;0;0,00;0,7335;87;0,1190
1985;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7374;98;0,1264
1985;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,5818;64;0,2100
1985;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,5859;79;0,1976
1985;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,6820;22;0,1310
1985;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,5926;37;0,2836
1985;20;G;Pedagogia                                                                                                                                                       ;30;0;0;0;0,00;0,6327;66;0,2419
1985;21;G;Enfermagem                                                                                                                                                      ;33;0;0;0;0,00;0,6741;30;0,2131
1985;22;G;Música                                                                                                                                                          ;27;0;0;0;0,00;0,6322;31;0,2457
1985;23;G;Dança                                                                                                                                                           ;29;0;0;0;0,00;0,5251;26;0,2625
1985;25;G;Educação Artística                                                                                                                                              ;28;0;0;0;0,00;0,5959;23;0,2578
1985;26;G;Artes Cênicas                                                                                                                                                   ;27;0;0;0;0,00;0,7580;26;0,1286
1985;27;G;Educação Física                                                                                                                                                 ;25;0;0;0;0,00;0,5977;50;0,2493
1985;31;T;Superior de Tecnologia Sanitária                                                                                                                                ;99;0;0;0;0,00;0,3839;35;0,2389
1985;32;T;Curso Superior de Tecnologia da Construção Civil - Edifícios                                                                                                    ;99;0;0;0;0,00;0,2299;33;0,2312
1985;33;T;Curso Superior de Tecnologia da Construção Civil - Obras de Solos                                                                                               ;99;0;0;0;0,00;0,2252;28;0,1998
1986;1;G;Matemática                                                                                                                                                      ;27;0;0;0;0,00;0,5125;54;0,2173
1986;2;G;Estatística                                                                                                                                                     ;25;0;15;30;20,00;0,4512;59;0,2657
1986;3;G;Ciência da Computação                                                                                                                                           ;28;0;16;30;20,00;0,6403;77;0,1848
1986;4;G;Física                                                                                                                                                          ;26;0;13;30;20,00;0,5449;63;0,1789
1986;5;G;Química                                                                                                                                                         ;28;0;0;0;0,00;0,5206;74;0,1624
1986;6;G;Ciências Biológicas                                                                                                                                             ;30;0;0;0;0,00;0,6550;42;0,1928
1986;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,6566;45;0,1897
1986;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,5361;20;0,1665
1986;9;G;Engenharia Química                                                                                                                                              ;30;0;0;0;0,00;0,5392;74;0,1980
1986;10;G;Engenharia Mecânica                                                                                                                                             ;28;0;0;0;0,00;0,6089;75;0,1456
1986;11;G;Engenharia Elétrica                                                                                                                                             ;31;0;16;30;30,00;0,6568;77;0,1548
1986;12;G;Engenharia Civil                                                                                                                                                ;30;0;0;0;0,00;0,4716;54;0,2188
1986;13;G;Engenharia de Alimentos                                                                                                                                         ;27;0;0;0;0,00;0,6044;72;0,1407
1986;14;G;Odontologia                                                                                                                                                     ;50;0;0;0;0,00;0,7522;85;0,0865
1986;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7456;93;0,0752
1986;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,4965;58;0,2639
1986;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,5657;73;0,1887
1986;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,6533;19;0,0958
1986;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,5816;32;0,2466
1986;20;G;Pedagogia                                                                                                                                                       ;30;0;0;0;0,00;0,5695;37;0,2812
1986;21;G;Enfermagem                                                                                                                                                      ;32;0;0;0;0,00;0,6792;19;0,1881
1986;22;G;Música                                                                                                                                                          ;27;0;0;0;0,00;0,6762;35;0,2309
1986;23;G;Dança                                                                                                                                                           ;28;0;0;0;0,00;;0;
1986;25;G;Educação Artística                                                                                                                                              ;28;0;0;0;0,00;0,6266;22;0,2365
1986;26;G;Artes Cênicas                                                                                                                                                   ;27;0;0;0;0,00;;0;
1986;27;G;Educação Física                                                                                                                                                 ;25;0;0;0;0,00;0,7043;48;0,1709
1986;31;T;Curso Superior de Tecnologia Sanitária                                                                                                                          ;34;0;0;0;0,00;0,4397;34;0,2039
1986;32;T;Curso Superior de Tecnologia da Construção Civil - Edifícios                                                                                                    ;99;0;0;0;0,00;0,4768;27;0,1859
1986;33;T;Curso Superior de Tecnologia da Construção Civil - Obras de Solos                                                                                               ;99;0;0;0;0,00;0,3481;26;0,2457
1987;1;G;Matemática                                                                                                                                                      ;25;0;0;0;0,00;0,4403;35;0,2241
1987;2;G;Estatística                                                                                                                                                     ;25;0;15;30;20,00;0,4895;63;0,2044
1987;3;G;Ciência da Computação                                                                                                                                           ;28;0;16;30;20,00;0,6146;75;0,1765
1987;4;G;Física                                                                                                                                                          ;26;0;13;30;20,00;0,5094;70;0,1928
1987;5;G;Química                                                                                                                                                         ;28;0;0;0;0,00;0,5152;74;0,1909
1987;6;G;Ciências Biológicas                                                                                                                                             ;30;0;0;0;0,00;0,5767;43;0,2338
1987;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,5918;45;0,2405
1987;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,5346;22;0,1700
1987;9;G;Engenharia Química                                                                                                                                              ;30;0;0;0;0,00;0,5844;71;0,1469
1987;10;G;Engenharia Mecânica                                                                                                                                             ;29;0;0;0;0,00;0,5868;75;0,1302
1987;11;G;Engenharia Elétrica                                                                                                                                             ;31;0;16;30;30,00;0,6277;77;0,2034
1987;12;G;Engenharia Civil                                                                                                                                                ;30;0;0;0;0,00;0,4528;75;0,2228
1987;13;G;Engenharia de Alimentos                                                                                                                                         ;27;0;0;0;0,00;0,5894;74;0,1405
1987;14;G;Odontologia                                                                                                                                                     ;30;0;0;0;0,00;0,7177;88;0,0909
1987;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7213;95;0,1324
1987;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,4816;54;0,2593
1987;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,5494;75;0,1938
1987;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,6528;25;0,1331
1987;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,5624;31;0,2481
1987;20;G;Pedagogia                                                                                                                                                       ;30;0;0;0;0,00;0,6708;60;0,2427
1987;21;G;Enfermagem                                                                                                                                                      ;33;0;0;0;0,00;0,6830;10;0,2381
1987;22;G;Música                                                                                                                                                          ;27;0;0;0;0,00;0,7258;19;0,1905
1987;23;G;Dança                                                                                                                                                           ;32;0;0;0;0,00;0,5912;22;0,2662
1987;25;G;Educação Artística                                                                                                                                              ;28;0;0;0;0,00;0,6314;22;0,2392
1987;26;G;Artes Cênicas                                                                                                                                                   ;27;0;0;0;0,00;0,7425;25;0,1757
1987;27;G;Educação Física                                                                                                                                                 ;25;0;0;0;0,00;0,7293;22;0,1162
1987;28;G;Matemática Aplicada e Computacional                                                                                                                             ;27;0;0;0;0,00;0,5764;35;0,2095
1987;31;T;Curso Superior de Tecnologia Sanitária                                                                                                                          ;99;0;0;0;0,00;0,3901;32;0,2782
1987;32;T;Curso Superior de Tecnologia da Construção Civil - Edifícios                                                                                                    ;99;0;0;0;0,00;0,4499;30;0,2465
1987;33;T;Curso Superior de Tecnologia da Construção Civil - Obras de Solos                                                                                               ;99;0;0;0;0,00;0,3655;25;0,2728
1988;1;G;Matemática                                                                                                                                                      ;23;0;0;0;0,00;0,4651;36;0,2181
1988;2;G;Estatística                                                                                                                                                     ;30;0;20;30;20,00;0,3784;70;0,2409
1988;3;G;Ciência da Computação                                                                                                                                           ;34;0;21;34;25,00;0,5518;69;0,2013
1988;4;G;Física                                                                                                                                                          ;30;0;13;30;20,00;0,4550;70;0,2413
1988;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,5536;71;0,1637
1988;6;G;Ciências Biológicas                                                                                                                                             ;40;0;0;0;0,00;0,6307;42;0,2054
1988;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,5983;43;0,2219
1988;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,4499;16;0,1889
1988;9;G;Engenharia Química                                                                                                                                              ;34;0;0;0;0,00;0,5566;72;0,1878
1988;10;G;Engenharia Mecânica                                                                                                                                             ;36;0;0;0;0,00;0,5331;72;0,1859
1988;11;G;Engenharia Elétrica                                                                                                                                             ;31;0;16;30;30,00;0,5999;78;0,1781
1988;12;G;Engenharia Civil                                                                                                                                                ;39;0;0;0;0,00;0,3935;63;0,2587
1988;13;G;Engenharia de Alimentos                                                                                                                                         ;33;0;0;0;0,00;0,5285;74;0,1785
1988;14;G;Odontologia                                                                                                                                                     ;40;0;0;0;0,00;0,6901;86;0,1770
1988;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7223;91;0,1517
1988;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,5207;59;0,2642
1988;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,5992;76;0,1637
1988;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,7371;15;0,0529
1988;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,6252;33;0,2428
1988;20;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,6392;97;0,2365
1988;21;G;Enfermagem                                                                                                                                                      ;37;0;0;0;0,00;0,6305;29;0,1982
1988;22;G;Música                                                                                                                                                          ;30;0;0;0;0,00;0,7114;30;0,1946
1988;23;G;Dança                                                                                                                                                           ;36;0;0;0;0,00;0,6983;24;0,1305
1988;25;G;Educação Artística                                                                                                                                              ;34;0;0;0;0,00;0,6853;20;0,1949
1988;26;G;Artes Cênicas                                                                                                                                                   ;27;0;0;0;0,00;0,7820;25;0,0825
1988;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,6492;50;0,1765
1988;28;G;Matemática Aplicada e Computacional                                                                                                                             ;27;0;0;0;0,00;0,4331;37;0,2318
1988;29;G;Licenciatura em Matemática                                                                                                                                      ;40;0;0;0;0,00;0,4945;45;0,2542
1988;30;G;Filosofia                                                                                                                                                       ;30;0;0;0;0,00;0,5272;30;0,2259
1988;31;T;Superior de Tecnologia Sanitária                                                                                                                                ;99;0;0;0;0,00;0,4430;28;0,2412
1988;32;T;Curso Superior de Tecnologia da Construção Civil - Edifícios                                                                                                    ;99;0;0;0;0,00;0,4601;32;0,2278
1988;33;T;Curso Superior de Tecnologia da Construção Civil - Obras de Solos                                                                                               ;99;0;0;0;0,00;0,3750;17;0,2368
1988;35;G;Licenciatura em Esquema I                                                                                                                                       ;12;0;0;0;0,00;0,6931;18;0,2048
1989;1;G;Matemática                                                                                                                                                      ;23;0;0;0;0,00;0,4404;21;0,2669
1989;2;G;Estatística                                                                                                                                                     ;30;0;20;30;20,00;0,3760;70;0,2429
1989;3;G;Ciência da Computação                                                                                                                                           ;30;0;20;30;20,00;0,5576;70;0,1890
1989;4;G;Física                                                                                                                                                          ;30;0;15;30;20,00;0,4723;70;0,2089
1989;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,4752;78;0,1855
1989;6;G;Ciências Biológicas                                                                                                                                             ;40;0;0;0;0,00;0,6387;42;0,2282
1989;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,5954;47;0,2131
1989;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,4320;39;0,1670
1989;9;G;Engenharia Química                                                                                                                                              ;34;0;0;0;0,00;0,6013;71;0,1497
1989;10;G;Engenharia Mecânica                                                                                                                                             ;31;0;0;0;0,00;0,5896;70;0,1163
1989;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;20;32,00;0,6368;71;0,1253
1989;12;G;Engenharia Civil                                                                                                                                                ;40;0;0;0;0,00;0,4934;76;0,2069
1989;13;G;Engenharia de Alimentos                                                                                                                                         ;33;0;0;0;0,00;0,5148;69;0,1734
1989;14;G;Odontologia                                                                                                                                                     ;40;0;0;0;0,00;0,7103;83;0,1259
1989;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7346;90;0,1388
1989;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,5877;53;0,2432
1989;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,6201;54;0,2215
1989;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,6042;11;0,1103
1989;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,5351;26;0,2585
1989;20;G;Pedagogia                                                                                                                                                       ;37;0;0;0;0,00;0,7060;65;0,1759
1989;21;G;Enfermagem                                                                                                                                                      ;37;0;0;0;0,00;0,7185;22;0,1194
1989;22;G;Música                                                                                                                                                          ;30;0;0;0;0,00;0,7531;45;0,1466
1989;23;G;Dança                                                                                                                                                           ;36;0;0;0;0,00;0,7273;17;0,0962
1989;25;G;Educação Artística                                                                                                                                              ;34;0;0;0;0,00;0,6660;20;0,1669
1989;26;G;Artes Cênicas                                                                                                                                                   ;27;0;0;0;0,00;0,7205;24;0,1600
1989;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,6284;24;0,1767
1989;28;G;Matemática Aplicada e Computacional                                                                                                                             ;27;0;0;0;0,00;0,4660;37;0,2496
1989;29;G;Licenciatura em Matemática                                                                                                                                      ;40;0;0;0;0,00;0,4554;37;0,2670
1989;30;G;Filosofia                                                                                                                                                       ;30;0;0;0;0,00;0,4988;30;0,2322
1989;31;T;Curso Superior de Tecnologia Sanitária                                                                                                                          ;99;0;0;0;0,00;0,5227;24;0,2432
1989;32;T;Curso Superior de Tecnologia da Construção Civil - Edifícios                                                                                                    ;99;0;0;0;0,00;0,5008;33;0,2264
1989;33;T;Curso Superior de Tecnologia da Construção Civil - Obras de Solos                                                                                               ;99;0;0;0;0,00;0,4686;18;0,1781
1990;1;G;Matemática                                                                                                                                                      ;25;0;0;0;0,00;0,4079;28;0,2494
1990;2;G;Estatística                                                                                                                                                     ;30;0;20;30;20,00;0,4346;55;0,2450
1990;4;G;Física                                                                                                                                                          ;30;0;15;30;20,00;0,5051;70;0,2099
1990;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,5377;70;0,1545
1990;6;G;Ciências Biológicas                                                                                                                                             ;40;0;0;0;0,00;0,6665;40;0,2064
1990;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,6189;41;0,2029
1990;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,3858;40;0,1707
1990;9;G;Engenharia Química                                                                                                                                              ;34;0;0;0;0,00;0,5446;69;0,2360
1990;10;G;Engenharia Mecânica                                                                                                                                             ;31;0;0;0;0,00;0,5860;70;0,1743
1990;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;20;32,00;0,6449;72;0,1466
1990;12;G;Engenharia Civil                                                                                                                                                ;40;0;0;0;0,00;0,5065;71;0,1932
1990;13;G;Engenharia de Alimentos                                                                                                                                         ;33;0;0;0;0,00;0,5953;72;0,1114
1990;14;G;Odontologia                                                                                                                                                     ;40;0;0;0;0,00;0,7195;74;0,0841
1990;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7183;95;0,1837
1990;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,5645;50;0,2072
1990;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,6036;70;0,1808
1990;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,6724;24;0,1410
1990;19;G;História                                                                                                                                                        ;28;0;0;0;0,00;0,5723;31;0,1982
1990;20;G;Pedagogia                                                                                                                                                       ;37;0;0;0;0,00;0,6517;87;0,2591
1990;21;G;Enfermagem                                                                                                                                                      ;37;0;0;0;0,00;0,7117;22;0,1801
1990;22;G;Música                                                                                                                                                          ;30;0;0;0;0,00;0,7438;48;0,1229
1990;23;G;Dança                                                                                                                                                           ;36;0;0;0;0,00;0,7845;25;0,0468
1990;25;G;Educação Artística                                                                                                                                              ;34;0;0;0;0,00;0,7123;20;0,1108
1990;26;G;Artes Cênicas                                                                                                                                                   ;27;0;0;0;0,00;0,7378;23;0,1205
1990;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,6531;29;0,1914
1990;28;G;Matemática Aplicada e Computacional                                                                                                                             ;27;0;0;0;0,00;0,4178;36;0,2153
1990;29;G;Licenciatura em Matemática                                                                                                                                      ;40;0;0;0;0,00;0,4046;30;0,2537
1990;30;G;Filosofia                                                                                                                                                       ;30;0;0;0;0,00;0,5414;30;0,1986
1990;31;T;Superior de Tecnologia Sanitária                                                                                                                                ;99;0;0;0;0,00;0,4749;33;0,2426
1990;32;T;Curso Superior de Tecnologia da Construção Civil - Edifícios                                                                                                    ;99;0;0;0;0,00;0,5185;30;0,2192
1990;33;T;Curso Superior de Tecnologia da Construção Civil - Obras de Solos                                                                                               ;99;0;0;0;0,00;0,4256;32;0,2233
1990;34;G;Engenharia de Computação                                                                                                                                        ;31;0;18;30;26,00;0,6126;210;0,1558
1991;1;G;Matemática                                                                                                                                                      ;27;0;0;0;0,00;0,3566;35;0,2166
1991;2;G;Estatística                                                                                                                                                     ;30;0;20;30;20,00;0,3418;71;0,2046
1991;4;G;Física                                                                                                                                                          ;30;0;15;30;22,00;0,4628;69;0,2230
1991;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,5074;69;0,2057
1991;6;G;Ciências Biológicas                                                                                                                                             ;40;0;0;0;0,00;0,7408;41;0,0882
1991;7;G;Letras                                                                                                                                                          ;29;0;0;0;0,00;0,6118;46;0,2167
1991;8;G;Engenharia Agrícola                                                                                                                                             ;99;0;0;0;0,00;0,4888;45;0,1540
1991;9;G;Engenharia Química                                                                                                                                              ;34;0;0;0;0,00;0,6198;72;0,1367
1991;10;G;Engenharia Mecânica                                                                                                                                             ;31;0;0;0;0,00;0,5798;71;0,1710
1991;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;32,00;0,6446;71;0,1446
1991;12;G;Engenharia Civil                                                                                                                                                ;40;0;0;0;0,00;0,5220;70;0,1503
1991;13;G;Engenharia de Alimentos                                                                                                                                         ;33;0;0;0;0,00;0,5708;70;0,1559
1991;14;G;Odontologia                                                                                                                                                     ;40;0;0;0;0,00;0,6872;82;0,1517
1991;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7582;96;0,1330
1991;16;G;Ciências Sociais                                                                                                                                                ;28;0;0;0;0,00;0,5903;51;0,2399
1991;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,5655;70;0,2027
1991;18;G;Linguística                                                                                                                                                     ;29;0;0;0;0,00;0,6731;17;0,1142
