Disciplina;NivelDisciplina;AnoInicioPreRequisito;AnoFimPreRequisito;PreRequisito
MS611;G;1985;1986;MA201  MS211
MS611;G;1987;1987;MA201  MS211/ MS411
MS611;G;1988;1988;MA311  MA325  MS211/ MA311  MA325  MS411
MS611;G;1989;1989;MA311  MA325  MS211/ MA311  MA325  MS411/ MA043  MA325  MS211/ MA043  MA325  MS411
MS611;G;1990;1990;MA043  MA325  MS211/ MA043  MA325  MS411/ MA043  MA141  MA405  MS211/ MA043  MA141  MA405  MS411/ MA311  MA325  MS211/ MA311  MA325  MS411/ MA141  MA311  MA405  MS211/ MA141  MA311  MA405  MS411
MS611;G;1991;1992;MA043  MA325  MS211/ MA043  MA325  MS412/ MA043  MA141  MA405  MS211/ MA043  MA141  MA405  MS412/ MA311  MA325  MS211/ MA311  MA325  MS412/ MA141  MA311  MA405  MS211/ MA141  MA311  MA405  MS412
MS611;G;1993;1993;MA211  MA327  MS211/ MA211  MA327  MS412/ MA311  MA327  MS211/ MA311  MA327  MS412
MS611;G;1994;;MA311  MA327  MS211/ MA311  MA327  MS411/ MA327  MA351  MS211/ MA327  MA351  MS411
MS612;G;1991;1991;MS412
MS612;G;1992;1993;MA502  MS412
MS612;G;1994;2003;MA502  MS411
MS612;G;2004;;MA502  MS211
MS613;G;1973;1976;MC311  ME213
MS613;G;1977;1980;MC512  ME303/ AA200  ME303
MS613;G;1981;1981;MC300  MC301  ME303/ AA200
MS613;G;1982;1982;MC300  MC301/ AA200  ME303
MS613;G;1983;1983;MC300  MC301  ME303/ AA200
MS613;G;1984;1986;MC300  MC301  ME303/ MC311  ME303
MS613;G;1987;1988;MC300  MC301  ME303/ MC311  ME303/ MC300  MC301  ME213/ MC311  ME213
MS613;G;1989;1989;MC311  ME213/ MC311  ME303
MS613;G;1990;1990;MC311  ME213
MS613;G;1991;1993;MC220  MC221  ME213/ MC311  ME213
MS613;G;1994;1996;MC220  MC221  ME213/ MC311  ME213/ MC220  MC221  ME223  ME224/ MC311  ME223  ME224
MS613;G;1997;1997;MC202  ME213/ MC311  ME213/ MC202  ME223  ME224/ MC311  ME223  ME224
MS613;G;1998;2002;MC202  ME213/ MC202  ME223  ME224
MS613;G;2003;;MC102  ME210/ MC102  ME223  ME224
MS614;G;2002;2003;ME223/ ME323
MS614;G;2004;;MC102  ME210
MS615;G;1975;1976;MS415
MS615;G;1977;1980;MA501  MS415
MS615;G;1981;1990;MS415
MS615;G;1991;1992;MA325/ MA405
MS615;G;1993;;MA327/ MA405
MS619;G;1986;;MS519
MS620;G;1991;1992;F 233  MS610
MS620;G;1993;1993;MS610
MS620;G;1994;1999;F 428  MS510/ F 418  MS510
MS620;G;2000;2001;F 428  MS510/ F 418  MS510/ F 520
MS620;G;2002;2003;F 428  MS510/ F 520
MS620;G;2004;;F 428
MS628;G;1991;1992;MA211  MA325/ MA211  MA405
MS628;G;1993;1993;MA211  MA327/ MA211  MA405
MS628;G;1994;;MA211  MA327/ MA211  MA405/ MA251  MA327/ MA251  MA405
MS629;G;2002;2003;MA211  MA327/ MA211  MA405/ MA251  MA327/ MA251  MA405
MS629;G;2004;;MA211  MA327/ MA251  MA327
MS650;G;2004;2012;*MS550
MS650;G;2013;;MS550/ F 520
MS666;G;1975;1976;AA200
MS666;G;1977;1980;ME303  MS415
MS666;G;1981;;AA200
MS680;G;1989;1999;MA311/ MS380/ MA351
MS680;G;2000;;MA251/ MA211
MS701;G;1981;;MS410
MS702;G;1987;;AA200
MS710;G;1987;;MS610
MS711;G;1977;1986;AA200
MS711;G;1987;1990;MS511  MS610  MS611
MS711;G;1991;1993;MS512  MS610  MS612
MS711;G;1994;;MS510  MS512  MS612
MS712;G;2004;;MS512  MS612  MS650
MS714;G;2004;;MS614
MS715;G;1981;1988;MS415  MS515
MS715;G;1989;1992;MS415
MS715;G;1993;2003;MS415/ MS428
MS715;G;2004;;MS428
MS720;G;2004;2013;F 415  F 589
MS720;G;2014;;AA200
MS728;G;1995;;MS428
MS750;G;2004;;*MS650
MS777;G;1991;;AA200
MS780;G;2004;;MA311/ MA351
MS800;G;1977;;AA200
MS801;G;1977;1980;AA200
MS801;G;1981;;MS601  MS701
MS802;G;1977;;AA200
MS815;G;1977;1980;MA602
MS815;G;1981;;AA200
MS820;G;2004;2013;MS650
MS820;G;2014;;AA200
MS828;G;2004;;MS428  MS529  MS629
MS850;G;2004;;*MS750
MS877;G;2004;;AA200
MS888;G;1977;1980;AA200  MA602  MA651  MS666
MS888;G;1981;;AA200
MS901;G;1981;;AA200
MS911;G;1981;;AA200
MS915;G;1981;;AA200
MS921;G;1991;1992;MA911  MA912
MS921;G;1993;;MA921
MS921;;1989;1990;
MS950;G;2004;;AA200
MS960;G;2004;;AA200
MS970;G;2004;;AA200
MS980;G;2004;;AA200
MS991;G;2004;;MA327  MA502
MS992;G;2004;;MS512
MS993;G;2004;;MS512
MU001;G;1989;;AA200
MU002;G;1989;;AA200
MU003;G;1989;;AA200
MU004;G;1989;;AA200
MU005;G;1989;;AA200
MU006;G;1989;;AA200
MU007;G;1989;;AA200
MU008;G;1989;;AA200
MU009;G;1989;;AA200
MU010;G;1989;;AA200
MU011;G;1989;;AA200
MU012;G;1989;;AA200
MU013;G;1989;;AA200
MU014;G;1989;;AA200
MU015;G;1989;;AA200
MU016;G;1989;;AA200
MU017;G;1989;;AA200
MU018;G;1989;;AA200
MU019;G;1989;;AA200
MU020;G;1989;;AA200
MU021;G;1989;;AA200
MU022;G;1989;;AA200
MU023;G;1989;;AA200
MU024;G;1989;;AA200
MU025;G;1989;;AA200
MU026;G;1989;;AA200
MU027;G;1989;;AA200
MU028;G;1989;;AA200
MU029;G;1989;;MU162/ AA200
MU030;G;1989;;AA200
MU031;G;1989;;MU030/ AA200
MU032;G;1989;;MU031/ AA200
MU033;G;1989;;MU032/ AA200
MU034;G;1989;;AA200
MU035;G;2003;2006;AA200
MU035;;1989;2002;
MU035;;2007;;
MU036;G;1989;1997;MU125/ AA200
MU036;G;1998;2002;AA200
MU036;G;2003;2005;MU035/ AA200
MU036;G;2006;;MU035
MU037;;1989;;
MU038;G;1989;;AA200
MU039;;1989;;
MU040;G;1989;;MU290/ AA200
MU041;G;1989;;AA200
MU042;;1989;;
MU043;G;1989;;MU042/ AA200
MU044;G;1989;2005;MU243/ AA200
MU044;G;2006;;AA200  MU243
MU045;G;1989;2005;MU044/ AA200
MU045;G;2006;;MU044
MU046;G;1990;;AA200
MU047;G;1994;;AA200
MU048;G;1994;;MU047/ AA200
MU049;G;2012;;MU105
MU050;G;1992;;AA200
MU051;G;1992;1997;AA200
MU051;G;1998;2002;MU050
MU051;G;2003;2005;MU050/ AA200
MU051;G;2006;;MU050
MU052;G;1992;;AA200
MU053;G;1992;1997;AA200
MU053;G;1998;2002;MU052
MU053;G;2003;2005;MU052/ AA200
MU053;G;2006;;MU052
MU054;G;1992;;AA200
MU055;G;1992;2002;AA200
MU055;G;2003;2005;MU054/ AA200
MU055;G;2006;;AA200/ MU054
MU056;G;1992;2002;AA200
MU056;G;2003;2005;MU055/ AA200
MU056;G;2006;;AA200/ MU055
MU057;G;1992;2002;AA200
MU057;G;2003;2005;MU056/ AA200
MU057;G;2006;;AA200/ MU056
MU058;G;1993;1997;MU457/ AA200
MU058;G;1998;2003;AA200
MU058;;2004;;
MU059;G;1993;2005;MU058/ AA200
MU059;G;2006;;MU058
MU060;G;1993;2005;MU059/ AA200
MU060;G;2006;;MU059
MU061;G;1993;2005;MU060/ AA200
MU061;G;2006;;MU060
MU062;G;2001;2005;MU061/ AA200
MU062;G;2006;;MU061
MU063;G;2001;2005;MU062/ AA200
MU063;G;2006;;MU062
MU066;G;2001;2003;AA200
MU066;;2004;;
MU067;G;2001;2005;MU066/ AA200
MU067;G;2006;;MU066
MU070;G;2012;;MU068
MU071;G;1989;;MU971/ AA200
MU072;G;1990;;AA200
MU073;G;1990;;AA200
MU074;G;1990;;AA200
MU075;G;1990;;AA200
MU081;G;1994;2003;AA200
MU081;G;2006;;AA200
MU081;;2004;2005;
MU082;G;1994;2005;MU081/ AA200
MU082;G;2006;;MU081
MU083;G;1994;2005;MU082/ AA200
MU083;G;2006;;MU082
MU084;G;1994;2005;MU083/ AA200
MU084;G;2006;;MU083
MU085;G;2003;2005;MU084/ AA200
MU085;G;2006;;MU084
MU086;G;2003;2005;MU085/ AA200
MU086;G;2006;;MU085
MU091;G;2010;;AA200
MU092;G;2010;;AA200  MU091
MU093;G;2010;;AA200  MU092
MU094;G;2010;;AA200  MU093
MU100;G;1989;;MU260/ AA200
MU100;;1981;1988;
MU101;;1989;;
MU102;G;1984;1988;AA200
MU102;;1983;1983;
MU102;;1989;;
MU103;G;1987;1989;AA200
MU103;;1983;1986;
MU103;;1990;;
MU104;G;1987;1989;AA200
MU104;;1983;1986;
MU104;;1990;;
MU105;;1981;;
MU106;G;1987;1989;AA200
MU106;;1983;1986;
MU106;;1990;;
MU107;G;1987;1989;AA200
MU107;;1983;1986;
MU107;;1990;;
MU108;G;1987;2003;AA200
MU108;;1986;1986;
MU108;;2004;;
MU109;G;1987;1989;AA200
MU109;;1983;1986;
MU109;;1990;;
MU110;;1981;;
MU111;;1989;;
MU112;G;1989;1989;AA200
MU112;;1983;1988;
MU112;;1990;;
MU113;G;1983;;MU405/ AA200
MU114;G;1983;1988;MU405/ AA200
MU114;G;1989;1989;AA200
MU114;G;1998;1998;MU246
MU114;G;1999;2002;MU246/ AA200
MU114;G;2003;2005;MU205/ AA200
MU114;G;2006;;MU205
MU114;;1990;1997;
MU115;G;1989;1989;AA200
MU115;;1981;1988;
MU115;;1990;;
MU116;G;1991;;AA200
MU117;G;1983;;MU420/ AA200
MU118;G;1983;1988;MU245/ AA200
MU118;G;1989;;MU248/ AA200
MU119;G;2005;2006;AA200
MU119;;1983;2004;
MU119;;2007;;
MU120;G;1998;2003;AA200
MU120;;1981;1997;
MU120;;2004;;
MU121;G;1987;1989;AA200
MU121;;1983;1986;
MU121;;1990;;
MU122;G;1983;1988;MU245/ AA200
MU122;G;1989;;MU248/ AA200
MU123;G;1987;1989;AA200
MU123;;1983;1986;
MU123;;1990;;
MU124;G;1987;1989;AA200
MU124;;1983;1986;
MU124;;1990;;
MU125;;1981;;
MU126;G;1987;1989;AA200
MU126;;1983;1986;
MU126;;1990;;
MU127;G;1987;1989;AA200
MU127;;1983;1986;
MU127;;1990;;
MU128;G;1989;1989;MU258
MU128;;1990;;
MU129;G;1989;1997;MU415/ AA200
MU129;G;1998;2006;AA200
MU129;;2007;;
MU130;G;1979;1980;AA200/ MU213
MU130;G;1984;1984;MU213/ AA200
MU130;G;1985;;AA200/ MU213
MU130;;1981;1983;
MU131;G;1990;;AA200
MU131;;1989;1989;
MU132;G;1990;2002;MU258/ AA200
MU132;G;2003;2006;AA200
MU132;;2007;;
MU133;G;1989;1989;AA200
MU133;;1990;;
MU134;G;1989;1989;MU252
MU134;G;1990;;MU252/ AA200
MU135;G;1979;1980;MU405/ AA200
MU135;G;1981;1982;MU405
MU135;G;1983;1988;MU405/ AA200
MU135;G;1989;;MU305/ AA200
MU136;G;1989;;MU412/ AA200
MU137;G;1989;;AA200
MU138;;1989;;
MU139;;1989;;
MU140;G;1984;1988;MU405/ AA200
MU140;;1981;1983;
MU140;;1989;;
MU141;G;1989;1989;MU266
MU141;G;1990;2002;MU266/ AA200
MU141;G;2003;;MU067/ AA200
MU142;G;1989;1989;MU285/ MU351
MU142;G;1990;1998;MU351/ AA200
MU142;G;1999;2002;AA200/ MU351
MU142;G;2003;2007;MU067/ AA200
MU142;G;2008;;AA200
MU143;G;1989;1990;MU405/ AA200
MU143;G;2003;2003;AA200
MU143;;1991;2002;
MU143;;2004;;
MU144;G;1991;2002;MU266/ AA200
MU144;G;2003;;MU067/ AA200
MU145;G;1979;1980;MU217/ AA200
MU145;G;1981;1983;MU410
MU145;G;1984;;MU217/ AA200
MU146;G;1998;1998;MU205
MU146;G;1999;;MU205/ AA200
MU147;G;1989;1989;MU439/ AA200
MU147;G;1990;1990;AA439/ AA200
MU147;G;2003;2003;AA200
MU147;;1991;2002;
MU147;;2004;;
MU148;G;1989;2005;MU247/ AA200
MU148;G;2006;;MU247
MU149;;1990;;
MU150;G;1998;;AA200
MU150;;1981;1997;
MU151;;1989;;
MU152;;1989;;
MU153;G;1990;;AA200
MU153;;1989;1989;
MU154;;1989;;
MU155;G;1979;1980;MU405/ AA200
MU155;G;1983;1988;MU405/ AA200
MU155;G;1989;1997;MU305/ AA200
MU155;G;1998;2002;AA200/ MU455
MU155;G;2003;;MU205/ AA200
MU155;;1981;1982;
MU156;;1989;;
MU157;;1989;;
MU158;G;1989;1989;MU252
MU158;G;1990;;MU252/ AA200
MU159;G;1989;1989;MU254
MU159;G;1990;1997;MU254/ AA200
MU159;;1998;;
MU160;G;1989;1989;AA200
MU160;;1981;1988;
MU160;;1990;;
MU161;;1983;;
MU162;G;1983;1997;AA200
MU162;G;1998;2002;MU296/ AA200
MU162;G;2003;2006;AA200
MU162;;2007;;
MU163;G;1990;;AA200
MU163;;1984;1989;
MU164;G;1990;;AA200
MU165;G;1979;1980;MU240/ AA200
MU165;G;1981;1989;MU240
MU165;G;1990;2005;MU240/ AA200
MU165;G;2006;;MU240
MU166;;1989;;
MU167;G;1989;1989;MU366
MU167;G;1990;1990;MU366/ AA200
MU167;G;1991;;MU266/ AA200
MU168;G;2007;;AA200
MU168;;1989;2006;
MU169;G;1989;1989;MU453/ MU457
MU169;G;1990;1997;MU453/ MU457/ AA200
MU169;G;1998;;AA200
MU170;G;1979;1980;MU213/ AA200
MU170;G;1984;;MU213/ AA200
MU170;;1981;1983;
MU171;G;1989;2005;MU243/ AA200
MU171;G;2006;;MU243
MU172;G;1991;1997;MU257/ AA200
MU172;G;1998;;AA200
MU173;G;1991;1997;MU252/ MU257/ AA200
MU173;G;1998;1998;MU252/ AA200
MU173;G;1999;2006;AA200/ MU252
MU173;G;2007;;AA200
MU174;G;1991;1997;MU257/ AA200
MU174;G;1998;;AA200
MU175;G;1979;1980;MU245/ AA200
MU175;G;1981;1982;MU345
MU175;G;1983;1983;AA200
MU175;G;1984;1984;AA200/ MU245
MU175;G;1985;1988;MU245/ AA200
MU175;G;1989;1997;AA200/ MU248
MU175;G;1998;2002;MU448
MU175;G;2003;2005;MU448/ AA200
MU175;G;2006;;MU448
MU176;G;1991;;MU258/ AA200
MU177;G;1991;;AA200
MU178;G;1998;2003;AA200
MU178;;2004;;
MU179;G;1998;2003;AA200
MU179;;2004;;
MU180;G;1979;1980;MU455/ AA200
MU180;G;1981;1983;MU355
MU180;G;1984;1984;MU355/ AA200
MU180;G;1985;;MU455/ AA200
MU181;G;1998;2002;MU223/ AA200
MU181;G;2003;2003;AA200
MU181;;2004;;
MU183;G;1994;;AA200
MU184;G;1998;2003;AA200
MU184;;2004;;
MU185;;1981;;
MU186;G;1998;2003;AA200
MU186;;2004;;
MU187;G;1998;2003;AA200
MU187;;2004;;
MU188;G;1996;;AA200
MU189;G;2012;;MU036
MU190;G;1979;1980;MU400/ AA200
MU190;G;1984;1988;MU400/ AA200
MU190;G;1989;1997;MU200/ AA200
MU190;G;1998;2006;AA200
MU190;G;2012;;MU560
MU190;;1981;1983;
MU190;;2007;2011;
MU191;G;1983;;MU290/ AA200
MU192;G;1998;2003;AA200
MU192;;2004;;
MU194;G;2003;2006;AA200
MU194;;2007;;
MU195;;1981;;
MU196;G;1998;2006;AA200
MU196;;2007;;
MU198;G;2014;;AA200
MU199;G;2014;;AA200
MU200;G;1979;;AA200/ MU100
MU201;;1981;;
MU202;G;1983;2005;MU102/ AA200
MU202;G;2006;;MU102
MU203;G;1983;1986;MU103/ MU102/ AA200
MU203;G;1987;2005;MU103/ AA200
MU203;G;2006;;MU103
MU204;G;1983;1986;MU104/ MU102/ AA200
MU204;G;1987;2005;MU104/ AA200
MU204;G;2006;;MU104
MU205;G;1979;1988;AA200/ MU105
MU205;G;1989;1989;MU105/ AA200
MU205;G;1990;2005;AA200/ MU105
MU205;G;2006;;MU105
MU206;G;1983;1986;MU106/ MU102/ AA200
MU206;G;1987;2005;MU106/ AA200
MU206;G;2006;;MU106
MU207;G;1983;1986;MU107/ MU102/ AA200
MU207;G;1987;2005;MU107/ AA200
MU207;G;2006;;MU107
MU208;G;1986;1986;MU108/ MU102/ AA200
MU208;G;1987;2005;MU108/ AA200
MU208;G;2006;;MU108
MU209;G;1983;1986;MU109/ MU102/ AA200
MU209;G;1987;2005;MU109/ AA200
MU209;G;2006;;MU109
MU210;G;1979;;AA200/ MU110
MU211;;1981;;
MU212;G;1983;2005;MU112/ AA200
MU212;G;2006;;MU112
MU213;G;1983;;MU113/ AA200
MU214;G;1983;1997;MU114/ AA200
MU214;G;1998;1998;MU114
MU214;G;1999;2005;MU114/ AA200
MU214;G;2006;;MU114
MU215;G;1979;1988;AA200/ MU115
MU215;G;1989;1989;MU115/ AA200
MU215;G;1990;;AA200/ MU115
MU216;;1981;;
MU217;G;1983;;MU117/ AA200
MU218;G;1983;;MU118/ AA200
MU219;G;1983;2005;MU119/ AA200
MU219;G;2006;;MU119
MU220;G;1979;1997;AA200/ MU120
MU220;G;1998;1998;MU120
MU220;G;1999;2005;MU120/ AA200
MU220;G;2006;;MU120
MU221;G;1983;1986;MU121/ MU102/ AA200
MU221;G;1987;2005;MU121/ AA200
MU221;G;2006;;MU121
MU222;G;1983;;MU122/ AA200
MU223;G;1983;1986;MU123/ MU102/ AA200
MU223;G;1987;2005;MU123/ AA200
MU223;G;2006;;MU123
MU224;G;1986;1986;MU124/ MU102/ AA200
MU224;G;1987;2005;MU124/ AA200
MU224;G;2006;;MU124
MU225;G;1979;1988;AA200/ MU125
MU225;G;1989;1989;MU125/ AA200
MU225;G;1990;;AA200/ MU125
MU226;G;1983;1986;MU126/ MU102/ AA200
MU226;G;1987;2005;MU126/ AA200
MU226;G;2006;;MU126
MU227;G;1983;1986;MU127/ MU102/ AA200
MU227;G;1987;2005;MU127/ AA200
MU227;G;2006;;MU127
MU228;G;1989;1989;MU200/ AA200
MU228;G;1990;2005;MU128/ AA200
MU228;G;2006;;MU128
MU229;G;1989;2005;MU129/ AA200
MU229;G;2006;;MU129
MU230;G;1979;;AA200/ MU130
MU231;G;1989;2005;MU111/ AA200
MU231;G;2006;;MU111
MU232;G;1989;1989;MU132
MU232;G;1990;2005;MU132/ AA200
MU232;G;2006;;MU132
MU233;G;1989;;MU133/ AA200
MU234;G;1989;1989;MU131
MU234;G;1990;2005;MU131/ AA200
MU234;G;2006;;MU131
MU235;G;1979;1988;AA200/ MU135
MU235;G;1989;1989;MU135/ AA200
MU235;G;1990;;AA200/ MU135
MU236;G;1989;;MU136/ AA200
MU237;G;1989;;MU137/ AA200
MU238;G;1989;;MU138/ AA200
MU239;G;1989;;MU139/ AA200
MU240;G;1979;1988;AA200/ MU140
MU240;G;1989;1989;MU140/ AA200
MU240;G;1990;2005;AA200/ MU140
MU240;G;2006;;MU140
MU243;G;1989;2005;MU143/ AA200
MU243;G;2006;;MU143
MU244;G;1991;2005;MU144/ AA200
MU244;G;2006;;MU144
MU245;G;1979;;AA200/ MU145
MU246;G;1998;1998;MU146
MU246;G;1999;2005;MU146/ AA200
MU246;G;2006;;MU146
MU247;G;1989;2005;MU147/ AA200
MU247;G;2006;;MU147
MU248;G;1989;2005;MU148/ AA200
MU248;G;2006;;MU148
MU249;G;1990;2005;MU149/ AA200
MU249;G;2006;;MU149
MU250;G;1979;;AA200/ MU150
MU251;G;1989;1989;MU151
MU251;G;1990;2005;MU151/ AA200
MU251;G;2006;;MU151
MU252;G;1989;1989;MU152
MU252;G;1990;2005;MU152/ AA200
MU252;G;2006;;MU152
MU253;G;1989;1989;MU153
MU253;G;1990;;MU153/ AA200
MU254;G;1989;1989;MU154
MU254;G;1990;2005;MU154/ AA200
MU254;G;2006;;MU154
MU255;G;1979;1988;AA200/ MU155
MU255;G;1989;1989;MU155/ AA200
MU255;G;1990;1997;AA200/ MU155
MU255;G;1998;1998;MU155  MU455/ AA200
MU255;G;1999;2005;MU155/ AA200
MU255;G;2006;;MU155
MU256;G;1989;1989;MU156
MU256;G;1990;2005;MU156/ AA200
MU256;G;2006;;MU156
MU257;G;1989;1989;MU157
MU257;G;1990;;MU157/ AA200
MU258;G;1989;1989;MU158
MU258;G;1990;2005;MU158/ AA200
MU258;G;2006;;MU158
MU259;G;1989;1989;MU159
MU259;G;1990;1997;MU159/ AA200
MU259;G;1998;1998;MU159
MU259;G;1999;2005;MU159/ AA200
MU259;G;2006;;MU159
MU260;G;1979;1988;AA200/ MU160
MU260;G;1989;1989;MU160/ AA200
MU260;G;1990;2005;AA200/ MU160
MU260;G;2006;;MU160
MU261;G;1982;;AA200/ MU161
MU262;G;1983;1997;MU162/ AA200
MU262;G;1998;1998;MU162
MU262;G;1999;2005;MU162/ AA200
MU262;G;2006;;MU162
MU264;G;1990;2005;MU164/ AA200
MU264;G;2006;;MU164
MU265;G;1979;1988;AA200/ MU165
MU265;G;1989;1989;MU165/ AA200
MU265;G;1990;2005;AA200/ MU165
MU265;G;2006;;MU165
MU266;G;1989;1989;MU166
MU266;G;1990;2005;MU166/ AA200
MU266;G;2006;;MU166
MU267;G;1989;1989;MU167
MU267;G;1990;2005;MU167/ AA200
MU267;G;2006;;MU167
MU268;G;1989;1989;MU168
MU268;G;1990;2005;MU168/ AA200
MU268;G;2006;;MU168
MU269;G;1989;1989;MU169
MU269;G;1990;;MU169/ AA200
MU270;G;1979;;AA200/ MU170
MU271;G;1989;1989;MU171/ AA200
MU271;G;1990;2005;AA200/ MU171
MU271;G;2006;;MU171
MU272;G;1991;2005;MU172/ AA200
MU272;G;2006;;MU172
MU273;G;1991;1998;MU173
MU273;G;1999;2005;MU173/ AA200
MU273;G;2006;;AA200  MU173
MU274;G;1991;;MU174/ AA200
MU275;G;1979;1988;AA200/ MU175
MU275;G;1989;1989;MU175/ AA200
MU275;G;1990;2005;AA200/ MU175
MU275;G;2006;;MU175
MU276;G;1991;;MU176/ AA200
MU278;G;1998;1998;MU178
MU278;G;1999;2005;MU178/ AA200
MU278;G;2006;;MU178
MU279;G;1998;1998;MU179
MU279;G;1999;2005;MU179/ AA200
MU279;G;2006;;MU179
MU280;G;1979;;AA200/ MU180
MU281;G;1998;1998;MU181
MU281;G;1999;2005;MU181/ AA200
MU281;G;2006;;MU181
MU283;G;1994;;MU183
MU284;G;1998;;MU184
MU285;G;1979;1988;AA200/ MU185
MU285;G;1989;1989;MU185/ AA200
MU285;G;1990;;AA200/ MU185
MU286;G;1998;;MU186
MU287;G;1998;;MU187
MU288;G;1996;2002;AA200
MU288;G;2003;2005;AA200/ MU188
MU288;G;2006;;MU188
MU289;G;2012;;MU189
MU290;G;1979;1988;AA200/ MU190
MU290;G;1989;1989;MU190/ AA200
MU290;G;1990;2005;AA200/ MU190
MU290;G;2006;;MU190
MU291;G;1983;1983;AA200
MU291;G;1984;1984;AA200/ MU191
MU291;G;1985;;MU191/ AA200
MU292;G;1998;;MU192
MU293;G;1998;1998;MU193
MU293;G;1999;2005;MU193/ AA200
MU293;G;2006;;MU193
MU294;G;2003;2005;MU194/ AA200
MU294;G;2006;;MU194
MU295;G;1979;;AA200/ MU195
MU296;G;1998;2001;MU196
MU296;G;2002;2005;MU196/ AA200
MU296;G;2006;;MU196
MU298;G;2014;;AA200/ MU198
MU299;G;2014;;AA200/ MU199
MU300;G;1979;1988;AA200/ MU200
MU300;G;1989;1989;MU200/ AA200
MU300;G;1990;;AA200/ MU200
MU301;G;1979;;AA200/ MU200
MU302;G;1983;1988;AA200/ MU202
MU302;G;1989;1989;MU202/ AA200
MU302;G;1990;2005;AA200/ MU202
MU302;G;2006;;MU202
MU303;G;1984;1986;MU203/ MU202/ AA200
MU303;G;1987;2005;MU203/ AA200
MU303;G;2006;;MU203
MU304;G;1984;1986;MU204/ MU202/ AA200
MU304;G;1987;2005;MU204/ AA200
MU304;G;2006;;MU204
MU305;G;1979;1988;AA200/ MU205
MU305;G;1989;1989;MU205/ AA200
MU305;G;1990;;AA200/ MU205
MU306;G;1984;1986;MU206/ MU202/ AA200
MU306;G;1987;2005;MU206/ AA200
MU306;G;2006;;MU206
MU307;G;1984;1986;MU207/ MU202/ AA200
MU307;G;1987;2005;MU207/ AA200
MU307;G;2006;;MU207
MU308;G;1986;1986;MU208/ MU202/ AA200
MU308;G;1987;2005;MU208/ AA200
MU308;G;2006;;MU208
MU309;G;1984;1986;MU209/ MU202/ AA200
MU309;G;1987;2005;MU209/ AA200
MU309;G;2006;;MU209
MU310;G;1979;;AA200/ MU210
MU311;G;1979;;AA200/ MU211
MU312;G;1983;2005;AA200/ MU212
