Catalogo;Curso;NivelCurso;Disciplina
1992;25;G;AP307
1992;25;G;AP310
1992;25;G;AP313
1992;25;G;AP403
1992;25;G;AP404
1992;25;G;AP406
1992;25;G;AP407
1992;25;G;AP413
1992;25;G;AP414
1992;25;G;AP415
1992;25;G;AP503
1992;25;G;AP504
1992;25;G;AP514
1992;25;G;AP515
1992;25;G;AP516
1992;25;G;AP518
1992;25;G;AP519
1992;25;G;AP520
1992;25;G;AP603
1992;25;G;AP604
1992;25;G;AP615
1992;25;G;AP616
1992;25;G;AP618
1992;25;G;AP619
1992;25;G;AP620
1992;25;G;AP621
1992;25;G;AP720
1992;25;G;AP721
1992;25;G;AP723
1992;26;G;AC101
1992;26;G;AC102
1992;26;G;AC103
1992;26;G;AC104
1992;26;G;AC105
1992;26;G;AC106
1992;26;G;AC107
1992;26;G;AC201
1992;26;G;AC202
1992;26;G;AC203
1992;26;G;AC205
1992;26;G;AC206
1992;26;G;AC207
1992;26;G;AC208
1992;26;G;AC301
1992;26;G;AC302
1992;26;G;AC307
1992;26;G;AC309
1992;26;G;AC310
1992;26;G;AC311
1992;26;G;AC401
1992;26;G;AC402
1992;26;G;AC407
1992;26;G;AC409
1992;26;G;AC410
1992;26;G;AC411
1992;26;G;AC412
1992;26;G;AC501
1992;26;G;AC502
1992;26;G;AC509
1992;26;G;AC511
1992;26;G;AC512
1992;26;G;AC513
1992;26;G;AC514
1992;26;G;AC515
1992;26;G;AC522
1992;26;G;AC601
1992;26;G;AC602
1992;26;G;AC609
1992;26;G;AC611
1992;26;G;AC613
1992;26;G;AC615
1992;26;G;AC616
1992;26;G;AC617
1992;26;G;AC622
1992;26;G;AC718
1992;26;G;AC719
1992;26;G;AC723
1992;26;G;AC819
1992;26;G;AC820
1992;26;G;AC821
1992;27;G;BA110
1992;27;G;BA210
1992;27;G;BB110
1992;27;G;BF310
1992;27;G;BF410
1992;27;G;EL241
1992;27;G;EL341
1992;27;G;MH101
1992;27;G;MH102
1992;27;G;MH103
1992;27;G;MH104
1992;27;G;MH105
1992;27;G;MH106
1992;27;G;MH200
1992;27;G;MH201
1992;27;G;MH202
1992;27;G;MH203
1992;27;G;MH204
1992;27;G;MH205
1992;27;G;MH206
1992;27;G;MH207
1992;27;G;MH300
1992;27;G;MH301
1992;27;G;MH302
1992;27;G;MH303
1992;27;G;MH304
1992;27;G;MH305
1992;27;G;MH306
1992;27;G;MH307
1992;27;G;MH400
1992;27;G;MH401
1992;27;G;MH402
1992;27;G;MH403
1992;27;G;MH404
1992;28;G;F 133
1992;28;G;F 233
1992;28;G;LA122
1992;28;G;LA222
1992;28;G;MA044
1992;28;G;MA111
1992;28;G;MA131
1992;28;G;MA211
1992;28;G;MA311
1992;28;G;MA325
1992;28;G;MA425
1992;28;G;MA502
1992;28;G;MC111
1992;28;G;MC211
1992;28;G;MC311
1992;28;G;ME213
1992;28;G;ME423
1992;28;G;MS128
1992;28;G;MS410
1992;28;G;MS412
1992;28;G;MS428
1992;28;G;MS510
1992;28;G;MS512
1992;28;G;MS515
1992;28;G;MS528
1992;28;G;MS610
1992;28;G;MS612
1992;28;G;MS628
1992;29;G;EF107
1992;29;G;EL130
1992;29;G;EL141
1992;29;G;EL230
1992;29;G;EL330
1992;29;G;EL440
1992;29;G;EL450
1992;29;G;F 911
1992;29;G;MA911
1992;29;G;MA912
1992;29;G;MA913
1992;29;G;MA921
1992;29;G;MA922
1992;29;G;MA923
1992;29;G;MA931
1992;29;G;MA934
1992;29;G;MA942
1992;29;G;MA943
1992;29;G;MA944
1992;29;G;ME941
1992;29;G;MS921
1992;30;G;EL180
1992;30;G;HG101
1992;30;G;HG102
1992;30;G;HG103
1992;30;G;HG104
1992;30;G;HG201
1992;30;G;HG202
1992;30;G;HG203
1992;30;G;HG204
1992;30;G;HG301
1992;30;G;HG302
1992;30;G;HG303
1992;30;G;HG304
1992;30;G;HG401
1992;30;G;HG402
1992;30;G;HG403
1992;30;G;HG404
1992;30;G;PB101
1992;30;G;PB201
1992;31;T;CZ101
1992;31;T;CZ102
1992;31;T;CZ103
1992;31;T;CZ104
1992;31;T;CZ105
1992;31;T;CZ106
1992;31;T;CZ107
1992;31;T;CZ108
1992;31;T;CZ111
1992;31;T;CZ201
1992;31;T;CZ202
1992;31;T;CZ203
1992;31;T;CZ205
1992;31;T;CZ206
1992;31;T;CZ207
1992;31;T;CZ208
1992;31;T;CZ211
1992;31;T;CZ212
1992;31;T;CZ304
1992;31;T;CZ305
1992;31;T;CZ307
1992;31;T;CZ311
1992;31;T;CZ312
1992;31;T;CZ313
1992;31;T;CZ314
1992;31;T;CZ411
1992;31;T;CZ412
1992;31;T;CZ413
1992;31;T;CZ414
1992;31;T;CZ415
1992;31;T;CZ502
1992;31;T;CZ511
1992;31;T;CZ512
1992;31;T;CZ513
1992;31;T;CZ514
1992;31;T;CZ611
1992;31;T;CZ612
1992;31;T;CZ613
1992;31;T;CZ614
1992;31;T;CZ615
1992;32;T;CZ101
1992;32;T;CZ102
1992;32;T;CZ103
1992;32;T;CZ104
1992;32;T;CZ105
1992;32;T;CZ106
1992;32;T;CZ107
1992;32;T;CZ108
1992;32;T;CZ201
1992;32;T;CZ202
1992;32;T;CZ203
1992;32;T;CZ204
1992;32;T;CZ205
1992;32;T;CZ206
1992;32;T;CZ207
1992;32;T;CZ208
1992;32;T;CZ301
1992;32;T;CZ302
1992;32;T;CZ303
1992;32;T;CZ304
1992;32;T;CZ305
1992;32;T;CZ306
1992;32;T;CZ307
1992;32;T;CZ321
1992;32;T;CZ401
1992;32;T;CZ402
1992;32;T;CZ421
1992;32;T;CZ422
1992;32;T;CZ423
1992;32;T;CZ424
1992;32;T;CZ501
1992;32;T;CZ502
1992;32;T;CZ521
1992;32;T;CZ522
1992;32;T;CZ523
1992;32;T;CZ524
1992;32;T;CZ621
1992;32;T;CZ622
1992;32;T;CZ623
1992;32;T;CZ624
1992;33;T;CZ101
1992;33;T;CZ102
1992;33;T;CZ103
1992;33;T;CZ104
1992;33;T;CZ105
1992;33;T;CZ106
1992;33;T;CZ107
1992;33;T;CZ108
1992;33;T;CZ201
1992;33;T;CZ202
1992;33;T;CZ203
1992;33;T;CZ204
1992;33;T;CZ205
1992;33;T;CZ206
1992;33;T;CZ207
1992;33;T;CZ208
1992;33;T;CZ301
1992;33;T;CZ302
1992;33;T;CZ303
1992;33;T;CZ304
1992;33;T;CZ305
1992;33;T;CZ306
1992;33;T;CZ307
1992;33;T;CZ331
1992;33;T;CZ401
1992;33;T;CZ402
1992;33;T;CZ431
1992;33;T;CZ432
1992;33;T;CZ433
1992;33;T;CZ501
1992;33;T;CZ531
1992;33;T;CZ532
1992;33;T;CZ533
1992;33;T;CZ534
1992;33;T;CZ631
1992;33;T;CZ632
1992;34;G;BE310
1992;34;G;CE304
1992;34;G;CE738
1992;34;G;EA513
1992;34;G;EM423
1992;34;G;EM524
1992;34;G;F 108
1992;34;G;F 208
1992;34;G;F 308
1992;34;G;F 313
1992;34;G;F 408
1992;34;G;LA122
1992;34;G;LA222
1992;34;G;MA111
1992;34;G;MA141
1992;34;G;MA211
1992;34;G;MA311
1992;34;G;MC100
1992;34;G;MC101
1992;34;G;MC220
1992;34;G;MC221
1992;34;G;MC326
1992;34;G;MC327
1992;34;G;MC408
1992;34;G;MC513
1992;34;G;MC526
1992;34;G;MC527
1992;34;G;MC600
1992;34;G;MC601
1992;34;G;ME203
1992;34;G;MS211
1992;34;G;QG101
1992;34;G;QG102
1992;36;T;CZ101
1992;36;T;CZ105
1992;36;T;CZ108
1992;36;T;CZ161
1992;36;T;CZ162
1992;36;T;CZ163
1992;36;T;CZ201
1992;36;T;CZ205
1992;36;T;CZ208
1992;36;T;CZ261
1992;36;T;CZ262
1992;36;T;CZ263
1992;36;T;CZ264
1992;36;T;CZ308
1992;36;T;CZ361
1992;36;T;CZ362
1992;36;T;CZ363
1992;36;T;CZ364
1992;36;T;CZ365
1992;36;T;CZ366
1992;36;T;CZ461
1992;36;T;CZ462
1992;36;T;CZ463
1992;36;T;CZ464
1992;36;T;CZ465
1992;36;T;CZ466
1992;36;T;CZ561
1992;36;T;CZ562
1992;36;T;CZ563
1992;36;T;CZ564
1992;36;T;CZ565
1992;36;T;CZ566
1992;36;T;CZ567
1992;36;T;CZ661
1992;36;T;CZ662
1992;36;T;CZ663
1992;36;T;CZ664
1992;36;T;CZ665
1992;38;G;EP104
1992;38;G;EP105
1992;38;G;EP112
1992;38;G;EP131
1992;38;G;EP140
1992;38;G;EP204
1992;38;G;EP205
1992;38;G;EP212
1992;38;G;EP233
1992;38;G;EP245
1992;38;G;EP303
1992;38;G;EP305
1992;38;G;EP313
1992;38;G;EP324
1992;38;G;EP327
1992;38;G;EP370
1992;38;G;EP404
1992;38;G;EP405
1992;38;G;EP429
1992;38;G;EP450
1992;38;G;EP470
1992;38;G;EP505
1992;38;G;EP565
1992;38;G;EP580
1992;38;G;EP581
1992;38;G;EP605
1992;38;G;EP680
1992;38;G;EP681
1992;38;G;EP682
1992;38;G;EP683
1992;38;G;EP702
1992;38;G;EP703
1992;38;G;EP705
1992;38;G;EP706
1992;38;G;EP707
1992;38;G;EP708
1992;38;G;EP780
1992;38;G;EP805
1992;38;G;EP844
1992;38;G;EP885
1992;38;G;EP886
1992;38;G;EP887
1992;39;G;CE038
1992;39;G;CE304
1992;39;G;EM312
1992;39;G;EM423
1992;39;G;EQ001
1992;39;G;EQ002
1992;39;G;EQ021
1992;39;G;EQ038
1992;39;G;EQ314
1992;39;G;EQ481
1992;39;G;EQ502
1992;39;G;EQ514
1992;39;G;EQ531
1992;39;G;EQ541
1992;39;G;EQ601
1992;39;G;EQ614
1992;39;G;EQ622
1992;39;G;EQ641
1992;39;G;EQ651
1992;39;G;EQ701
1992;39;G;EQ712
1992;39;G;EQ741
1992;39;G;EQ751
1992;39;G;EQ771
1992;39;G;EQ791
1992;39;G;EQ801
1992;39;G;EQ812
1992;39;G;EQ817
1992;39;G;EQ851
1992;39;G;EQ861
1992;39;G;EQ901
1992;39;G;EQ921
1992;39;G;EQ991
1992;39;G;ET616
1992;39;G;F 108
1992;39;G;F 308
1992;39;G;F 313
1992;39;G;F 408
1992;39;G;MA111
1992;39;G;MA141
1992;39;G;MA211
1992;39;G;MA311
1992;39;G;MC111
1992;39;G;ME414
1992;39;G;MS211
1992;39;G;QA313
1992;39;G;QG101
1992;39;G;QG102
1992;39;G;QI241
1992;39;G;QO327
1992;39;G;QO427
1992;40;G;F 118
1992;40;G;F 119
1992;40;G;F 218
1992;40;G;F 219
1992;40;G;F 315
1992;40;G;F 318
1992;40;G;F 319
1992;40;G;F 320
1992;40;G;F 410
1992;40;G;F 415
1992;40;G;F 418
1992;40;G;F 419
1992;40;G;F 502
1992;40;G;F 510
1992;40;G;F 540
1992;40;G;F 589
1992;40;G;F 602
1992;40;G;F 689
1992;40;G;F 740
1992;40;G;F 809
1992;40;G;F 887
1992;40;G;F 888
1992;40;G;MA111
1992;40;G;MA141
1992;40;G;MA211
1992;40;G;MA311
1992;40;G;MA325
1992;40;G;MC111
1992;40;G;MS211
1992;40;G;PB101
1992;40;G;PB201
1992;40;G;QI141
1992;41;G;BE310
1992;41;G;CE304
1992;41;G;CE738
1992;41;G;CE838
1992;41;G;EA042
1992;41;G;EA078
1992;41;G;EA079
1992;41;G;EA513
1992;41;G;EA612
1992;41;G;EA616
1992;41;G;EA617
1992;41;G;EA721
1992;41;G;EA722
1992;41;G;EA772
1992;41;G;EA773
1992;41;G;EA869
1992;41;G;EA870
1992;41;G;EA877
1992;41;G;EE400
1992;41;G;EE500
1992;41;G;EE511
1992;41;G;EE512
1992;41;G;EE521
1992;41;G;EE522
1992;41;G;EE540
1992;41;G;EE550
1992;41;G;EE616
1992;41;G;EE617
1992;41;G;EE722
1992;41;G;EE724
1992;41;G;EE752
1992;41;G;EE753
1992;41;G;EE826
1992;41;G;EE827
1992;41;G;EE831
1992;41;G;EE832
1992;41;G;EE881
1992;41;G;EE882
1992;41;G;EM312
1992;41;G;EM330
1992;41;G;EM423
1992;41;G;EM430
1992;41;G;EM524
1992;41;G;ET614
1992;41;G;ET615
1992;41;G;ET751
1992;41;G;ET752
1992;41;G;ET815
1992;41;G;F 108
1992;41;G;F 208
1992;41;G;F 313
1992;41;G;LA122
1992;41;G;LA222
1992;41;G;MA111
1992;41;G;MA141
1992;41;G;MA211
1992;41;G;MA311
1992;41;G;MC100
1992;41;G;MC101
1992;41;G;ME203
1992;41;G;MS211
1992;41;G;QG101
1992;41;G;QG102
1992;42;G;CE304
1992;42;G;CE539
1992;42;G;CE738
1992;42;G;CE838
1992;42;G;CE839
1992;42;G;EA953
1992;42;G;F 108
1992;42;G;F 208
1992;42;G;LA122
1992;42;G;LA222
1992;42;G;MA111
1992;42;G;MA141
1992;42;G;MA211
1992;42;G;MA311
1992;42;G;MA405
1992;42;G;MC100
1992;42;G;MC101
1992;42;G;MC220
1992;42;G;MC221
1992;42;G;MC326
1992;42;G;MC404
1992;42;G;MC408
1992;42;G;MC426
1992;42;G;MC427
1992;42;G;MC504
1992;42;G;MC505
1992;42;G;MC522
1992;42;G;MC526
1992;42;G;MC527
1992;42;G;MC600
1992;42;G;MC626
1992;42;G;MC627
1992;42;G;MC726
1992;42;G;MC902
1992;42;G;MC906
1992;42;G;MC917
1992;42;G;ME203
1992;42;G;MS211
1992;43;G;CE038
1992;43;G;EM423
1992;43;G;ET016
1992;43;G;F 128
1992;43;G;F 228
1992;43;G;F 313
1992;43;G;F 328
1992;43;G;MA111
1992;43;G;MA141
1992;43;G;MA211
1992;43;G;MA311
1992;43;G;MC111
1992;43;G;ME414
1992;43;G;MS211
1992;43;G;QA314
1992;43;G;QF335
1992;43;G;QG101
1992;43;G;QO427
1992;43;G;TA011
1992;43;G;TA012
1992;43;G;TA013
1992;43;G;TA040
1992;43;G;TA041
1992;43;G;TA042
1992;43;G;TA043
1992;43;G;TA070
1992;43;G;TA071
1992;43;G;TA072
1992;43;G;TA073
1992;43;G;TA242
1992;43;G;TA243
1992;43;G;TA244
1992;43;G;TA343
1992;43;G;TA344
1992;43;G;TA345
1992;43;G;TA415
1992;43;G;TA416
1992;43;G;TA417
1992;43;G;TA433
1992;43;G;TA501
1992;43;G;TA502
1992;43;G;TA503
1992;43;G;TA504
1992;43;G;TA530
1992;43;G;TA602
1992;43;G;TA603
1992;43;G;TA604
1992;43;G;TA605
1992;43;G;TA606
1992;43;G;TA702
1992;43;G;TA703
1992;43;G;TA704
1992;43;G;TA705
1992;43;G;TA712
1992;43;G;TA733
1992;43;G;TA801
1992;43;G;TA834
1992;43;G;TA837
1992;43;G;TA902
1992;43;G;TA903
1992;43;G;TA905
1992;44;G;CE131
1992;44;G;CE730
1992;44;G;HG022
1992;44;G;HH389
1992;44;G;HH487
1992;44;G;HZ101
1992;44;G;HZ141
1992;44;G;HZ158
1992;44;G;HZ161
1992;44;G;HZ241
1992;44;G;HZ258
1992;44;G;HZ262
1992;44;G;HZ341
1992;44;G;HZ352
1992;44;G;HZ358
1992;44;G;HZ362
1992;44;G;ME173
1992;45;G;BA110
1992;45;G;BA210
1992;45;G;BB110
1992;45;G;BF310
1992;45;G;BF410
1992;45;G;EL241
1992;45;G;EL341
1992;45;G;MH102
1992;45;G;MH103
1992;45;G;MH104
1992;45;G;MH105
1992;45;G;MH200
1992;45;G;MH201
1992;45;G;MH202
1992;45;G;MH203
1992;45;G;MH204
1992;45;G;MH205
1992;45;G;MH206
1992;45;G;MH207
1992;45;G;MH300
1992;45;G;MH301
1992;45;G;MH302
1992;45;G;MH303
1992;45;G;MH304
1992;45;G;MH305
1992;45;G;MH306
1992;45;G;MH307
1992;45;G;MH400
1992;45;G;MH401
1992;45;G;MH402
1992;45;G;MH403
1992;45;G;MH404
1992;45;G;MH601
1992;45;G;MH602
1992;45;G;MH603
1992;45;G;MH604
1992;45;G;MH605
1992;45;G;MH606
1992;45;G;MH610
1992;45;G;MH620
1992;45;G;MH630
1992;45;G;MH640
1993;1;G;EL200
1993;1;G;EL300
1993;1;G;F 128
1993;1;G;F 228
1993;1;G;F 328
1993;1;G;LA122
1993;1;G;LA222
1993;1;G;MA011
1993;1;G;MA044
1993;1;G;MA111
1993;1;G;MA141
1993;1;G;MA211
1993;1;G;MA241
1993;1;G;MA311
1993;1;G;MA327
1993;1;G;MA502
1993;1;G;MA542
1993;1;G;MA553
1993;1;G;MA641
1993;1;G;MA653
1993;1;G;MA761
1993;1;G;MC111
1993;1;G;MC211
1993;1;G;ME213
1993;1;G;MS211
1993;2;G;F 128
1993;2;G;F 129
1993;2;G;F 228
1993;2;G;F 229
1993;2;G;LA122
1993;2;G;LA222
1993;2;G;MA111
1993;2;G;MA141
1993;2;G;MA211
1993;2;G;MA311
1993;2;G;MA327
1993;2;G;MC111
1993;2;G;MC211
1993;2;G;ME104
1993;2;G;ME213
1993;2;G;ME313
1993;2;G;ME321
1993;2;G;ME423
1993;2;G;ME523
1993;2;G;ME613
1993;2;G;ME622
1993;2;G;ME623
1993;2;G;ME672
1993;2;G;ME772
1993;2;G;ME872
1993;2;G;MS211
1993;2;G;MS611
1993;4;G;F 118
1993;4;G;F 119
1993;4;G;F 218
1993;4;G;F 219
1993;4;G;F 315
1993;4;G;F 318
1993;4;G;F 319
1993;4;G;F 320
1993;4;G;F 410
1993;4;G;F 415
1993;4;G;F 418
1993;4;G;F 419
1993;4;G;F 502
1993;4;G;F 589
1993;4;G;F 602
1993;4;G;F 689
1993;4;G;F 740
1993;4;G;MA111
1993;4;G;MA141
1993;4;G;MA211
1993;4;G;MA311
1993;4;G;MA327
1993;4;G;MC111
1993;4;G;MS211
1993;4;G;PB101
1993;4;G;PB201
1993;4;G;QI141
1993;5;G;BB816
1993;5;G;F 103
1993;5;G;F 328
1993;5;G;F 329
1993;5;G;F 428
1993;5;G;F 429
1993;5;G;GM861
1993;5;G;MA111
1993;5;G;MA141
1993;5;G;MC111
1993;5;G;ME414
1993;5;G;MS210
1993;5;G;QA211
1993;5;G;QA212
1993;5;G;QA311
1993;5;G;QA312
1993;5;G;QA711
1993;5;G;QF431
1993;5;G;QF531
1993;5;G;QF732
1993;5;G;QG103
1993;5;G;QG661
1993;5;G;QI243
1993;5;G;QI343
1993;5;G;QI442
1993;5;G;QO321
1993;5;G;QO421
1993;5;G;QO522
1993;5;G;QO551
1993;5;G;QO622
1993;6;G;BA280
1993;6;G;BB280
1993;6;G;BC180
1993;6;G;BD190
1993;6;G;BE180
1993;6;G;BE480
1993;6;G;BF480
1993;6;G;BG280
1993;6;G;BG380
1993;6;G;BG480
1993;6;G;BH280
1993;6;G;BH381
1993;6;G;BH480
1993;6;G;BL280
1993;6;G;BM381
1993;6;G;BM382
1993;6;G;BP480
1993;6;G;BT280
1993;6;G;BT380
1993;6;G;BT480
1993;6;G;BV380
1993;6;G;BV480
1993;6;G;BZ180
1993;6;G;BZ280
1993;6;G;BZ380
1993;6;G;BZ480
1993;6;G;EL180
1993;6;G;F 107
1993;6;G;GM280
1993;6;G;ME480
1993;6;G;MS380
1993;6;G;QG107
1993;7;G;HL110
1993;7;G;HL143
1993;7;G;HL210
1993;7;G;HL243
1993;7;G;HL320
1993;7;G;HL420
1993;7;G;HL541
1993;7;G;HL633
1993;7;G;HL660
1993;7;G;HL733
1993;7;G;HL750
1993;7;G;LA107
1993;7;G;LA207
1993;7;G;TL103
1993;7;G;TL307
1993;7;G;TL308
1993;7;G;TL407
1993;7;G;TL408
1993;7;G;TL507
1993;7;G;TL508
1993;7;G;TL607
1993;7;G;TL608
1993;7;G;TL700
1993;7;G;TL708
1993;7;G;TL808
1993;8;G;BE310
1993;8;G;BT330
1993;8;G;CE738
1993;8;G;CE938
1993;8;G;EM210
1993;8;G;EM311
1993;8;G;EM421
1993;8;G;EM505
1993;8;G;ET616
1993;8;G;F 128
1993;8;G;F 129
1993;8;G;F 228
1993;8;G;F 229
1993;8;G;F 313
1993;8;G;F 328
1993;8;G;F 329
1993;8;G;F 428
1993;8;G;F 429
1993;8;G;FA005
1993;8;G;FA009
1993;8;G;FA010
1993;8;G;FA101
1993;8;G;FA201
1993;8;G;FA210
1993;8;G;FA401
1993;8;G;FA402
1993;8;G;FA403
1993;8;G;FA405
1993;8;G;FA408
1993;8;G;FA501
1993;8;G;FA521
1993;8;G;FA522
1993;8;G;FA525
1993;8;G;FA534
1993;8;G;FA603
1993;8;G;FA611
1993;8;G;FA613
1993;8;G;FA634
1993;8;G;FA654
1993;8;G;FA702
1993;8;G;FA703
1993;8;G;FA705
1993;8;G;FA709
1993;8;G;FA711
1993;8;G;FA714
1993;8;G;FA734
1993;8;G;FA803
1993;8;G;FA805
1993;8;G;FA809
1993;8;G;FA834
1993;8;G;FA905
1993;8;G;FA906
1993;8;G;FA914
1993;8;G;FA954
1993;8;G;HZ292
1993;8;G;MA111
1993;8;G;MA141
1993;8;G;MA211
1993;8;G;MA311
1993;8;G;MC111
1993;8;G;ME203
1993;8;G;MS211
1993;8;G;QG101
1993;8;G;QG102
1993;9;G;CE038
1993;9;G;CE304
1993;9;G;EM312
1993;9;G;EM423
1993;9;G;EQ001
1993;9;G;EQ002
1993;9;G;EQ021
1993;9;G;EQ038
1993;9;G;EQ314
1993;9;G;EQ481
1993;9;G;EQ502
1993;9;G;EQ514
1993;9;G;EQ531
1993;9;G;EQ541
1993;9;G;EQ601
1993;9;G;EQ614
1993;9;G;EQ622
1993;9;G;EQ641
1993;9;G;EQ651
1993;9;G;EQ701
1993;9;G;EQ712
1993;9;G;EQ741
1993;9;G;EQ751
1993;9;G;EQ771
1993;9;G;EQ791
1993;9;G;EQ801
1993;9;G;EQ812
1993;9;G;EQ817
1993;9;G;EQ851
1993;9;G;EQ861
1993;9;G;EQ901
1993;9;G;EQ921
1993;9;G;EQ991
1993;9;G;ET616
1993;9;G;F 128
1993;9;G;F 129
1993;9;G;F 313
1993;9;G;F 328
1993;9;G;F 329
1993;9;G;F 428
1993;9;G;F 429
1993;9;G;MA111
1993;9;G;MA141
1993;9;G;MA211
1993;9;G;MA311
1993;9;G;MC111
1993;9;G;ME414
1993;9;G;MS211
1993;9;G;QA313
1993;9;G;QG101
1993;9;G;QG102
1993;9;G;QI241
1993;9;G;QO323
1993;9;G;QO422
1993;10;G;BE310
1993;10;G;CE304
1993;10;G;CE738
1993;10;G;EA042
1993;10;G;EA513
1993;10;G;EE521
1993;10;G;EE620
1993;10;G;EE623
1993;10;G;EM001
1993;10;G;EM051
1993;10;G;EM100
1993;10;G;EM200
1993;10;G;EM301
1993;10;G;EM313
1993;10;G;EM330
1993;10;G;EM342
1993;10;G;EM402
1993;10;G;EM403
1993;10;G;EM413
1993;10;G;EM421
1993;10;G;EM435
1993;10;G;EM462
1993;10;G;EM502
1993;10;G;EM505
1993;10;G;EM526
1993;10;G;EM532
1993;10;G;EM533
1993;10;G;EM535
1993;10;G;EM590
1993;10;G;EM618
1993;10;G;EM621
1993;10;G;EM633
1993;10;G;EM662
1993;10;G;EM665
1993;10;G;EM712
1993;10;G;EM713
1993;10;G;EM718
1993;10;G;EM722
1993;10;G;EM730
1993;10;G;EM746
1993;10;G;EM765
1993;10;G;EM816
1993;10;G;EM824
1993;10;G;EM825
1993;10;G;EM833
1993;10;G;EM847
1993;10;G;EM857
1993;10;G;EM959
1993;10;G;EM964
1993;10;G;ET515
1993;10;G;F 118
1993;10;G;F 119
1993;10;G;F 890
1993;10;G;MA111
1993;10;G;MA141
1993;10;G;MA211
1993;10;G;MA311
1993;10;G;MC100
1993;10;G;MC101
1993;10;G;ME324
1993;10;G;MS211
1993;10;G;PB101
1993;10;G;PB201
1993;10;G;QG101
1993;10;G;QG102
1993;11;G;BE310
1993;11;G;CE304
1993;11;G;CE738
1993;11;G;CE838
1993;11;G;EA042
1993;11;G;EA078
1993;11;G;EA079
1993;11;G;EA513
1993;11;G;EA612
1993;11;G;EA616
1993;11;G;EA617
1993;11;G;EA721
1993;11;G;EA722
1993;11;G;EA772
1993;11;G;EA773
1993;11;G;EA869
1993;11;G;EA870
1993;11;G;EA877
1993;11;G;EE103
1993;11;G;EE400
1993;11;G;EE500
1993;11;G;EE511
1993;11;G;EE512
1993;11;G;EE521
1993;11;G;EE522
1993;11;G;EE540
1993;11;G;EE550
1993;11;G;EE616
1993;11;G;EE617
1993;11;G;EE722
1993;11;G;EE724
1993;11;G;EE752
1993;11;G;EE753
1993;11;G;EE826
1993;11;G;EE827
1993;11;G;EE831
1993;11;G;EE832
1993;11;G;EE881
1993;11;G;EE882
1993;11;G;EM312
1993;11;G;EM330
1993;11;G;EM423
1993;11;G;EM430
1993;11;G;EM524
1993;11;G;ET614
1993;11;G;ET615
1993;11;G;ET751
1993;11;G;ET752
1993;11;G;ET815
1993;11;G;F 128
1993;11;G;F 129
1993;11;G;F 228
1993;11;G;F 229
1993;11;G;F 313
1993;11;G;LA122
1993;11;G;LA222
1993;11;G;MA111
1993;11;G;MA141
1993;11;G;MA211
1993;11;G;MA311
1993;11;G;MC100
1993;11;G;MC101
1993;11;G;ME203
1993;11;G;MS211
1993;11;G;QG101
1993;11;G;QG102
1993;12;G;EC011
1993;12;G;EC021
1993;12;G;EC022
1993;12;G;EC026
1993;12;G;EC039
1993;12;G;EC045
1993;12;G;EC103
1993;12;G;EC130
1993;12;G;EC193
1993;12;G;EC203
1993;12;G;EC205
1993;12;G;EC207
1993;12;G;EC303
1993;12;G;EC306
1993;12;G;EC310
1993;12;G;EC316
1993;12;G;EC333
1993;12;G;EC401
1993;12;G;EC404
1993;12;G;EC411
1993;12;G;EC501
1993;12;G;EC502
1993;12;G;EC511
1993;12;G;EC517
1993;12;G;EC521
1993;12;G;EC527
1993;12;G;EC528
1993;12;G;EC601
1993;12;G;EC604
1993;12;G;EC605
1993;12;G;EC608
1993;12;G;EC614
1993;12;G;EC617
1993;12;G;EC621
1993;12;G;EC623
1993;12;G;EC626
1993;12;G;EC700
1993;12;G;EC702
1993;12;G;EC704
1993;12;G;EC709
1993;12;G;EC711
1993;12;G;EC712
1993;12;G;EC716
1993;12;G;EC723
1993;12;G;EC727
1993;12;G;EC731
1993;12;G;EC767
1993;12;G;EC800
1993;12;G;EC802
1993;12;G;EC804
1993;12;G;EC805
1993;12;G;EC811
1993;12;G;EC818
1993;12;G;EC823
1993;12;G;EC828
1993;12;G;EC834
1993;12;G;EC847
1993;12;G;EC849
1993;12;G;EC900
1993;12;G;EC902
1993;12;G;EC905
1993;12;G;EC915
1993;12;G;EC935
1993;12;G;F 128
1993;12;G;F 129
1993;12;G;F 328
1993;12;G;F 329
1993;12;G;MA111
1993;12;G;MA141
1993;12;G;MA211
1993;12;G;MC111
1993;12;G;ME203
1993;12;G;MS211
1993;12;G;QG102
1993;13;G;BM320
1993;13;G;CE038
1993;13;G;EM423
1993;13;G;ET616
1993;13;G;F 128
1993;13;G;F 129
1993;13;G;F 228
1993;13;G;F 229
1993;13;G;F 313
1993;13;G;F 328
1993;13;G;F 329
1993;13;G;FA524
1993;13;G;MA111
1993;13;G;MA141
1993;13;G;MA211
1993;13;G;MA311
1993;13;G;MC111
1993;13;G;ME414
1993;13;G;MS211
1993;13;G;QA213
1993;13;G;QF333
1993;13;G;QF433
1993;13;G;QG101
1993;13;G;QG102
1993;13;G;QO325
1993;13;G;QO425
1993;13;G;TA031
1993;13;G;TA241
1993;13;G;TA321
1993;13;G;TA433
1993;13;G;TA511
1993;13;G;TA518
1993;13;G;TA530
1993;13;G;TA533
1993;13;G;TA612
1993;13;G;TA618
1993;13;G;TA633
1993;13;G;TA711
1993;13;G;TA712
1993;13;G;TA713
1993;13;G;TA718
1993;13;G;TA720
1993;13;G;TA721
1993;13;G;TA724
1993;13;G;TA733
