Catalogo;Curso;NivelCurso;Disciplina
1995;32;T;CZ106
1995;32;T;CZ107
1995;32;T;CZ108
1995;32;T;CZ201
1995;32;T;CZ202
1995;32;T;CZ203
1995;32;T;CZ204
1995;32;T;CZ205
1995;32;T;CZ206
1995;32;T;CZ207
1995;32;T;CZ208
1995;32;T;CZ301
1995;32;T;CZ302
1995;32;T;CZ303
1995;32;T;CZ304
1995;32;T;CZ305
1995;32;T;CZ306
1995;32;T;CZ307
1995;32;T;CZ321
1995;32;T;CZ401
1995;32;T;CZ402
1995;32;T;CZ421
1995;32;T;CZ422
1995;32;T;CZ423
1995;32;T;CZ424
1995;32;T;CZ501
1995;32;T;CZ502
1995;32;T;CZ521
1995;32;T;CZ522
1995;32;T;CZ523
1995;32;T;CZ524
1995;32;T;CZ621
1995;32;T;CZ622
1995;32;T;CZ623
1995;32;T;CZ624
1995;33;T;CZ101
1995;33;T;CZ102
1995;33;T;CZ103
1995;33;T;CZ104
1995;33;T;CZ105
1995;33;T;CZ106
1995;33;T;CZ107
1995;33;T;CZ108
1995;33;T;CZ201
1995;33;T;CZ202
1995;33;T;CZ203
1995;33;T;CZ204
1995;33;T;CZ205
1995;33;T;CZ206
1995;33;T;CZ207
1995;33;T;CZ208
1995;33;T;CZ301
1995;33;T;CZ302
1995;33;T;CZ303
1995;33;T;CZ304
1995;33;T;CZ305
1995;33;T;CZ306
1995;33;T;CZ307
1995;33;T;CZ331
1995;33;T;CZ401
1995;33;T;CZ402
1995;33;T;CZ431
1995;33;T;CZ432
1995;33;T;CZ433
1995;33;T;CZ501
1995;33;T;CZ531
1995;33;T;CZ532
1995;33;T;CZ533
1995;33;T;CZ534
1995;33;T;CZ631
1995;33;T;CZ632
1995;34;G;AL001
1995;34;G;AL002
1995;34;G;AL003
1995;34;G;AL004
1995;34;G;AL005
1995;34;G;AL006
1995;34;G;AL007
1995;34;G;AL008
1995;34;G;AL009
1995;34;G;AL010
1995;34;G;BE310
1995;34;G;CE304
1995;34;G;CE738
1995;34;G;CE838
1995;34;G;EA042
1995;34;G;EA513
1995;34;G;EE320
1995;34;G;EE321
1995;34;G;EE400
1995;34;G;EM312
1995;34;G;EM423
1995;34;G;EM524
1995;34;G;F 128
1995;34;G;F 129
1995;34;G;F 228
1995;34;G;F 229
1995;34;G;F 313
1995;34;G;F 328
1995;34;G;F 329
1995;34;G;F 428
1995;34;G;F 429
1995;34;G;HZ291
1995;34;G;LA122
1995;34;G;LA222
1995;34;G;MA111
1995;34;G;MA141
1995;34;G;MA211
1995;34;G;MA311
1995;34;G;MA327
1995;34;G;MC100
1995;34;G;MC101
1995;34;G;MC220
1995;34;G;MC221
1995;34;G;MC326
1995;34;G;MC438
1995;34;G;MC526
1995;34;G;MC600
1995;34;G;ME203
1995;34;G;MS211
1995;34;G;QG101
1995;34;G;QG102
1995;36;T;CZ101
1995;36;T;CZ105
1995;36;T;CZ108
1995;36;T;CZ161
1995;36;T;CZ162
1995;36;T;CZ163
1995;36;T;CZ201
1995;36;T;CZ205
1995;36;T;CZ208
1995;36;T;CZ261
1995;36;T;CZ262
1995;36;T;CZ263
1995;36;T;CZ264
1995;36;T;CZ308
1995;36;T;CZ361
1995;36;T;CZ362
1995;36;T;CZ363
1995;36;T;CZ364
1995;36;T;CZ365
1995;36;T;CZ366
1995;36;T;CZ461
1995;36;T;CZ462
1995;36;T;CZ463
1995;36;T;CZ464
1995;36;T;CZ465
1995;36;T;CZ466
1995;36;T;CZ561
1995;36;T;CZ562
1995;36;T;CZ563
1995;36;T;CZ564
1995;36;T;CZ565
1995;36;T;CZ566
1995;36;T;CZ567
1995;36;T;CZ661
1995;36;T;CZ662
1995;36;T;CZ663
1995;36;T;CZ664
1995;36;T;CZ665
1995;38;G;EP105
1995;38;G;EP106
1995;38;G;EP110
1995;38;G;EP111
1995;38;G;EP121
1995;38;G;EP130
1995;38;G;EP140
1995;38;G;EP151
1995;38;G;EP205
1995;38;G;EP210
1995;38;G;EP222
1995;38;G;EP230
1995;38;G;EP250
1995;38;G;EP261
1995;38;G;EP305
1995;38;G;EP335
1995;38;G;EP340
1995;38;G;EP359
1995;38;G;EP375
1995;38;G;EP410
1995;38;G;EP412
1995;38;G;EP442
1995;38;G;EP445
1995;38;G;EP451
1995;38;G;EP456
1995;38;G;EP457
1995;38;G;EP518
1995;38;G;EP540
1995;38;G;EP618
1995;38;G;EP765
1995;38;G;EP806
1995;38;G;EP808
1995;38;G;EP809
1995;38;G;EP865
1995;38;G;EP887
1995;39;G;CE038
1995;39;G;CE304
1995;39;G;EM312
1995;39;G;EM423
1995;39;G;EQ001
1995;39;G;EQ002
1995;39;G;EQ021
1995;39;G;EQ314
1995;39;G;EQ481
1995;39;G;EQ502
1995;39;G;EQ514
1995;39;G;EQ531
1995;39;G;EQ541
1995;39;G;EQ583
1995;39;G;EQ601
1995;39;G;EQ614
1995;39;G;EQ622
1995;39;G;EQ641
1995;39;G;EQ651
1995;39;G;EQ701
1995;39;G;EQ712
1995;39;G;EQ741
1995;39;G;EQ751
1995;39;G;EQ771
1995;39;G;EQ791
1995;39;G;EQ801
1995;39;G;EQ812
1995;39;G;EQ817
1995;39;G;EQ851
1995;39;G;EQ861
1995;39;G;EQ883
1995;39;G;EQ901
1995;39;G;EQ921
1995;39;G;EQ991
1995;39;G;ET616
1995;39;G;F 128
1995;39;G;F 129
1995;39;G;F 313
1995;39;G;F 328
1995;39;G;F 329
1995;39;G;F 428
1995;39;G;F 429
1995;39;G;MA111
1995;39;G;MA141
1995;39;G;MA211
1995;39;G;MA311
1995;39;G;MC111
1995;39;G;ME414
1995;39;G;MS211
1995;39;G;QA313
1995;39;G;QG101
1995;39;G;QG102
1995;39;G;QI241
1995;39;G;QO327
1995;39;G;QO427
1995;40;G;F 118
1995;40;G;F 129
1995;40;G;F 218
1995;40;G;F 229
1995;40;G;F 315
1995;40;G;F 318
1995;40;G;F 320
1995;40;G;F 329
1995;40;G;F 415
1995;40;G;F 418
1995;40;G;F 429
1995;40;G;F 502
1995;40;G;F 520
1995;40;G;F 540
1995;40;G;F 589
1995;40;G;F 602
1995;40;G;F 641
1995;40;G;F 689
1995;40;G;F 740
1995;40;G;F 809
1995;40;G;FM001
1995;40;G;FM002
1995;40;G;MA044
1995;40;G;MA141
1995;40;G;MA151
1995;40;G;MA251
1995;40;G;MA327
1995;40;G;MA351
1995;40;G;MC111
1995;40;G;MS211
1995;40;G;QI141
1995;41;G;BE310
1995;41;G;CE304
1995;41;G;CE738
1995;41;G;CE838
1995;41;G;EA042
1995;41;G;EA078
1995;41;G;EA079
1995;41;G;EA513
1995;41;G;EA612
1995;41;G;EA616
1995;41;G;EA617
1995;41;G;EA721
1995;41;G;EA722
1995;41;G;EA772
1995;41;G;EA773
1995;41;G;EA869
1995;41;G;EA870
1995;41;G;EA877
1995;41;G;EE203
1995;41;G;EE400
1995;41;G;EE500
1995;41;G;EE511
1995;41;G;EE512
1995;41;G;EE521
1995;41;G;EE522
1995;41;G;EE540
1995;41;G;EE550
1995;41;G;EE616
1995;41;G;EE617
1995;41;G;EE722
1995;41;G;EE724
1995;41;G;EE752
1995;41;G;EE753
1995;41;G;EE826
1995;41;G;EE827
1995;41;G;EE831
1995;41;G;EE832
1995;41;G;EE881
1995;41;G;EE882
1995;41;G;EM312
1995;41;G;EM330
1995;41;G;EM423
1995;41;G;EM430
1995;41;G;EM524
1995;41;G;ET614
1995;41;G;ET615
1995;41;G;ET751
1995;41;G;ET752
1995;41;G;ET815
1995;41;G;F 128
1995;41;G;F 129
1995;41;G;F 228
1995;41;G;F 229
1995;41;G;F 313
1995;41;G;LA122
1995;41;G;LA222
1995;41;G;MA111
1995;41;G;MA141
1995;41;G;MA211
1995;41;G;MA311
1995;41;G;MC100
1995;41;G;MC101
1995;41;G;ME203
1995;41;G;MS211
1995;41;G;QG101
1995;41;G;QG102
1995;42;G;CE304
1995;42;G;CE539
1995;42;G;CE639
1995;42;G;CE738
1995;42;G;CE838
1995;42;G;CE839
1995;42;G;EA953
1995;42;G;F 128
1995;42;G;F 129
1995;42;G;F 228
1995;42;G;F 229
1995;42;G;LA122
1995;42;G;LA222
1995;42;G;MA111
1995;42;G;MA141
1995;42;G;MA211
1995;42;G;MA311
1995;42;G;MA327
1995;42;G;MC100
1995;42;G;MC101
1995;42;G;MC220
1995;42;G;MC221
1995;42;G;MC326
1995;42;G;MC404
1995;42;G;MC426
1995;42;G;MC427
1995;42;G;MC438
1995;42;G;MC504
1995;42;G;MC505
1995;42;G;MC522
1995;42;G;MC526
1995;42;G;MC527
1995;42;G;MC538
1995;42;G;MC600
1995;42;G;MC626
1995;42;G;MC627
1995;42;G;MC726
1995;42;G;MC750
1995;42;G;MC822
1995;42;G;MC906
1995;42;G;MC917
1995;42;G;ME203
1995;42;G;MS211
1995;43;G;CE038
1995;43;G;EM423
1995;43;G;ET016
1995;43;G;F 128
1995;43;G;F 228
1995;43;G;F 313
1995;43;G;F 328
1995;43;G;MA111
1995;43;G;MA141
1995;43;G;MA211
1995;43;G;MA311
1995;43;G;MC111
1995;43;G;ME414
1995;43;G;MS211
1995;43;G;QA314
1995;43;G;QF335
1995;43;G;QG101
1995;43;G;QO427
1995;43;G;TA011
1995;43;G;TA012
1995;43;G;TA013
1995;43;G;TA040
1995;43;G;TA041
1995;43;G;TA042
1995;43;G;TA043
1995;43;G;TA070
1995;43;G;TA071
1995;43;G;TA072
1995;43;G;TA073
1995;43;G;TA242
1995;43;G;TA243
1995;43;G;TA246
1995;43;G;TA343
1995;43;G;TA345
1995;43;G;TA346
1995;43;G;TA415
1995;43;G;TA416
1995;43;G;TA417
1995;43;G;TA433
1995;43;G;TA501
1995;43;G;TA502
1995;43;G;TA503
1995;43;G;TA504
1995;43;G;TA530
1995;43;G;TA602
1995;43;G;TA603
1995;43;G;TA604
1995;43;G;TA605
1995;43;G;TA606
1995;43;G;TA702
1995;43;G;TA703
1995;43;G;TA704
1995;43;G;TA705
1995;43;G;TA712
1995;43;G;TA733
1995;43;G;TA801
1995;43;G;TA834
1995;43;G;TA837
1995;43;G;TA902
1995;43;G;TA903
1995;43;G;TA905
1995;44;G;CE131
1995;44;G;CE730
1995;44;G;HG022
1995;44;G;HH389
1995;44;G;HH487
1995;44;G;HZ101
1995;44;G;HZ141
1995;44;G;HZ158
1995;44;G;HZ161
1995;44;G;HZ242
1995;44;G;HZ258
1995;44;G;HZ262
1995;44;G;HZ341
1995;44;G;HZ352
1995;44;G;HZ358
1995;44;G;HZ362
1995;44;G;ME173
1995;45;G;BA110
1995;45;G;BA210
1995;45;G;BB110
1995;45;G;BF310
1995;45;G;BF410
1995;45;G;EL241
1995;45;G;EL341
1995;45;G;MH102
1995;45;G;MH103
1995;45;G;MH104
1995;45;G;MH105
1995;45;G;MH200
1995;45;G;MH201
1995;45;G;MH202
1995;45;G;MH203
1995;45;G;MH204
1995;45;G;MH205
1995;45;G;MH206
1995;45;G;MH207
1995;45;G;MH208
1995;45;G;MH303
1995;45;G;MH304
1995;45;G;MH305
1995;45;G;MH306
1995;45;G;MH307
1995;45;G;MH308
1995;45;G;MH309
1995;45;G;MH310
1995;45;G;MH400
1995;45;G;MH401
1995;45;G;MH402
1995;45;G;MH403
1995;45;G;MH404
1995;45;G;MH601
1995;45;G;MH602
1995;45;G;MH603
1995;45;G;MH604
1995;45;G;MH605
1995;45;G;MH606
1995;45;G;MH610
1995;45;G;MH620
1995;45;G;MH630
1995;45;G;MH640
1995;46;G;BA280
1995;46;G;BB280
1995;46;G;BC181
1995;46;G;BE881
1995;46;G;BF081
1995;46;G;BF880
1995;46;G;BF980
1995;46;G;BG280
1995;46;G;BG380
1995;46;G;BG480
1995;46;G;BH280
1995;46;G;BH381
1995;46;G;BH480
1995;46;G;BL280
1995;46;G;BM381
1995;46;G;BM382
1995;46;G;BP880
1995;46;G;BT381
1995;46;G;BT481
1995;46;G;BT581
1995;46;G;BT681
1995;46;G;BT883
1995;46;G;BV380
1995;46;G;BV480
1995;46;G;BZ381
1995;46;G;BZ481
1995;46;G;BZ583
1995;46;G;BZ681
1995;46;G;EL180
1995;46;G;EL200
1995;46;G;EL300
1995;46;G;EL406
1995;46;G;EL680
1995;46;G;EL780
1995;46;G;EL781
1995;46;G;EL880
1995;46;G;EL881
1995;46;G;F 107
1995;46;G;GM280
1995;46;G;ME481
1995;46;G;MS381
1995;46;G;QG107
1995;51;G;F 118
1995;51;G;F 129
1995;51;G;F 218
1995;51;G;F 229
1995;51;G;F 315
1995;51;G;F 318
1995;51;G;F 329
1995;51;G;FM001
1995;51;G;FM002
1995;51;G;MA141
1995;51;G;MA151
1995;51;G;MA251
1995;51;G;MA327
1995;51;G;MA351
1995;51;G;MC100
1995;51;G;MC101
1995;51;G;ME223
1995;51;G;ME224
1995;51;G;MS139
1995;51;G;MS148
1996;1;G;F 118
1996;1;G;F 129
1996;1;G;F 218
1996;1;G;F 318
1996;1;G;FM001
1996;1;G;FM002
1996;1;G;MA044
1996;1;G;MA141
1996;1;G;MA151
1996;1;G;MA241
1996;1;G;MA251
1996;1;G;MA327
1996;1;G;MA351
1996;1;G;MA502
1996;1;G;MA553
1996;1;G;MC100
1996;1;G;MC101
1996;1;G;ME223
1996;1;G;ME224
1996;1;G;MS139
1996;1;G;MS148
1996;1;G;MS411
1996;2;G;LA122
1996;2;G;LA222
1996;2;G;MA111
1996;2;G;MA141
1996;2;G;MA211
1996;2;G;MA311
1996;2;G;MA327
1996;2;G;MC111
1996;2;G;MC211
1996;2;G;ME104
1996;2;G;ME105
1996;2;G;ME106
1996;2;G;ME213
1996;2;G;ME313
1996;2;G;ME321
1996;2;G;ME423
1996;2;G;ME523
1996;2;G;ME613
1996;2;G;ME622
1996;2;G;ME623
1996;2;G;ME672
1996;2;G;ME772
1996;2;G;ME872
1996;2;G;MS211
1996;2;G;MS611
1996;4;G;F 118
1996;4;G;F 129
1996;4;G;F 218
1996;4;G;F 229
1996;4;G;F 315
1996;4;G;F 318
1996;4;G;F 320
1996;4;G;F 329
1996;4;G;F 415
1996;4;G;F 418
1996;4;G;F 429
1996;4;G;F 502
1996;4;G;F 520
1996;4;G;F 589
1996;4;G;F 602
1996;4;G;F 689
1996;4;G;F 740
1996;4;G;FM001
1996;4;G;FM002
1996;4;G;MA044
1996;4;G;MA141
1996;4;G;MA151
1996;4;G;MA251
1996;4;G;MA327
1996;4;G;MA351
1996;4;G;MC100
1996;4;G;MC101
1996;4;G;MS139
1996;4;G;MS148
1996;4;G;MS211
1996;4;G;QI141
1996;5;G;F 103
1996;5;G;F 328
1996;5;G;F 329
1996;5;G;F 428
1996;5;G;GM861
1996;5;G;MA141
1996;5;G;MA151
1996;5;G;ME414
1996;5;G;MS210
1996;5;G;QA111
1996;5;G;QA216
1996;5;G;QF431
1996;5;G;QF530
1996;5;G;QF531
1996;5;G;QF732
1996;5;G;QG108
1996;5;G;QG109
1996;5;G;QG362
1996;5;G;QG564
1996;5;G;QG661
1996;5;G;QI243
1996;5;G;QI343
1996;5;G;QO321
1996;5;G;QO421
1996;5;G;QO551
1996;5;G;QO622
1996;6;G;BA280
1996;6;G;BB280
1996;6;G;BC180
1996;6;G;BD190
1996;6;G;BE180
1996;6;G;BE480
1996;6;G;BF480
1996;6;G;BG280
1996;6;G;BG380
1996;6;G;BG480
1996;6;G;BH280
1996;6;G;BH381
1996;6;G;BH480
1996;6;G;BL280
1996;6;G;BM381
1996;6;G;BM382
1996;6;G;BP480
1996;6;G;BT280
1996;6;G;BT380
1996;6;G;BT480
1996;6;G;BV381
1996;6;G;BZ180
1996;6;G;BZ280
1996;6;G;BZ380
1996;6;G;BZ480
1996;6;G;EL180
1996;6;G;F 107
1996;6;G;GM280
1996;6;G;ME480
1996;6;G;MS380
1996;6;G;QG107
1996;7;G;HL110
1996;7;G;HL143
1996;7;G;HL210
1996;7;G;HL243
1996;7;G;HL320
1996;7;G;HL420
1996;7;G;HL541
1996;7;G;HL633
1996;7;G;HL660
1996;7;G;HL733
1996;7;G;HL750
1996;7;G;LA107
1996;7;G;LA207
1996;7;G;TL103
1996;7;G;TL307
1996;7;G;TL308
1996;7;G;TL407
1996;7;G;TL408
1996;7;G;TL507
1996;7;G;TL508
1996;7;G;TL607
1996;7;G;TL608
1996;7;G;TL700
1996;7;G;TL708
1996;7;G;TL808
1996;8;G;BE310
1996;8;G;BT330
1996;8;G;CE738
1996;8;G;CE938
1996;8;G;EM210
1996;8;G;EM311
1996;8;G;EM406
1996;8;G;EM525
1996;8;G;ET616
1996;8;G;F 128
1996;8;G;F 129
1996;8;G;F 228
1996;8;G;F 229
1996;8;G;F 313
1996;8;G;F 328
1996;8;G;F 329
1996;8;G;F 428
1996;8;G;F 429
1996;8;G;FA005
1996;8;G;FA009
1996;8;G;FA010
1996;8;G;FA101
1996;8;G;FA201
1996;8;G;FA210
1996;8;G;FA401
1996;8;G;FA402
1996;8;G;FA403
1996;8;G;FA405
1996;8;G;FA408
1996;8;G;FA501
1996;8;G;FA521
1996;8;G;FA522
1996;8;G;FA525
1996;8;G;FA534
1996;8;G;FA603
1996;8;G;FA611
1996;8;G;FA613
1996;8;G;FA634
1996;8;G;FA654
1996;8;G;FA702
1996;8;G;FA703
1996;8;G;FA705
1996;8;G;FA709
1996;8;G;FA711
1996;8;G;FA714
1996;8;G;FA734
1996;8;G;FA803
1996;8;G;FA805
1996;8;G;FA809
1996;8;G;FA834
1996;8;G;FA905
1996;8;G;FA906
1996;8;G;FA914
1996;8;G;FA954
1996;8;G;HZ292
1996;8;G;MA111
1996;8;G;MA141
1996;8;G;MA211
1996;8;G;MA311
1996;8;G;MC111
1996;8;G;ME203
1996;8;G;MS211
1996;8;G;QG101
1996;8;G;QG102
1996;9;G;CE038
1996;9;G;CE304
1996;9;G;EM312
1996;9;G;EM423
1996;9;G;EQ001
1996;9;G;EQ002
1996;9;G;EQ021
1996;9;G;EQ314
1996;9;G;EQ481
1996;9;G;EQ502
1996;9;G;EQ514
1996;9;G;EQ531
1996;9;G;EQ541
1996;9;G;EQ583
1996;9;G;EQ601
1996;9;G;EQ614
1996;9;G;EQ622
1996;9;G;EQ641
1996;9;G;EQ651
1996;9;G;EQ701
1996;9;G;EQ712
1996;9;G;EQ741
1996;9;G;EQ751
1996;9;G;EQ771
1996;9;G;EQ791
1996;9;G;EQ801
1996;9;G;EQ812
1996;9;G;EQ817
1996;9;G;EQ851
1996;9;G;EQ861
1996;9;G;EQ883
1996;9;G;EQ901
1996;9;G;EQ921
1996;9;G;EQ991
1996;9;G;ET616
1996;9;G;F 128
1996;9;G;F 129
1996;9;G;F 313
1996;9;G;F 328
1996;9;G;F 329
1996;9;G;F 428
1996;9;G;F 429
1996;9;G;MA111
1996;9;G;MA141
1996;9;G;MA211
1996;9;G;MA311
1996;9;G;MC111
1996;9;G;ME414
1996;9;G;MS211
1996;9;G;QA313
1996;9;G;QG101
1996;9;G;QG102
1996;9;G;QI241
1996;9;G;QO323
1996;9;G;QO422
1996;10;G;BE310
1996;10;G;CE304
1996;10;G;CE738
1996;10;G;EA042
1996;10;G;EA513
1996;10;G;EE521
1996;10;G;EE530
1996;10;G;EE531
1996;10;G;EM001
1996;10;G;EM051
1996;10;G;EM100
1996;10;G;EM101
1996;10;G;EM200
1996;10;G;EM301
1996;10;G;EM313
1996;10;G;EM330
1996;10;G;EM342
1996;10;G;EM402
1996;10;G;EM403
1996;10;G;EM413
1996;10;G;EM421
1996;10;G;EM435
1996;10;G;EM462
1996;10;G;EM502
1996;10;G;EM505
1996;10;G;EM526
1996;10;G;EM532
1996;10;G;EM533
1996;10;G;EM535
1996;10;G;EM590
1996;10;G;EM618
1996;10;G;EM621
1996;10;G;EM633
1996;10;G;EM662
1996;10;G;EM665
1996;10;G;EM712
1996;10;G;EM713
1996;10;G;EM718
1996;10;G;EM722
1996;10;G;EM730
1996;10;G;EM746
1996;10;G;EM765
1996;10;G;EM816
1996;10;G;EM824
1996;10;G;EM825
1996;10;G;EM833
1996;10;G;EM847
1996;10;G;EM857
1996;10;G;EM903
1996;10;G;EM959
1996;10;G;EM964
1996;10;G;ET616
1996;10;G;F 118
1996;10;G;F 119
1996;10;G;F 890
1996;10;G;MA111
1996;10;G;MA141
1996;10;G;MA211
1996;10;G;MA311
1996;10;G;MC100
1996;10;G;MC101
1996;10;G;ME324
1996;10;G;MS211
1996;10;G;QG101
1996;10;G;QG102
1996;11;G;BE310
1996;11;G;CE304
1996;11;G;CE738
1996;11;G;CE838
1996;11;G;EA042
1996;11;G;EA078
1996;11;G;EA079
1996;11;G;EA513
1996;11;G;EA612
1996;11;G;EA616
1996;11;G;EA617
1996;11;G;EA721
1996;11;G;EA722
1996;11;G;EA772
1996;11;G;EA773
1996;11;G;EA869
1996;11;G;EA870
1996;11;G;EA877
1996;11;G;EE103
1996;11;G;EE400
1996;11;G;EE500
1996;11;G;EE511
1996;11;G;EE512
1996;11;G;EE521
1996;11;G;EE522
1996;11;G;EE540
1996;11;G;EE550
1996;11;G;EE616
1996;11;G;EE617
1996;11;G;EE722
1996;11;G;EE724
1996;11;G;EE752
1996;11;G;EE753
1996;11;G;EE826
1996;11;G;EE827
1996;11;G;EE831
1996;11;G;EE832
1996;11;G;EE881
1996;11;G;EE882
1996;11;G;EM312
1996;11;G;EM330
1996;11;G;EM423
1996;11;G;EM430
1996;11;G;EM524
1996;11;G;ET614
1996;11;G;ET615
1996;11;G;ET751
1996;11;G;ET752
1996;11;G;ET815
1996;11;G;F 128
1996;11;G;F 129
1996;11;G;F 228
1996;11;G;F 229
1996;11;G;F 313
1996;11;G;LA122
1996;11;G;LA222
1996;11;G;MA111
1996;11;G;MA141
1996;11;G;MA211
1996;11;G;MA311
1996;11;G;MC100
1996;11;G;MC101
1996;11;G;ME203
1996;11;G;MS211
1996;11;G;QG101
1996;11;G;QG102
1996;12;G;EC011
1996;12;G;EC021
1996;12;G;EC022
1996;12;G;EC026
1996;12;G;EC039
1996;12;G;EC045
1996;12;G;EC103
1996;12;G;EC130
1996;12;G;EC193
1996;12;G;EC203
1996;12;G;EC205
1996;12;G;EC207
1996;12;G;EC303
1996;12;G;EC306
1996;12;G;EC310
1996;12;G;EC316
1996;12;G;EC333
1996;12;G;EC401
1996;12;G;EC404
1996;12;G;EC411
1996;12;G;EC501
1996;12;G;EC502
1996;12;G;EC511
1996;12;G;EC517
1996;12;G;EC521
1996;12;G;EC527
1996;12;G;EC528
1996;12;G;EC601
1996;12;G;EC604
1996;12;G;EC605
1996;12;G;EC608
1996;12;G;EC614
1996;12;G;EC617
1996;12;G;EC621
1996;12;G;EC623
1996;12;G;EC626
1996;12;G;EC700
1996;12;G;EC702
1996;12;G;EC704
1996;12;G;EC709
1996;12;G;EC711
1996;12;G;EC712
1996;12;G;EC716
1996;12;G;EC723
1996;12;G;EC727
1996;12;G;EC731
1996;12;G;EC767
1996;12;G;EC800
1996;12;G;EC802
1996;12;G;EC804
1996;12;G;EC805
1996;12;G;EC811
1996;12;G;EC818
1996;12;G;EC823
1996;12;G;EC828
1996;12;G;EC834
1996;12;G;EC847
1996;12;G;EC849
1996;12;G;EC900
1996;12;G;EC902
1996;12;G;EC905
1996;12;G;EC915
1996;12;G;EC935
1996;12;G;F 128
1996;12;G;F 129
1996;12;G;F 328
1996;12;G;F 329
1996;12;G;MA111
1996;12;G;MA141
1996;12;G;MA211
1996;12;G;MC111
1996;12;G;ME203
1996;12;G;MS211
1996;12;G;QG102
1996;13;G;BM320
1996;13;G;CE038
1996;13;G;EM423
1996;13;G;ET616
1996;13;G;F 128
1996;13;G;F 129
1996;13;G;F 228
1996;13;G;F 229
1996;13;G;F 313
1996;13;G;F 328
1996;13;G;F 329
1996;13;G;FA524
1996;13;G;MA111
1996;13;G;MA141
1996;13;G;MA211
1996;13;G;MA311
1996;13;G;MC111
1996;13;G;ME414
1996;13;G;MS211
1996;13;G;QA213
1996;13;G;QF333
1996;13;G;QF433
1996;13;G;QG101
1996;13;G;QG102
1996;13;G;QO325
1996;13;G;QO425
1996;13;G;TA031
1996;13;G;TA101
1996;13;G;TA241
1996;13;G;TA321
1996;13;G;TA433
1996;13;G;TA512
1996;13;G;TA518
1996;13;G;TA530
1996;13;G;TA533
1996;13;G;TA614
1996;13;G;TA618
1996;13;G;TA633
1996;13;G;TA711
1996;13;G;TA712
1996;13;G;TA713
1996;13;G;TA718
1996;13;G;TA720
1996;13;G;TA721
1996;13;G;TA724
1996;13;G;TA733
1996;13;G;TA818
1996;13;G;TA834
1996;13;G;TA837
1996;13;G;TA838
1996;13;G;TA902
1996;13;G;TA931
1996;13;G;TA934
1996;13;G;TA941
1996;14;G;DB103
1996;14;G;DB104
1996;14;G;DB105
1996;14;G;DB106
1996;14;G;DB109
1996;14;G;DB203
1996;14;G;DB204
1996;14;G;DB207
1996;14;G;DB208
1996;14;G;DB209
1996;14;G;DB301
1996;14;G;DC502
1996;14;G;DC602
1996;14;G;DC702
1996;14;G;DC802
1996;14;G;DP101
1996;14;G;DP201
1996;14;G;DP312
1996;14;G;DP321
1996;14;G;DP421
1996;14;G;DP431
1996;14;G;DP512
1996;14;G;DP521
1996;14;G;DP612
1996;14;G;DP721
1996;14;G;DS201
1996;14;G;DS611
1996;14;G;DS731
1996;14;G;DS821
1996;14;G;DS842
1996;14;G;DS851
1996;15;G;BA101
1996;15;G;BA111
1996;15;G;BA231
1996;15;G;BA241
1996;15;G;BB103
1996;15;G;BB104
1996;15;G;BF331
1996;15;G;BF441
1996;15;G;BH231
1996;15;G;BH311
1996;15;G;BM402
1996;15;G;BM403
1996;15;G;BP301
1996;15;G;EF101
1996;15;G;EN453
1996;15;G;MD002
1996;15;G;MD111
1996;15;G;MD112
1996;15;G;MD113
1996;15;G;MD114
1996;15;G;MD116
1996;15;G;MD118
1996;15;G;MD119
1996;15;G;MD223
1996;15;G;MD295
1996;15;G;MD395
1996;15;G;MD399
1996;15;G;MD422
1996;15;G;MD501
1996;15;G;MD503
1996;15;G;MD521
1996;15;G;MD522
1996;15;G;MD531
1996;15;G;MD581
1996;15;G;MD603
1996;15;G;MD611
1996;15;G;MD633
1996;15;G;MD634
1996;15;G;MD641
1996;15;G;MD681
1996;15;G;MD705
1996;15;G;MD713
1996;15;G;MD714
1996;15;G;MD723
1996;15;G;MD751
1996;15;G;MD793
1996;15;G;MD795
1996;15;G;MD799
1996;15;G;MD814
1996;15;G;MD831
1996;15;G;MD841
1996;15;G;MD861
1996;15;G;MD886
1996;15;G;MD887
1996;15;G;MD893
1996;15;G;MD894
1996;15;G;MD895
1996;15;G;MD899
1996;15;G;MD914
1996;15;G;MD915
1996;15;G;MD916
1996;15;G;MD923
1996;15;G;MD924
1996;15;G;MD928
1996;15;G;MD929
1996;15;G;MD987
1996;16;G;CE131
1996;16;G;CE730
1996;16;G;HG022
1996;16;G;HH389
1996;16;G;HH487
1996;16;G;HZ101
1996;16;G;HZ141
1996;16;G;HZ158
1996;16;G;HZ161
1996;16;G;HZ242
1996;16;G;HZ258
1996;16;G;HZ262
1996;16;G;HZ341
1996;16;G;HZ352
1996;16;G;HZ358
1996;16;G;HZ362
1996;16;G;ME173
1996;17;G;CE104
1996;17;G;CE111
1996;17;G;CE121
1996;17;G;CE141
1996;17;G;CE212
1996;17;G;CE213
1996;17;G;CE221
1996;17;G;CE243
1996;17;G;CE313
1996;17;G;CE315
1996;17;G;CE320
1996;17;G;CE331
1996;17;G;CE401
1996;17;G;CE415
1996;17;G;CE420
1996;17;G;CE421
1996;17;G;CE431
1996;17;G;CE432
1996;17;G;CE515
1996;17;G;CE520
1996;17;G;CE524
1996;17;G;CE525
1996;17;G;CE531
1996;17;G;CE611
1996;17;G;CE615
1996;17;G;CE621
1996;17;G;CE622
