Catalogo;Curso;NivelCurso;CodigoBloco;No.CreditosBloco;Disciplina;NivelDisciplina
1967;4;G;1;1;F 641;G
1967;4;G;1;1;F 7--;
1967;4;G;1;1;MA723;G
1967;4;G;2;1;F 8--;
1967;4;G;3;22;F----;
1967;5;G;1;1;-----;
1967;5;G;1;1;TA621;G
1967;5;G;1;1;TA713;G
1967;5;G;1;1;TA813;G
1967;5;G;1;1;TA822;G
1967;5;G;2;1;-----;
1967;5;G;2;1;TA621;G
1967;5;G;2;1;TA713;G
1967;5;G;2;1;TA813;G
1967;5;G;2;1;TA822;G
1967;5;G;3;1;-----;
1967;5;G;3;1;TA621;G
1967;5;G;3;1;TA713;G
1967;5;G;3;1;TA813;G
1967;5;G;3;1;TA822;G
1967;5;G;4;1;-----;
1967;5;G;4;1;TA621;G
1967;5;G;4;1;TA713;G
1967;5;G;4;1;TA813;G
1967;5;G;4;1;TA822;G
1967;10;G;1;9;EM902;G
1967;10;G;1;9;EM905;G
1967;10;G;1;9;EM912;G
1967;10;G;1;9;EM922;G
1968;4;G;1;1;F 641;G
1968;4;G;1;1;F 7--;
1968;4;G;1;1;MA723;G
1968;4;G;2;1;F 8--;
1968;4;G;3;22;F----;
1968;5;G;1;8;Q 721;G
1968;5;G;1;8;Q 741;G
1968;5;G;1;8;Q 812;G
1968;5;G;1;8;Q 831;G
1968;5;G;1;8;QA813;G
1968;5;G;1;8;QF831;G
1968;5;G;1;8;QO621;G
1968;5;G;2;8;-----;
1968;5;G;2;8;Q 721;G
1968;5;G;2;8;Q 741;G
1968;5;G;2;8;Q 812;G
1968;5;G;2;8;Q 831;G
1968;5;G;2;8;QA813;G
1968;5;G;2;8;QF831;G
1968;5;G;2;8;QO621;G
1968;10;G;1;2;EM---;
1968;10;G;2;1;-----;
1968;10;G;2;1;EH---;
1968;10;G;2;1;EM---;
1968;10;G;3;1;-----;
1968;10;G;3;1;EH---;
1968;10;G;3;1;EM---;
1969;4;G;1;1;F 641;G
1969;4;G;1;1;F 7--;
1969;4;G;1;1;MA723;G
1969;4;G;2;1;F 8--;
1969;4;G;3;22;F----;
1969;5;G;1;8;Q 721;G
1969;5;G;1;8;Q 741;G
1969;5;G;1;8;Q 812;G
1969;5;G;1;8;Q 831;G
1969;5;G;1;8;QA813;G
1969;5;G;1;8;QF831;G
1969;5;G;1;8;QO621;G
1969;5;G;2;8;-----;
1969;5;G;2;8;Q 721;G
1969;5;G;2;8;Q 741;G
1969;5;G;2;8;Q 812;G
1969;5;G;2;8;Q 831;G
1969;5;G;2;8;QA813;G
1969;5;G;2;8;QF831;G
1969;5;G;2;8;QO621;G
1969;10;G;1;2;EM---;
1969;10;G;2;1;-----;
1969;10;G;2;1;EH---;
1969;10;G;2;1;EM---;
1969;10;G;3;1;-----;
1969;10;G;3;1;EH---;
1969;10;G;3;1;EM---;
1969;10;G;4;1;-----;
1969;10;G;4;1;EH---;
1969;10;G;4;1;EM---;
1970;2;G;1;14;-----;
1970;2;G;1;14;B 202;G
1970;2;G;1;14;F 101;G
1970;2;G;1;14;F 102;G
1970;2;G;1;14;F 201;G
1970;2;G;1;14;F 202;G
1970;2;G;1;14;F 301;G
1970;2;G;1;14;F 302;G
1970;2;G;1;14;F 401;G
1970;2;G;1;14;F 402;G
1970;2;G;1;14;H 201;G
1970;2;G;1;14;HE438;G
1970;2;G;1;14;ME701;G
1970;2;G;1;14;ME702;G
1970;2;G;1;14;ME731;G
1970;2;G;1;14;ME831;G
1970;2;G;1;14;ME841;G
1970;3;G;1;12;EA770;G
1970;3;G;1;12;F 301;G
1970;3;G;1;12;F 302;G
1970;3;G;1;12;F 401;G
1970;3;G;1;12;F 402;G
1970;3;G;1;12;HE231;G
1970;3;G;1;12;HE739;G
1970;3;G;1;12;HE839;G
1970;3;G;1;12;HL112;G
1970;3;G;1;12;HL212;G
1970;3;G;1;12;MC212;G
1970;3;G;1;12;MC571;G
1970;3;G;2;15;-----;
1970;4;G;1;1;F 641;G
1970;4;G;1;1;F 7--;
1970;4;G;1;1;MA723;G
1970;4;G;2;1;F 8--;
1970;4;G;3;22;F----;
1970;5;G;1;8;Q 721;G
1970;5;G;1;8;Q 741;G
1970;5;G;1;8;Q 812;G
1970;5;G;1;8;Q 831;G
1970;5;G;1;8;QA813;G
1970;5;G;1;8;QF831;G
1970;5;G;1;8;QO621;G
1970;5;G;2;8;-----;
1970;5;G;2;8;Q 721;G
1970;5;G;2;8;Q 741;G
1970;5;G;2;8;Q 812;G
1970;5;G;2;8;Q 831;G
1970;5;G;2;8;QA813;G
1970;5;G;2;8;QF831;G
1970;5;G;2;8;QO621;G
1970;10;G;1;2;EM---;
1970;10;G;2;1;-----;
1970;10;G;2;1;EH---;
1970;10;G;2;1;EM---;
1970;10;G;3;1;-----;
1970;10;G;3;1;EH---;
1970;10;G;3;1;EM---;
1970;10;G;4;1;-----;
1970;10;G;4;1;EH---;
1970;10;G;4;1;EM---;
1970;16;G;1;2;-----;
1970;16;G;2;2;-----;
1970;17;G;1;1;HC351;G
1970;17;G;1;1;HC361;G
1970;17;G;1;1;HC401;G
1970;17;G;1;1;HC481;G
1970;17;G;1;1;HS465;G
1970;17;G;1;1;MC111;G
1970;17;G;1;1;MC212;G
1970;18;G;1;21;HL---;
1970;18;G;1;21;HS---;
1970;18;G;1;21;HZ---;
1970;18;G;1;21;LA---;
1970;18;G;1;21;TL---;
1970;18;G;2;6;-----;
1971;2;G;1;14;-----;
1971;2;G;1;14;B 202;G
1971;2;G;1;14;F 101;G
1971;2;G;1;14;F 102;G
1971;2;G;1;14;F 201;G
1971;2;G;1;14;F 202;G
1971;2;G;1;14;F 301;G
1971;2;G;1;14;F 302;G
1971;2;G;1;14;F 401;G
1971;2;G;1;14;F 402;G
1971;2;G;1;14;H 201;G
1971;2;G;1;14;HE438;G
1971;2;G;1;14;ME701;G
1971;2;G;1;14;ME702;G
1971;2;G;1;14;ME731;G
1971;2;G;1;14;ME831;G
1971;2;G;1;14;ME841;G
1971;3;G;1;12;-----;
1971;3;G;1;12;B 202;G
1971;3;G;1;12;EA770;G
1971;3;G;1;12;F 101;G
1971;3;G;1;12;F 102;G
1971;3;G;1;12;F 201;G
1971;3;G;1;12;F 202;G
1971;3;G;1;12;F 301;G
1971;3;G;1;12;F 302;G
1971;3;G;1;12;F 401;G
1971;3;G;1;12;F 402;G
1971;3;G;1;12;M 412;G
1971;3;G;1;12;M 515;G
1971;3;G;1;12;MA142;G
1971;3;G;1;12;MA553;G
1971;3;G;1;12;MA562;G
1971;3;G;1;12;MC818;G
1971;3;G;1;12;ME121;G
1971;3;G;1;12;ME651;G
1971;3;G;1;12;Q 101;G
1971;3;G;1;12;Q 102;G
1971;3;G;1;12;Q 106;G
1971;3;G;1;12;Q 201;G
1971;3;G;1;12;Q 202;G
1971;4;G;1;8;F 641;G
1971;4;G;1;8;F 652;G
1971;4;G;1;8;F 691;G
1971;4;G;1;8;F 772;G
1971;4;G;1;8;F 801;G
1971;4;G;1;8;F 811;G
1971;4;G;1;8;F 812;G
1971;4;G;1;8;F 817;G
1971;4;G;1;8;F 821;G
1971;4;G;1;8;F 831;G
1971;4;G;1;8;F 851;G
1971;4;G;1;8;F 872;G
1971;4;G;1;8;MA502;G
1971;4;G;1;8;MA602;G
1971;4;G;1;8;MA604;G
1971;4;G;1;8;MA699;G
1971;4;G;1;8;MA723;G
1971;4;G;1;8;ME491;G
1971;4;G;1;8;Q 321;G
1971;4;G;1;8;Q 331;G
1971;4;G;1;8;Q 421;G
1971;4;G;1;8;Q 431;G
1971;4;G;1;8;Q 531;G
1971;4;G;1;8;Q 631;G
1971;4;G;1;8;Q 711;G
1971;4;G;1;8;Q 811;G
1971;5;G;1;8;Q 721;G
1971;5;G;1;8;Q 741;G
1971;5;G;1;8;Q 812;G
1971;5;G;1;8;Q 831;G
1971;5;G;1;8;QA813;G
1971;5;G;1;8;QF831;G
1971;5;G;1;8;QO621;G
1971;5;G;2;7;-----;
1971;5;G;2;7;BC603;G
1971;5;G;2;7;BM320;G
1971;5;G;2;7;F 552;G
1971;5;G;2;7;F 591;G
1971;5;G;2;7;F 604;G
1971;5;G;2;7;F 704;G
1971;5;G;2;7;F 851;G
1971;5;G;2;7;MA221;G
1971;5;G;2;7;ME203;G
1971;5;G;2;7;MS211;G
1971;5;G;2;7;Q 721;G
1971;5;G;2;7;Q 741;G
1971;5;G;2;7;Q 812;G
1971;5;G;2;7;Q 831;G
1971;5;G;2;7;QA813;G
1971;5;G;2;7;QF831;G
1971;5;G;2;7;QO621;G
1971;5;G;2;7;TA939;G
1971;10;G;1;2;EM---;
1971;10;G;2;1;-----;
1971;10;G;2;1;EH---;
1971;10;G;2;1;EM---;
1971;10;G;3;1;-----;
1971;10;G;3;1;EH---;
1971;10;G;3;1;EM---;
1971;10;G;4;1;-----;
1971;10;G;4;1;EH---;
1971;10;G;4;1;EM---;
1971;16;G;1;8;-----;
1971;17;G;1;1;HC---;
1971;17;G;1;1;HS---;
1971;17;G;1;1;MC111;G
1971;17;G;1;1;MC212;G
1971;18;G;1;21;HL---;
1971;18;G;1;21;HS---;
1971;18;G;1;21;HZ---;
1971;18;G;1;21;LA---;
1971;18;G;1;21;TL---;
1971;18;G;2;6;-----;
1972;1;G;1;6;-----;
1972;2;G;1;14;-----;
1972;2;G;1;14;F 101;G
1972;2;G;1;14;F 102;G
1972;2;G;1;14;F 201;G
1972;2;G;1;14;F 202;G
1972;2;G;1;14;F 301;G
1972;2;G;1;14;F 302;G
1972;2;G;1;14;F 401;G
1972;2;G;1;14;F 402;G
1972;2;G;1;14;H 201;G
1972;2;G;1;14;HE438;G
1972;2;G;1;14;ME701;G
1972;2;G;1;14;ME702;G
1972;2;G;1;14;ME703;G
1972;2;G;1;14;ME704;G
1972;2;G;1;14;ME705;G
1972;2;G;1;14;ME731;G
1972;2;G;1;14;ME831;G
1972;2;G;1;14;ME841;G
1972;3;G;1;15;-----;
1972;3;G;1;15;F 101;G
1972;3;G;1;15;F 102;G
1972;3;G;1;15;F 201;G
1972;3;G;1;15;F 202;G
1972;3;G;1;15;HE---;
1972;3;G;1;15;HL---;
1972;3;G;1;15;LA---;
1972;3;G;1;15;MA---;
1972;3;G;1;15;MC---;
1972;3;G;1;15;MC818;G
1972;3;G;1;15;MS---;
1972;4;G;1;8;-----;
1972;5;G;1;8;Q 721;G
1972;5;G;1;8;Q 741;G
1972;5;G;1;8;Q 812;G
1972;5;G;1;8;Q 831;G
1972;5;G;1;8;QA813;G
1972;5;G;1;8;QF831;G
1972;5;G;1;8;QO621;G
1972;5;G;2;7;-----;
1972;5;G;2;7;BC603;G
1972;5;G;2;7;BM320;G
1972;5;G;2;7;F 552;G
1972;5;G;2;7;F 591;G
1972;5;G;2;7;F 604;G
1972;5;G;2;7;F 704;G
1972;5;G;2;7;F 851;G
1972;5;G;2;7;MA221;G
1972;5;G;2;7;ME203;G
1972;5;G;2;7;MS211;G
1972;5;G;2;7;Q 721;G
1972;5;G;2;7;Q 741;G
1972;5;G;2;7;Q 812;G
1972;5;G;2;7;Q 831;G
1972;5;G;2;7;QA813;G
1972;5;G;2;7;QF831;G
1972;5;G;2;7;QO621;G
1972;5;G;2;7;TA939;G
1972;10;G;1;2;EM---;
1972;10;G;2;1;-----;
1972;10;G;2;1;EH---;
1972;10;G;2;1;EM---;
1972;10;G;3;1;-----;
1972;10;G;3;1;EH---;
1972;10;G;3;1;EM---;
1972;16;G;1;8;-----;
1972;17;G;1;1;-----;
1972;17;G;2;1;-----;
1972;18;G;1;21;HL---;
1972;18;G;1;21;HS---;
1972;18;G;1;21;HZ---;
1972;18;G;1;21;LA---;
1972;18;G;1;21;TL---;
1972;18;G;2;6;-----;
1973;1;G;1;6;-----;
1973;2;G;1;14;HE438;G
1973;2;G;1;14;ME701;G
1973;2;G;1;14;ME811;G
1973;2;G;1;14;ME831;G
1973;2;G;1;14;ME841;G
1973;3;G;1;15;F 101;G
1973;3;G;1;15;F 102;G
1973;3;G;1;15;F 201;G
1973;3;G;1;15;F 202;G
1973;3;G;1;15;HE---;
1973;3;G;1;15;HL---;
1973;3;G;1;15;LA---;
1973;3;G;1;15;MA---;
1973;3;G;1;15;MC---;
1973;3;G;1;15;MC818;G
1973;3;G;1;15;MS---;
1973;4;G;1;12;F 641;G
1973;4;G;1;12;F 691;G
1973;4;G;1;12;F 717;G
1973;4;G;1;12;F 772;G
1973;4;G;1;12;F 801;G
1973;4;G;1;12;F 811;G
1973;4;G;1;12;F 812;G
1973;4;G;1;12;F 817;G
1973;4;G;1;12;F 821;G
1973;4;G;1;12;F 831;G
1973;4;G;1;12;F 851;G
1973;4;G;1;12;F 872;G
1973;4;G;1;12;MA502;G
1973;4;G;1;12;MA602;G
1973;4;G;1;12;MA604;G
1973;4;G;1;12;MA723;G
1973;4;G;1;12;ME491;G
1973;4;G;1;12;Q 321;G
1973;4;G;1;12;Q 331;G
1973;4;G;1;12;Q 421;G
1973;4;G;1;12;Q 431;G
1973;4;G;1;12;Q 531;G
1973;4;G;1;12;Q 631;G
1973;4;G;1;12;Q 711;G
1973;4;G;1;12;Q 811;G
1973;5;G;1;8;Q 721;G
1973;5;G;1;8;Q 741;G
1973;5;G;1;8;Q 812;G
1973;5;G;1;8;Q 831;G
1973;5;G;2;7;BC603;G
1973;5;G;2;7;BM320;G
1973;5;G;2;7;F 552;G
1973;5;G;2;7;F 591;G
1973;5;G;2;7;F 604;G
1973;5;G;2;7;F 704;G
1973;5;G;2;7;F 851;G
1973;5;G;2;7;MA221;G
1973;5;G;2;7;ME203;G
1973;5;G;2;7;MS211;G
1973;10;G;1;2;EM---;
1973;10;G;2;2;EH---;
1973;10;G;3;1;-----;
1973;10;G;3;1;EH---;
1973;10;G;3;1;EM---;
1973;16;G;1;4;-----;
1973;17;G;1;1;HC---;
1973;17;G;1;1;HS---;
1973;17;G;1;1;MC111;G
1973;17;G;1;1;MC212;G
1973;18;G;1;21;HL---;
1973;18;G;1;21;HS---;
1973;18;G;1;21;HZ---;
1973;18;G;1;21;LA---;
1973;18;G;1;21;TL---;
1973;18;G;2;6;-----;
1973;24;G;1;6;-----;
1974;1;G;1;12;MA-3-;
1974;2;G;1;14;-----;
1974;2;G;1;14;HE438;G
1974;2;G;1;14;ME701;G
1974;2;G;1;14;ME702;G
1974;2;G;1;14;ME811;G
1974;2;G;1;14;ME831;G
1974;2;G;1;14;ME841;G
1974;3;G;1;12;HE---;
1974;3;G;1;12;HL---;
1974;3;G;1;12;MA---;
1974;3;G;1;12;MC---;
1974;3;G;1;12;MS---;
1974;4;G;1;8;F 641;G
1974;4;G;1;8;F 691;G
1974;4;G;1;8;F 717;G
1974;4;G;1;8;F 772;G
1974;4;G;1;8;F 801;G
1974;4;G;1;8;F 811;G
1974;4;G;1;8;F 812;G
1974;4;G;1;8;F 817;G
1974;4;G;1;8;F 821;G
1974;4;G;1;8;F 831;G
1974;4;G;1;8;F 851;G
1974;4;G;1;8;F 872;G
1974;4;G;1;8;MA502;G
1974;4;G;1;8;MA602;G
1974;4;G;1;8;MA604;G
1974;4;G;1;8;MA723;G
1974;4;G;1;8;ME303;G
1974;4;G;1;8;Q 321;G
1974;4;G;1;8;Q 331;G
1974;4;G;1;8;Q 421;G
1974;4;G;1;8;Q 431;G
1974;4;G;1;8;Q 531;G
1974;4;G;1;8;Q 631;G
1974;4;G;1;8;Q 711;G
1974;4;G;1;8;Q 811;G
1974;5;G;1;8;Q 721;G
1974;5;G;1;8;Q 741;G
1974;5;G;1;8;Q 812;G
1974;5;G;1;8;Q 831;G
1974;5;G;2;7;BC603;G
1974;5;G;2;7;BM320;G
1974;5;G;2;7;F 552;G
1974;5;G;2;7;F 591;G
1974;5;G;2;7;F 604;G
1974;5;G;2;7;F 704;G
1974;5;G;2;7;F 851;G
1974;5;G;2;7;MA221;G
1974;5;G;2;7;ME203;G
1974;5;G;2;7;MS211;G
1974;10;G;1;1;-----;
1974;10;G;1;1;EH---;
1974;10;G;1;1;EM---;
1974;10;G;2;1;-----;
1974;10;G;2;1;EH---;
1974;10;G;2;1;EM---;
1974;12;G;1;12;EC---;
1974;16;G;1;8;-----;
1974;17;G;1;1;HC---;
1974;17;G;1;1;HE534;G
1974;17;G;1;1;HS---;
1974;17;G;1;1;MC111;G
1974;17;G;1;1;MC212;G
1974;18;G;1;21;HL---;
1974;18;G;1;21;HS---;
1974;18;G;1;21;HZ---;
1974;18;G;1;21;LA---;
1974;18;G;1;21;TL---;
1974;18;G;2;6;-----;
1974;20;G;1;24;EP102;G
1974;20;G;1;24;EP103;G
1974;20;G;1;24;EP511;G
1974;20;G;1;24;EP521;G
1974;20;G;1;24;EP531;G
1974;20;G;1;24;EP541;G
1974;20;G;1;24;EP551;G
1974;20;G;1;24;EP611;G
1974;20;G;1;24;EP621;G
1974;20;G;1;24;EP631;G
1974;20;G;1;24;EP641;G
1974;20;G;1;24;EP651;G
1974;20;G;1;24;EP652;G
1974;20;G;1;24;EP771;G
1974;20;G;1;24;EP781;G
1974;20;G;1;24;EP791;G
1974;20;G;1;24;EP871;G
1974;20;G;1;24;EP881;G
1974;20;G;1;24;EP891;G
1974;20;G;2;16;EP---;
1974;24;G;1;6;-----;
1975;2;G;1;14;-----;
1975;2;G;1;14;HE438;G
1975;2;G;1;14;ME701;G
1975;2;G;1;14;ME702;G
1975;2;G;1;14;ME811;G
1975;2;G;1;14;ME831;G
1975;2;G;1;14;ME841;G
1975;3;G;1;15;-----;
1975;5;G;1;8;Q 721;G
1975;5;G;1;8;Q 741;G
1975;5;G;1;8;Q 812;G
1975;5;G;1;8;Q 831;G
1975;5;G;2;7;F 552;G
1975;5;G;2;7;F 591;G
1975;5;G;2;7;F 604;G
1975;5;G;2;7;F 704;G
1975;5;G;2;7;F 851;G
1975;5;G;2;7;MA221;G
1975;5;G;2;7;ME391;G
1975;11;G;1;7;-----;
1975;12;G;1;12;EC---;
1975;16;G;1;8;-----;
1975;17;G;1;1;HC---;
1975;17;G;1;1;HE534;G
1975;17;G;1;1;HS---;
1975;17;G;1;1;MC111;G
1975;17;G;1;1;MC212;G
1975;18;G;1;21;HL---;
1975;18;G;2;6;-----;
1975;20;G;1;24;EP102;G
1975;20;G;1;24;EP103;G
1975;20;G;1;24;EP511;G
1975;20;G;1;24;EP521;G
1975;20;G;1;24;EP531;G
1975;20;G;1;24;EP541;G
1975;20;G;1;24;EP551;G
1975;20;G;1;24;EP611;G
1975;20;G;1;24;EP621;G
1975;20;G;1;24;EP631;G
1975;20;G;1;24;EP641;G
1975;20;G;1;24;EP651;G
1975;20;G;1;24;EP652;G
1975;20;G;1;24;EP771;G
1975;20;G;1;24;EP781;G
1975;20;G;1;24;EP791;G
1975;20;G;1;24;EP871;G
1975;20;G;1;24;EP881;G
1975;20;G;1;24;EP891;G
1975;20;G;2;16;EP---;
1975;24;G;1;6;-----;
1976;2;G;1;17;HE438;G
1976;2;G;1;17;HE782;G
1976;2;G;1;17;MA502;G
1976;2;G;1;17;MA503;G
1976;2;G;1;17;MA535;G
1976;2;G;1;17;MA602;G
1976;2;G;1;17;MA635;G
1976;2;G;1;17;MA702;G
1976;2;G;1;17;MA735;G
1976;2;G;1;17;MA802;G
1976;2;G;1;17;MA806;G
1976;2;G;1;17;MA835;G
1976;2;G;1;17;MC401;G
1976;2;G;1;17;ME513;G
1976;2;G;1;17;ME701;G
1976;2;G;1;17;ME702;G
1976;2;G;1;17;ME705;G
1976;2;G;1;17;ME716;G
1976;2;G;1;17;ME731;G
1976;2;G;1;17;ME811;G
1976;2;G;1;17;ME831;G
1976;2;G;1;17;ME841;G
1976;2;G;1;17;ME842;G
1976;2;G;1;17;MS415;G
1976;2;G;1;17;MS511;G
1976;2;G;1;17;MS515;G
1976;2;G;1;17;MS613;G
1976;2;G;1;17;MS615;G
1976;3;G;1;15;-----;
1976;12;G;1;15;EC---;
1976;16;G;1;6;HE---;
1976;16;G;1;6;HL---;
1976;16;G;2;4;HC-4-;
1976;16;G;3;4;HC-5-;
1976;16;G;4;4;HC-6-;
1976;16;G;5;8;HC-7-;
1976;16;G;6;4;HC-8-;
1976;17;G;1;4;HC---;
1976;17;G;1;4;HE534;G
1976;17;G;1;4;HE691;G
1976;17;G;1;4;HL---;
1976;17;G;1;4;MC111;G
1976;17;G;1;4;MC212;G
1976;17;G;1;4;MS415;G
1976;18;G;1;4;HL113;G
1976;18;G;1;4;HL114;G
1976;18;G;2;4;HL213;G
1976;18;G;2;4;HL214;G
1976;18;G;3;21;HL---;
1976;18;G;4;6;-----;
1976;19;G;1;8;HL102;G
1976;19;G;1;8;HL112;G
1976;19;G;1;8;HL122;G
1976;19;G;1;8;HL212;G
1976;19;G;1;8;HL222;G
1976;19;G;1;8;LA113;G
1976;19;G;1;8;LA122;G
1976;19;G;1;8;LA123;G
1976;19;G;1;8;LA124;G
1976;19;G;1;8;LA213;G
1976;19;G;1;8;LA222;G
1976;19;G;1;8;LA223;G
1976;19;G;1;8;LA224;G
1976;19;G;1;8;LA322;G
1976;19;G;2;17;HC484;G
1976;19;G;2;17;HC683;G
1976;19;G;2;17;HC782;G
1976;19;G;2;17;HC882;G
1976;19;G;2;17;HH283;G
1976;19;G;2;17;HH486;G
1976;19;G;2;17;HH7--;
1976;19;G;2;17;HH784;G
1976;19;G;2;17;HH885;G
1976;20;G;1;24;EP102;G
1976;20;G;1;24;EP103;G
1976;20;G;1;24;EP511;G
1976;20;G;1;24;EP521;G
1976;20;G;1;24;EP531;G
1976;20;G;1;24;EP541;G
1976;20;G;1;24;EP551;G
1976;20;G;1;24;EP611;G
1976;20;G;1;24;EP621;G
1976;20;G;1;24;EP631;G
1976;20;G;1;24;EP641;G
1976;20;G;1;24;EP651;G
1976;20;G;1;24;EP652;G
1976;20;G;1;24;EP771;G
1976;20;G;1;24;EP781;G
1976;20;G;1;24;EP791;G
1976;20;G;1;24;EP871;G
1976;20;G;1;24;EP881;G
1976;20;G;1;24;EP891;G
1976;20;G;2;16;EP---;
1977;1;G;1;2;F 001;G
1977;1;G;1;2;HC---;
1977;1;G;1;2;HE---;
1977;1;G;1;2;HL---;
1977;1;G;1;2;MA001;G
1977;2;G;1;2;F 001;G
1977;2;G;1;2;HC---;
1977;2;G;1;2;HE---;
1977;2;G;1;2;HL---;
1977;2;G;1;2;MA001;G
1977;2;G;2;6;ME651;G
1977;2;G;2;6;ME715;G
1977;2;G;2;6;ME721;G
1977;2;G;3;28;EA---;
1977;2;G;3;28;F ---;
1977;2;G;3;28;HE---;
1977;2;G;3;28;MA---;
1977;2;G;3;28;MA503;G
1977;2;G;3;28;MC---;
1977;2;G;3;28;ME501;G
1977;2;G;3;28;ME513;G
1977;2;G;3;28;ME601;G
1977;2;G;3;28;ME602;G
1977;2;G;3;28;ME603;G
1977;2;G;3;28;ME607;G
1977;2;G;3;28;ME661;G
1977;2;G;3;28;ME701;G
1977;2;G;3;28;ME702;G
1977;2;G;3;28;ME703;G
1977;2;G;3;28;ME705;G
1977;2;G;3;28;ME714;G
1977;2;G;3;28;ME716;G
1977;2;G;3;28;ME722;G
1977;2;G;3;28;ME731;G
1977;2;G;3;28;ME831;G
1977;2;G;3;28;ME841;G
1977;2;G;3;28;ME842;G
1977;2;G;3;28;MS---;
1977;2;G;4;11;-----;
1977;3;G;1;2;F 001;G
1977;3;G;1;2;HC---;
1977;3;G;1;2;HE---;
1977;3;G;1;2;HL---;
1977;3;G;1;2;MA001;G
1977;3;G;2;3;MA562;G
1977;3;G;2;3;MA661;G
1977;3;G;3;15;-----;
1977;4;G;1;2;F 001;G
1977;4;G;1;2;HC---;
1977;4;G;1;2;HE---;
1977;4;G;1;2;HL---;
1977;4;G;1;2;MA001;G
1977;8;G;1;2;F 001;G
1977;8;G;1;2;HC141;G
1977;8;G;1;2;HC151;G
1977;8;G;1;2;HC161;G
1977;8;G;1;2;HC181;G
1977;8;G;1;2;HC281;G
1977;8;G;1;2;HC291;G
1977;8;G;1;2;HC292;G
1977;8;G;1;2;HC293;G
1977;8;G;1;2;HC294;G
1977;8;G;1;2;MA001;G
1977;9;G;1;2;F 001;G
1977;9;G;1;2;HC141;G
1977;9;G;1;2;HC151;G
1977;9;G;1;2;HC161;G
1977;9;G;1;2;HC181;G
1977;9;G;1;2;HC281;G
1977;9;G;1;2;HC291;G
1977;9;G;1;2;HC292;G
1977;9;G;1;2;HC293;G
1977;9;G;1;2;HC294;G
1977;9;G;1;2;HZ158;G
1977;9;G;1;2;HZ161;G
1977;9;G;1;2;MA001;G
1977;9;G;2;6;EQ981;G
1977;9;G;2;6;EQ982;G
1977;9;G;2;6;EQ993;G
1977;9;G;3;12;EQ012;G
1977;9;G;3;12;EQ013;G
1977;9;G;3;12;EQ032;G
1977;9;G;3;12;EQ051;G
1977;9;G;3;12;EQ092;G
1977;9;G;3;12;F 640;G
1977;10;G;1;2;F 001;G
1977;10;G;1;2;HC141;G
1977;10;G;1;2;HC151;G
1977;10;G;1;2;HC161;G
1977;10;G;1;2;HC181;G
1977;10;G;1;2;HC281;G
1977;10;G;1;2;HC291;G
1977;10;G;1;2;HC292;G
1977;10;G;1;2;HC293;G
1977;10;G;1;2;HC294;G
1977;10;G;1;2;HZ158;G
1977;10;G;1;2;HZ161;G
1977;10;G;1;2;MA001;G
1977;10;G;2;16;BA---;
1977;10;G;2;16;BB---;
1977;10;G;2;16;BC---;
1977;10;G;2;16;BE---;
1977;10;G;2;16;BF---;
1977;10;G;2;16;BG---;
1977;10;G;2;16;BH---;
1977;10;G;2;16;BL---;
1977;10;G;2;16;BM---;
1977;10;G;2;16;BO---;
1977;10;G;2;16;BP---;
1977;10;G;2;16;BT---;
1977;10;G;2;16;BV---;
1977;10;G;2;16;BZ---;
1977;10;G;2;16;EA---;
1977;10;G;2;16;EC---;
1977;10;G;2;16;EE---;
1977;10;G;2;16;EM---;
1977;10;G;2;16;EQ---;
1977;10;G;2;16;ET---;
1977;10;G;2;16;F----;
1977;10;G;2;16;FA---;
1977;10;G;2;16;HE---;
1977;10;G;2;16;MA---;
1977;10;G;2;16;MC---;
1977;10;G;2;16;MD---;
1977;10;G;2;16;ME---;
1977;10;G;2;16;MS---;
1977;10;G;2;16;Q ---;
1977;10;G;2;16;TA---;
1977;11;G;1;2;F 001;G
1977;11;G;1;2;HC141;G
1977;11;G;1;2;HC151;G
1977;11;G;1;2;HC161;G
1977;11;G;1;2;HC181;G
1977;11;G;1;2;HC281;G
1977;11;G;1;2;HC291;G
1977;11;G;1;2;HC292;G
1977;11;G;1;2;HC293;G
1977;11;G;1;2;HC294;G
1977;11;G;1;2;HZ158;G
1977;11;G;1;2;HZ161;G
1977;11;G;1;2;MA001;G
1977;12;G;1;2;F 001;G
1977;12;G;1;2;HC141;G
1977;12;G;1;2;HC151;G
1977;12;G;1;2;HC161;G
1977;12;G;1;2;HC181;G
1977;12;G;1;2;HC281;G
1977;12;G;1;2;HC291;G
1977;12;G;1;2;HC292;G
1977;12;G;1;2;HC293;G
1977;12;G;1;2;HC294;G
1977;12;G;1;2;MA001;G
1977;13;G;1;2;F 001;G
1977;13;G;1;2;HC141;G
1977;13;G;1;2;HC151;G
1977;13;G;1;2;HC161;G
1977;13;G;1;2;HC181;G
1977;13;G;1;2;HC281;G
1977;13;G;1;2;HC291;G
1977;13;G;1;2;HC292;G
1977;13;G;1;2;HC293;G
1977;13;G;1;2;HC294;G
1977;13;G;1;2;MA001;G
1977;15;G;1;6;MD961;G
1977;15;G;1;6;MD970;G
1977;15;G;1;6;MD991;G
1977;16;G;1;6;HE---;
1977;16;G;1;6;HL---;
1977;16;G;2;4;HC-4-;
1977;16;G;3;4;HC-5-;
1977;16;G;4;4;HC-6-;
1977;16;G;5;8;HC-7-;
