Catalogo,Curso,NivelCurso,Habilitacao,PeriodoSugestao,TipoPeriodoSugestao,No.CreditosCursar,Disciplina,NivelDisciplina
2008,1,G,AA,1,S,0,F 128,G
2008,1,G,AA,1,S,0,F 129,G
2008,1,G,AA,1,S,0,FM003,G
2008,1,G,AA,1,S,0,MA111,G
2008,1,G,AA,1,S,0,MA141,G
2008,1,G,AA,1,S,0,MS149,G
2008,1,G,AA,2,S,0,F 228,G
2008,1,G,AA,2,S,0,F 229,G
2008,1,G,AA,2,S,0,MA211,G
2008,1,G,AA,2,S,0,MA327,G
2008,1,G,AA,2,S,0,MC102,G
2008,1,G,AA,3,S,0,F 328,G
2008,1,G,AA,3,S,0,F 329,G
2008,1,G,AA,3,S,0,MA311,G
2008,1,G,AA,3,S,0,ME210,G
2008,1,G,AA,3,S,0,MS211,G
2008,1,G,AA,4,S,0,MA044,G
2008,1,G,AA,4,S,0,MA502,G
2008,1,G,AA,4,S,0,MA553,G
2008,1,G,AA,4,S,0,MA719,G
2008,1,G,AA,5,S,0,MA446,G
2008,1,G,AA,5,S,0,MA602,G
2008,1,G,AA,5,S,0,MA720,G
2008,1,G,AA,6,S,0,MA419,G
2008,1,G,AA,6,S,0,MA445,G
2008,1,G,AA,6,S,0,MA604,G
2008,1,G,AA,7,S,0,04 E ,
2008,1,G,AA,7,S,0,MA453,G
2008,1,G,AA,7,S,0,MA456,G
2008,1,G,AA,8,S,0,04 E ,
2008,1,G,AA,8,S,0,MA449,G
2008,1,G,AA,8,S,0,MA852,G
2008,1,G,AB,1,S,0,F 128,G
2008,1,G,AB,1,S,0,F 129,G
2008,1,G,AB,1,S,0,FM003,G
2008,1,G,AB,1,S,0,MA111,G
2008,1,G,AB,1,S,0,MA141,G
2008,1,G,AB,1,S,0,MS149,G
2008,1,G,AB,2,S,0,02 E ,
2008,1,G,AB,2,S,0,EL284,G
2008,1,G,AB,2,S,0,EL285,G
2008,1,G,AB,2,S,0,F 228,G
2008,1,G,AB,2,S,0,F 229,G
2008,1,G,AB,2,S,0,MA211,G
2008,1,G,AB,2,S,0,MA327,G
2008,1,G,AB,3,S,0,02 E ,
2008,1,G,AB,3,S,0,EL683,G
2008,1,G,AB,3,S,0,F 328,G
2008,1,G,AB,3,S,0,F 329,G
2008,1,G,AB,3,S,0,MA311,G
2008,1,G,AB,3,S,0,MA520,G
2008,1,G,AB,3,S,0,ME210,G
2008,1,G,AB,4,S,0,02 E ,
2008,1,G,AB,4,S,0,EL211,G
2008,1,G,AB,4,S,0,F 428,G
2008,1,G,AB,4,S,0,MA044,G
2008,1,G,AB,4,S,0,MA770,G
2008,1,G,AB,4,S,0,MC102,G
2008,1,G,AB,5,S,0,10 E ,
2008,1,G,AB,5,S,0,EL511,G
2008,1,G,AB,5,S,0,MA901,G
2008,1,G,AB,5,S,0,MS211,G
2008,1,G,AB,6,S,0,10 E ,
2008,1,G,AB,6,S,0,EL684,G
2008,1,G,AB,6,S,0,MA224,G
2008,1,G,AB,6,S,0,MA502,G
2008,1,G,AB,6,S,0,MA553,G
2008,1,G,AB,7,S,0,12 E ,
2008,1,G,AB,7,S,0,EL774,G
2008,1,G,AB,7,S,0,MA673,G
2008,1,G,AB,8,S,0,08 E ,
2008,1,G,AB,8,S,0,EL874,G
2008,1,G,AB,8,S,0,EL883,G
2008,2,G,  ,1,S,0,MA111,G
2008,2,G,  ,1,S,0,MA141,G
2008,2,G,  ,1,S,0,ME100,G
2008,2,G,  ,1,S,0,ME110,G
2008,2,G,  ,1,S,0,ME111,G
2008,2,G,  ,2,S,0,LA122,G
2008,2,G,  ,2,S,0,MA211,G
2008,2,G,  ,2,S,0,MA327,G
2008,2,G,  ,2,S,0,MC102,G
2008,2,G,  ,2,S,0,ME210,G
2008,2,G,  ,3,S,0,LA222,G
2008,2,G,  ,3,S,0,MA311,G
2008,2,G,  ,3,S,0,ME310,G
2008,2,G,  ,3,S,0,ME320,G
2008,2,G,  ,3,S,0,MS211,G
2008,2,G,  ,4,S,0,04 E ,
2008,2,G,  ,4,S,0,ME420,G
2008,2,G,  ,4,S,0,ME430,G
2008,2,G,  ,4,S,0,ME501,G
2008,2,G,  ,4,S,0,MS512,G
2008,2,G,  ,5,S,0,08 E ,
2008,2,G,  ,5,S,0,ME524,G
2008,2,G,  ,5,S,0,ME613,G
2008,2,G,  ,5,S,0,ME623,G
2008,2,G,  ,6,S,0,08 E ,
2008,2,G,  ,6,S,0,ME607,G
2008,2,G,  ,6,S,0,ME610,G
2008,2,G,  ,6,S,0,ME731,G
2008,2,G,  ,7,S,0,12 E ,
2008,2,G,  ,7,S,0,ME710,G
2008,2,G,  ,7,S,0,ME714,G
2008,2,G,  ,8,S,0,04 E ,
2008,2,G,  ,8,S,0,ME810,G
2008,4,G,AA,1,S,0,F 128,G
2008,4,G,AA,1,S,0,F 129,G
2008,4,G,AA,1,S,0,FM003,G
2008,4,G,AA,1,S,0,MA111,G
2008,4,G,AA,1,S,0,MA141,G
2008,4,G,AA,1,S,0,MS149,G
2008,4,G,AA,2,S,0,F 228,G
2008,4,G,AA,2,S,0,F 229,G
2008,4,G,AA,2,S,0,MA211,G
2008,4,G,AA,2,S,0,MA327,G
2008,4,G,AA,2,S,0,MC102,G
2008,4,G,AA,3,S,0,F 328,G
2008,4,G,AA,3,S,0,F 329,G
2008,4,G,AA,3,S,0,MA311,G
2008,4,G,AA,3,S,0,ME210,G
2008,4,G,AA,3,S,0,MS211,G
2008,4,G,AA,4,S,0,F 315,G
2008,4,G,AA,4,S,0,F 428,G
2008,4,G,AA,4,S,0,F 429,G
2008,4,G,AA,4,S,0,MA044,G
2008,4,G,AA,4,S,0,QG101,G
2008,4,G,AA,4,S,0,QG102,G
2008,4,G,AA,5,S,0,F 415,G
2008,4,G,AA,5,S,0,F 502,G
2008,4,G,AA,5,S,0,F 520,G
2008,4,G,AA,5,S,0,F 540,G
2008,4,G,AA,5,S,0,F 589,G
2008,4,G,AA,6,S,0,04 E ,
2008,4,G,AA,6,S,0,F 320,G
2008,4,G,AA,6,S,0,F 602,G
2008,4,G,AA,6,S,0,F 620,G
2008,4,G,AA,6,S,0,F 689,G
2008,4,G,AA,7,S,0,08 E ,
2008,4,G,AA,7,S,0,F 604,G
2008,4,G,AA,7,S,0,F 740,G
2008,4,G,AA,7,S,0,F 789,G
2008,4,G,AA,8,S,0,04 E ,
2008,4,G,AA,8,S,0,F 887,G
2008,4,G,AA,8,S,0,F 888,G
2008,4,G,AA,8,S,0,F 896,G
2008,4,G,AB,1,S,0,F 128,G
2008,4,G,AB,1,S,0,F 129,G
2008,4,G,AB,1,S,0,FM003,G
2008,4,G,AB,1,S,0,MA111,G
2008,4,G,AB,1,S,0,MA141,G
2008,4,G,AB,1,S,0,MS149,G
2008,4,G,AB,2,S,0,02 E ,
2008,4,G,AB,2,S,0,EL284,G
2008,4,G,AB,2,S,0,EL285,G
2008,4,G,AB,2,S,0,F 228,G
2008,4,G,AB,2,S,0,F 229,G
2008,4,G,AB,2,S,0,MA211,G
2008,4,G,AB,2,S,0,MA327,G
2008,4,G,AB,3,S,0,06 E ,
2008,4,G,AB,3,S,0,EL683,G
2008,4,G,AB,3,S,0,F 328,G
2008,4,G,AB,3,S,0,F 329,G
2008,4,G,AB,3,S,0,MA311,G
2008,4,G,AB,3,S,0,ME210,G
2008,4,G,AB,4,S,0,02 E ,
2008,4,G,AB,4,S,0,EL211,G
2008,4,G,AB,4,S,0,F 315,G
2008,4,G,AB,4,S,0,F 428,G
2008,4,G,AB,4,S,0,MA044,G
2008,4,G,AB,4,S,0,MC102,G
2008,4,G,AB,5,S,0,06 E ,
2008,4,G,AB,5,S,0,EL511,G
2008,4,G,AB,5,S,0,F 429,G
2008,4,G,AB,5,S,0,F 589,G
2008,4,G,AB,5,S,0,F 901,G
2008,4,G,AB,6,S,0,10 E ,
2008,4,G,AB,6,S,0,EL685,G
2008,4,G,AB,6,S,0,F 320,G
2008,4,G,AB,6,S,0,F 489,G
2008,4,G,AB,6,S,0,F 609,G
2008,4,G,AB,7,S,0,12 E ,
2008,4,G,AB,7,S,0,EL774,G
2008,4,G,AB,7,S,0,F 740,G
2008,4,G,AB,8,S,0,12 E ,
2008,4,G,AB,8,S,0,EL874,G
2008,4,G,AB,8,S,0,EL884,G
2008,4,G,AD,1,S,0,F 128,G
2008,4,G,AD,1,S,0,F 129,G
2008,4,G,AD,1,S,0,FM003,G
2008,4,G,AD,1,S,0,MA111,G
2008,4,G,AD,1,S,0,MA141,G
2008,4,G,AD,1,S,0,MS149,G
2008,4,G,AD,2,S,0,F 228,G
2008,4,G,AD,2,S,0,F 229,G
2008,4,G,AD,2,S,0,MA211,G
2008,4,G,AD,2,S,0,MA327,G
2008,4,G,AD,2,S,0,MC102,G
2008,4,G,AD,3,S,0,F 328,G
2008,4,G,AD,3,S,0,F 329,G
2008,4,G,AD,3,S,0,MA311,G
2008,4,G,AD,3,S,0,ME210,G
2008,4,G,AD,3,S,0,MS211,G
2008,4,G,AD,4,S,0,F 315,G
2008,4,G,AD,4,S,0,F 428,G
2008,4,G,AD,4,S,0,F 429,G
2008,4,G,AD,4,S,0,MA044,G
2008,4,G,AD,4,S,0,QG101,G
2008,4,G,AD,4,S,0,QG102,G
2008,4,G,AD,5,S,0,EA513,G
2008,4,G,AD,5,S,0,EM330,G
2008,4,G,AD,5,S,0,F 415,G
2008,4,G,AD,5,S,0,F 502,G
2008,4,G,AD,5,S,0,F 520,G
2008,4,G,AD,5,S,0,F 589,G
2008,4,G,AD,6,S,0,EE530,G
2008,4,G,AD,6,S,0,F 320,G
2008,4,G,AD,6,S,0,F 489,G
2008,4,G,AD,6,S,0,F 602,G
2008,4,G,AD,6,S,0,F 640,G
2008,4,G,AD,6,S,0,F 689,G
2008,4,G,AD,7,S,0,04 E ,
2008,4,G,AD,7,S,0,EE531,G
2008,4,G,AD,7,S,0,EE640,G
2008,4,G,AD,7,S,0,EM423,G
2008,4,G,AD,7,S,0,F 740,G
2008,4,G,AD,7,S,0,F 789,G
2008,4,G,AD,8,S,0,04 E ,
2008,4,G,AD,8,S,0,EE610,G
2008,4,G,AD,8,S,0,EE641,G
2008,4,G,AD,8,S,0,EE833,G
2008,4,G,AD,8,S,0,F 896,G
2008,4,G,AE,1,S,0,F 128,G
2008,4,G,AE,1,S,0,F 129,G
2008,4,G,AE,1,S,0,FM003,G
2008,4,G,AE,1,S,0,MA111,G
2008,4,G,AE,1,S,0,MA141,G
2008,4,G,AE,1,S,0,MS149,G
2008,4,G,AE,2,S,0,F 228,G
2008,4,G,AE,2,S,0,F 229,G
2008,4,G,AE,2,S,0,MA211,G
2008,4,G,AE,2,S,0,MA327,G
2008,4,G,AE,2,S,0,MC102,G
2008,4,G,AE,3,S,0,F 328,G
2008,4,G,AE,3,S,0,F 329,G
2008,4,G,AE,3,S,0,MA311,G
2008,4,G,AE,3,S,0,ME210,G
2008,4,G,AE,3,S,0,MS211,G
2008,4,G,AE,4,S,0,F 315,G
2008,4,G,AE,4,S,0,F 428,G
2008,4,G,AE,4,S,0,F 429,G
2008,4,G,AE,4,S,0,MA044,G
2008,4,G,AE,4,S,0,QG101,G
2008,4,G,AE,4,S,0,QG102,G
2008,4,G,AE,5,S,0,BD580,G
2008,4,G,AE,5,S,0,F 415,G
2008,4,G,AE,5,S,0,F 502,G
2008,4,G,AE,5,S,0,F 520,G
2008,4,G,AE,5,S,0,F 540,G
2008,4,G,AE,5,S,0,F 589,G
2008,4,G,AE,6,S,0,BD681,G
2008,4,G,AE,6,S,0,F 320,G
2008,4,G,AE,6,S,0,F 550,G
2008,4,G,AE,6,S,0,F 620,G
2008,4,G,AE,6,S,0,F 650,G
2008,4,G,AE,6,S,0,F 689,G
2008,4,G,AE,7,S,0,F 604,G
2008,4,G,AE,7,S,0,F 740,G
2008,4,G,AE,7,S,0,F 752,G
2008,4,G,AE,7,S,0,F 755,G
2008,4,G,AE,7,S,0,F 789,G
2008,4,G,AE,8,S,0,F 837,G
2008,4,G,AE,8,S,0,F 855,G
2008,4,G,AE,8,S,0,F 856,G
2008,4,G,AE,8,S,0,F 887,G
2008,4,G,AE,8,S,0,F 896,G
2008,4,G,AF,1,S,0,F 128,G
2008,4,G,AF,1,S,0,F 129,G
2008,4,G,AF,1,S,0,FM003,G
2008,4,G,AF,1,S,0,MA111,G
2008,4,G,AF,1,S,0,MA141,G
2008,4,G,AF,1,S,0,MS149,G
2008,4,G,AF,2,S,0,F 228,G
2008,4,G,AF,2,S,0,F 229,G
2008,4,G,AF,2,S,0,MA211,G
2008,4,G,AF,2,S,0,MA327,G
2008,4,G,AF,2,S,0,MC102,G
2008,4,G,AF,3,S,0,F 328,G
2008,4,G,AF,3,S,0,F 329,G
2008,4,G,AF,3,S,0,MA311,G
2008,4,G,AF,3,S,0,ME210,G
2008,4,G,AF,3,S,0,MS211,G
2008,4,G,AF,4,S,0,F 315,G
2008,4,G,AF,4,S,0,F 428,G
2008,4,G,AF,4,S,0,F 429,G
2008,4,G,AF,4,S,0,MA044,G
2008,4,G,AF,4,S,0,QG101,G
2008,4,G,AF,4,S,0,QG102,G
2008,4,G,AF,5,S,0,BD580,G
2008,4,G,AF,5,S,0,F 502,G
2008,4,G,AF,5,S,0,F 520,G
2008,4,G,AF,5,S,0,F 540,G
2008,4,G,AF,5,S,0,F 589,G
2008,4,G,AF,5,S,0,MC202,G
2008,4,G,AF,6,S,0,BD681,G
2008,4,G,AF,6,S,0,F 320,G
2008,4,G,AF,6,S,0,F 489,G
2008,4,G,AF,6,S,0,F 550,G
2008,4,G,AF,6,S,0,F 620,G
2008,4,G,AF,6,S,0,F 650,G
2008,4,G,AF,7,S,0,F 740,G
2008,4,G,AF,7,S,0,F 752,G
2008,4,G,AF,7,S,0,F 852,G
2008,4,G,AF,7,S,0,F 854,G
2008,4,G,AF,7,S,0,MC920,G
2008,4,G,AF,8,S,0,04 E ,
2008,4,G,AF,8,S,0,F 750,G
2008,4,G,AF,8,S,0,F 837,G
2008,4,G,AF,8,S,0,F 853,G
2008,4,G,AF,8,S,0,MD760,G
2008,4,G,AF,9,S,0,MD947,G
2008,4,G,AF,10,S,0,MD948,G
2008,5,G,AA,1,S,0,MA111,G
2008,5,G,AA,1,S,0,MA141,G
2008,5,G,AA,1,S,0,QA111,G
2008,5,G,AA,1,S,0,QG005,G
2008,5,G,AA,1,S,0,QG108,G
2008,5,G,AA,1,S,0,QG109,G
2008,5,G,AA,1,S,0,QG362,G
2008,5,G,AA,2,S,0,F 128,G
2008,5,G,AA,2,S,0,F 129,G
2008,5,G,AA,2,S,0,LA122,G
2008,5,G,AA,2,S,0,MA211,G
2008,5,G,AA,2,S,0,QA216,G
2008,5,G,AA,2,S,0,QI145,G
2008,5,G,AA,2,S,0,QO321,G
2008,5,G,AA,3,S,0,F 328,G
2008,5,G,AA,3,S,0,F 329,G
2008,5,G,AA,3,S,0,MA311,G
2008,5,G,AA,3,S,0,QA316,G
2008,5,G,AA,3,S,0,QI245,G
2008,5,G,AA,3,S,0,QO521,G
2008,5,G,AA,4,S,0,F 428,G
2008,5,G,AA,4,S,0,QA416,G
2008,5,G,AA,4,S,0,QF431,G
2008,5,G,AA,4,S,0,QI345,G
2008,5,G,AA,4,S,0,QI445,G
2008,5,G,AA,4,S,0,QO423,G
2008,5,G,AA,4,S,0,QO424,G
2008,5,G,AA,5,S,0,GM861,G
2008,5,G,AA,5,S,0,ME414,G
2008,5,G,AA,5,S,0,QF531,G
2008,5,G,AA,5,S,0,QG564,G
2008,5,G,AA,5,S,0,QO551,G
2008,5,G,AA,6,S,0,QF536,G
2008,5,G,AA,6,S,0,QF632,G
2008,5,G,AA,6,S,0,QI545,G
2008,5,G,AA,6,S,0,QO622,G
2008,5,G,AA,7,S,0,QF636,G
2008,5,G,AA,7,S,0,QF732,G
2008,5,G,AA,7,S,0,QG651,G
2008,5,G,AA,7,S,0,QI542,G
2008,5,G,AA,7,S,0,QO621,G
2008,5,G,AA,8,S,0,12 E ,
2008,5,G,AA,8,S,0,QF661,G
2008,5,G,AA,8,S,0,QG860,G
2008,5,G,AB,1,S,0,MA111,G
2008,5,G,AB,1,S,0,MA141,G
2008,5,G,AB,1,S,0,QA111,G
2008,5,G,AB,1,S,0,QG005,G
2008,5,G,AB,1,S,0,QG108,G
2008,5,G,AB,1,S,0,QG109,G
2008,5,G,AB,1,S,0,QG362,G
2008,5,G,AB,2,S,0,EL683,G
2008,5,G,AB,2,S,0,F 128,G
2008,5,G,AB,2,S,0,F 129,G
2008,5,G,AB,2,S,0,LA122,G
2008,5,G,AB,2,S,0,MA211,G
2008,5,G,AB,2,S,0,QA216,G
2008,5,G,AB,2,S,0,QO321,G
2008,5,G,AB,3,S,0,04 E ,
2008,5,G,AB,3,S,0,EL511,G
2008,5,G,AB,3,S,0,F 328,G
2008,5,G,AB,3,S,0,F 329,G
2008,5,G,AB,3,S,0,MA311,G
2008,5,G,AB,3,S,0,QO521,G
2008,5,G,AB,4,S,0,EL211,G
2008,5,G,AB,4,S,0,F 428,G
2008,5,G,AB,4,S,0,QA412,G
2008,5,G,AB,4,S,0,QF431,G
2008,5,G,AB,4,S,0,QI246,G
2008,5,G,AB,5,S,0,EL774,G
2008,5,G,AB,5,S,0,GM861,G
2008,5,G,AB,5,S,0,QF531,G
2008,5,G,AB,5,S,0,QG565,G
2008,5,G,AB,6,S,0,04 E ,
2008,5,G,AB,6,S,0,QF535,G
2008,5,G,AB,6,S,0,QG680,G
2008,5,G,AB,6,S,0,QO625,G
2008,5,G,AB,7,S,0,02 E ,
2008,5,G,AB,7,S,0,EL874,G
2008,5,G,AB,7,S,0,QF732,G
2008,5,G,AB,7,S,0,QG760,G
2008,5,G,AB,7,S,0,QO551,G
2008,5,G,AB,8,S,0,06 E ,
2008,5,G,AB,8,S,0,QA815,G
2008,5,G,AB,8,S,0,QF661,G
2008,5,G,AB,8,S,0,QG880,G
2008,5,G,AB,8,S,0,QL701,G
2008,5,G,AD,1,S,0,MA111,G
2008,5,G,AD,1,S,0,MA141,G
2008,5,G,AD,1,S,0,QA111,G
2008,5,G,AD,1,S,0,QG005,G
2008,5,G,AD,1,S,0,QG108,G
2008,5,G,AD,1,S,0,QG109,G
2008,5,G,AD,1,S,0,QG362,G
2008,5,G,AD,2,S,0,F 128,G
2008,5,G,AD,2,S,0,F 129,G
2008,5,G,AD,2,S,0,LA122,G
2008,5,G,AD,2,S,0,MA211,G
2008,5,G,AD,2,S,0,QA216,G
2008,5,G,AD,2,S,0,QI145,G
2008,5,G,AD,2,S,0,QO321,G
2008,5,G,AD,3,S,0,F 328,G
2008,5,G,AD,3,S,0,F 329,G
2008,5,G,AD,3,S,0,MA311,G
2008,5,G,AD,3,S,0,QA316,G
2008,5,G,AD,3,S,0,QI245,G
2008,5,G,AD,3,S,0,QO521,G
2008,5,G,AD,4,S,0,F 428,G
2008,5,G,AD,4,S,0,QA416,G
2008,5,G,AD,4,S,0,QF431,G
2008,5,G,AD,4,S,0,QI345,G
2008,5,G,AD,4,S,0,QI445,G
2008,5,G,AD,4,S,0,QO423,G
2008,5,G,AD,4,S,0,QO424,G
2008,5,G,AD,5,S,0,EM312,G
2008,5,G,AD,5,S,0,GM861,G
2008,5,G,AD,5,S,0,ME414,G
2008,5,G,AD,5,S,0,QF531,G
2008,5,G,AD,5,S,0,QG564,G
2008,5,G,AD,5,S,0,QO551,G
2008,5,G,AD,6,S,0,QF536,G
2008,5,G,AD,6,S,0,QF632,G
2008,5,G,AD,6,S,0,QI545,G
2008,5,G,AD,6,S,0,QO622,G
2008,5,G,AD,6,S,0,TA635,G
2008,5,G,AD,7,S,0,QF636,G
2008,5,G,AD,7,S,0,QF732,G
2008,5,G,AD,7,S,0,QI542,G
2008,5,G,AD,7,S,0,TA735,G
2008,5,G,AD,7,S,0,TA918,G
2008,5,G,AD,8,S,0,08 E ,
2008,5,G,AD,8,S,0,QA815,G
2008,5,G,AD,8,S,0,QF661,G
2008,5,G,AD,8,S,0,QG080,G
2008,5,G,AD,8,S,0,QG835,G
2008,6,G,AH,1,S,0,BC180,G
2008,6,G,AH,1,S,0,BE180,G
2008,6,G,AH,1,S,0,BT380,G
2008,6,G,AH,1,S,0,BZ182,G
2008,6,G,AH,1,S,0,F 107,G
2008,6,G,AH,1,S,0,QG107,G
2008,6,G,AH,2,S,0,BA280,G
2008,6,G,AH,2,S,0,BB280,G
2008,6,G,AH,2,S,0,BG280,G
2008,6,G,AH,2,S,0,BH282,G
2008,6,G,AH,2,S,0,BT280,G
2008,6,G,AH,2,S,0,BZ280,G
2008,6,G,AH,3,S,0,04 E ,
2008,6,G,AH,3,S,0,BG380,G
2008,6,G,AH,3,S,0,BI381,G
2008,6,G,AH,3,S,0,BM382,G
2008,6,G,AH,3,S,0,BT480,G
2008,6,G,AH,3,S,0,BV381,G
2008,6,G,AH,3,S,0,BZ380,G
2008,6,G,AH,4,S,0,BE480,G
2008,6,G,AH,4,S,0,BF482,G
2008,6,G,AH,4,S,0,BG480,G
2008,6,G,AH,4,S,0,BH484,G
2008,6,G,AH,4,S,0,BZ480,G
2008,6,G,AH,4,S,0,GM280,G
2008,6,G,AH,4,S,0,MS380,G
2008,6,G,AH,5,S,0,14 E ,
2008,6,G,AH,5,S,0,BF582,G
2008,6,G,AH,5,S,0,BP480,G
2008,6,G,AH,5,S,0,ME480,G
2008,6,G,AH,6,S,0,20 E ,
2008,6,G,AH,6,S,0,BF682,G
2008,6,G,AH,6,S,0,GE402,G
2008,6,G,AH,7,S,0,12 E ,
2008,6,G,AH,8,S,0,16 E ,
2008,6,G,AH,8,S,0,BT681,G
2008,6,G,AI,1,S,0,BC180,G
2008,6,G,AI,1,S,0,BE180,G
2008,6,G,AI,1,S,0,BT380,G
2008,6,G,AI,1,S,0,BZ182,G
2008,6,G,AI,1,S,0,F 107,G
2008,6,G,AI,1,S,0,QG107,G
2008,6,G,AI,2,S,0,BA280,G
2008,6,G,AI,2,S,0,BB280,G
2008,6,G,AI,2,S,0,BG280,G
2008,6,G,AI,2,S,0,BH282,G
2008,6,G,AI,2,S,0,BT280,G
2008,6,G,AI,2,S,0,BZ280,G
2008,6,G,AI,3,S,0,04 E ,
2008,6,G,AI,3,S,0,BG380,G
2008,6,G,AI,3,S,0,BI381,G
2008,6,G,AI,3,S,0,BM382,G
2008,6,G,AI,3,S,0,BT480,G
2008,6,G,AI,3,S,0,BV381,G
2008,6,G,AI,3,S,0,BZ380,G
2008,6,G,AI,4,S,0,BE480,G
2008,6,G,AI,4,S,0,BF482,G
2008,6,G,AI,4,S,0,BG480,G
2008,6,G,AI,4,S,0,BH484,G
2008,6,G,AI,4,S,0,BZ480,G
2008,6,G,AI,4,S,0,GM280,G
2008,6,G,AI,4,S,0,MS380,G
2008,6,G,AI,5,S,0,14 E ,
2008,6,G,AI,5,S,0,BF582,G
2008,6,G,AI,5,S,0,BP480,G
2008,6,G,AI,5,S,0,ME480,G
2008,6,G,AI,6,S,0,20 E ,
2008,6,G,AI,6,S,0,BF682,G
2008,6,G,AI,6,S,0,GE402,G
2008,6,G,AI,7,S,0,12 E ,
2008,6,G,AI,8,S,0,16 E ,
2008,6,G,AI,8,S,0,BT681,G
2008,6,G,AJ,1,S,0,BC180,G
2008,6,G,AJ,1,S,0,BE180,G
2008,6,G,AJ,1,S,0,BT380,G
2008,6,G,AJ,1,S,0,BZ182,G
2008,6,G,AJ,1,S,0,EL211,G
2008,6,G,AJ,1,S,0,F 107,G
2008,6,G,AJ,1,S,0,QG107,G
2008,6,G,AJ,2,S,0,BA280,G
2008,6,G,AJ,2,S,0,BB280,G
2008,6,G,AJ,2,S,0,BG280,G
2008,6,G,AJ,2,S,0,BH282,G
2008,6,G,AJ,2,S,0,BT280,G
2008,6,G,AJ,2,S,0,BZ280,G
2008,6,G,AJ,2,S,0,EL683,G
2008,6,G,AJ,3,S,0,04 E ,
2008,6,G,AJ,3,S,0,BG380,G
2008,6,G,AJ,3,S,0,BI381,G
2008,6,G,AJ,3,S,0,BM382,G
2008,6,G,AJ,3,S,0,BT480,G
2008,6,G,AJ,3,S,0,BV381,G
2008,6,G,AJ,3,S,0,BZ380,G
2008,6,G,AJ,3,S,0,EL511,G
2008,6,G,AJ,4,S,0,08 E ,
2008,6,G,AJ,4,S,0,BE480,G
2008,6,G,AJ,4,S,0,BF482,G
2008,6,G,AJ,4,S,0,BG480,G
2008,6,G,AJ,4,S,0,BH484,G
2008,6,G,AJ,4,S,0,BZ480,G
2008,6,G,AJ,4,S,0,GM280,G
2008,6,G,AJ,4,S,0,MS380,G
2008,6,G,AJ,5,S,0,18 E ,
2008,6,G,AJ,5,S,0,BF582,G
2008,6,G,AJ,5,S,0,BP480,G
2008,6,G,AJ,5,S,0,ME480,G
2008,6,G,AJ,6,S,0,24 E ,
2008,6,G,AJ,6,S,0,BF682,G
2008,6,G,AJ,6,S,0,GE402,G
2008,6,G,AJ,7,S,0,20 E ,
2008,6,G,AJ,7,S,0,EL774,G
2008,6,G,AJ,7,S,0,EL876,G
2008,6,G,AJ,8,S,0,16 E ,
2008,6,G,AJ,8,S,0,BT681,G
2008,6,G,AJ,8,S,0,EL885,G
2008,6,G,AK,1,S,0,BC180,G
2008,6,G,AK,1,S,0,BE180,G
2008,6,G,AK,1,S,0,BT380,G
2008,6,G,AK,1,S,0,BZ182,G
2008,6,G,AK,1,S,0,EL211,G
2008,6,G,AK,1,S,0,F 107,G
2008,6,G,AK,1,S,0,QG107,G
2008,6,G,AK,2,S,0,BA280,G
2008,6,G,AK,2,S,0,BB280,G
2008,6,G,AK,2,S,0,BG280,G
2008,6,G,AK,2,S,0,BH282,G
2008,6,G,AK,2,S,0,BT280,G
2008,6,G,AK,2,S,0,BZ280,G
2008,6,G,AK,2,S,0,EL683,G
2008,6,G,AK,3,S,0,04 E ,
2008,6,G,AK,3,S,0,BG380,G
2008,6,G,AK,3,S,0,BI381,G
2008,6,G,AK,3,S,0,BM382,G
2008,6,G,AK,3,S,0,BT480,G
2008,6,G,AK,3,S,0,BV381,G
2008,6,G,AK,3,S,0,BZ380,G
2008,6,G,AK,3,S,0,EL511,G
2008,6,G,AK,4,S,0,08 E ,
2008,6,G,AK,4,S,0,BE480,G
2008,6,G,AK,4,S,0,BF482,G
2008,6,G,AK,4,S,0,BG480,G
2008,6,G,AK,4,S,0,BH484,G
2008,6,G,AK,4,S,0,BZ480,G
2008,6,G,AK,4,S,0,GM280,G
2008,6,G,AK,4,S,0,MS380,G
2008,6,G,AK,5,S,0,18 E ,
2008,6,G,AK,5,S,0,BF582,G
2008,6,G,AK,5,S,0,BP480,G
2008,6,G,AK,5,S,0,ME480,G
2008,6,G,AK,6,S,0,24 E ,
2008,6,G,AK,6,S,0,BF682,G
2008,6,G,AK,6,S,0,GE402,G
2008,6,G,AK,7,S,0,20 E ,
2008,6,G,AK,7,S,0,EL774,G
2008,6,G,AK,7,S,0,EL876,G
2008,6,G,AK,8,S,0,16 E ,
2008,6,G,AK,8,S,0,BT681,G
2008,6,G,AK,8,S,0,EL885,G
2008,7,G,AD,1,S,0,HL131,G
2008,7,G,AD,1,S,0,HL143,G
2008,7,G,AD,1,S,0,HL230,G
2008,7,G,AD,1,S,0,LA102,G
2008,7,G,AD,1,S,0,LA103,G
2008,7,G,AD,1,S,0,LG021,G
2008,7,G,AD,1,S,0,TL118,G
2008,7,G,AD,1,S,0,TL222,G
2008,7,G,AD,2,S,0,04 L ,
2008,7,G,AD,2,S,0,10 E ,
2008,7,G,AD,2,S,0,HL132,G
2008,7,G,AD,2,S,0,HL231,G
2008,7,G,AD,2,S,0,LA201,G
2008,7,G,AD,2,S,0,LA203,G
2008,7,G,AD,2,S,0,LG022,G
