Catalogo;Curso;NivelCurso;Habilitacao;NomeHabilitacao;TotalCreditosCurso;TOTALHORASCURSO;LimiteMaximoIntegralizacao;LimiteMinimoIntegralizacao;TotalHorasPresencialCurso;TotalHorasDistanciaCurso
1990;31;T;  ;                                                                                                                                                                ;143;2232;14;6;0;0
1990;32;T;  ;                                                                                                                                                                ;140;2220;14;6;0;0
1990;33;T;  ;                                                                                                                                                                ;139;2244;14;6;0;0
1990;34;G;AA;Sistemas de Computação                                                                                                                                          ;279;4185;20;8;0;0
1990;34;G;AB;Sistemas e Processos Industriais                                                                                                                                ;285;4275;20;8;0;0
1991;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;150;2250;16;6;0;0
1991;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;161;2415;16;6;0;0
1991;2;G;  ;                                                                                                                                                                ;185;2775;16;6;0;0
1991;4;G;AA;Bacharelado em Física                                                                                                                                           ;180;2700;14;6;0;0
1991;4;G;AB;Licenciatura em Física                                                                                                                                          ;173;2595;14;6;0;0
1991;4;G;AD;Bacharelado em Física Aplicada                                                                                                                                  ;188;2820;14;6;0;0
1991;5;G;AA;Bacharelado em Química                                                                                                                                          ;209;3135;16;6;0;0
1991;5;G;AB;Licenciatura em Química                                                                                                                                         ;179;2685;14;6;0;0
1991;5;G;AD;Bacharelado em Química Tecnológica                                                                                                                              ;217;3255;16;6;0;0
1991;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;236;3540;14;6;0;0
1991;6;G;AH;Bacharelado em Ciências Biológicas - Opção A                                                                                                                    ;235;3525;14;6;0;0
1991;6;G;AI;Bacharelado em Ciências Biológicas - Opção B                                                                                                                    ;235;3525;14;6;0;0
1991;6;G;AJ;Licenciatura em Ciências Biológicas - Opção A                                                                                                                   ;259;3885;18;6;0;0
1991;6;G;AK;Licenciatura em Ciências Biológicas - Opção B                                                                                                                   ;259;3885;18;6;0;0
1991;7;G;AA;Bacharelado em Letras - Português                                                                                                                               ;148;2220;16;6;0;0
1991;7;G;AD;Licenciatura em Letras - Português                                                                                                                              ;162;2430;16;6;0;0
1991;8;G;  ;                                                                                                                                                                ;259;3885;18;8;0;0
1991;9;G;  ;                                                                                                                                                                ;249;3735;18;8;0;0
1991;10;G;  ;                                                                                                                                                                ;242;3630;18;8;0;0
1991;11;G;  ;                                                                                                                                                                ;258;3870;20;8;0;0
1991;12;G;AA;Opção A                                                                                                                                                         ;302;4530;22;8;0;0
1991;12;G;AB;Opção B                                                                                                                                                         ;287;4305;22;8;0;0
1991;13;G;  ;                                                                                                                                                                ;248;3720;18;8;0;0
1991;14;G;  ;                                                                                                                                                                ;287;4305;22;8;0;0
1991;15;G;  ;                                                                                                                                                                ;563;8385;34;10;0;0
1991;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;148;2220;14;6;0;0
1991;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;148;2220;14;6;0;0
1991;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;148;2220;14;6;0;0
1991;16;G;AD;Bacharelado em Ciências Sociais - Geral                                                                                                                         ;148;2220;14;6;0;0
1991;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;156;2340;16;6;0;0
1991;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;156;2340;16;6;0;0
1991;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;156;2340;16;6;0;0
1991;16;G;AH;Licenciatura em Ciências Sociais - Geral                                                                                                                        ;156;2340;16;6;0;0
1991;17;G;  ;                                                                                                                                                                ;183;2745;14;8;0;0
1991;18;G;  ;                                                                                                                                                                ;148;2220;14;6;0;0
1991;19;G;AA;Bacharelado em História                                                                                                                                         ;152;2280;14;6;0;0
1991;19;G;AB;Licenciatura em História                                                                                                                                        ;164;2460;16;6;0;0
1991;20;G;AA;Orientação Educacional                                                                                                                                          ;166;2490;16;6;0;0
1991;20;G;AB;Supervisão Escolar                                                                                                                                              ;166;2490;16;6;0;0
1991;20;G;AC;Administração Escolar                                                                                                                                           ;166;2490;16;6;0;0
1991;20;G;AD;Magistério das Matérias Pedagógicas do 2º Grau                                                                                                                  ;166;2490;16;6;0;0
1991;20;G;AK;Magistério do Pré-Escolar                                                                                                                                       ;166;2490;16;6;0;0
1991;20;G;AO;Educação Especial - Formação de Professores para Deficientes Mentais                                                                                            ;174;2610;16;6;0;0
1991;20;G;AP;Magistério das Séries Iniciais do 1º Grau                                                                                                                       ;80;1200;0;0;0;0
1991;21;G;AA;Bacharelado em Enfermagem                                                                                                                                       ;241;3615;14;8;0;0
1991;21;G;AB;Licenciatura em Enfermagem                                                                                                                                      ;277;4155;16;8;0;0
1991;22;G;AA;Composição                                                                                                                                                      ;224;3360;16;12;0;0
1991;22;G;AB;Regência                                                                                                                                                        ;222;3330;16;12;0;0
1991;22;G;AC;Instrumento                                                                                                                                                     ;118;1770;0;0;0;0
1991;22;G;AG;Instrumento - Flauta                                                                                                                                            ;134;2010;14;6;0;0
1991;22;G;AH;Instrumento - Oboé                                                                                                                                              ;134;2010;14;6;0;0
1991;22;G;AI;Instrumento - Clarineta                                                                                                                                         ;134;2010;14;6;0;0
1991;22;G;AJ;Instrumento - Fagote                                                                                                                                            ;134;2010;14;6;0;0
1991;22;G;AL;Instrumento - Violino                                                                                                                                           ;134;2010;14;6;0;0
1991;22;G;AM;Instrumento - Contrabaixo                                                                                                                                       ;134;2010;14;6;0;0
1991;22;G;AN;Instrumento - Piano                                                                                                                                             ;134;2010;14;6;0;0
1991;22;G;AO;Instrumento - Cravo                                                                                                                                             ;138;2070;14;6;0;0
1991;22;G;AP;Instrumento - Viola                                                                                                                                             ;134;2010;14;6;0;0
1991;22;G;AQ;Instrumento - Violoncelo                                                                                                                                        ;134;2010;14;6;0;0
1991;22;G;AS;Música Popular                                                                                                                                                  ;138;2070;14;8;0;0
1991;23;G;AA;Bacharelado em Dança                                                                                                                                            ;207;3105;14;6;0;0
1991;23;G;AB;Licenciatura em Dança                                                                                                                                           ;231;3465;14;6;0;0
1991;25;G;AA;Bacharelado em Educação Artística - Artes Plásticas                                                                                                             ;194;2910;16;6;0;0
1991;25;G;AB;Licenciatura em Educação Artística - Artes Plásticas                                                                                                            ;198;2970;16;6;0;0
1991;25;G;AD;Bacharelado em Educação Artística Opção B                                                                                                                       ;194;2910;16;6;0;0
1991;25;G;AE;Licenciatura em Educação Artística Opção B                                                                                                                      ;198;2970;16;6;0;0
1991;26;G;  ;                                                                                                                                                                ;160;2400;14;6;0;0
1991;27;G;AB;Licenciatura em Educação Física                                                                                                                                 ;200;3000;14;8;0;0
1991;27;G;AD;Bacharelado em Educação Física - Treinamento em Esportes                                                                                                        ;196;2940;14;8;0;0
1991;27;G;AE;Bacharelado em Educação Física - Recreação e Lazer                                                                                                              ;200;3000;14;8;0;0
1991;28;G;  ;                                                                                                                                                                ;151;2265;16;6;0;0
1991;29;G;  ;                                                                                                                                                                ;154;2310;16;6;0;0
1991;30;G;AA;Bacharelado em Filosofia                                                                                                                                        ;166;2490;16;6;0;0
1991;30;G;AB;Licenciatura em Filosofia                                                                                                                                       ;166;2490;16;6;0;0
1991;31;T;  ;                                                                                                                                                                ;144;2232;14;6;0;0
1991;32;T;  ;                                                                                                                                                                ;141;2220;14;6;0;0
1991;33;T;  ;                                                                                                                                                                ;140;2244;14;6;0;0
1991;34;G;AA;Sistemas de Computação                                                                                                                                          ;278;4170;20;8;0;0
1991;34;G;AB;Sistemas e Processos Industriais                                                                                                                                ;285;4275;20;8;0;0
1991;38;G;AA;Magistério do Pré-Escolar                                                                                                                                       ;176;2640;16;8;0;0
1991;38;G;AB;Magistério das Séries Iniciais do 1º Grau                                                                                                                       ;176;2640;16;8;0;0
1991;38;G;AC;Magistério das Matérias Pedagógicas do 2º Grau                                                                                                                  ;176;2640;16;8;0;0
1991;38;G;AD;Magistério para Classes de Alfabetização                                                                                                                        ;176;2640;16;8;0;0
1992;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;158;2370;16;6;0;0
1992;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;165;2475;16;6;0;0
1992;2;G;  ;                                                                                                                                                                ;185;2775;16;6;0;0
1992;4;G;AA;Bacharelado em Física                                                                                                                                           ;169;2535;12;6;0;0
1992;4;G;AB;Licenciatura em Física                                                                                                                                          ;169;2535;12;6;0;0
1992;4;G;AD;Bacharelado em Física Aplicada                                                                                                                                  ;186;2790;14;6;0;0
1992;5;G;AA;Bacharelado em Química                                                                                                                                          ;210;3150;16;6;0;0
1992;5;G;AB;Licenciatura em Química                                                                                                                                         ;180;2700;14;6;0;0
1992;5;G;AD;Bacharelado em Química Tecnológica                                                                                                                              ;218;3270;16;6;0;0
1992;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;236;3540;14;6;0;0
1992;6;G;AH;Bacharelado em Ciências Biológicas - Opção A                                                                                                                    ;235;3525;14;6;0;0
1992;6;G;AI;Bacharelado em Ciências Biológicas - Opção B                                                                                                                    ;235;3525;14;6;0;0
1992;6;G;AJ;Licenciatura em Ciências Biológicas - Opção A                                                                                                                   ;259;3885;18;6;0;0
1992;6;G;AK;Licenciatura em Ciências Biológicas - Opção B                                                                                                                   ;259;3885;18;6;0;0
1992;7;G;AA;Bacharelado em Letras - Português                                                                                                                               ;152;2280;16;6;0;0
1992;7;G;AD;Licenciatura em Letras - Português                                                                                                                              ;162;2430;16;6;0;0
1992;8;G;  ;                                                                                                                                                                ;259;3885;18;8;0;0
1992;9;G;  ;                                                                                                                                                                ;249;3735;18;8;0;0
1992;10;G;  ;                                                                                                                                                                ;242;3630;18;8;0;0
1992;11;G;  ;                                                                                                                                                                ;262;3930;20;8;0;0
1992;12;G;AA;Opção A                                                                                                                                                         ;302;4530;22;8;0;0
1992;12;G;AB;Opção B                                                                                                                                                         ;287;4305;22;8;0;0
1992;13;G;  ;                                                                                                                                                                ;250;3750;20;8;0;0
1992;14;G;  ;                                                                                                                                                                ;287;4305;22;8;0;0
1992;15;G;  ;                                                                                                                                                                ;563;8391;34;10;0;0
1992;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;148;2220;14;6;0;0
1992;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;148;2220;14;6;0;0
1992;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;148;2220;14;6;0;0
1992;16;G;AD;Bacharelado em Ciências Sociais - Geral                                                                                                                         ;148;2220;14;6;0;0
1992;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;156;2340;16;6;0;0
1992;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;156;2340;16;6;0;0
1992;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;156;2340;16;6;0;0
1992;16;G;AH;Licenciatura em Ciências Sociais - Geral                                                                                                                        ;156;2340;16;6;0;0
1992;17;G;  ;                                                                                                                                                                ;181;2715;14;8;0;0
1992;18;G;  ;                                                                                                                                                                ;148;2220;14;6;0;0
1992;19;G;AA;Bacharelado em História                                                                                                                                         ;152;2280;14;6;0;0
1992;19;G;AB;Licenciatura em História                                                                                                                                        ;164;2460;16;6;0;0
1992;20;G;AA;Orientação Educacional                                                                                                                                          ;166;2490;16;6;0;0
1992;20;G;AB;Supervisão Escolar                                                                                                                                              ;166;2490;16;6;0;0
1992;20;G;AC;Administração Escolar                                                                                                                                           ;166;2490;16;6;0;0
1992;20;G;AD;Magistério das Matérias Pedagógicas do 2º Grau                                                                                                                  ;160;2400;16;6;0;0
1992;20;G;AK;Magistério do Pré-Escolar                                                                                                                                       ;166;2490;16;6;0;0
1992;20;G;AO;Educação Especial - Formação de Professores para Deficientes Mentais                                                                                            ;174;2610;16;6;0;0
1992;20;G;AP;Magistério das Séries Iniciais do 1º Grau                                                                                                                       ;80;1200;0;0;0;0
1992;20;G;BB;Supervisão Escolar                                                                                                                                              ;147;2205;18;8;0;0
1992;20;G;BC;Administração Escolar                                                                                                                                           ;147;2205;18;8;0;0
1992;20;G;BD;Magistério das Matérias Pedagógicas do 2º Grau                                                                                                                  ;147;2205;18;8;0;0
1992;20;G;BK;Magistério do Pré-Escolar                                                                                                                                       ;166;2490;16;8;0;0
1992;20;G;BO;Formação de Professores para Educação Especial: Deficiente Mental                                                                                               ;174;2610;16;8;0;0
1992;20;G;BP;Magistério das Séries Iniciais do 1º Grau                                                                                                                       ;154;2310;16;8;0;0
1992;21;G;AA;Bacharelado em Enfermagem                                                                                                                                       ;241;3615;14;8;0;0
1992;21;G;AB;Licenciatura em Enfermagem                                                                                                                                      ;277;4155;16;8;0;0
1992;22;G;AA;Composição                                                                                                                                                      ;224;3360;18;12;0;0
1992;22;G;AB;Regência                                                                                                                                                        ;222;3330;18;12;0;0
1992;22;G;AC;Instrumento                                                                                                                                                     ;118;1770;0;0;0;0
1992;22;G;AG;Instrumento - Flauta                                                                                                                                            ;134;2010;14;6;0;0
1992;22;G;AH;Instrumento - Oboé                                                                                                                                              ;134;2010;14;6;0;0
1992;22;G;AI;Instrumento - Clarineta                                                                                                                                         ;134;2010;14;6;0;0
1992;22;G;AJ;Instrumento - Fagote                                                                                                                                            ;134;2010;14;6;0;0
1992;22;G;AL;Instrumento - Violino                                                                                                                                           ;134;2010;14;6;0;0
1992;22;G;AM;Instrumento - Contrabaixo                                                                                                                                       ;134;2010;14;6;0;0
1992;22;G;AN;Instrumento - Piano                                                                                                                                             ;134;2010;14;6;0;0
1992;22;G;AO;Instrumento - Cravo                                                                                                                                             ;138;2070;14;6;0;0
1992;22;G;AP;Instrumento - Viola                                                                                                                                             ;134;2010;14;6;0;0
1992;22;G;AQ;Instrumento - Violoncelo                                                                                                                                        ;134;2010;14;6;0;0
1992;22;G;AS;Música Popular                                                                                                                                                  ;138;2070;14;8;0;0
1992;23;G;AA;Bacharelado em Dança                                                                                                                                            ;206;3090;14;6;0;0
1992;23;G;AB;Licenciatura em Dança                                                                                                                                           ;230;3450;14;6;0;0
1992;25;G;AA;Bacharelado em Educação Artística - Artes Plásticas                                                                                                             ;194;2910;16;6;0;0
1992;25;G;AB;Licenciatura em Educação Artística - Artes Plásticas                                                                                                            ;198;2970;16;6;0;0
1992;26;G;  ;                                                                                                                                                                ;160;2400;14;6;0;0
1992;27;G;AB;Licenciatura em Educação Física                                                                                                                                 ;200;3000;16;8;0;0
1992;27;G;AD;Bacharelado em Educação Física - Treinamento em Esportes                                                                                                        ;196;2940;14;8;0;0
1992;27;G;AE;Bacharelado em Educação Física - Recreação e Lazer                                                                                                              ;200;3000;14;8;0;0
1992;28;G;  ;                                                                                                                                                                ;159;2385;16;6;0;0
1992;29;G;  ;                                                                                                                                                                ;154;2310;16;6;0;0
1992;30;G;AA;Bacharelado em Filosofia                                                                                                                                        ;150;2250;16;6;0;0
1992;30;G;AB;Licenciatura em Filosofia                                                                                                                                       ;166;2490;16;6;0;0
1992;31;T;  ;                                                                                                                                                                ;123;2214;14;6;0;0
1992;32;T;  ;                                                                                                                                                                ;121;2178;14;6;0;0
1992;33;T;  ;                                                                                                                                                                ;119;2142;14;6;0;0
1992;34;G;AA;Sistemas de Computação                                                                                                                                          ;278;4170;20;8;0;0
1992;34;G;AB;Sistemas e Processos Industriais                                                                                                                                ;285;4275;20;8;0;0
1992;36;T;  ;                                                                                                                                                                ;121;2178;10;6;0;0
1992;38;G;AA;Magistério do Pré-Escolar                                                                                                                                       ;176;2640;16;8;0;0
1992;38;G;AB;Magistério das Séries Iniciais do 1º Grau                                                                                                                       ;176;2640;16;8;0;0
1992;38;G;AC;Magistério das Matérias Pedagógicas do 2º Grau                                                                                                                  ;176;2640;16;8;0;0
1992;38;G;AD;Magistério para Classes de Alfabetização                                                                                                                        ;176;2640;16;8;0;0
1992;39;G;  ;                                                                                                                                                                ;249;3735;20;10;0;0
1992;40;G;AA;Bacharelado em Física                                                                                                                                           ;169;2535;14;6;0;0
1992;40;G;AB;Licenciatura em Física                                                                                                                                          ;169;2535;14;6;0;0
1992;41;G;  ;                                                                                                                                                                ;260;3900;20;8;0;0
1992;42;G;  ;                                                                                                                                                                ;163;2445;16;8;0;0
1992;43;G;  ;                                                                                                                                                                ;253;3795;20;8;0;0
1992;44;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;148;2220;14;8;0;0
1992;44;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;148;2220;14;8;0;0
1992;44;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;148;2220;14;8;0;0
1992;44;G;AD;Bacharelado em Ciências Sociais - Geral                                                                                                                         ;148;2220;14;8;0;0
1992;44;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;156;2340;16;8;0;0
1992;44;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;156;2340;16;8;0;0
1992;44;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;156;2340;16;8;0;0
1992;44;G;AH;Licenciatura em Ciências Sociais - Geral                                                                                                                        ;156;2340;16;8;0;0
1992;45;G;AA;Treinamento em Esportes                                                                                                                                         ;196;2940;14;8;0;0
1993;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;153;2295;14;6;0;0
1993;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;151;2265;14;6;0;0
1993;2;G;  ;                                                                                                                                                                ;186;2790;16;6;0;0
1993;4;G;AA;Bacharelado em Física                                                                                                                                           ;170;2550;12;6;0;0
1993;4;G;AB;Licenciatura em Física                                                                                                                                          ;170;2550;12;6;0;0
1993;4;G;AD;Bacharelado em Física Aplicada                                                                                                                                  ;187;2805;14;6;0;0
1993;5;G;AA;Bacharelado em Química                                                                                                                                          ;210;3150;16;6;0;0
1993;5;G;AB;Licenciatura em Química                                                                                                                                         ;180;2700;14;6;0;0
1993;5;G;AD;Bacharelado em Química Tecnológica                                                                                                                              ;218;3270;16;6;0;0
1993;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;236;3540;18;6;0;0
1993;6;G;AH;Bacharelado em Ciências Biológicas - Opção A                                                                                                                    ;235;3525;18;6;0;0
1993;6;G;AI;Bacharelado em Ciências Biológicas - Opção B                                                                                                                    ;235;3525;18;6;0;0
1993;6;G;AJ;Licenciatura em Ciências Biológicas - Opção A                                                                                                                   ;259;3885;18;6;0;0
1993;6;G;AK;Licenciatura em Ciências Biológicas - Opção B                                                                                                                   ;259;3885;18;6;0;0
1993;7;G;AA;Bacharelado em Letras - Português                                                                                                                               ;152;2280;14;6;0;0
1993;7;G;AD;Licenciatura em Letras - Português                                                                                                                              ;162;2430;16;6;0;0
1993;8;G;  ;                                                                                                                                                                ;257;3855;20;8;0;0
1993;9;G;  ;                                                                                                                                                                ;249;3735;18;8;0;0
1993;10;G;  ;                                                                                                                                                                ;242;3630;18;8;0;0
1993;11;G;  ;                                                                                                                                                                ;262;3930;20;8;0;0
1993;12;G;  ;                                                                                                                                                                ;280;4200;22;8;0;0
1993;13;G;  ;                                                                                                                                                                ;250;3750;20;8;0;0
1993;14;G;  ;                                                                                                                                                                ;287;4305;22;8;0;0
1993;15;G;  ;                                                                                                                                                                ;635;9547;34;12;0;0
1993;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;148;2220;14;6;0;0
1993;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;148;2220;14;6;0;0
1993;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;148;2220;14;6;0;0
1993;16;G;AD;Bacharelado em Ciências Sociais - Geral                                                                                                                         ;148;2220;14;6;0;0
1993;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;156;2340;16;6;0;0
1993;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;156;2340;16;6;0;0
1993;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;168;2520;16;6;0;0
1993;16;G;AH;Licenciatura em Ciências Sociais - Geral                                                                                                                        ;156;2340;16;6;0;0
1993;17;G;  ;                                                                                                                                                                ;181;2715;14;8;0;0
1993;18;G;  ;                                                                                                                                                                ;148;2220;14;6;0;0
1993;19;G;AA;Bacharelado em História                                                                                                                                         ;152;2280;14;6;0;0
1993;19;G;AB;Licenciatura em História                                                                                                                                        ;164;2460;16;6;0;0
1993;20;G;AA;Orientação Educacional                                                                                                                                          ;202;3030;18;8;0;0
1993;20;G;AB;Supervisão Escolar                                                                                                                                              ;178;2670;18;8;0;0
1993;20;G;AC;Administração Escolar                                                                                                                                           ;186;2790;18;8;0;0
1993;20;G;AD;Magistério das Matérias Pedagógicas do 2º Grau                                                                                                                  ;194;2910;18;8;0;0
1993;20;G;AK;Magistério do Pré-Escolar                                                                                                                                       ;194;2910;16;8;0;0
1993;20;G;AO;Educação Especial - Formação de Professores para Deficientes Mentais                                                                                            ;212;3180;16;8;0;0
1993;21;G;AA;Bacharelado em Enfermagem                                                                                                                                       ;241;3615;14;8;0;0
