Catalogo;Curso;NivelCurso;Habilitacao;NomeHabilitacao;TotalCreditosCurso;TOTALHORASCURSO;LimiteMaximoIntegralizacao;LimiteMinimoIntegralizacao;TotalHorasPresencialCurso;TotalHorasDistanciaCurso
1961;14;G;  ;                                                                                                                                                                ;190;3720;8;4;0;0
1963;15;G;  ;                                                                                                                                                                ;3;45;0;0;0;0
1964;15;G;  ;                                                                                                                                                                ;3;45;0;0;0;0
1965;15;G;  ;                                                                                                                                                                ;3;45;0;0;0;0
1966;15;G;  ;                                                                                                                                                                ;3;45;0;0;0;0
1967;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;59;1020;14;6;0;0
1967;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;59;1020;14;6;0;0
1967;4;G;AA;Bacharelado em Física                                                                                                                                           ;72;1200;12;6;0;0
1967;4;G;AB;Licenciatura em Física                                                                                                                                          ;72;1200;12;6;0;0
1967;5;G;AA;Bacharelado em Química                                                                                                                                          ;52;900;16;6;0;0
1967;5;G;AB;Licenciatura em Química                                                                                                                                         ;52;900;12;6;0;0
1967;10;G;  ;                                                                                                                                                                ;71;1200;18;8;0;0
1967;11;G;  ;                                                                                                                                                                ;12;240;18;8;0;0
1967;12;G;  ;                                                                                                                                                                ;52;885;18;8;0;0
1967;13;G;  ;                                                                                                                                                                ;51;885;18;8;0;0
1967;15;G;  ;                                                                                                                                                                ;3;45;0;0;0;0
1968;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;90;1545;14;6;0;0
1968;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;90;1545;14;6;0;0
1968;3;G;  ;                                                                                                                                                                ;54;870;16;8;0;0
1968;4;G;AA;Bacharelado em Física                                                                                                                                           ;108;1815;12;6;0;0
1968;4;G;AB;Licenciatura em Física                                                                                                                                          ;108;1815;12;6;0;0
1968;5;G;AA;Bacharelado em Química                                                                                                                                          ;112;2025;16;6;0;0
1968;5;G;AB;Licenciatura em Química                                                                                                                                         ;112;2025;12;6;0;0
1968;10;G;  ;                                                                                                                                                                ;109;1890;18;8;0;0
1968;11;G;  ;                                                                                                                                                                ;22;465;18;8;0;0
1968;12;G;  ;                                                                                                                                                                ;111;1935;18;8;0;0
1968;13;G;  ;                                                                                                                                                                ;123;2385;18;8;0;0
1969;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;87;1470;14;6;0;0
1969;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;99;1650;14;6;0;0
1969;2;G;  ;                                                                                                                                                                ;43;675;14;6;0;0
1969;3;G;  ;                                                                                                                                                                ;76;1230;16;8;0;0
1969;4;G;AA;Bacharelado em Física                                                                                                                                           ;123;2130;12;6;0;0
1969;4;G;AB;Licenciatura em Física                                                                                                                                          ;139;2370;12;6;0;0
1969;5;G;AA;Bacharelado em Química                                                                                                                                          ;140;2700;16;6;0;0
1969;5;G;AB;Licenciatura em Química                                                                                                                                         ;156;2940;12;6;0;0
1969;10;G;  ;                                                                                                                                                                ;157;2730;18;8;0;0
1969;11;G;AA;Eletrônica Comunicações                                                                                                                                         ;25;510;18;8;0;0
1969;11;G;AB;Eletrônica Automação                                                                                                                                            ;25;510;0;0;0;0
1969;11;G;AG;Eletrotécnica                                                                                                                                                   ;25;510;0;0;0;0
1969;12;G;  ;                                                                                                                                                                ;128;2235;18;8;0;0
1969;13;G;  ;                                                                                                                                                                ;131;2535;18;8;0;0
1969;15;G;  ;                                                                                                                                                                ;3;45;0;0;0;0
1970;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;102;1725;14;6;0;0
1970;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;99;1680;14;6;0;0
1970;2;G;  ;                                                                                                                                                                ;79;1215;14;6;0;0
1970;3;G;  ;                                                                                                                                                                ;131;2055;16;8;0;0
1970;4;G;AA;Bacharelado em Física                                                                                                                                           ;136;2385;12;6;0;0
1970;4;G;AB;Licenciatura em Física                                                                                                                                          ;136;2385;12;6;0;0
1970;5;G;AA;Bacharelado em Química                                                                                                                                          ;171;3330;16;6;0;0
1970;5;G;AB;Licenciatura em Química                                                                                                                                         ;171;3330;12;6;0;0
1970;10;G;  ;                                                                                                                                                                ;200;3525;18;8;0;0
1970;11;G;  ;                                                                                                                                                                ;18;405;18;8;0;0
1970;12;G;  ;                                                                                                                                                                ;165;2970;18;8;0;0
1970;13;G;  ;                                                                                                                                                                ;170;3270;18;8;0;0
1970;15;G;  ;                                                                                                                                                                ;282;6165;18;12;0;0
1970;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;68;1200;14;6;0;0
1970;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;68;1200;14;6;0;0
1970;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;68;1200;14;6;0;0
1970;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;68;1200;14;6;0;0
1970;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;68;1200;14;6;0;0
1970;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;68;1200;14;6;0;0
1970;17;G;  ;                                                                                                                                                                ;41;795;14;8;0;0
1970;18;G;AA;Bacharelado em Linguística                                                                                                                                      ;69;1215;14;6;0;0
1970;18;G;AB;Plano Emergencial para o Curso de Letras                                                                                                                        ;69;1215;14;6;0;0
1971;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;84;1365;14;6;0;0
1971;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;100;1605;14;6;0;0
1971;2;G;  ;                                                                                                                                                                ;82;1290;16;6;0;0
1971;3;G;  ;                                                                                                                                                                ;127;1950;16;8;0;0
1971;4;G;AA;Bacharelado em Física                                                                                                                                           ;110;1935;12;6;0;0
1971;4;G;AB;Licenciatura em Física                                                                                                                                          ;125;2160;12;6;0;0
1971;5;G;AA;Bacharelado em Química                                                                                                                                          ;174;3390;16;6;0;0
1971;5;G;AB;Licenciatura em Química                                                                                                                                         ;193;3675;12;6;0;0
1971;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;69;1500;18;6;0;0
1971;6;G;AB;Bacharelado em Ciências Biológicas                                                                                                                              ;69;1500;18;6;0;0
1971;6;G;AD;Licenciatura em Ciências Biológicas                                                                                                                             ;69;1500;18;6;0;0
1971;10;G;  ;                                                                                                                                                                ;168;2910;18;8;0;0
1971;11;G;  ;                                                                                                                                                                ;16;345;18;8;0;0
1971;12;G;  ;                                                                                                                                                                ;170;3030;18;8;0;0
1971;13;G;  ;                                                                                                                                                                ;179;3420;18;8;0;0
1971;14;G;  ;                                                                                                                                                                ;225;4005;12;8;0;0
1971;15;G;  ;                                                                                                                                                                ;311;6840;18;12;0;0
1971;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;80;1260;14;6;0;0
1971;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;80;1260;14;6;0;0
1971;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;80;1260;14;6;0;0
1971;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;96;1500;14;6;0;0
1971;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;96;1500;14;6;0;0
1971;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;96;1500;14;6;0;0
1971;17;G;  ;                                                                                                                                                                ;142;2250;14;8;0;0
1971;18;G;AA;Bacharelado em Linguística                                                                                                                                      ;94;1515;14;6;0;0
1971;18;G;AB;Plano Emergencial para o Curso de Letras                                                                                                                        ;106;1695;14;6;0;0
1972;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;65;975;14;8;0;0
1972;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;77;1155;14;8;0;0
1972;2;G;  ;                                                                                                                                                                ;70;1140;16;6;0;0
1972;3;G;  ;                                                                                                                                                                ;122;2145;20;8;0;0
1972;4;G;AA;Bacharelado em Física                                                                                                                                           ;76;1290;12;6;0;0
1972;4;G;AB;Licenciatura em Física                                                                                                                                          ;96;1590;12;6;0;0
1972;5;G;AA;Bacharelado em Química                                                                                                                                          ;114;2220;16;6;0;0
1972;5;G;AB;Licenciatura em Química                                                                                                                                         ;126;2400;16;6;0;0
1972;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;70;1530;18;6;0;0
1972;6;G;AB;Bacharelado em Ciências Biológicas                                                                                                                              ;70;1530;18;6;0;0
1972;6;G;AD;Licenciatura em Ciências Biológicas                                                                                                                             ;70;1530;18;6;0;0
1972;10;G;AA;Engenharia Mecânica (Padrão)                                                                                                                                    ;88;1545;18;8;0;0
1972;10;G;AG;Adaptação (Turma 72 - Catálogo 74)                                                                                                                              ;85;1500;18;8;0;0
1972;11;G;  ;                                                                                                                                                                ;0;0;18;8;0;0
1972;12;G;  ;                                                                                                                                                                ;139;2535;18;8;0;0
1972;13;G;  ;                                                                                                                                                                ;139;2820;18;8;0;0
1972;14;G;  ;                                                                                                                                                                ;49;825;22;8;0;0
1972;15;G;  ;                                                                                                                                                                ;302;6465;18;12;0;0
1972;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;55;945;14;6;0;0
1972;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;55;945;14;6;0;0
1972;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;59;1005;14;6;0;0
1972;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;67;1125;18;6;0;0
1972;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;67;1125;18;6;0;0
1972;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;71;1185;18;6;0;0
1972;17;G;  ;                                                                                                                                                                ;32;645;6;14;0;0
1972;18;G;AB;Plano Emergencial para o Curso de Letras                                                                                                                        ;63;1065;14;6;0;0
1973;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;131;2100;14;6;0;0
1973;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;161;2550;14;6;0;0
1973;2;G;  ;                                                                                                                                                                ;140;2400;14;6;0;0
1973;3;G;  ;                                                                                                                                                                ;170;2910;20;8;0;0
1973;4;G;AA;Bacharelado em Física                                                                                                                                           ;159;2715;12;6;0;0
1973;4;G;AB;Licenciatura em Física                                                                                                                                          ;187;3135;12;6;0;0
1973;5;G;AA;Bacharelado em Química                                                                                                                                          ;186;3690;12;6;0;0
1973;5;G;AB;Licenciatura em Química                                                                                                                                         ;218;4170;16;6;0;0
1973;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;166;3645;18;6;0;0
1973;6;G;AB;Bacharelado em Ciências Biológicas                                                                                                                              ;166;3645;18;6;0;0
1973;10;G;  ;                                                                                                                                                                ;212;3780;20;8;0;0
1973;11;G;AA;Eletrônica Comunicações                                                                                                                                         ;213;3660;18;8;0;0
1973;11;G;AB;Eletrônica Automação                                                                                                                                            ;220;3825;18;8;0;0
1973;11;G;AC;Eletrotécnica Automação                                                                                                                                         ;212;3645;18;8;0;0
1973;11;G;AD;Eletrotécnica Potência                                                                                                                                          ;212;3645;18;8;0;0
1973;12;G;  ;                                                                                                                                                                ;223;4005;20;8;0;0
1973;13;G;  ;                                                                                                                                                                ;224;4350;20;8;0;0
1973;14;G;  ;                                                                                                                                                                ;236;5670;22;8;0;0
1973;15;G;  ;                                                                                                                                                                ;326;7065;34;12;0;0
1973;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;168;2805;14;6;0;0
1973;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;168;2805;14;6;0;0
1973;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;164;2745;14;6;0;0
1973;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;200;3285;18;6;0;0
1973;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;200;3285;18;6;0;0
1973;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;196;3225;18;6;0;0
1973;17;G;  ;                                                                                                                                                                ;193;3300;14;6;0;0
1973;18;G;AA;Bacharelado em Linguística                                                                                                                                      ;153;2565;10;4;0;0
1973;24;G;  ;                                                                                                                                                                ;188;3030;0;0;0;0
1974;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;170;2670;14;6;0;0
1974;2;G;  ;                                                                                                                                                                ;149;2535;14;6;0;0
1974;3;G;  ;                                                                                                                                                                ;164;2850;16;8;0;0
1974;4;G;AA;Bacharelado em Física                                                                                                                                           ;154;2640;12;6;0;0
1974;4;G;AB;Licenciatura em Física                                                                                                                                          ;186;3120;12;6;0;0
1974;5;G;AA;Bacharelado em Química                                                                                                                                          ;195;3825;12;6;0;0
1974;5;G;AB;Licenciatura em Química                                                                                                                                         ;223;4245;12;6;0;0
1974;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;187;4215;8;6;0;0
1974;6;G;AB;Bacharelado em Ciências Biológicas                                                                                                                              ;209;4545;8;6;0;0
1974;6;G;AD;Licenciatura em Ciências Biológicas                                                                                                                             ;209;4545;18;6;0;0
1974;10;G;AA;Engenharia Mecânica (Padrão)                                                                                                                                    ;204;3570;10;6;0;0
1974;10;G;AE;Processo de Fabricação                                                                                                                                          ;192;3375;10;6;0;0
1974;10;G;AF;Projeto de Máquinas                                                                                                                                             ;199;3510;10;6;0;0
1974;10;G;AG;Adaptação (Turma 72 - Catálogo 74)                                                                                                                              ;176;3150;18;8;0;0
1974;11;G;AA;Eletrônica Comunicações                                                                                                                                         ;217;3750;18;8;0;0
1974;11;G;AB;Eletrônica Automação                                                                                                                                            ;220;3840;18;8;0;0
1974;11;G;AC;Eletrotécnica Automação                                                                                                                                         ;222;3840;18;8;0;0
1974;11;G;AD;Eletrotécnica Potência                                                                                                                                          ;215;3705;18;8;0;0
1974;12;G;  ;                                                                                                                                                                ;239;4275;18;8;0;0
1974;13;G;  ;                                                                                                                                                                ;220;4305;18;8;0;0
1974;14;G;  ;                                                                                                                                                                ;201;4485;10;6;0;0
1974;15;G;  ;                                                                                                                                                                ;364;8325;18;10;0;0
1974;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;150;2460;14;6;0;0
1974;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;150;2460;14;6;0;0
1974;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;146;2400;14;6;0;0
1974;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;182;2940;14;6;0;0
1974;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;182;2940;14;6;0;0
1974;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;178;2880;14;6;0;0
1974;17;G;  ;                                                                                                                                                                ;168;2805;14;6;0;0
1974;18;G;AA;Bacharelado em Linguística                                                                                                                                      ;135;2295;10;4;0;0
1974;20;G;AA;Orientação Educacional                                                                                                                                          ;161;2550;14;6;0;0
1974;20;G;AB;Supervisão Escolar                                                                                                                                              ;161;2550;14;6;0;0
1974;20;G;AC;Administração Escolar                                                                                                                                           ;161;2550;14;6;0;0
1974;20;G;AP;Magistério das Séries Iniciais do 1º Grau                                                                                                                       ;153;2430;0;0;0;0
1974;24;G;  ;                                                                                                                                                                ;179;2895;0;0;0;0
1974;31;T;  ;                                                                                                                                                                ;139;2340;14;6;0;0
1975;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;132;2160;14;6;0;0
1975;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;158;2550;14;6;0;0
1975;2;G;  ;                                                                                                                                                                ;149;2565;14;6;0;0
1975;3;G;AA;Científica                                                                                                                                                      ;180;3420;16;8;0;0
1975;3;G;AB;Comercial                                                                                                                                                       ;178;3360;16;8;0;0
1975;3;G;AC;Aplicações                                                                                                                                                      ;175;3270;16;8;0;0
1975;4;G;AA;Bacharelado em Física                                                                                                                                           ;161;2805;12;6;0;0
1975;4;G;AB;Licenciatura em Física                                                                                                                                          ;193;3285;12;6;0;0
1975;5;G;AA;Bacharelado em Química                                                                                                                                          ;209;4080;8;6;0;0
1975;5;G;AB;Licenciatura em Química                                                                                                                                         ;226;4335;12;6;0;0
1975;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;157;3585;8;6;0;0
1975;6;G;AB;Bacharelado em Ciências Biológicas                                                                                                                              ;157;3585;8;6;0;0
1975;6;G;AD;Licenciatura em Ciências Biológicas                                                                                                                             ;189;4065;12;6;0;0
1975;9;G;  ;                                                                                                                                                                ;125;2220;18;8;0;0
1975;10;G;AB;Potência e Gás                                                                                                                                                  ;252;4335;18;8;0;0
1975;10;G;AC;Materiais e Processos                                                                                                                                           ;228;3990;18;8;0;0
1975;10;G;AD;Projeto Mecânico                                                                                                                                                ;230;4080;18;8;0;0
1975;11;G;AA;Eletrônica Comunicações                                                                                                                                         ;256;4440;18;8;0;0
1975;11;G;AB;Eletrônica Automação                                                                                                                                            ;257;4455;18;8;0;0
1975;11;G;AC;Eletrotécnica Automação                                                                                                                                         ;254;4365;18;8;0;0
1975;11;G;AD;Eletrotécnica Potência                                                                                                                                          ;258;4425;18;8;0;0
1975;11;G;AE;Sistemas                                                                                                                                                        ;250;4320;18;8;0;0
1975;12;G;  ;                                                                                                                                                                ;254;4545;18;8;0;0
1975;13;G;  ;                                                                                                                                                                ;223;4290;18;8;0;0
1975;14;G;  ;                                                                                                                                                                ;213;4785;10;6;0;0
1975;15;G;  ;                                                                                                                                                                ;393;9165;18;10;0;0
1975;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;150;2460;14;6;0;0
1975;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;150;2460;14;6;0;0
1975;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;150;2460;14;6;0;0
1975;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;182;2940;14;6;0;0
1975;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;182;2940;14;6;0;0
1975;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;182;2940;14;6;0;0
1975;17;G;  ;                                                                                                                                                                ;164;2745;14;6;0;0
1975;18;G;AA;Bacharelado em Linguística                                                                                                                                      ;134;2220;10;4;0;0
1975;20;G;AA;Orientação Educacional                                                                                                                                          ;161;2550;14;6;0;0
1975;20;G;AB;Supervisão Escolar                                                                                                                                              ;161;2550;14;6;0;0
1975;20;G;AC;Administração Escolar                                                                                                                                           ;161;2550;14;6;0;0
1975;20;G;AP;Magistério das Séries Iniciais do 1º Grau                                                                                                                       ;153;2430;0;0;0;0
1975;24;G;  ;                                                                                                                                                                ;181;2925;0;0;0;0
1975;31;T;  ;                                                                                                                                                                ;145;2244;14;6;0;0
1976;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;131;2115;14;6;0;0
1976;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;141;2265;14;6;0;0
1976;2;G;  ;                                                                                                                                                                ;154;2640;14;6;0;0
1976;3;G;AA;Científica                                                                                                                                                      ;176;3135;16;8;0;0
1976;3;G;AB;Comercial                                                                                                                                                       ;181;3195;16;8;0;0
1976;3;G;AC;Aplicações                                                                                                                                                      ;176;3105;16;8;0;0
1976;4;G;AA;Bacharelado em Física                                                                                                                                           ;143;2505;12;6;0;0
1976;4;G;AB;Licenciatura em Física                                                                                                                                          ;165;2805;12;6;0;0
1976;5;G;AA;Bacharelado em Química                                                                                                                                          ;179;3585;12;6;0;0
1976;5;G;AB;Licenciatura em Química                                                                                                                                         ;183;3600;12;6;0;0
1976;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;158;3390;12;6;0;0
1976;6;G;AB;Bacharelado em Ciências Biológicas                                                                                                                              ;158;3390;12;6;0;0
1976;6;G;AD;Licenciatura em Ciências Biológicas                                                                                                                             ;176;3645;12;6;0;0
1976;8;G;  ;                                                                                                                                                                ;210;4095;16;8;0;0
